q_source,row_prior,subset_size,label_mode,particles,best_mae,median_mae,best_spearman,lofo_mae,lofo_max_abs
h041_route_public_q,h048_support_public_not_private,190,sample,10,0.0007388093264610587,0.0018976620577772867,0.94135338345735,0.00014547990025508324,0.0006380370521731002
h048_q2_support_phase_q,h048_support_identity_sharp,75,sample,10,0.0008997666297852885,0.002652124300503088,0.9428571428558442,0.00017113039976196024,0.000759634890885515
h048_q2_coretail_q,h048_support_identity,95,sample,10,0.0004509082401248108,0.0024029704545742887,0.948872180449821,0.00017782782765958256,0.0008960576108953573
h012posterior,uniform,155,sample,10,0.0005452502162102454,0.0010246911679161175,0.9127819548859609,0.00018412305659426244,0.000741763301908064
posterior_vector_mid,h048_public_core_tail,190,sample,10,0.0005991684416745826,0.0017929022687543901,0.94135338345735,0.000184273161463431,0.0009161999276938899
h048_q2_public_soft_q,h041_public_not_private,155,sample,10,0.0006709999424719738,0.0012178020342781828,0.9563909774422918,0.000193846643227204,0.0008449269092390809
h012,h041_public_not_private,155,temperature_sample,7,0.0007116445547710092,0.0014299836879244486,0.9293233082693967,0.00021489600627294935,0.0009737773680761203
h041_route_public_q,h048_core_tail_prior,190,sample,10,0.00041641778032718214,0.0013382974744304758,0.9473684210513267,0.0002257887456524714,0.0010278844599546678
h048_q2_public_soft_q,h048_support_identity,95,sample,10,0.0008651511038618619,0.0020384354112902734,0.9052631578934899,0.0002276466460542804,0.0011541248590212078
h012,h048_support_public,95,sample,10,0.0005181936658878202,0.0018625116042541193,0.8601503759386651,0.00023484740687722158,0.0007174443995287307
h012posterior,h048_support_public_not_private,190,sample,10,0.0005190813697688063,0.0018748024887890132,0.9609022556377742,0.00023568317155583845,0.0007243326550963394
posterior_vector_mid,h048_support_identity_sharp,155,sample,10,0.00043480609881327883,0.0012442865446752433,0.9473684210513268,0.0002359834253384297,0.0006667566248320204
posterior_vector_mid,h048_support_public,155,sample,10,0.000611094910258379,0.0013267130281759318,0.9684210526302451,0.00023711684283443633,0.0007945367865239104
h048_q2_public_soft_q,h048_support_public,155,sample,10,0.0008106684808147687,0.001546457230978415,0.9503759398483151,0.00025832089089635417,0.0006677368620961917
h041_route_public_q,h048_core_tail_prior,95,sample,10,0.0007542682568694561,0.0035523858682661594,0.9293233082693969,0.0002601003984661414,0.0009569244203674349
h041_route_public_q,uniform,125,sample,10,0.0005619080832893544,0.001965667980736369,0.9203007518784317,0.00026027868791218925,0.0010440930671585316
h012,h048_support_identity_sharp,125,sample,10,0.0006423483019082812,0.002064142963833995,0.9428571428558444,0.0002607681069124727,0.0009524027769659341
h048_q2_support_phase_q,h048_support_public_not_private,190,sample,10,0.0004439738006382787,0.0014612170922393562,0.9593984962392802,0.00026415750965223664,0.0014114246687134454
h048_q2_coretail_q,h041_public_route,190,sample,10,0.0006557411099985444,0.001710651945610604,0.9398496240588559,0.00026720675324707585,0.0015556471038294176
h012,h048_support_identity,190,sample,10,0.0008870023676455962,0.002230831440039302,0.9278195488709027,0.00026795041935880347,0.0013226827926838079
h048_q2_public_soft_q,h041_memory_disagree_public,155,sample,10,0.0007754746434753218,0.0023761542126134586,0.948872180449821,0.0002691738949536399,0.0013934717828440052
h012,h048_public_core_tail,75,sample,10,0.0011821180943132443,0.004604345460681568,0.8541353383446884,0.0002758659778792095,0.000986273284957791
h012,h048_support_public,125,sample,10,0.0009955240883220858,0.002058795487312335,0.9112781954874667,0.0002775683734336426,0.001840435672901616
h048_q2_support_phase_q,h041_public_route,75,sample,10,0.000878426754216422,0.0020730212081846878,0.8977443609010193,0.00027768702289333104,0.0007686516309346192
h048_q2_public_soft_q,h048_support_identity_sharp,95,sample,10,0.0007015581224404651,0.002156099776041469,0.9172932330814434,0.0002787433132537768,0.0014786858311355983
posterior_vector_mid,h048_support_public_not_private,125,sample,10,0.000571490148755396,0.0014834211433109223,0.8781954887205949,0.00028015750628119487,0.00138168461418893
h048_q2_coretail_q,h048_support_q2regime,155,sample,10,0.0005535060789636522,0.001753805735516232,0.9218045112769259,0.0002806972661934453,0.0010435522976290097
h041_route_public_q,h048_support_public_not_private,125,temperature_sample,7,0.0008289685596840447,0.003304670766708301,0.9172932330814434,0.00028154200660936445,0.0009769810872163175
posterior_vector_mid,h048_core_tail_prior,190,sample,10,0.0005259666068386745,0.0018342121335666072,0.9383458646603617,0.00028392727968659583,0.0021953210516154186
posterior_vector_mid,h048_support_identity,190,sample,10,0.0007107469573774283,0.0013592927278536448,0.9398496240588559,0.00028434838837895787,0.0007486049430085618
h041_route_public_q,h048_support_identity_sharp,95,sample,10,0.0008162395752862499,0.0016330192494536091,0.8917293233070427,0.0002843786592112798,0.001210894309407887
h012posterior,h048_support_identity,190,sample,10,0.0004389481384448884,0.0008691514456276786,0.9022556390965016,0.00028736908481442544,0.002005751424180722
posterior_vector_mid,h048_support_public_not_private,190,sample,10,0.0005741844747305438,0.0016823419497066748,0.9714285714272335,0.00028770023561030015,0.0012078065393952113
h041_route_public_q,h048_support_identity_sharp,155,sample,10,0.0006422815451585509,0.0012044236444463188,0.9293233082693968,0.0002878435717930059,0.0009141615294795333
h012posterior,h048_support_identity_sharp,95,sample,10,0.0004978426014310709,0.0023789788665715683,0.8857142857130659,0.00029227165333055186,0.001200554828273458
h012posterior,h048_public_core_tail,125,sample,10,0.0005516121462837612,0.0016306027317076557,0.9052631578934901,0.0002937640421115202,0.0008033954284164622
h041_route_public_q,h041_public_not_private,125,sample,10,0.0007574733965905363,0.0020289535528393472,0.9278195488709027,0.00029450399180823254,0.0019696853207341256
h048_q2_public_soft_q,h048_support_public_not_private,155,sample,10,0.0010841472757316857,0.001963971691483766,0.8661654135326415,0.0002972564695027346,0.001235052081899812
posterior_vector_mid,h048_support_q2regime,190,sample,10,0.0007062440978417605,0.0014694339122613897,0.9473684210513268,0.00030227281524602463,0.0007292366879258268
h041_route_public_q,h048_support_public_not_private,155,sample,10,0.0005541042227859368,0.0011051196101430415,0.9789473684197043,0.0003038223152669695,0.0009974582426068163
posterior_vector_mid,h041_public_route,155,sample,10,0.0006514808831474876,0.0009488743580753373,0.939849624058856,0.0003093114736767008,0.0012067234671277703
posterior_vector_mid,h041_memory_disagree_public,190,sample,10,0.0006767007040636233,0.0012873688887526124,0.9458646616528326,0.00031083611048377034,0.0014557408398087647
h041_route_public_q,h048_support_q2regime,190,sample,10,0.0006671156611174724,0.0013527502944031867,0.9263157894724083,0.0003112192519698286,0.00199664874888982
h048_q2_support_phase_q,h048_core_tail_prior,75,sample,10,0.0005717958701923615,0.002147878344736177,0.8902255639085483,0.0003138799807735659,0.0020930601910658358
h012posterior,h048_support_public,95,sample,10,0.0007756701814182876,0.0029283683097486,0.9022556390965019,0.00031495879445507687,0.0016284409707873065
posterior_vector_mid,h048_support_identity_sharp,190,sample,10,0.00041009487510351803,0.0025221727315206843,0.9233082706754201,0.0003153655743448761,0.0010735035403660782
h012,h041_memory_disagree_public,125,sample,10,0.0008617311919521902,0.0017554897983614432,0.9729323308257277,0.0003174926634542518,0.0015873987911605453
h012posterior,h041_public_not_private,75,sample,10,0.000910315984657925,0.003181862309211428,0.807518796991369,0.000317802292669287,0.0011884491158070404
posterior_vector_mid,h048_support_identity,125,sample,10,0.0007747955225257837,0.002370701620139439,0.9293233082693968,0.00032089087509952415,0.0015881063698393923
h012,h048_support_identity_sharp,155,sample,10,0.0006629352070009153,0.001679035579955314,0.9473684210513268,0.0003228389774267945,0.001239785442439592
posterior_vector_mid,uniform,75,sample,10,0.001114489675783789,0.003798809439171464,0.8406015037582407,0.0003231708326963901,0.0013752903456193833
h012,h048_public_core_tail,190,sample,10,0.0006813541063408266,0.0017976532919391987,0.9338345864648792,0.00032425282615548097,0.001975958610815811
h048_q2_public_soft_q,h048_support_q2regime,155,sample,10,0.0005989538511210677,0.0027144589282546896,0.9398496240588559,0.00032510714500409135,0.0010634868463025287
h048_q2_support_phase_q,h048_support_identity_sharp,190,sample,10,0.0005847510317488973,0.0018503109982011053,0.9563909774422918,0.00032602303605717845,0.0006428851820939104
h048_q2_support_phase_q,h041_memory_disagree_public,155,sample,10,0.0004688417388847287,0.0015046428367102736,0.9278195488709027,0.0003261310214817706,0.0013947173233404362
h048_q2_public_soft_q,h048_support_identity_sharp,155,sample,10,0.0007181958392996448,0.0013580503889503094,0.9172932330814434,0.00032618896253481426,0.00132602897997193
h041_route_public_q,h041_memory_disagree_public,95,sample,10,0.0007148366431250442,0.0021150235659066112,0.9428571428558442,0.00032792305073548226,0.0010287458123384111
posterior_vector_mid,h041_memory_disagree_public,95,temperature_sample,7,0.0005909286119151979,0.0013019765527380214,0.8481203007507117,0.0003308379498802707,0.0009048273179341117
h041_route_public_q,h048_support_public,190,sample,10,0.00044637317035035266,0.001393718581385603,0.9609022556377742,0.00033217952390004313,0.0018722709890208935
h048_q2_support_phase_q,uniform,95,sample,10,0.0007158469668953109,0.003008875859216992,0.9458646616528327,0.00033313184365573785,0.0005506283098872349
posterior_vector_mid,h041_public_route,125,temperature_sample,7,0.0009241313307146108,0.0020280686848590814,0.9263157894724083,0.00033322164752559843,0.0018267437695290885
h012posterior,h048_core_tail_prior,155,sample,10,0.0007118178169575499,0.001133261724648359,0.9593984962392801,0.00034256969884457843,0.0008175043223278295
h012,h048_support_q2regime,95,sample,10,0.0005402328229678427,0.0021316454598487478,0.9518796992468093,0.00034489087709897135,0.0013069243713274958
h048_q2_support_phase_q,h048_support_identity,155,sample,10,0.0007269523011693652,0.003409309839457506,0.9007518796980075,0.0003465585447885298,0.001402251492105079
posterior_vector_mid,h048_support_identity,155,sample,10,0.0005859936497763328,0.002222986373049248,0.9413533834573502,0.0003490176503631309,0.0008932472035764541
h012posterior,h041_public_route,190,sample,10,0.000686682137084077,0.0016946240844806612,0.9548872180437976,0.0003507371463086612,0.0013530277918934915
h048_q2_coretail_q,h048_support_public_not_private,45,sample,10,0.0010550886557544367,0.0032603430316428175,0.745864661653108,0.00035193874991015615,0.0008741551462205979
posterior_vector_mid,uniform,125,sample,10,0.0009031213812102871,0.002709712625238396,0.9533834586453035,0.00035348866899237094,0.0011695571703221486
h048_q2_coretail_q,h041_public_route,75,sample,10,0.0006298293245474116,0.0021943830361624422,0.9203007518784317,0.0003566063363668108,0.0022236460768609665
posterior_vector_mid,h048_public_core_tail,125,sample,10,0.0007415768890138417,0.0017484585322271168,0.9774436090212101,0.0003572581435262663,0.0015366246350679933
h048_q2_coretail_q,h048_support_identity,190,sample,10,0.0005186715326265873,0.002667401135293615,0.932330827066385,0.0003574241974577553,0.0010549294387485943
h048_q2_coretail_q,h041_memory_disagree_public,75,sample,10,0.000748563777367839,0.0019723900237172414,0.8616541353371591,0.00035752127429178744,0.0011152384607351403
h012posterior,h041_public_route,125,sample,10,0.0007674519314952598,0.002106844331937004,0.947368421051327,0.0003589954892830361,0.002517952806298976
posterior_vector_mid,h048_support_identity_sharp,95,sample,10,0.0006146879786879351,0.0024370072312005853,0.9203007518784315,0.0003593596102409968,0.0014397311055288284
posterior_vector_mid,h041_public_not_private,125,sample,10,0.0005193574915966651,0.001558924954366325,0.9684210526302451,0.00035968259510300485,0.0033331682581855173
posterior_vector_mid,uniform,190,temperature_sample,7,0.0010550763818622058,0.002955757700488425,0.9067669172919842,0.00035987744003032564,0.0024956194986663835
h012posterior,h048_support_q2regime,155,sample,10,0.0005810800944314752,0.001667957482854639,0.9428571428558443,0.00036198485878590045,0.0019536250470785724
h048_q2_public_soft_q,h048_support_q2regime,125,sample,10,0.0006560382546010119,0.004450954500973398,0.9654135338332568,0.000364557556121523,0.0011436748218538375
h041_route_public_q,h041_public_route,59,sample,10,0.0013675186258796184,0.002709432637475079,0.8947368421040309,0.0003666465104743153,0.0023703159621675657
h012,h048_public_core_tail,45,sample,10,0.0009908807081772872,0.003981141857200069,0.7729323308260033,0.0003695086084983346,0.0013826424226123582
h012posterior,h048_support_public_not_private,75,sample,10,0.0009152242353809278,0.003001744403540529,0.8977443609010194,0.000373812018591335,0.0016290782029861877
h012,h048_support_q2regime,59,sample,10,0.000996346646289037,0.003086860681599413,0.8390977443597466,0.00037457100924121096,0.001265031733465172
h048_q2_support_phase_q,h048_support_q2regime,125,temperature_sample,7,0.0004942347179509927,0.0040475970247086076,0.9548872180437976,0.00037578643935552985,0.0012654100556643028
posterior_vector_mid,h048_support_public,125,temperature_sample,7,0.0005096448556812033,0.0023998287388738424,0.9082706766904785,0.0003775329114563304,0.0019096625317868501
h012,h048_support_q2regime,125,sample,10,0.0008259167683057206,0.0017225648651520787,0.9593984962392801,0.00037887629686043516,0.0017293396039628518
h048_q2_coretail_q,h048_support_public_not_private,125,sample,10,0.00063775293444526,0.002703322929128527,0.9593984962392803,0.00038061079738274515,0.0007636842077067517
h041_route_public_q,uniform,75,sample,10,0.0011786197350560361,0.0030063832262126264,0.8932330827055366,0.0003806499076173188,0.0019335618335646568
h012,h041_public_route,95,sample,10,0.0006033589402761782,0.0015259498761895519,0.9203007518784317,0.0003810075407112536,0.0016819421426583683
h041_route_private_tempered_q,h048_core_tail_prior,125,sample,10,0.00161222953371996,0.003412678363916167,0.92330827067542,0.00038107361273535345,0.0013937651823648489
h012posterior,h048_public_core_tail,190,sample,10,0.0005810974399265984,0.0016295613797615758,0.9293233082693967,0.00038230975365764216,0.001500188322559012
h041_route_public_q,h041_memory_disagree_public,190,sample,10,0.00045870519905404463,0.0018219410853977966,0.9503759398483153,0.0003838899017622206,0.0023680454281731966
h048_q2_support_phase_q,h048_public_core_tail,155,temperature_sample,7,0.0011513815554539033,0.007277532430621148,0.8676691729311357,0.0003842282168571692,0.0023238788629419034
h048_q2_public_soft_q,h041_memory_disagree_public,59,sample,10,0.001091117500706356,0.0022777770253583907,0.9172932330814434,0.00038586205971804285,0.001485776132711997
posterior_vector_mid,h041_memory_disagree_public,155,sample,10,0.0008779137217297953,0.0015439657527355848,0.8902255639085485,0.00038586662924077283,0.0015671673365483113
posterior_vector_mid,h041_memory_disagree_public,95,sample,10,0.0008431512368390094,0.0019047003013348716,0.8751879699236068,0.0003869891906930478,0.0016114018700439606
posterior_vector_mid,h048_support_public_not_private,59,temperature_sample,7,0.0007149845172192726,0.0016390715562044935,0.789473684209439,0.0003877978005898831,0.0027284529494150883
h048_q2_support_phase_q,h041_public_route,125,sample,10,0.0011066078567169998,0.0030255375377353493,0.921804511276926,0.00038897207380417606,0.0017978470204166892
h012posterior,h048_support_public_not_private,95,sample,10,0.0005128382730154535,0.0013734050902402945,0.9338345864648794,0.000391877123773662,0.0019709745747184884
posterior_vector_mid,uniform,155,sample,10,0.0013987528623301889,0.0021940691687759423,0.9443609022543384,0.0003941349347669241,0.002426250782380306
posterior_vector_mid,h041_public_not_private,190,sample,10,0.0006379881653477959,0.0019386996070099674,0.9428571428558443,0.00039432690723225673,0.0014061550357976575
h012,h041_public_not_private,95,sample,10,0.0009287847657766376,0.002799180998829907,0.8962406015025252,0.0003948146622052075,0.0015789282543826472
h012posterior,h048_core_tail_prior,75,sample,10,0.0010568524775044904,0.0025346522899802704,0.8150375939838399,0.0003954500039863781,0.0017258405959299193
h041_route_public_q,h041_public_not_private,155,temperature_sample,7,0.0004305072134701235,0.0016672934870849848,0.9609022556377743,0.0003991377645127657,0.0016265737276982446
h048_q2_public_soft_q,h048_support_identity,125,sample,10,0.0006608511411083456,0.0018856874134990519,0.9563909774422916,0.00040056747065620325,0.0016591551425222707
h041_route_public_q,h041_public_not_private,155,sample,10,0.0005307665039990621,0.0021447051390396307,0.9368421052618675,0.00040061859842101396,0.0013209490384898572
posterior_vector_mid,h048_public_core_tail,190,temperature_sample,7,0.00044780877870685123,0.002091262623554461,0.9624060150362684,0.00040675867335531206,0.0012572351198280821
h041_route_public_q,h041_public_not_private,190,sample,10,0.0006032851707355145,0.001737577768261423,0.9112781954874668,0.00040796990885763666,0.002148533985633026
h048_q2_support_phase_q,h048_support_identity_sharp,95,sample,10,0.0008161095218076977,0.0019371526395793297,0.9278195488709026,0.0004084608238526192,0.002963354215657287
h012posterior,h048_public_core_tail,155,sample,10,0.000341973668379774,0.002350172404715225,0.9488721804498208,0.0004095343892788715,0.0013743138920135397
h048_q2_public_soft_q,h048_support_identity_sharp,190,sample,10,0.0003193837484759319,0.0018150607423614918,0.9639097744347627,0.0004098621230383704,0.0009780177275746389
h048_q2_coretail_q,h048_support_identity_sharp,125,sample,10,0.0008770805912990222,0.0029774008657893663,0.9278195488709027,0.0004105035947807055,0.001878750027631432
h012posterior,h041_memory_disagree_public,155,sample,10,0.0005877437295117535,0.0016891120249223398,0.9639097744347628,0.00041060090133587985,0.0009973872331670713
h048_q2_support_phase_q,h041_memory_disagree_public,75,sample,10,0.0006881401226063485,0.002664847414787167,0.9067669172919844,0.00041220635513108733,0.0014388566798945474
h012posterior,h048_support_q2regime,155,temperature_sample,7,0.0006865334410798931,0.0017763986576727335,0.9308270676678909,0.00041313774859713816,0.002180425624996348
h041_route_public_q,h048_support_identity,75,sample,10,0.0005295340795571686,0.002423772697215551,0.8375939849612525,0.000414057403666351,0.0029696177494565558
h048_q2_support_phase_q,h048_support_q2regime,95,temperature_sample,7,0.0007823574190074575,0.0015545994546933024,0.9353383458633735,0.0004158420887451266,0.0011409600303744268
h048_q2_public_soft_q,h041_memory_disagree_public,125,sample,10,0.0009674274106323372,0.002688611933202252,0.9548872180437976,0.0004179133517432681,0.0007949729219043165
h012posterior,h041_public_not_private,95,temperature_sample,7,0.0009248300958547506,0.0015960906725655806,0.9022556390965017,0.0004208266472088583,0.0011722518695036332
h048_q2_coretail_q,h048_support_identity,59,sample,10,0.0011885538007985197,0.0018486595496142726,0.8481203007507115,0.00042201292164305277,0.002548588424236862
h012posterior,h041_memory_disagree_public,190,sample,10,0.0005881480377067727,0.0016665724843649894,0.975939849622716,0.0004235336792686789,0.0018643145816585847
h048_q2_support_phase_q,h048_public_core_tail,155,sample,10,0.0010251411260184203,0.003244548726932287,0.9172932330814434,0.00042414932224655764,0.0024493954526739565
h012posterior,h048_support_identity_sharp,155,sample,10,0.0007413092011738793,0.0017856938303470228,0.9187969924799375,0.000425089350845577,0.0011671354383493305
h012posterior,h041_public_not_private,190,temperature_sample,7,0.0005517815530315044,0.002316421045319238,0.9398496240588559,0.0004254025554878213,0.0019042296104641865
h048_q2_coretail_q,h041_public_not_private,155,sample,10,0.0009545332910649944,0.0014101484977113957,0.9398496240588559,0.00042542072878118495,0.0018544546377583706
h041_route_private_tempered_q,h041_memory_disagree_public,45,sample,10,0.001541843339501732,0.003585700995026685,0.8736842105251125,0.0004254254371674151,0.0018927679596796847
posterior_vector_mid,uniform,190,sample,10,0.0006104174001069196,0.0013853851828358446,0.9819548872166926,0.0004275709720808386,0.002353616512351579
h041_route_public_q,h048_support_identity,155,sample,10,0.0005951944989176851,0.0021237274607513673,0.9488721804498208,0.00042793313810283155,0.0013219882142038106
posterior_vector_mid,h048_public_core_tail,155,sample,10,0.0005636013046495877,0.0017759403907091833,0.9112781954874668,0.00042920924904643707,0.0012651848229728417
posterior_vector_mid,h048_support_q2regime,95,sample,10,0.0010916771314372319,0.0015042297807173347,0.9157894736829493,0.0004313415330230826,0.0011286035778322497
h048_q2_coretail_q,h048_public_core_tail,125,sample,10,0.0012118396146193569,0.0020912902585752107,0.950375939848315,0.0004350019117521798,0.002097622659668369
h012posterior,h048_support_public,155,sample,10,0.0008006425542928554,0.002056329481032085,0.8796992481190893,0.0004352778990872764,0.002620144127769881
posterior_vector_mid,h048_support_q2regime,190,temperature_sample,7,0.00046095735063237325,0.0011422460702972877,0.9654135338332568,0.00043539992969216445,0.0013144277284113902
h048_q2_public_soft_q,h041_public_not_private,59,sample,10,0.0006352362307788051,0.001637411414539687,0.9112781954874668,0.0004358564672728367,0.0024611525455482744
h041_route_public_q,h041_public_route,125,sample,10,0.0006132113562446377,0.002223637865725509,0.9323308270663853,0.00043730428705945695,0.0011655914791742147
h012posterior,h048_support_identity,155,sample,10,0.0006309524159183939,0.0021745893796321684,0.9533834586453035,0.00043735735272419933,0.0019775888834578943
h048_q2_coretail_q,h041_public_not_private,59,temperature_sample,7,0.0005186945242053489,0.001989483938271785,0.8586466165401707,0.00043816184427902165,0.002056326524262674
h048_q2_support_phase_q,h048_support_public_not_private,125,sample,10,0.000851060198856543,0.003365537466329645,0.9593984962392802,0.0004382178910375013,0.0011367764097828716
h048_q2_support_phase_q,h048_support_identity,125,sample,10,0.0007508087387678426,0.001997255163212584,0.9218045112769259,0.0004385409073266796,0.0012283639361512794
h041_route_private_tempered_q,h048_support_public,95,sample,10,0.0007656018393340066,0.004119836882622364,0.8902255639085483,0.0004402040079120481,0.0015220375474801363
h048_q2_coretail_q,h048_support_q2regime,95,sample,10,0.0008556875558988518,0.0013545884812452226,0.9368421052618675,0.0004402906480902892,0.0021856687747478145
h048_q2_support_phase_q,h048_support_public,75,sample,10,0.0010027333692223099,0.003220705188890065,0.878195488720595,0.00044050615256553455,0.0024339284906143063
h012,h048_support_identity_sharp,45,sample,10,0.0018074256269514088,0.004770853801052641,0.8300751879687818,0.0004409846663467107,0.002382160694060397
h041_route_public_q,h041_public_not_private,75,sample,10,0.0014927655468321497,0.0026837960040209143,0.9548872180437976,0.000441784121028653,0.0017380246583865496
h012,h041_public_route,155,sample,10,0.0005867637625576484,0.0012496740177353445,0.9473684210513267,0.0004434268855645249,0.0020713003105993534
h048_q2_public_soft_q,h048_support_q2regime,95,sample,10,0.000772395051893663,0.0028118888380178936,0.9067669172919843,0.00044412641930429456,0.0011448193758890179
h048_q2_public_soft_q,h041_public_route,190,sample,10,0.0004931080987438491,0.001977934956631961,0.9609022556377743,0.00044562202275385117,0.0014538914306406053
h041_route_public_q,h048_public_core_tail,45,sample,10,0.0012103890836544908,0.0016852264073761308,0.86917293232963,0.000445885885888445,0.0029800093817757677
h012,h041_memory_disagree_public,59,sample,10,0.0012646299110059913,0.004235599321172113,0.9518796992468093,0.0004463735068310276,0.0013158757981897081
h012posterior,h041_public_route,95,temperature_sample,7,0.0009631878132883923,0.002369992664262342,0.8210526315778165,0.0004546694973134485,0.003254847885728768
h048_q2_coretail_q,h048_support_public,95,sample,10,0.0007960860215209742,0.002126310217653413,0.8812030075175833,0.00045492932082991344,0.0012006319140405765
h012,h048_support_public,190,sample,10,0.0007795968995952401,0.002113632799243867,0.9548872180437976,0.00045663487945455056,0.0010501215006928615
h012,h048_public_core_tail,125,sample,10,0.0009611744824623309,0.0022558648512420437,0.9834586466151868,0.000457381407843626,0.002670022364464647
h048_q2_support_phase_q,h048_support_public_not_private,95,sample,10,0.0007537513831482301,0.001444402038799527,0.902255639096502,0.0004576214626236157,0.0009103927312006897
posterior_vector_mid,h041_memory_disagree_public,155,temperature_sample,7,0.0006077133857982477,0.0012367409895523936,0.9654135338332568,0.00045830631375705827,0.001109028149569296
posterior_vector_mid,h041_public_not_private,155,temperature_sample,7,0.0008393452141838217,0.0011465256088121557,0.9203007518784317,0.0004585103886230818,0.0026968041030944415
h048_q2_coretail_q,h048_support_public,75,sample,10,0.0010885948497270578,0.0031526990788834554,0.9218045112769259,0.0004585500016535544,0.001474711604932781
h048_q2_support_phase_q,h048_support_public,75,temperature_sample,7,0.0006536409684775536,0.0014483560979771102,0.8857142857130659,0.0004593850483269863,0.002622928726686475
h041_route_public_q,h048_public_core_tail,125,sample,10,0.0009185412616646473,0.001816705786434758,0.9308270676678908,0.00045944356291423,0.0026098077808344097
posterior_vector_mid,h048_support_public,155,temperature_sample,7,0.0008992655959715165,0.0018439057758194628,0.9052631578934901,0.0004607064332061919,0.0041582661566050075
h012,h048_support_identity,155,sample,10,0.0008854414630545749,0.003145773397820816,0.957894736840786,0.0004624555865052686,0.0008275191510192931
h048_q2_coretail_q,h048_support_identity_sharp,45,sample,10,0.001021593948706117,0.0034962395278881073,0.8330827067657699,0.0004627665683252841,0.0013801646293705207
h012posterior,h048_support_public,95,temperature_sample,7,0.000678687657432804,0.001800283261239542,0.9203007518784317,0.0004663677571449031,0.0016203688447872216
h012,h048_support_public,75,sample,10,0.0011637218599083996,0.0024187340999630184,0.8781954887205949,0.000467310911700665,0.0022552934041448237
h048_q2_coretail_q,uniform,75,temperature_sample,7,0.0009360034897839067,0.004870334930046782,0.9458646616528327,0.00046834291956778743,0.0012574994459101183
h048_q2_coretail_q,h041_public_not_private,190,sample,10,0.0008283093214899656,0.0026251852976193705,0.9518796992468095,0.0004683828093617006,0.0012478655649267693
h041_route_private_tempered_q,h048_support_q2regime,45,sample,10,0.0006908083380859619,0.002638940328788672,0.9578947368407861,0.00047124530074634386,0.0025408064612907795
h012posterior,h048_public_core_tail,155,temperature_sample,7,0.0007816771121464006,0.0016483126479589713,0.9112781954874666,0.00047146374357977,0.0020859779860444762
posterior_vector_mid,h048_support_public,95,temperature_sample,7,0.0008782473695299823,0.0015019918604414545,0.9248120300739145,0.0004768478820434261,0.003499598865725286
posterior_vector_mid,h048_public_core_tail,59,sample,10,0.0007682451320382545,0.0019338539066787368,0.8150375939838398,0.0004781730057515202,0.0014268109112050547
h041_route_public_q,h041_public_route,190,sample,10,0.0006158218493077883,0.0017137860835439605,0.9518796992468093,0.0004791750808535531,0.0010898555669871298
h012,h048_support_public_not_private,95,sample,10,0.0007368211526812958,0.0024911011772032385,0.9097744360889726,0.00047976938503155173,0.0019339715490282756
h012,h041_memory_disagree_public,155,sample,10,0.0007777611692137132,0.0022424795192843945,0.9172932330814433,0.00048010203404173795,0.001961937172564713
h041_route_private_tempered_q,h048_support_public,75,sample,10,0.0008601754285849853,0.0021190540434793993,0.807518796991369,0.00048158253967729497,0.002248389823220837
h048_q2_public_soft_q,h048_support_public_not_private,59,sample,10,0.0007172644172420689,0.0019163024194094264,0.88721804511156,0.00048173211993739445,0.0030465827105312353
posterior_vector_mid,h048_core_tail_prior,125,temperature_sample,7,0.000810827624698476,0.003821784890722591,0.9203007518784317,0.00048201086661926686,0.0022815071660671135
h041_route_public_q,h048_support_public,155,sample,10,0.0007016089162283423,0.0023170038675298203,0.8812030075175833,0.00048427538465683486,0.002078549942104482
h048_q2_public_soft_q,h048_support_public,190,sample,10,0.0007365227847232051,0.0014006510958875602,0.9353383458633735,0.000485006136462286,0.0016491627720289417
h041_route_public_q,h048_support_identity,125,sample,10,0.0005475119625220168,0.0024756619920514944,0.8360902255627582,0.00048518030627877577,0.0015799541191203036
h048_q2_public_soft_q,h041_public_route,95,sample,10,0.0010178780046587468,0.0032445008128485714,0.8932330827055368,0.0004853307000279407,0.0019388950369764874
h012,h048_support_public,59,sample,10,0.001485990636666626,0.0021542803326540724,0.8691729323296301,0.0004859960916644707,0.002325690767211246
h012posterior,h041_public_not_private,190,sample,10,0.00041090097912891316,0.0013541042861425837,0.8661654135326415,0.00048755509950852477,0.002487787264703955
h048_q2_public_soft_q,h048_public_core_tail,45,temperature_sample,7,0.001174802169247011,0.0022815603441523006,0.9458646616528327,0.00048785392685429634,0.0014330926816371273
h048_q2_coretail_q,h048_support_identity,155,temperature_sample,7,0.0011103300743058298,0.006182785934478149,0.7699248120290147,0.0004884348369178285,0.0020905035613292596
h012posterior,h048_support_identity,59,sample,10,0.0011944787816973391,0.002292320141832833,0.8616541353371591,0.0004884843739664027,0.0017767484201984627
h048_q2_support_phase_q,h048_support_public_not_private,45,sample,10,0.0015206004996377348,0.0034349959425702126,0.8225563909763108,0.0004905727639350517,0.0019304286812388723
h012,h048_support_q2regime,155,sample,10,0.0008403023003842065,0.0035511073559242228,0.9473684210513268,0.0004907398101858307,0.001558815032235943
posterior_vector_mid,h048_support_q2regime,155,sample,10,0.0007643293143629838,0.001745614923956774,0.9563909774422918,0.0004914117408967435,0.0015407895936329612
