candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,h048_world_delta_vs_h012,h048_world_iqr,full_known_action_pred_delta_median,full_known_action_pred_delta_p10,full_known_action_pred_delta_p90,full_known_action_margin_vs_h012_median,full_known_action_margin_vs_h012_p10,full_known_action_margin_vs_h012_p90,full_known_action_support_better_than_h012,full_known_action_model_count,pre_h012_action_pred_delta_median,pre_h012_action_pred_delta_p10,pre_h012_action_pred_delta_p90,pre_h012_action_margin_vs_h012_median,pre_h012_action_margin_vs_h012_p10,pre_h012_action_margin_vs_h012_p90,pre_h012_action_support_better_than_h012,pre_h012_action_model_count,h042_pre_h024_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h042_score
h048_h042core_world_tail14_a0.66_0.06_c59_e893b0ae,submission_h048_h042core_world_tail14_a0.66_0.06_c59_e893b0ae.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.06_c59_e893b0ae.csv,h042core_world_tail14_a0.66_0.06,h042core_world_tail14_a0.66_0.06,2,59,59,0.004387455343056492,0.048488496918805524,0.019815511842391827,0.2954686075418076,-0.00017497312894720606,0.0007693289469348292,2.451328263414109e-06,-1.5056995736051195e-05,-5.8166710746830366e-05,0.0008920109656571234,-0.0002357319240643696,-0.00035800559024026443,0.0001414561556095666,-0.0002458456128221374,-0.0005485277494992154,0.00023864292197907374,0.75,12,-0.00021618243039076088,-0.0003135999888172647,0.00018933681420841265,-3.4892020376597888e-06,-0.0005022798877367078,0.00026678919200883393,0.5,12,0.9927184466019416,0.5742647402152751,0.5681967269007173,0.5987203395377297,0.0059597214801413445,7.239539359160663e-05,0.03058389834430685,0.0,12,0.5814783915664918,0.537459100387925,0.5974698742381624,0.0005416131306667515,-0.12778447183392905,0.03525645955544252,0.25,12,-1.2352518553032463,1.2352518553032463,0.020936472123783842,0.8135593220338984,0.0,0.6945792880258899
h048_h042core_world_tail40_a0.92_0.1_c85_c66e3789,submission_h048_h042core_world_tail40_a0.92_0.1_c85_c66e3789.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.1_c85_c66e3789.csv,h042core_world_tail40_a0.92_0.1,h042core_world_tail40_a0.92_0.1,2,85,85,0.006210324698750826,0.06530560317851364,0.028163927371213735,0.411865331724943,-0.00021996571771773352,0.0010746893096295743,1.2433011935644099e-05,-1.079832554193316e-05,-5.0244527136433484e-05,0.001238245542868546,-0.0002934706996558286,-0.0005083814985272691,0.00017334721509265725,-0.0003291562170487797,-0.0007658454576330936,0.00033974313577772597,0.75,12,-0.00020791419283333612,-0.00044911537231406476,1.6278177634485215e-05,1.3463117664565608e-06,-0.000700800300222504,0.00037894189507947857,0.5,12,1.0211165048543691,0.5743131504595042,0.5682223640330244,0.5985975654885667,0.006008131724370425,9.803252589867252e-05,0.030461124295143804,0.08333333333333333,12,0.5814799000322792,0.5376778540678143,0.5974352240050895,0.0007549766506194655,-0.12778554335795422,0.0352101137827761,0.25,12,-1.9072873933046535,1.9072873933046535,0.022438675215348865,0.788235294117647,0.0,0.708373786407767
h048_h042core_world_tail14_a0.78_0.34_c59_ef44fe13,submission_h048_h042core_world_tail14_a0.78_0.34_c59_ef44fe13.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.34_c59_ef44fe13.csv,h042core_world_tail14_a0.78_0.34,h042core_world_tail14_a0.78_0.34,2,59,59,0.005345374463551015,0.05640827282238181,0.02417828697081094,0.3491901725494082,-0.00019864131281989097,0.0009198062579894265,6.035068828320477e-06,-1.5541822295927624e-05,-5.498663698809796e-05,0.0010689734649846796,-0.00022389760770170648,-0.00042893711923315883,0.00012178015286619315,-0.0002405836285606141,-0.0006518582099563161,0.0002683225603808701,0.75,12,-0.00019327109971930233,-0.00037789759235679657,0.00010625402462498467,1.6979189790493517e-05,-0.000596490167893203,0.0003051176087704501,0.4166666666666667,12,1.1538430420711976,0.5742877791035408,0.5682227398661042,0.5986771229140435,0.0059827603684070585,9.840835897841905e-05,0.030540681720620633,0.0,12,0.5814593829117585,0.537568544593286,0.5974901528098947,0.000647004497852488,-0.12780549350742443,0.035270569818211056,0.25,12,-1.2376056930632597,1.2376056930632597,0.020976367679038307,0.7796610169491526,0.0,0.7178802588996763
h048_h042core_world_tail20_a0.92_0.16_c65_552cd22a,submission_h048_h042core_world_tail20_a0.92_0.16_c65_552cd22a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.92_0.16_c65_552cd22a.csv,h042core_world_tail20_a0.92_0.16,h042core_world_tail20_a0.92_0.16,2,65,65,0.0061771119483031494,0.06530560317851364,0.028002842160511725,0.411865331724943,-0.0002196244637061398,0.0010747152986284982,1.2410186537604929e-05,-1.0436448652458272e-05,-4.8601453512889736e-05,0.0012406289554672146,-0.00023306858112146119,-0.0005045774517094468,0.00015456742886416083,-0.0002538314796531717,-0.0007647191337936472,0.00030630250426642944,0.75,12,-0.0001770613477653938,-0.0004476548555596907,1.509819846586844e-05,3.56318805877073e-05,-0.0006997385187524959,0.000351385694756165,0.4166666666666667,12,1.3650080906148867,0.5743110351689871,0.5682406777894672,0.5986683353749551,0.006006016433853345,0.00011634628234138412,0.030531894181532227,0.0,12,0.5812331531172181,0.537684156186672,0.5974697689394731,0.0007586501836702175,-0.12800837268386986,0.035248016407440755,0.25,12,-1.4219604668220467,1.4219604668220467,0.02187631487418533,0.7846153846153846,0.0,0.7385113268608413
h048_h042core_world_tail10_a0.78_0.06_c55_4350f29b,submission_h048_h042core_world_tail10_a0.78_0.06_c55_4350f29b.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail10_a0.78_0.06_c55_4350f29b.csv,h042core_world_tail10_a0.78_0.06,h042core_world_tail10_a0.78_0.06,2,55,55,0.005160210893434655,0.05640827282238181,0.023340877275296545,0.3491901725494082,-0.00019668549624197036,0.0009073182972668312,6.619039928590303e-06,-1.3127268006647972e-05,-5.669520096393095e-05,0.0010518356673712228,-0.00021682058313890126,-0.0004246975538479839,0.00011124834338306046,-0.00023159029421938176,-0.000646939652091088,0.00025735320534839366,0.75,12,-0.0001857044100187482,-0.00037497540741955116,0.00010907825156625503,2.4907888191262086e-05,-0.0005922483257117667,0.0002936204097470734,0.4166666666666667,12,1.3210760517799354,0.5742810396064482,0.5682192475648732,0.5987416276833691,0.00597602087131438,9.4916057747374e-05,0.0306051864899462,0.0,12,0.5815015307560225,0.5375618715410444,0.5974908830085554,0.0006400536388414535,-0.12776861457361535,0.0352752697423827,0.25,12,-1.0888161240309542,1.0888161240309542,0.019796656800562803,0.7818181818181819,0.0,0.7387540453074433
h048_h042core_world_tail20_a0.78_0.34_c65_d12ba377,submission_h048_h042core_world_tail20_a0.78_0.34_c65_d12ba377.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.34_c65_d12ba377.csv,h042core_world_tail20_a0.78_0.34,h042core_world_tail20_a0.78_0.34,2,65,65,0.005421219255143751,0.05640827282238181,0.024530095055088772,0.3491901725494082,-0.00019926951865785334,0.0009164144521950559,5.577951735442972e-06,-1.5764921335790047e-05,-5.13129206197124e-05,0.0010504863691666367,-0.000238531197910433,-0.00043294710849861064,0.00013157048169585696,-0.0002571261295318955,-0.0006540503734775834,0.00028032119934849755,0.75,12,-0.0002039543263397366,-0.00038160961913647016,0.00010542429965248342,6.768644092523118e-06,-0.0005986309548760841,0.0003149896770328113,0.4166666666666667,12,1.025687702265372,0.5742988714432631,0.5682234762620434,0.5985861058698729,0.005993852708129299,9.914475491757947e-05,0.030449664676449995,0.0,12,0.5808712870591157,0.5375726723793798,0.5974652505401825,0.0006517284559574565,-0.1283362208444452,0.03524500371226163,0.25,12,-1.4449829051169072,1.4449829051169072,0.022230506232567802,0.7846153846153846,0.0,0.752831715210356
h048_h042core_world_tail40_a0.92_0.34_c85_1ac5f8b2,submission_h048_h042core_world_tail40_a0.92_0.34_c85_1ac5f8b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.34_c85_1ac5f8b2.csv,h042core_world_tail40_a0.92_0.34,h042core_world_tail40_a0.92_0.34,2,85,85,0.006615989036644142,0.06530560317851364,0.030032344095756423,0.411865331724943,-0.00022361479988662587,0.0010774030267069754,1.1286179831132895e-05,-1.4851621288454073e-05,-4.715140878308399e-05,0.0012396915385361061,-0.00029048754848670123,-0.0005239268858169572,0.00018394740343547083,-0.00033621948865746997,-0.0007781244632824731,0.0003465970909227112,0.75,12,-0.00021600169103686787,-0.0004640321621608014,7.458682655549751e-06,-7.654382301396437e-06,-0.0007122110969086728,0.0003858038513634473,0.5,12,0.8487864077669902,0.5743012438142919,0.568229982392164,0.59831294705037,0.005996225079158202,0.00010565088503823318,0.030176505856947058,0.0,12,0.5814665383938706,0.5376895945063271,0.5973574845699963,0.0007667959905034993,-0.1278008570792142,0.03512110472577485,0.25,12,-1.911748726863147,1.911748726863147,0.02249116149250761,0.7764705882352941,0.0,0.7625
h048_h042core_world_tail14_a0.66_0.1_c59_e5550073,submission_h048_h042core_world_tail14_a0.66_0.1_c59_e5550073.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.66_0.1_c59_e5550073.csv,h042core_world_tail14_a0.66_0.1,h042core_world_tail14_a0.66_0.1,2,59,59,0.004412592007971216,0.048488496918805524,0.019928478095470575,0.2954686075418076,-0.00017526641756475823,0.0007705781285833753,2.359107117684243e-06,-1.5399495339824763e-05,-5.792900158888754e-05,0.0008982429717945631,-0.0002352133713031208,-0.0003586089564864803,0.00014093008346592834,-0.0002461978332550449,-0.0005492196230473524,0.0002395731671883135,0.75,12,-0.00021647111510414516,-0.0003141569901567609,0.0001888706298510298,-3.7778867510440683e-06,-0.0005028915211473768,0.000267335722383898,0.5,12,0.9684466019417475,0.5742656367313479,0.5681975160940393,0.5987128823678604,0.005960617996214113,7.318458691363272e-05,0.03057644117443751,0.0,12,0.5814747793364481,0.5374599915814456,0.5974730475406694,0.0005425016886210776,-0.12778827992418845,0.035259138081166035,0.25,12,-1.2335837064041975,1.2335837064041975,0.02090819841363047,0.8135593220338984,0.0,0.7632281553398058
h048_h042core_world_tail20_a0.78_0.46_c65_94e22efd,submission_h048_h042core_world_tail20_a0.78_0.46_c65_94e22efd.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.46_c65_94e22efd.csv,h042core_world_tail20_a0.78_0.46,h042core_world_tail20_a0.78_0.46,2,65,65,0.005522932180379943,0.05640827282238181,0.024993161373481867,0.3491901725494082,-0.00020001720824195553,0.0009234282960081023,5.241195455814395e-06,-1.6726082667815405e-05,-4.893684656216932e-05,0.0010737970372913875,-0.00023497023311777002,-0.0004347067225346,0.00013531304251851835,-0.0002538690206337598,-0.0006564426351117398,0.0002829172665732328,0.75,12,-0.0002000280503394996,-0.00038268377108120007,0.0001039334907342571,6.7857433080084975e-06,-0.0006006578980124187,0.00031916293695774013,0.4166666666666667,12,1.022046925566343,0.5743036708815379,0.5682277584789134,0.598538963608455,0.00599865214640416,0.000103426971787568,0.030402522415032163,0.0,12,0.580670131945068,0.5375784307568541,0.5974644267501864,0.0006573512180878538,-0.1285190397057363,0.0352428141109758,0.25,12,-1.4536895762323228,1.4536895762323228,0.022364455018958812,0.8,0.0,0.7720064724919095
h048_h042core_world_tail6_a0.66_0.06_c51_f19bd421,submission_h048_h042core_world_tail6_a0.66_0.06_c51_f19bd421.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.66_0.06_c51_f19bd421.csv,h042core_world_tail6_a0.66_0.06,h042core_world_tail6_a0.66_0.06,2,51,51,0.004369149189064762,0.048488496918805524,0.019730712331862153,0.2954686075418076,-0.00017464710670437377,0.0007672845322017861,2.439494809421307e-06,-1.4877428760099556e-05,-5.796093634909186e-05,0.000887028753924222,-0.00021301320827115527,-0.0003576570346745508,0.00014079339111380994,-0.0002243094131837856,-0.0005480718805366473,0.00022512059999718145,0.75,12,-0.00020199750965482158,-0.0003135404068015232,0.00018877138725948147,9.44420487286688e-06,-0.000501910296764658,0.0002528659637015004,0.4166666666666667,12,1.162823624595469,0.5742623827120561,0.5682015139325585,0.5987505845259201,0.005957363976922314,7.718242543272026e-05,0.03061414333249727,0.0,12,0.5814870177831273,0.5374599188594938,0.5974901526548867,0.0005415968623471157,-0.1277776339298156,0.03527806814878381,0.25,12,-0.9326171438937967,0.9326171438937967,0.018286610664584247,0.7843137254901961,0.0,0.7722491909385113
