candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,h048_world_delta_vs_h012,h048_world_iqr,full_known_action_pred_delta_median,full_known_action_pred_delta_p10,full_known_action_pred_delta_p90,full_known_action_margin_vs_h012_median,full_known_action_margin_vs_h012_p10,full_known_action_margin_vs_h012_p90,full_known_action_support_better_than_h012,full_known_action_model_count,pre_h012_action_pred_delta_median,pre_h012_action_pred_delta_p10,pre_h012_action_pred_delta_p90,pre_h012_action_margin_vs_h012_median,pre_h012_action_margin_vs_h012_p10,pre_h012_action_margin_vs_h012_p90,pre_h012_action_support_better_than_h012,pre_h012_action_model_count,h042_pre_h024_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h042_score
h048_h042core_world_tail20_a0.78_0.1_c65_cdad5f87,submission_h048_h042core_world_tail20_a0.78_0.1_c65_cdad5f87.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.1_c65_cdad5f87.csv,h042core_world_tail20_a0.78_0.1,h042core_world_tail20_a0.78_0.1,2,65,65,0.0052172185256333685,0.05640827282238181,0.023603962418302576,0.3491901725494082,-0.00019734951961574454,0.0009118386409187143,6.375908415036084e-06,-1.3671863955207973e-05,-5.562921094383912e-05,0.001052001164654031,-0.000243868122783303,-0.0004256749766620221,0.00012490951842328746,-0.00026199365193831006,-0.0006483248750043803,0.0002756845190363297,0.75,12,-0.00020385758964328038,-0.00037554667366137634,0.00010928378299650863,8.835638709820716e-06,-0.0005934145020634512,0.00030769096922639814,0.4166666666666667,12,1.1329692556634303,0.5742890361242162,0.568214894589996,0.5986859229349321,0.005984017389082497,9.056308287015425e-05,0.030549481741509177,0.0,12,0.5812973022157643,0.5375626158809702,0.5974669732394096,0.0006418473511232703,-0.12794905105645563,0.03524963099869091,0.25,12,-1.4415264204842515,1.4415264204842515,0.022177329545911558,0.8,0.0,0.6064724919093851
h048_h042core_world_tail40_a0.92_0.16_c85_bb9ecc73,submission_h048_h042core_world_tail40_a0.92_0.16_c85_bb9ecc73.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail40_a0.92_0.16_c85_bb9ecc73.csv,h042core_world_tail40_a0.92_0.16,h042core_world_tail40_a0.92_0.16,2,85,85,0.006311894139783579,0.06530560317851364,0.02863103155234939,0.411865331724943,-0.00022098002100145528,0.0010760640333152575,1.211584177216881e-05,-1.1861515461729656e-05,-4.9560388794763663e-05,0.0012417562220206906,-0.0002926820276089167,-0.0005120542398372868,0.00017569922138902994,-0.0003308647539100526,-0.0007688569999545641,0.00034149108055733367,0.75,12,-0.00020980967578793086,-0.0004526071595339211,1.4128920003010478e-05,-8.200477822481109e-07,-0.0007035800623920939,0.00038069760032232033,0.5,12,0.9764563106796116,0.5743099438051145,0.5682242699897904,0.5985229290168942,0.006004925069980793,9.993848266461881e-05,0.030386487823471288,0.0,12,0.5814763845755835,0.5376804629545437,0.5974148161707734,0.0007576266794516173,-0.1277895649495253,0.03518677548495575,0.25,12,-1.9033167504400768,1.9033167504400768,0.022391961769883253,0.788235294117647,0.0,0.6081715210355987
h048_h042core_world_tail20_a0.78_0.06_c65_62124982,submission_h048_h042core_world_tail20_a0.78_0.06_c65_62124982.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.78_0.06_c65_62124982.csv,h042core_world_tail20_a0.78_0.06,h042core_world_tail20_a0.78_0.06,2,65,65,0.00518314493166214,0.05640827282238181,0.0234496069788382,0.3491901725494082,-0.00019697432770146632,0.0009076029030032498,6.525078691494879e-06,-1.3300812339858025e-05,-5.629194277446147e-05,0.0010516280310674912,-0.00024525419499039827,-0.0004257628180898705,0.00012351209595416594,-0.00026324359500782494,-0.0006476988925166882,0.00027471782883401114,0.75,12,-0.00020417306012883007,-0.00037589426443297957,0.00010961871072690263,8.520168224271027e-06,-0.0005929522749984293,0.00030610726059449673,0.5,12,1.1245145631067963,0.5742866881701786,0.5682143256097957,0.598703323501047,0.005981669435044856,8.999410266993247e-05,0.03056688230762419,0.0,12,0.5813715798732375,0.5375613432623126,0.5974672674493808,0.0006404449249433619,-0.1278815478357826,0.03525043648850941,0.25,12,-1.4431945693833002,1.4431945693833002,0.022202993375127694,0.8,0.0,0.6229773462783171
h048_h042core_world_tail28_a0.92_0.34_c73_abd999bc,submission_h048_h042core_world_tail28_a0.92_0.34_c73_abd999bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail28_a0.92_0.34_c73_abd999bc.csv,h042core_world_tail28_a0.92_0.34,h042core_world_tail28_a0.92_0.34,2,73,73,0.0064579408309917005,0.06530560317851364,0.02930580370573714,0.411865331724943,-0.0002228958943222959,0.0010829372241696455,1.1708676125579271e-05,-1.3670128964085882e-05,-4.886115616144882e-05,0.0012318124017902227,-0.00025253279462837067,-0.0005164704248957674,0.00017118103073219355,-0.0002767478501761716,-0.0007740461898136837,0.00032523184177566587,0.75,12,-0.00019409357338358822,-0.00045760969648533446,9.311871834647762e-06,1.689405841633594e-05,-0.0007082594852333026,0.00036937947562127904,0.4166666666666667,12,1.1247168284789644,0.5743175449940454,0.5682413090611298,0.5985385666078997,0.006012526258911688,0.00011697755400404964,0.03040212541447688,0.0,12,0.5809156569178626,0.5376921311268853,0.5974834776694677,0.0007675783034279404,-0.12829468908982258,0.03525960359178732,0.25,12,-1.5712652127628877,1.5712652127628877,0.02152418099675189,0.7671232876712328,0.0,0.6246763754045306
h048_h042core_world_tail28_a0.92_0.24_c73_4f6ddd5c,submission_h048_h042core_world_tail28_a0.92_0.24_c73_4f6ddd5c.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail28_a0.92_0.24_c73_4f6ddd5c.csv,h042core_world_tail28_a0.92_0.24,h042core_world_tail28_a0.92_0.24,2,73,73,0.0063355467339455945,0.06530560317851364,0.028740985087183344,0.411865331724943,-0.00022167238220644522,0.0010798581298218503,1.20392579853943e-05,-1.237108553149694e-05,-4.9739416523904796e-05,0.0012497190225543588,-0.0002547551896124843,-0.0005115002187668636,0.00016690436141206878,-0.00027861823923728147,-0.0007701672903118943,0.00032271289966771956,0.75,12,-0.00019368965101479365,-0.00045344337238916176,1.2033119489770537e-05,1.9003577338307445e-05,-0.0007047134578646743,0.0003653970511681353,0.4166666666666667,12,1.1771440129449837,0.5743154192516999,0.5682375877500835,0.5985915515207818,0.0060104005165662056,0.00011325624295767113,0.030455110327358936,0.0,12,0.5810754899685628,0.5376869940705412,0.5974799089079389,0.0007625061047942805,-0.12815004478157382,0.03525713366881151,0.25,12,-1.5653590357934495,1.5653590357934495,0.021443274462923965,0.7808219178082192,0.0,0.640210355987055
h048_h042core_world_tail14_a0.78_0.46_c59_439d6750,submission_h048_h042core_world_tail14_a0.78_0.46_c59_439d6750.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.78_0.46_c59_439d6750.csv,h042core_world_tail14_a0.78_0.46,h042core_world_tail14_a0.78_0.46,2,59,59,0.005420426701046375,0.05640827282238181,0.02451718573004715,0.3491901725494082,-0.0001992284886920442,0.0009160041124092453,5.835391862003399e-06,-1.6441887592730116e-05,-5.3962118542260056e-05,0.0010848936887798808,-0.00022325043755808734,-0.0004338719274730037,0.00012347384248675712,-0.0002400476336658422,-0.0006546330716116008,0.00026955585713177673,0.75,12,-0.0001926533590004935,-0.00038245490369622246,0.0001041969525357885,1.4770571401492849e-05,-0.0005991937911785326,0.00030696800347718297,0.4166666666666667,12,1.1315129449838188,0.5742902686311844,0.5682250965409011,0.5986594927578353,0.005985249896050648,0.00010076503377537405,0.030523051564412373,0.0,12,0.5814508772786632,0.5375721857698043,0.5974976142519971,0.0006505742711698792,-0.12781447649791106,0.035276886417610405,0.25,12,-1.2444571902554031,1.2444571902554031,0.021092494750091582,0.7966101694915254,0.0,0.6639967637540453
h048_h042core_world_tail20_a0.92_0.1_c65_9474625e,submission_h048_h042core_world_tail20_a0.92_0.1_c65_9474625e.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.92_0.1_c65_9474625e.csv,h042core_world_tail20_a0.92_0.1,h042core_world_tail20_a0.92_0.1,2,65,65,0.006126040662715159,0.06530560317851364,0.02777130900131518,0.411865331724943,-0.00021909127861343395,0.0010736300988930501,1.262526443998119e-05,-9.891787097592722e-06,-4.9625935245929285e-05,0.0012404192521348052,-0.0002343712149744919,-0.0005027171504999046,0.00015257101480278871,-0.00025501592981408156,-0.0007632777233044489,0.00030514922719806456,0.75,12,-0.00017650470611866014,-0.0004460955553859737,1.6071937275013674e-05,3.6188522234440954e-05,-0.0006984223917107122,0.00034957178381239755,0.4166666666666667,12,1.4033576051779935,0.5743087025919671,0.5682385305233834,0.5986902578703973,0.006003683856833364,0.000114199016257599,0.030553816676974443,0.0,12,0.5813266676857158,0.5376818666666231,0.5974701316633698,0.0007563898163563398,-0.12792337891006827,0.035249037218286865,0.25,12,-1.425522751097651,1.425522751097651,0.02193111924765617,0.7846153846153846,0.0,0.664724919093851
h048_h042core_world_tail20_a0.92_0.24_c65_a0c4a08a,submission_h048_h042core_world_tail20_a0.92_0.24_c65_a0c4a08a.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail20_a0.92_0.24_c65_a0c4a08a.csv,h042core_world_tail20_a0.92_0.24,h042core_world_tail20_a0.92_0.24,2,65,65,0.0062451335221493315,0.06530560317851364,0.028311553039440454,0.411865331724943,-0.0002202801849234548,0.0010808799713551342,1.2139593533418308e-05,-1.1140455285481607e-05,-4.7178827802187666e-05,0.0012379305162658256,-0.00023056777222108145,-0.0005052433910744124,0.00015766148984672028,-0.0002515625327327029,-0.0007661843262615898,0.00030810989313779705,0.75,12,-0.00017683795910868744,-0.0004478396312354676,1.4227474819650105e-05,3.585526924441366e-05,-0.0007009279254690414,0.0003543140658065082,0.4166666666666667,12,1.3528721682847897,0.5743141207267227,0.5682435383935555,0.5986396613716385,0.006009101991588994,0.00011920688642972355,0.030503220178215617,0.0,12,0.5811108492277236,0.5376873703042458,0.5974692957015859,0.0007618148073116893,-0.1281195338714665,0.03524668025880559,0.25,12,-1.4244938977631316,1.4244938977631316,0.021915290734817405,0.7846153846153846,0.0,0.6686084142394821
h048_h042core_world_tail14_a0.92_0.46_c59_563fa15c,submission_h048_h042core_world_tail14_a0.92_0.46_c59_563fa15c.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.46_c59_563fa15c.csv,h042core_world_tail14_a0.92_0.46,h042core_world_tail14_a0.92_0.46,2,59,59,0.006329248838128166,0.06530560317851364,0.02868453231305976,0.411865331724943,-0.0002209702476897336,0.0010880538289051015,1.2084747886948504e-05,-1.266181073511486e-05,-4.79588428443502e-05,0.0012734902886643665,-0.00021192616272795988,-0.0005070137019089237,0.0001546245154572543,-0.00023163516386265782,-0.0007686028371866994,0.00029960117593199963,0.75,12,-0.00015589186013227965,-0.0004489304948341693,1.1906770081799463e-05,4.4159299431871e-05,-0.0007029835771002847,0.0003499472786932783,0.4166666666666667,12,1.3824838187702266,0.5743097720682884,0.5682487296285645,0.5986674300369671,0.0060047533331547,0.0001243981214387957,0.03053098884354425,0.0,12,0.5814570739598939,0.5376910331238953,0.5974963849276027,0.0007647393516886924,-0.12780915405955115,0.03527230811231011,0.25,12,-1.228453520868803,1.228453520868803,0.020821246116420385,0.7796610169491526,0.0,0.6882686084142395
h048_h042core_world_tail14_a0.92_0.34_c59_034905b1,submission_h048_h042core_world_tail14_a0.92_0.34_c59_034905b1.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail14_a0.92_0.34_c59_034905b1.csv,h042core_world_tail14_a0.92_0.34,h042core_world_tail14_a0.92_0.34,2,59,59,0.006254196600632806,0.06530560317851364,0.028345633553823545,0.411865331724943,-0.0002203830718175803,0.0010778573543590185,1.2284424853265583e-05,-1.1761745438312372e-05,-4.8983361290188056e-05,0.0012539283082408444,-0.00021478355766848048,-0.0005074014549453647,0.00015122488319879626,-0.00023410361702726635,-0.0007671695094370631,0.000297575566552942,0.75,12,-0.00015921707205309582,-0.00044993167546165773,1.2706122457749006e-05,4.3589764607780863e-05,-0.0007019422019725706,0.00034659790313593916,0.4166666666666667,12,1.3902508090614885,0.5743073903123537,0.5682463743234205,0.5986826017502582,0.006002371577219889,0.0001220428162947318,0.03054616055683538,0.0,12,0.5814643710982673,0.5376875861198023,0.5974899379257721,0.0007613512143962442,-0.12780143679570952,0.03526688271583373,0.25,12,-1.2216020236766598,1.2216020236766598,0.02070511904536711,0.7627118644067796,0.0,0.6921521035598704
