split,fold,feature_set,target,logloss,auc,average_precision,positive_rate,evaluated_rows
subject_heldout,0,current_episode_identity,Q1,0.7271962742987944,0.44702380952380955,0.6906837223632374,0.6818181818181818,88
subject_heldout,0,current_episode_identity,Q2,0.6772724186478629,0.4128540305010893,0.5717303874587805,0.6136363636363636,88
subject_heldout,0,current_episode_identity,Q3,0.634241890659122,0.5309168443496802,0.7738709350924897,0.7613636363636364,88
subject_heldout,0,current_episode_identity,S1,0.5643999628469645,0.4845588235294118,0.7686435926402606,0.7727272727272727,88
subject_heldout,0,current_episode_identity,S2,0.6638250492708266,0.5713498622589532,0.7095667777014518,0.625,88
subject_heldout,0,current_episode_identity,S3,0.7728028378443086,0.49767441860465106,0.5409862137622377,0.5113636363636364,88
subject_heldout,0,current_episode_identity,S4,0.7716590416155601,0.596694214876033,0.5570799470156687,0.375,88
subject_heldout,0,current_episode_identity,all,0.687342496454777,0.5058674290919469,0.6589373680048752,,88
subject_heldout,0,subject_next_center,Q1,0.726124554317483,0.5,0.6818181818181818,0.6818181818181818,88
subject_heldout,0,subject_next_center,Q2,0.6756677705187649,0.5,0.6136363636363636,0.6136363636363636,88
subject_heldout,0,subject_next_center,Q3,0.6351108568058332,0.5,0.7613636363636364,0.7613636363636364,88
subject_heldout,0,subject_next_center,S1,0.5621600351457837,0.5,0.7727272727272727,0.7727272727272727,88
subject_heldout,0,subject_next_center,S2,0.6658238264726994,0.5,0.625,0.625,88
subject_heldout,0,subject_next_center,S3,0.7769394268639457,0.5,0.5113636363636364,0.5113636363636364,88
subject_heldout,0,subject_next_center,S4,0.7756487676016991,0.5,0.375,0.375,88
subject_heldout,0,subject_next_center,all,0.6882107482466013,0.5,0.62012987012987,,88
subject_heldout,0,calendar_to_next_state,Q1,0.7278719606443435,0.44583333333333336,0.6490880697345769,0.6818181818181818,88
subject_heldout,0,calendar_to_next_state,Q2,0.6759123765167161,0.43981481481481477,0.5828087019516208,0.6136363636363636,88
subject_heldout,0,calendar_to_next_state,Q3,0.6351302862797307,0.4847192608386638,0.7857323740968996,0.7613636363636364,88
subject_heldout,0,calendar_to_next_state,S1,0.5675648661309699,0.37316176470588236,0.7353991234338852,0.7727272727272727,88
subject_heldout,0,calendar_to_next_state,S2,0.6626171949080221,0.5760330578512396,0.6743784959754124,0.625,88
subject_heldout,0,calendar_to_next_state,S3,0.7682379776648882,0.6475452196382429,0.6304894464348759,0.5113636363636364,88
subject_heldout,0,calendar_to_next_state,S4,0.7739676471777114,0.5774104683195592,0.47814121327160397,0.375,88
subject_heldout,0,calendar_to_next_state,all,0.6873289013317689,0.5063597027859622,0.648005346414125,,88
subject_heldout,0,absolute_context_to_next_state,Q1,0.7212998465368105,0.40535714285714286,0.6520324277260297,0.6818181818181818,88
subject_heldout,0,absolute_context_to_next_state,Q2,0.6819416390075876,0.47657952069716775,0.6330008496841578,0.6136363636363636,88
subject_heldout,0,absolute_context_to_next_state,Q3,0.6417931968939459,0.5074626865671642,0.7652910866020222,0.7613636363636364,88
subject_heldout,0,absolute_context_to_next_state,S1,0.5604120752162184,0.5102941176470589,0.7770829614650443,0.7727272727272727,88
subject_heldout,0,absolute_context_to_next_state,S2,0.6639152067193665,0.5476584022038568,0.6541538656566817,0.625,88
subject_heldout,0,absolute_context_to_next_state,S3,0.7622698057885544,0.5260981912144702,0.5145477419407007,0.5113636363636364,88
subject_heldout,0,absolute_context_to_next_state,S4,0.7595889828390764,0.5426997245179064,0.4535036825944827,0.375,88
subject_heldout,0,absolute_context_to_next_state,all,0.6844601075716515,0.5023071122435382,0.6356589450955885,,88
subject_heldout,0,subject_relative_context_to_next_state,Q1,0.7237139999802525,0.5815476190476191,0.7958351540671028,0.6818181818181818,88
subject_heldout,0,subject_relative_context_to_next_state,Q2,0.6777664829505556,0.44607843137254904,0.6219479687235339,0.6136363636363636,88
subject_heldout,0,subject_relative_context_to_next_state,Q3,0.6389313864174628,0.39872068230277186,0.7340823690317473,0.7613636363636364,88
subject_heldout,0,subject_relative_context_to_next_state,S1,0.563777337084257,0.5066176470588235,0.7879017926905681,0.7727272727272727,88
subject_heldout,0,subject_relative_context_to_next_state,S2,0.6685107498782962,0.46005509641873277,0.6220568096184469,0.625,88
subject_heldout,0,subject_relative_context_to_next_state,S3,0.7725341932718621,0.49405684754521967,0.5115938904374661,0.5113636363636364,88
subject_heldout,0,subject_relative_context_to_next_state,S4,0.7763314804599433,0.44848484848484854,0.37124586592027753,0.375,88
subject_heldout,0,subject_relative_context_to_next_state,all,0.6887950900060898,0.47650873889008066,0.6349519786413061,,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,Q1,0.7233918974558059,0.580952380952381,0.7938970148709009,0.6818181818181818,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,Q2,0.6779037895514514,0.4395424836601307,0.6177650259772856,0.6136363636363636,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,Q3,0.6388927879413417,0.39872068230277186,0.7345889272646153,0.7613636363636364,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,S1,0.563824977009371,0.5014705882352941,0.7838841941240606,0.7727272727272727,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,S2,0.6689223826841615,0.4512396694214876,0.6144286411549842,0.625,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,S3,0.7726642709577863,0.4987080103359173,0.5151272603347508,0.5113636363636364,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,S4,0.7764670438561613,0.4435261707988981,0.3663316205561399,0.375,88
subject_heldout,0,rhythm_conditioned_subject_relative_to_next_state,all,0.6888667356365828,0.4734514265295543,0.6322889548975338,,88
subject_heldout,1,current_episode_identity,Q1,0.6982143720331825,0.5891514500537056,0.51010633282057,0.4367816091954023,87
subject_heldout,1,current_episode_identity,Q2,0.6747201224256205,0.4123456790123457,0.6632135551226283,0.6896551724137931,87
subject_heldout,1,current_episode_identity,Q3,0.7142699064427411,0.5047619047619047,0.49837357016227735,0.5172413793103449,87
subject_heldout,1,current_episode_identity,S1,0.8654215365157285,0.6031914893617021,0.5546752484827834,0.45977011494252873,87
subject_heldout,1,current_episode_identity,S2,0.7453827897162213,0.5668080593849416,0.5865384106051248,0.5287356321839081,87
subject_heldout,1,current_episode_identity,S3,0.6903255460149045,0.4565934065934066,0.5599516079090281,0.5977011494252874,87
subject_heldout,1,current_episode_identity,S4,0.671199792097285,0.5698863636363636,0.7118140404445433,0.632183908045977,87
subject_heldout,1,current_episode_identity,all,0.7227905807493834,0.5289626218291957,0.5835246807924221,,87
subject_heldout,1,subject_next_center,Q1,0.6994275286080999,0.5,0.4367816091954023,0.4367816091954023,87
subject_heldout,1,subject_next_center,Q2,0.6719584768068352,0.5,0.6896551724137931,0.6896551724137931,87
subject_heldout,1,subject_next_center,Q3,0.7160509286654245,0.5,0.5172413793103449,0.5172413793103449,87
subject_heldout,1,subject_next_center,S1,0.8732546957154043,0.5,0.45977011494252873,0.45977011494252873,87
subject_heldout,1,subject_next_center,S2,0.7499194578038604,0.5,0.5287356321839081,0.5287356321839081,87
subject_heldout,1,subject_next_center,S3,0.6905971390810117,0.5,0.5977011494252874,0.5977011494252874,87
subject_heldout,1,subject_next_center,S4,0.6725137116565153,0.5,0.632183908045977,0.632183908045977,87
subject_heldout,1,subject_next_center,all,0.7248174197624502,0.5,0.5517241379310345,,87
subject_heldout,1,calendar_to_next_state,Q1,0.6965098484401455,0.6463480128893663,0.5483207582553636,0.4367816091954023,87
subject_heldout,1,calendar_to_next_state,Q2,0.6722547736252895,0.41574074074074074,0.6844961634271788,0.6896551724137931,87
subject_heldout,1,calendar_to_next_state,Q3,0.7163687439306055,0.4867724867724868,0.49343404578574546,0.5172413793103449,87
subject_heldout,1,calendar_to_next_state,S1,0.8670615825666654,0.5563829787234043,0.5332218159102236,0.45977011494252873,87
subject_heldout,1,calendar_to_next_state,S2,0.7474854329297693,0.5389713679745493,0.5933049352203275,0.5287356321839081,87
subject_heldout,1,calendar_to_next_state,S3,0.6890018689980337,0.485989010989011,0.6126795430537468,0.5977011494252874,87
subject_heldout,1,calendar_to_next_state,S4,0.6729438095257292,0.4784090909090909,0.6500637662933149,0.632183908045977,87
subject_heldout,1,calendar_to_next_state,all,0.7230894371451769,0.5155162412855213,0.587931575420843,,87
subject_heldout,1,absolute_context_to_next_state,Q1,0.6989725308557492,0.5091299677765843,0.4675232141675326,0.4367816091954023,87
subject_heldout,1,absolute_context_to_next_state,Q2,0.6689728877640149,0.47345679012345676,0.6780157211237909,0.6896551724137931,87
subject_heldout,1,absolute_context_to_next_state,Q3,0.7064996474104157,0.6052910052910053,0.6101762341413445,0.5172413793103449,87
subject_heldout,1,absolute_context_to_next_state,S1,0.8704264800319288,0.4686170212765957,0.4669300188256228,0.45977011494252873,87
subject_heldout,1,absolute_context_to_next_state,S2,0.7426847977391858,0.5111346765641569,0.574706364672053,0.5287356321839081,87
subject_heldout,1,absolute_context_to_next_state,S3,0.6892499703640781,0.48791208791208796,0.6412620778636029,0.5977011494252874,87
subject_heldout,1,absolute_context_to_next_state,S4,0.6766051160104807,0.47784090909090904,0.6244475093089745,0.632183908045977,87
subject_heldout,1,absolute_context_to_next_state,all,0.7219159185965504,0.5047689225763995,0.5804373057289888,,87
subject_heldout,1,subject_relative_context_to_next_state,Q1,0.696942937374349,0.5472610096670247,0.49547561117830047,0.4367816091954023,87
subject_heldout,1,subject_relative_context_to_next_state,Q2,0.6731560359296949,0.47530864197530864,0.6702845075721067,0.6896551724137931,87
subject_heldout,1,subject_relative_context_to_next_state,Q3,0.7123286154418456,0.5814814814814815,0.630618478691714,0.5172413793103449,87
subject_heldout,1,subject_relative_context_to_next_state,S1,0.8690249809541406,0.5329787234042553,0.5198690750515192,0.45977011494252873,87
subject_heldout,1,subject_relative_context_to_next_state,S2,0.7437569150876295,0.602863202545069,0.6509783944029034,0.5287356321839081,87
subject_heldout,1,subject_relative_context_to_next_state,S3,0.6848234946936169,0.5505494505494506,0.6678648151136498,0.5977011494252874,87
subject_heldout,1,subject_relative_context_to_next_state,S4,0.671091646981648,0.5801136363636363,0.7187350184243372,0.632183908045977,87
subject_heldout,1,subject_relative_context_to_next_state,all,0.7215892323518464,0.5529365922837465,0.6219751286335045,,87
subject_heldout,1,rhythm_conditioned_subject_relative_to_next_state,Q1,0.6969964398584572,0.5467239527389903,0.49203215429945785,0.4367816091954023,87
subject_heldout,1,rhythm_conditioned_subject_relative_to_next_state,Q2,0.6731253676288113,0.47530864197530864,0.6674298967943522,0.6896551724137931,87
