rowposterior_delta_vs_h012,uniform_row_delta_vs_h012,rowposterior_beats_rate,rowposterior_p90_row_delta,candidate_id,mode,target_subset,row_k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,mean_abs_prob_delta_vs_h018,max_abs_prob_delta_vs_h018,h018_rowposterior_delta_vs_h012,h018_uniform_row_delta_vs_h012,h019_decision,decision_rank,file
-0.00028906006881201414,-0.00024534637814294547,0.468,8.32667268468865e-18,row_score_all_r80_a0.55,row_score,all,80,0.55,80,560,0.0022876949234971067,0.06558874566176454,0.008938725226748346,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002888037996533394,-0.00027825605715686084,0.964,-7.51928239346389e-05,row_score_S_r240_a0.55,row_score,S,240,0.55,240,960,0.003517033298456039,0.024615673188367326,0.0077093868517894085,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002864562741162187,-0.00027512517520480664,0.96,-6.817977897256263e-05,inclusion_S_r240_a0.55,inclusion,S,240,0.55,240,960,0.0034786008473966317,0.024615673188367326,0.007747819302848817,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002864562741162187,-0.00027512517520480664,0.96,-6.817977897256263e-05,lift_S_r240_a0.55,lift,S,240,0.55,240,960,0.0034786008473966317,0.024615673188367326,0.007747819302848817,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00028554061987203535,-0.00023266501416955603,0.416,1.531145157339573e-17,inclusion_all_r60_a1,inclusion,all,60,1.0,60,420,0.002989950385311995,0.11298815705193355,0.008236469764933462,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00028554061987203535,-0.00023266501416955603,0.416,1.531145157339573e-17,lift_all_r60_a1,lift,all,60,1.0,60,420,0.002989950385311995,0.11298815705193355,0.008236469764933462,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00028368893479674607,-0.0002638335260194256,0.764,0.0,inclusion_S_r180_a1.25,inclusion,S,180,1.25,180,720,0.005964266511123964,0.0537359290891245,0.007600750509447784,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00028368893479674607,-0.0002638335260194256,0.764,0.0,lift_S_r180_a1.25,lift,S,180,1.25,180,720,0.005964266511123964,0.0537359290891245,0.007600750509447784,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002832990211793675,-0.00026349400423066174,0.764,0.0,inclusion_S_r180_a0.75,inclusion,S,180,0.75,180,720,0.003614833838546021,0.0324729196258523,0.007611586311699429,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002832990211793675,-0.00026349400423066174,0.764,0.0,lift_S_r180_a0.75,lift,S,180,0.75,180,720,0.003614833838546021,0.0324729196258523,0.007611586311699429,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.000281499983355363,-0.00026599030795896494,0.692,0.0,gain_S_r150_a1.25,gain,S,150,1.25,150,600,0.005524158884975454,0.0537359290891245,0.007862685530280453,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002810877194707104,-0.00026562259719923584,0.692,0.0,gain_S_r150_a0.75,gain,S,150,0.75,150,600,0.00335245708781721,0.0324729196258523,0.007873963062428243,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00027782679409849026,-0.0002674410473061702,0.88,0.0,gain_S_r210_a0.55,gain,S,210,0.55,210,840,0.003236365845941645,0.024615673188367326,0.007990054304303806,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002755398583115131,-0.0002560891570028433,0.676,0.0,row_score_S_r150_a1.25,row_score,S,150,1.25,150,600,0.005294446983170722,0.0537359290891245,0.008001522705235712,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002751333473630012,-0.0002557304479091286,0.676,0.0,row_score_S_r150_a0.75,row_score,S,150,0.75,150,600,0.0032138491387141478,0.0324729196258523,0.008012571011531303,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002734884782541326,-0.0002603917356686885,0.872,0.0,row_score_S_r210_a0.55,row_score,S,210,0.55,210,840,0.0031447240733299834,0.024615673188367326,0.008081696076915468,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00027082669738925436,-0.0002477407453799255,0.676,0.0,inclusion_S_r150_a1,inclusion,S,150,1.0,150,600,0.004045519062946876,0.04240276971856882,0.0071809010872985815,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00027082669738925436,-0.0002477407453799255,0.676,0.0,lift_S_r150_a1,lift,S,150,1.0,150,600,0.004045519062946876,0.04240276971856882,0.0071809010872985815,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002701016572471602,-0.0002522196589471034,0.608,7.93016446160826e-18,gain_S_r125_a1,gain,S,125,1.0,125,500,0.0037176838677100204,0.04240276971856882,0.007508736282535438,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026922792340337615,-0.00021932170346190835,0.416,1.531145157339573e-17,inclusion_all_r60_a1.25,inclusion,all,60,1.25,60,420,0.0037092447558019423,0.13669790015525174,0.008955764135423405,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026922792340337615,-0.00021932170346190835,0.416,1.531145157339573e-17,lift_all_r60_a1.25,lift,all,60,1.25,60,420,0.0037092447558019423,0.13669790015525174,0.008955764135423405,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002687009813748253,-0.00021890805472588135,0.416,1.531145157339573e-17,inclusion_all_r60_a0.75,inclusion,all,60,0.75,60,420,0.00226030493356255,0.08739248873299255,0.008966115216682904,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002687009813748253,-0.00021890805472588135,0.416,1.531145157339573e-17,lift_all_r60_a0.75,lift,all,60,0.75,60,420,0.00226030493356255,0.08739248873299255,0.008966115216682904,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026669230327534306,-0.00025207738701567246,0.864,0.0,inclusion_S_r210_a0.55,inclusion,S,210,0.55,210,840,0.003108524132459377,0.024615673188367326,0.008117896017786072,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026669230327534306,-0.00025207738701567246,0.864,0.0,lift_S_r210_a0.55,lift,S,210,0.55,210,840,0.003108524132459377,0.024615673188367326,0.008117896017786072,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026518842738217514,-0.00022101878817382703,0.476,7.93016446160826e-18,inclusion_all_r80_a0.55,inclusion,all,80,0.55,80,560,0.0021541013948947075,0.06558874566176454,0.009072318755350747,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026518842738217514,-0.00022101878817382703,0.476,7.93016446160826e-18,lift_all_r80_a0.55,lift,all,80,0.55,80,560,0.0021541013948947075,0.06558874566176454,0.009072318755350747,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002609059033155997,-0.00024944310702153526,0.792,0.0,gain_S_r180_a0.55,gain,S,180,0.55,180,720,0.0028817063978633125,0.024615673188367326,0.00834471375238214,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00026083583104518477,-0.00023808253685006256,0.6,0.0,row_score_S_r125_a1,row_score,S,125,1.0,125,500,0.0035738338129066376,0.04240276971856882,0.0076525863373388195,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002604027229697619,-0.00022546312188100108,0.42,1.5451720229461045e-17,gain_all_r60_a0.55,gain,all,60,0.55,60,420,0.001934462551457404,0.06558874566176454,0.009291957598788049,0.04763098419968714,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002550954315531019,-0.0002397846944936647,0.776,0.0,row_score_S_r180_a0.55,row_score,S,180,0.55,180,720,0.002740329023648471,0.024615673188367326,0.00848609112659698,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025496687629474507,-0.00023316745829146058,0.676,0.0,inclusion_S_r150_a1.25,inclusion,S,150,1.25,150,600,0.00503038101668071,0.0537359290891245,0.00816576304103241,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025496687629474507,-0.00023316745829146058,0.676,0.0,lift_S_r150_a1.25,lift,S,150,1.25,150,600,0.00503038101668071,0.0537359290891245,0.00816576304103241,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025468511977385565,-0.00021742140223477948,0.36,1.586032892321652e-17,gain_all_r40_a1,gain,all,40,1.0,40,280,0.0024736800175150673,0.11298815705193355,0.00875274013273039,0.034910516314483275,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025459535411526645,-0.00023284755860296085,0.676,0.0,inclusion_S_r150_a0.75,inclusion,S,150,0.75,150,600,0.003050968892839269,0.0324729196258523,0.008175451257406183,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025459535411526645,-0.00023284755860296085,0.676,0.0,lift_S_r150_a0.75,lift,S,150,0.75,150,600,0.003050968892839269,0.0324729196258523,0.008175451257406183,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025432941503314346,-0.00023743351243284483,0.608,7.93016446160826e-18,gain_S_r125_a1.25,gain,S,125,1.25,125,500,0.0046186109845816675,0.0537359290891245,0.00840966339940708,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025394020856353935,-0.00023708750715949775,0.608,7.93016446160826e-18,gain_S_r125_a0.75,gain,S,125,0.75,125,500,0.0028063442288271557,0.0324729196258523,0.008420075921418297,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00025067175177514875,-0.00022698516492009247,0.972,-3.056637799711667e-05,gain_Q_r240_a1,gain,Q,240,1.0,240,720,0.004623084014639815,0.11298815705193355,0.006603336135605643,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002495130693111137,-0.00022518584750141752,0.964,-3.056637799711667e-05,row_score_Q_r240_a1,row_score,Q,240,1.0,240,720,0.004580726827548784,0.11298815705193355,0.0066456933226966735,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024902275602237383,-0.0002064887062972378,0.408,1.2234931105202697e-17,row_score_all_r60_a0.55,row_score,all,60,0.55,60,420,0.001781115248673769,0.06558874566176454,0.009445304901571685,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024824432567459613,-0.00022342389969083682,0.96,-3.055542741639352e-05,inclusion_Q_r240_a1,inclusion,Q,240,1.0,240,720,0.004540869644175521,0.11298815705193355,0.006685550506069938,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024824432567459613,-0.00022342389969083682,0.96,-3.055542741639352e-05,lift_Q_r240_a1,lift,Q,240,1.0,240,720,0.004540869644175521,0.11298815705193355,0.006685550506069938,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002456181396579098,-0.00022413225350750642,0.6,0.0,row_score_S_r125_a1.25,row_score,S,125,1.25,125,500,0.0044406538189762645,0.0537359290891245,0.00851940634340844,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024524001941065394,-0.0002238051207919812,0.6,0.0,row_score_S_r125_a0.75,row_score,S,125,0.75,125,500,0.0026972992619466937,0.0324729196258523,0.008529120888298759,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002444384843055776,-0.00022027593142758046,0.608,0.0,inclusion_S_r125_a1,inclusion,S,125,1.0,125,500,0.0033897789315810068,0.04240276971856882,0.00783664121866445,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002444384843055776,-0.00022027593142758046,0.608,0.0,lift_S_r125_a1,lift,S,125,1.0,125,500,0.0033897789315810068,0.04240276971856882,0.00783664121866445,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024216805426624015,-0.00022515002593439344,0.764,0.0,inclusion_S_r180_a0.55,inclusion,S,180,0.55,180,720,0.002662364083151454,0.024615673188367326,0.008564056067093996,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024216805426624015,-0.00022515002593439344,0.764,0.0,lift_S_r180_a0.55,lift,S,180,0.55,180,720,0.002662364083151454,0.024615673188367326,0.008564056067093996,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024089319447291263,-0.00019238683931998595,0.352,1.586032892321652e-17,row_score_all_r40_a1,row_score,all,40,1.0,40,280,0.0021319223797410906,0.11298815705193355,0.009094497770504367,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024084094038445447,-0.0002165729896803162,0.88,0.0,gain_Q_r210_a1,gain,Q,210,1.0,210,630,0.00421277190913841,0.11298815705193355,0.0070136482411070475,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024035000065091117,-0.00022704096309738762,0.692,0.0,gain_S_r150_a0.55,gain,S,150,0.55,150,600,0.0024705257991513006,0.024615673188367326,0.00875589435109415,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00024005201903395108,-0.00020485712288281587,0.36,1.586032892321652e-17,gain_all_r40_a1.25,gain,all,40,1.25,40,280,0.0030685782770482166,0.13669790015525174,0.009347638392263538,0.034910516314483275,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023970847135337274,-0.0002211024912237563,0.54,7.93016446160826e-18,gain_S_r100_a1,gain,S,100,1.0,100,400,0.0030401903935041025,0.04240276971856882,0.008186229756741355,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023960386401761116,-0.00020449789756408687,0.36,1.586032892321652e-17,gain_all_r40_a0.75,gain,all,40,0.75,40,280,0.0018700963248815907,0.08739248873299255,0.009356323825363862,0.034910516314483275,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002382097646550835,-0.00021206562209164948,0.872,0.0,row_score_Q_r210_a1,row_score,Q,210,1.0,210,630,0.004115597007916049,0.11298815705193355,0.00711082314232941,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023583039458263127,-0.00020898399430938972,0.864,0.0,inclusion_Q_r210_a1,inclusion,Q,210,1.0,210,630,0.004056399378482503,0.11298815705193355,0.007170020771762956,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023583039458263127,-0.00020898399430938972,0.864,0.0,lift_Q_r210_a1,lift,Q,210,1.0,210,630,0.004056399378482503,0.11298815705193355,0.007170020771762956,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023576681967859937,-0.00021338048296706667,0.972,-2.8944184399823383e-05,gain_Q_r240_a1.25,gain,Q,240,1.25,240,720,0.005763359563873899,0.13669790015525174,0.007743611684839722,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023550019252448814,-0.00021317593468428837,0.972,-2.886762451866191e-05,gain_Q_r240_a0.75,gain,Q,240,0.75,240,720,0.003476755487560704,0.08739248873299255,0.007749664662684751,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.000235267316811488,-0.0002185983323173934,0.676,0.0,row_score_S_r150_a0.55,row_score,S,150,0.55,150,600,0.002368631807572001,0.024615673188367326,0.00885778834267345,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023467983061108993,-0.00021169269870707582,0.964,-2.8944184399823383e-05,row_score_Q_r240_a1.25,row_score,Q,240,1.25,240,720,0.005710518315711179,0.13669790015525174,0.007775484810859064,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023441349694651578,-0.000211488525274334,0.964,-2.886762451866191e-05,row_score_Q_r240_a0.75,row_score,Q,240,0.75,240,720,0.0034449256723853346,0.08739248873299255,0.0077814944778601194,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023348921748442492,-0.00021003940020969318,0.96,-2.8934767077882073e-05,inclusion_Q_r240_a1.25,inclusion,Q,240,1.25,240,720,0.00566087144190452,0.13669790015525174,0.007805552303798935,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023348921748442492,-0.00021003940020969318,0.96,-2.8934767077882073e-05,lift_Q_r240_a1.25,lift,Q,240,1.25,240,720,0.00566087144190452,0.13669790015525174,0.007805552303798935,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.000233223357839989,-0.00020983582567526187,0.96,-2.885786699697286e-05,inclusion_Q_r240_a0.75,inclusion,Q,240,0.75,240,720,0.0034149298784902325,0.08739248873299255,0.007811490271755222,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.000233223357839989,-0.00020983582567526187,0.96,-2.885786699697286e-05,lift_Q_r240_a0.75,lift,Q,240,0.75,240,720,0.0034149298784902325,0.08739248873299255,0.007811490271755222,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023021798466169843,-0.0001874959691989929,0.416,1.531145157339573e-17,inclusion_all_r60_a0.55,inclusion,all,60,0.55,60,420,0.0016686150104822685,0.06558874566176454,0.009557805139763186,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023021798466169843,-0.0001874959691989929,0.416,1.531145157339573e-17,lift_all_r60_a0.55,lift,all,60,0.55,60,420,0.0016686150104822685,0.06558874566176454,0.009557805139763186,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023020711871661538,-0.000207397609484383,0.608,0.0,inclusion_S_r125_a1.25,inclusion,S,125,1.25,125,500,0.0042120767146362,0.0537359290891245,0.00865893900171964,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00023020711871661538,-0.000207397609484383,0.608,0.0,lift_S_r125_a1.25,lift,S,125,1.25,125,500,0.0042120767146362,0.0537359290891245,0.00865893900171964,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022984345738281495,-0.000207085864306298,0.608,0.0,inclusion_S_r125_a0.75,inclusion,S,125,0.75,125,500,0.002558325725902997,0.0324729196258523,0.008668094424342455,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022984345738281495,-0.000207085864306298,0.608,0.0,lift_S_r125_a0.75,lift,S,125,0.75,125,500,0.002558325725902997,0.0324729196258523,0.008668094424342455,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022837299310942384,-0.00020322107590655192,0.792,0.0,gain_Q_r180_a1,gain,Q,180,1.0,180,540,0.0037234662473405204,0.11298815705193355,0.007502953902904938,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022775066138932282,-0.0002038028489461438,0.536,7.93016446160826e-18,row_score_S_r100_a1,row_score,S,100,1.0,100,400,0.0028260320206782022,0.04240276971856882,0.008400388129567254,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022728293840391863,-0.00018148129306987327,0.352,1.586032892321652e-17,row_score_all_r40_a1.25,row_score,all,40,1.25,40,280,0.0026408165594512976,0.13669790015525174,0.00960339195021457,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022678955330488688,-0.00018109807224485328,0.352,1.586032892321652e-17,row_score_all_r40_a0.75,row_score,all,40,0.75,40,280,0.0016142851725389313,0.08739248873299255,0.009612134977706521,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002265457332119418,-0.00020361473652863107,0.88,0.0,gain_Q_r210_a1.25,gain,Q,210,1.25,210,630,0.005250746689425342,0.13669790015525174,0.008051623021393978,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022628067027894694,-0.00020341167780026244,0.88,0.0,gain_Q_r210_a0.75,gain,Q,210,0.75,210,630,0.003168857515918217,0.08739248873299255,0.008057562634327236,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022581220239308955,-0.00019813470775820785,0.776,0.0,row_score_Q_r180_a1,row_score,Q,180,1.0,180,540,0.0036321248599281773,0.11298815705193355,0.007594295290317281,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022577668910473894,-0.0002081961962793859,0.54,7.93016446160826e-18,gain_S_r100_a1.25,gain,S,100,1.25,100,400,0.0037737048290002956,0.0537359290891245,0.008919744192237544,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.000225408368772084,-0.00020787298946851746,0.54,7.93016446160826e-18,gain_S_r100_a0.75,gain,S,100,0.75,100,400,0.0022969907919125933,0.0324729196258523,0.008929429358332859,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022408171244156584,-0.0001993909923905247,0.872,0.0,row_score_Q_r210_a1.25,row_score,Q,210,1.25,210,630,0.005129276178308792,0.13669790015525174,0.008124502312722149,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022381592965570386,-0.00019918746693779112,0.872,0.0,row_score_Q_r210_a0.75,row_score,Q,210,0.75,210,630,0.0030959865210944157,0.08739248873299255,0.00813043362915104,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002233224457119573,-0.00019524439057555217,0.764,0.0,inclusion_Q_r180_a1,inclusion,Q,180,1.0,180,540,0.003621020880748813,0.11298815705193355,0.007605399269496645,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002233224457119573,-0.00019524439057555217,0.764,0.0,lift_Q_r180_a1,lift,Q,180,1.0,180,540,0.003621020880748813,0.11298815705193355,0.007605399269496645,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002218507105518944,-0.0001965014868285122,0.864,0.0,inclusion_Q_r210_a1.25,inclusion,Q,210,1.25,210,630,0.005055354556997833,0.13669790015525174,0.008168975950278282,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002218507105518944,-0.0001965014868285122,0.864,0.0,lift_Q_r210_a1.25,lift,Q,210,1.25,210,630,0.005055354556997833,0.13669790015525174,0.008168975950278282,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022158507052285606,-0.00019629816038204794,0.864,0.0,inclusion_Q_r210_a0.75,inclusion,Q,210,0.75,210,630,0.003051544404004993,0.08739248873299255,0.008174875746240462,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00022158507052285606,-0.00019629816038204794,0.864,0.0,lift_Q_r210_a0.75,lift,Q,210,0.75,210,630,0.003051544404004993,0.08739248873299255,0.008174875746240462,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021990419953536616,-0.00017185250371338357,0.36,1.586032892321652e-17,inclusion_all_r40_a1,inclusion,all,40,1.0,40,280,0.001998724011835139,0.11298815705193355,0.009227696138410317,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021990419953536616,-0.00017185250371338357,0.36,1.586032892321652e-17,lift_all_r40_a1,lift,all,40,1.0,40,280,0.001998724011835139,0.11298815705193355,0.009227696138410317,0.0487413373007578,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021770521325316296,-0.00019903147821552646,0.676,0.0,inclusion_S_r150_a0.55,inclusion,S,150,0.55,150,600,0.0022478074053469393,0.024615673188367326,0.008978612744898511,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021770521325316296,-0.00019903147821552646,0.676,0.0,lift_S_r150_a0.55,lift,S,150,0.55,150,600,0.0022478074053469393,0.024615673188367326,0.008978612744898511,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021718253521885744,-0.0002026997039623786,0.608,7.93016446160826e-18,gain_S_r125_a0.55,gain,S,125,0.55,125,500,0.0020691817355158178,0.024615673188367326,0.009157238414729636,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002148563282412244,-0.00019109656845293915,0.792,0.0,gain_Q_r180_a1.25,gain,Q,180,1.25,180,540,0.004639217879168849,0.13669790015525174,0.008418705534733263,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021459158606578838,-0.00019089385081649563,0.792,0.0,gain_Q_r180_a0.75,gain,Q,180,0.75,180,540,0.002801826362411616,0.08739248873299255,0.00842459378783384,0.04240276971856882,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021455652642375094,-0.0001919489409986745,0.536,7.93016446160826e-18,row_score_S_r100_a1.25,row_score,S,100,1.25,100,400,0.003508526112675994,0.0537359290891245,0.009082882221565041,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.0002141954096679007,-0.0001916395232639904,0.536,7.93016446160826e-18,row_score_S_r100_a0.75,row_score,S,100,0.75,100,400,0.0021348615947018434,0.0324729196258523,0.009091558555543609,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
-0.00021393941251809156,-0.00018917532027585096,0.524,7.93016446160826e-18,inclusion_S_r100_a1,inclusion,S,100,1.0,100,400,0.0027144200075168014,0.04153937759123383,0.008512000142728656,0.11298815705193355,-0.0006154952912220069,-0.0005796202207438965,diagnostic_only,2,not_materialized
