posterior_id,proxy_name,subset_size,method,temperature,top_k,weight_power,posterior_mae,posterior_p90_abs,posterior_spearman,best_mask_mae,top100_mask_mae,median_mask_mae,ess,ess_rate,inclusion_prior,inclusion_abs_shift,inclusion_min,inclusion_max,inclusion_top20_mean,inclusion_bottom20_mean,posterior_score
h012_public_k125_top1000_t0.00015,h012_public,125,topk,0.00015,1000,1.0,4.587646450697896e-05,6.610157749881552e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,945.2933104171932,0.0525162950231774,0.5,0.03880557161050656,0.42125363434231144,0.8167717658346423,0.6523316455022086,0.4423436255012779,1.8045942168121303e-05
h017_joint_k125_top1000_t0.00015,h017_joint,125,topk,0.00015,1000,1.0,4.588087352633379e-05,6.611629734034834e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,945.2830297478201,0.0525157238748789,0.5,0.03880599973186402,0.42124922041186824,0.8167774168046908,0.652333588841974,0.442342756437479,1.805397977329643e-05
h017_joint_k125_soft_t8e-05_p1.5,h017_joint,125,soft,8e-05,0,1.5,4.641090534146545e-05,7.013503414308788e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,841.1208134421535,0.04672893408011964,0.5,0.03925937397951625,0.41701842681993057,0.798863773601994,0.6522888940218015,0.4400978068392073,1.9534290879394708e-05
h012_public_k125_soft_t8e-05_p1.5,h012_public,125,soft,8e-05,0,1.5,4.6415167428897395e-05,7.013070022504417e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,841.2070399953104,0.04673372444418391,0.5,0.03925773095902585,0.41703004263837407,0.7988462862469141,0.6522834038048035,0.4401004418493383,1.9537666649774578e-05
h017_joint_k150_soft_t6e-05_p1.5,h017_joint,150,soft,6e-05,0,1.5,4.9073430829531334e-05,7.102970801174449e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,355.14443164885284,0.019730246202714047,0.6,0.052146770058730994,0.4801091005680302,0.944277387251558,0.7715884093735019,0.5117943995010943,2.0753696553239278e-05
h017_joint_k150_soft_t4e-05_p1,h017_joint,150,soft,4e-05,0,1.0,4.907343082953151e-05,7.102970801174449e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,355.1444316488529,0.01973024620271405,0.6,0.05214677005873098,0.48010910056803013,0.9442773872515581,0.7715884093735021,0.5117943995010943,2.0753696553239468e-05
h017_joint_k150_soft_t8e-05_p2,h017_joint,150,soft,8e-05,0,2.0,4.907343082953151e-05,7.102970801174449e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,355.1444316488529,0.01973024620271405,0.6,0.05214677005873099,0.48010910056803024,0.9442773872515581,0.7715884093735023,0.5117943995010943,2.0753696553239468e-05
h012_public_k150_soft_t8e-05_p2,h012_public,150,soft,8e-05,0,2.0,4.907854096569348e-05,7.103423500257773e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,355.21247263179583,0.019734026257321992,0.6,0.05214393837436839,0.48010291301999786,0.9442650854129381,0.7715803848616443,0.5118031412026839,2.0760278239233253e-05
h012_public_k150_soft_t6e-05_p1.5,h012_public,150,soft,6e-05,0,1.5,4.9078540965693736e-05,7.103423500257773e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,355.21247263179583,0.019734026257321992,0.6,0.05214393837436836,0.48010291301999797,0.944265085412938,0.7715803848616442,0.5118031412026839,2.0760278239233514e-05
h012_public_k150_soft_t4e-05_p1,h012_public,150,soft,4e-05,0,1.0,4.9078540965695125e-05,7.103423500257946e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,355.2124726317958,0.01973402625732199,0.6,0.052143938374368363,0.48010291301999797,0.944265085412938,0.7715803848616443,0.511803141202684,2.076027823923533e-05
h012_public_k125_top1000_t0.0003,h012_public,125,topk,0.0003,1000,1.0,4.799313185763678e-05,6.952014956933946e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,986.0418375537546,0.0547801020863197,0.5,0.038503273210877084,0.4241659176475702,0.8205804249101781,0.651464201512254,0.4425470967449009,2.1053528344365643e-05
h017_joint_k125_top1000_t0.0003,h017_joint,125,topk,0.0003,1000,1.0,4.7999661096972005e-05,6.953873808851406e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,986.0388945022864,0.05477993858346036,0.5,0.03850347996492076,0.42416362823391607,0.8205832481009312,0.6514651362327207,0.44254664147132,2.106467990300927e-05
h012_public_k150_top500_t8e-05,h012_public,150,topk,8e-05,500,1.0,4.996398232531511e-05,7.114076771734835e-05,0.9924812030075187,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,431.34651835916804,0.023963695464398225,0.6,0.051193525850732634,0.4917863990251593,0.9504545471548701,0.771593791471295,0.5159449140492958,2.190670303226352e-05
h017_joint_k150_top500_t8e-05,h017_joint,150,topk,8e-05,500,1.0,4.996880004889612e-05,7.114995065123787e-05,0.9924812030075187,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,431.32774095777853,0.02396265227543214,0.6,0.05119457860516974,0.49178943441128664,0.9504596993796411,0.7715973606062867,0.5159409562172753,2.1913690158784457e-05
h018_hard_k125_top1000_t0.00015,h018_hard,125,topk,0.00015,1000,1.0,4.677792576388605e-05,8.157264823082713e-05,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,945.7993569837928,0.05254440872132182,0.5,0.0386763180128307,0.4219392336520739,0.8218846725966987,0.6509308317077389,0.442682712006152,2.28306815397524e-05
h018_submission_k125_top1000_t0.00015,h018_submission,125,topk,0.00015,1000,1.0,4.6777925763887095e-05,8.157264823082748e-05,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,945.7993569837923,0.052544408721321795,0.5,0.03867631801283071,0.421939233652074,0.8218846725966995,0.6509308317077391,0.4426827120061521,2.2830681539753524e-05
h018_hard_k125_soft_t8e-05_p1.5,h018_hard,125,soft,8e-05,0,1.5,4.6805089395867556e-05,8.279776258722805e-05,0.993984962406015,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,843.9466562995686,0.046885925349976036,0.5,0.039143091785921284,0.4185932709887547,0.8061419121261959,0.6510340033150656,0.4406321002985688,2.3047960532123415e-05
h018_submission_k125_soft_t8e-05_p1.5,h018_submission,125,soft,8e-05,0,1.5,4.6805089395868946e-05,8.279776258723135e-05,0.993984962406015,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,843.9466562995653,0.046885925349975856,0.5,0.03914309178592124,0.4185932709887543,0.8061419121261952,0.6510340033150657,0.44063210029856903,2.304796053212563e-05
h018_hard_k150_soft_t4e-05_p1,h018_hard,150,soft,4e-05,0,1.0,4.845638525915559e-05,8.335428379321284e-05,0.9969924812030074,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,365.8057279137275,0.020322540439651527,0.6,0.052146026050345615,0.478332772800707,0.9486352706019578,0.7702383918581014,0.5122099923945058,2.3157733833297028e-05
h018_hard_k150_soft_t8e-05_p2,h018_hard,150,soft,8e-05,0,2.0,4.845638525915576e-05,8.335428379321284e-05,0.9969924812030074,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,365.8057279137274,0.020322540439651524,0.6,0.052146026050345615,0.478332772800707,0.948635270601958,0.7702383918581014,0.5122099923945058,2.315773383329719e-05
h018_hard_k150_soft_t6e-05_p1.5,h018_hard,150,soft,6e-05,0,1.5,4.845638525915585e-05,8.335428379321284e-05,0.9969924812030074,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,365.8057279137275,0.020322540439651527,0.6,0.05214602605034563,0.4783327728007069,0.9486352706019578,0.7702383918581014,0.5122099923945056,2.3157733833297282e-05
h018_submission_k150_soft_t4e-05_p1,h018_submission,150,soft,4e-05,0,1.0,4.8456385259155935e-05,8.335428379321284e-05,0.9969924812030074,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,365.80572791372725,0.020322540439651513,0.6,0.05214602605034566,0.4783327728007073,0.9486352706019578,0.7702383918581013,0.5122099923945056,2.3157733833297373e-05
h018_submission_k150_soft_t8e-05_p2,h018_submission,150,soft,8e-05,0,2.0,4.8456385259156105e-05,8.335428379321301e-05,0.9969924812030074,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,365.80572791372725,0.020322540439651513,0.6,0.05214602605034567,0.47833277280070724,0.9486352706019577,0.7702383918581013,0.5122099923945056,2.3157733833297577e-05
h018_submission_k150_soft_t6e-05_p1.5,h018_submission,150,soft,6e-05,0,1.5,4.845638525915637e-05,8.335428379321317e-05,0.9969924812030074,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,365.80572791372737,0.02032254043965152,0.6,0.052146026050345684,0.4783327728007072,0.9486352706019576,0.7702383918581013,0.5122099923945056,2.3157733833297885e-05
h012_public_k125_elite1000,h012_public,125,elite,0.0,1000,1.0,5.010858404197842e-05,7.28506154611755e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1000.0,0.05555555555555555,0.5,0.0382879999999999,0.4270000000000003,0.8240000000000006,0.6506500000000004,0.4424500000000003,2.4027429786971548e-05
h017_joint_k125_elite1000,h017_joint,125,elite,0.0,1000,1.0,5.011755002422421e-05,7.287354150597437e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1000.0,0.05555555555555555,0.5,0.0382879999999999,0.4270000000000003,0.8240000000000006,0.6506500000000004,0.4424500000000003,2.4042127280417066e-05
h017_joint_k125_soft_t6e-05_p1,h017_joint,125,soft,6e-05,0,1.0,5.0890558794850285e-05,7.539025980553654e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,965.5141268645757,0.05363967371469865,0.5,0.03849998551181636,0.4205262356334226,0.8004062343929431,0.6505004310954379,0.4422893808333977,2.5418877364515694e-05
h017_joint_k125_soft_t0.00012_p2,h017_joint,125,soft,0.00012,0,2.0,5.089055879485072e-05,7.539025980553827e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,965.5141268645757,0.05363967371469865,0.5,0.03849998551181633,0.42052623563342256,0.8004062343929431,0.6505004310954379,0.4422893808333977,2.5418877364516565e-05
h012_public_k125_soft_t0.00012_p2,h012_public,125,soft,0.00012,0,2.0,5.089480537498062e-05,7.53849395174079e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,965.615957594882,0.053645330977493445,0.5,0.03849843142095974,0.4205369743239815,0.800390349808178,0.6504949345900701,0.44229196650588276,2.5421980363516668e-05
h012_public_k125_soft_t6e-05_p1,h012_public,125,soft,6e-05,0,1.0,5.0894805374980706e-05,7.538493951740773e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,965.615957594882,0.053645330977493445,0.5,0.03849843142095974,0.4205369743239815,0.800390349808178,0.6504949345900701,0.44229196650588276,2.5421980363516722e-05
h018_hard_k150_top500_t8e-05,h018_hard,150,topk,8e-05,500,1.0,4.941537108481319e-05,8.86933532499763e-05,0.9924812030075187,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,434.42751769943413,0.02413486209441301,0.6,0.05143472804269103,0.497968432253132,0.9516658902391254,0.7701385180974055,0.5167991495750629,2.571729391188358e-05
h018_submission_k150_top500_t8e-05,h018_submission,150,topk,8e-05,500,1.0,4.9415371084814665e-05,8.869335324997976e-05,0.9924812030075187,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,434.4275176994341,0.024134862094413005,0.6,0.05143472804269095,0.49796843225313187,0.9516658902391253,0.7701385180974059,0.5167991495750629,2.5717293911885936e-05
h018_hard_k125_top1000_t0.0003,h018_hard,125,topk,0.0003,1000,1.0,4.8927803754815824e-05,8.50183352945728e-05,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,986.1728349073304,0.05478737971707391,0.5,0.038336256682389214,0.42496334457030976,0.8255620853452702,0.6499245367897394,0.442736443840481,2.5882788656271572e-05
h018_submission_k125_top1000_t0.0003,h018_submission,125,topk,0.0003,1000,1.0,4.892780375481609e-05,8.501833529457454e-05,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,986.1728349073309,0.05478737971707394,0.5,0.038336256682389214,0.42496334457030954,0.82556208534527,0.6499245367897394,0.44273644384048094,2.5882788656272264e-05
h012_public_k150_top500_t0.00015,h012_public,150,topk,0.00015,500,1.0,5.426883806926514e-05,7.950308788228801e-05,0.9924812030075187,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,479.12561274554093,0.026618089596974495,0.6,0.05015803695861041,0.49903936199413446,0.9513144484744607,0.7701742365463098,0.5187950738658249,2.842639748450314e-05
h017_joint_k150_top500_t0.00015,h017_joint,150,topk,0.00015,500,1.0,5.427739741828558e-05,7.951794186116929e-05,0.9924812030075187,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,479.1188464318797,0.026617713690659985,0.6,0.050158600695913325,0.49904073568629037,0.9513171209762726,0.7701761303384892,0.5187933299956611,2.843860267976755e-05
h018_hard_k125_elite1000,h018_hard,125,elite,0.0,1000,1.0,5.1075646529794363e-05,8.82832134753199e-05,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1000.0,0.05555555555555555,0.5,0.0381039999999999,0.4270000000000003,0.8290000000000006,0.6491000000000005,0.4427000000000004,2.8874721778323587e-05
h018_submission_k125_elite1000,h018_submission,125,elite,0.0,1000,1.0,5.10756465297948e-05,8.828321347532319e-05,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1000.0,0.05555555555555555,0.5,0.0381039999999999,0.4270000000000003,0.8290000000000006,0.6491000000000005,0.4427000000000004,2.8874721778324847e-05
h018_hard_k125_soft_t0.00012_p2,h018_hard,125,soft,0.00012,0,2.0,5.0669288387462584e-05,9.035347522196388e-05,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,968.7329579597094,0.053818497664428304,0.5,0.03845444492716097,0.4221410670785968,0.8073828836097542,0.649354071353602,0.4427880601716649,2.894387568139349e-05
h018_hard_k125_soft_t6e-05_p1,h018_hard,125,soft,6e-05,0,1.0,5.0669288387462584e-05,9.035347522196545e-05,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,968.7329579597094,0.053818497664428304,0.5,0.03845444492716097,0.4221410670785968,0.8073828836097542,0.6493540713536021,0.44278806017166483,2.894387568139387e-05
h018_submission_k125_soft_t0.00012_p2,h018_submission,125,soft,0.00012,0,2.0,5.066928838746432e-05,9.035347522197066e-05,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,968.7329579597053,0.053818497664428075,0.5,0.038454444927160866,0.4221410670785965,0.8073828836097531,0.6493540713536012,0.44278806017166483,2.894387568139692e-05
h018_submission_k125_soft_t6e-05_p1,h018_submission,125,soft,6e-05,0,1.0,5.066928838746441e-05,9.035347522197066e-05,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,968.7329579597053,0.053818497664428075,0.5,0.038454444927160866,0.4221410670785965,0.8073828836097531,0.6493540713536012,0.44278806017166483,2.8943875681397014e-05
h018_hard_k150_top500_t0.00015,h018_hard,150,topk,0.00015,500,1.0,5.327286232029325e-05,9.68359942629855e-05,0.9924812030075187,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,479.98839696069854,0.02666602205337214,0.6,0.050504398333509795,0.5061214532259658,0.9511778488119539,0.7690392899013735,0.5197023810383827,3.17220849657177e-05
h018_submission_k150_top500_t0.00015,h018_submission,150,topk,0.00015,500,1.0,5.327286232029325e-05,9.683599426298864e-05,0.9924812030075187,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,479.9883969606984,0.026666022053372134,0.6,0.05050439833350982,0.5061214532259659,0.9511778488119538,0.7690392899013735,0.5197023810383828,3.1722084965718474e-05
h012_public_k150_top500_t0.0003,h012_public,150,topk,0.0003,500,1.0,5.6780555552180236e-05,8.431579180044099e-05,0.9924812030075187,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,494.73084834911685,0.027485047130506493,0.6,0.04962478379692488,0.5016453968928491,0.9517007343434324,0.769639558282236,0.5196917387570938,3.220528132635874e-05
h017_joint_k150_top500_t0.0003,h017_joint,150,topk,0.0003,500,1.0,5.679155880803774e-05,8.433440561131732e-05,0.9924812030075187,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,494.7290148146614,0.02748494526748119,0.6,0.04962505923088688,0.5016433410273748,0.9517020600784601,0.7696405367660522,0.5196911898244715,3.222090498285989e-05
h018_hard_k150_top500_t0.0003,h018_hard,150,topk,0.0003,500,1.0,5.55226461729702e-05,0.00010152680125685419,0.9924812030075187,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,494.92662252527623,0.027495923473626456,0.6,0.050029415663364316,0.5088545545973155,0.9506777542531747,0.7685739440514376,0.5209352943011697,3.5201568487279275e-05
h018_submission_k150_top500_t0.0003,h018_submission,150,topk,0.0003,500,1.0,5.55226461729709e-05,0.00010152680125685575,0.9924812030075187,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,494.92662252527634,0.027495923473626463,0.6,0.05002941566336423,0.5088545545973158,0.9506777542531742,0.7685739440514375,0.5209352943011699,3.520156848728037e-05
h012_public_k150_elite500,h012_public,150,elite,0.0,500,1.0,5.9305422213159524e-05,8.909942264829936e-05,0.9924812030075187,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,500.0000000000001,0.027777777777777783,0.6,0.04918399999999994,0.5020000000000003,0.9520000000000007,0.7691000000000006,0.5201000000000005,3.597894975493362e-05
h017_joint_k150_elite500,h017_joint,150,elite,0.0,500,1.0,5.9319066532121954e-05,8.91221894930215e-05,0.9924812030075187,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,500.0000000000001,0.027777777777777783,0.6,0.04918399999999994,0.5020000000000003,0.9520000000000007,0.7691000000000006,0.5201000000000005,3.599828578507658e-05
h017_joint_k125_top2500_t8e-05,h017_joint,125,topk,8e-05,2500,1.0,5.8633367101693525e-05,8.737798037966513e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1257.2972127792227,0.06984984515440126,0.5,0.03740147213761137,0.4277556837758599,0.8042831948483614,0.6474133842962013,0.44556810148698567,3.629043741979569e-05
h012_public_k125_top2500_t8e-05,h012_public,125,topk,8e-05,2500,1.0,5.863430880556587e-05,8.737871370131403e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1257.411231626575,0.06985617953480973,0.5,0.03740025900283705,0.42776418661673965,0.8042710449622101,0.647408491495139,0.4455707177397838,3.6291708030253176e-05
h018_hard_k150_elite500,h018_hard,150,elite,0.0,500,1.0,5.7788785421706775e-05,0.0001062004256006843,0.9924812030075187,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,500.0,0.027777777777777776,0.6,0.049583999999999934,0.5120000000000003,0.9500000000000007,0.7681000000000007,0.5220000000000005,3.8689563701577104e-05
h018_submission_k150_elite500,h018_submission,150,elite,0.0,500,1.0,5.7788785421707554e-05,0.00010620042560068777,0.9924812030075187,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,500.0,0.027777777777777776,0.6,0.049583999999999934,0.5120000000000003,0.9500000000000007,0.7681000000000007,0.5220000000000005,3.8689563701578744e-05
h018_hard_k125_top2500_t8e-05,h018_hard,125,topk,8e-05,2500,1.0,5.7933335346108205e-05,0.00010290573019217641,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1261.1458266649058,0.07006365703693922,0.5,0.03735575866002761,0.4293665219082354,0.8108731157024672,0.6464870116078303,0.44602402937259694,3.947782873464824e-05
h018_submission_k125_top2500_t8e-05,h018_submission,125,topk,8e-05,2500,1.0,5.793333534610881e-05,0.00010290573019217659,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1261.1458266649013,0.07006365703693895,0.5,0.03735575866002761,0.42936652190823515,0.8108731157024676,0.6464870116078302,0.4460240293725969,3.947782873464888e-05
h017_joint_k150_soft_t8e-05_p1.5,h017_joint,150,soft,8e-05,0,1.5,6.270962700477582e-05,9.098032546829792e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,521.8490042039072,0.028991611344661508,0.6,0.04949028610881191,0.49339464875122935,0.9403235302465621,0.7668009870157055,0.5193836860087955,3.9696325166612414e-05
h012_public_k150_soft_t8e-05_p1.5,h012_public,150,soft,8e-05,0,1.5,6.271210076201367e-05,9.098318947283908e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,521.9435060857626,0.028996861449209033,0.6,0.04948778979434569,0.4933920827737328,0.9403137040022752,0.7667939142330387,0.5193910973534727,3.9699814482721516e-05
h018_hard_k150_soft_t8e-05_p1.5,h018_hard,150,soft,8e-05,0,1.5,6.111638733633822e-05,0.00010409517311430131,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,531.4546803318264,0.029525260018434796,0.6,0.04943879472537431,0.4932633071256,0.9445088376229883,0.7657610961515366,0.5197307608406296,4.138797637568818e-05
h018_submission_k150_soft_t8e-05_p1.5,h018_submission,150,soft,8e-05,0,1.5,6.111638733633899e-05,0.00010409517311430322,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,531.4546803318256,0.029525260018434755,0.6,0.04943879472537431,0.49326330712560007,0.9445088376229879,0.7657610961515366,0.5197307608406297,4.138797637568943e-05
h017_joint_k125_top5000_t8e-05,h017_joint,125,topk,8e-05,5000,1.0,6.615797758716723e-05,9.683086910329601e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1332.3384127511445,0.07401880070839692,0.5,0.03692316268789142,0.42883459057904083,0.8006592577409725,0.645548591463812,0.4464323242266473,4.623566722014351e-05
h012_public_k125_top5000_t8e-05,h012_public,125,topk,8e-05,5000,1.0,6.615706652933658e-05,9.683424625940043e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1332.4793714709474,0.07402663174838596,0.5,0.03692184915356943,0.42884314478975105,0.8006463167502421,0.6455432035005039,0.4464351153419475,4.623575807545759e-05
h012_public_k150_top1000_t8e-05,h012_public,150,topk,8e-05,1000,1.0,6.787609256429802e-05,9.767037059567354e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,672.2248868366581,0.037345827046481005,0.6,0.048023723379897645,0.5007588320167413,0.9401155228538277,0.7654057655212247,0.5235711283782757,4.671128953544823e-05
h017_joint_k150_top1000_t8e-05,h017_joint,150,topk,8e-05,1000,1.0,6.788116090615977e-05,9.767703680432077e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,672.1571068400888,0.03734206149111604,0.6,0.04802541980197622,0.5007610631939466,0.940121554073663,0.765410134229745,0.5235665042362397,4.671782085882237e-05
h017_joint_k125_soft_t0.00012_p1.5,h017_joint,125,soft,0.00012,0,1.5,6.74546588342797e-05,9.82082917911857e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1338.7257475941549,0.07437365264411971,0.5,0.03685568913406746,0.42888383267314645,0.8001577391848793,0.645287935433034,0.4465209159117382,4.7884800965687273e-05
h017_joint_k125_soft_t8e-05_p1,h017_joint,125,soft,8e-05,0,1.0,6.74546588342804e-05,9.820829179118605e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,1338.7257475941549,0.07437365264411971,0.5,0.03685568913406746,0.4288838326731464,0.8001577391848791,0.645287935433034,0.4465209159117382,4.788480096568806e-05
h012_public_k125_soft_t8e-05_p1,h012_public,125,soft,8e-05,0,1.0,6.745408423324508e-05,9.821203363238961e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1338.869281128564,0.07438162672936466,0.5,0.03685435793517038,0.4288923804076574,0.8001446821226921,0.645282481132698,0.44652372849392885,4.7885321568821274e-05
h012_public_k125_soft_t0.00012_p1.5,h012_public,125,soft,0.00012,0,1.5,6.745408423324602e-05,9.821203363239117e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,1338.869281128564,0.07438162672936466,0.5,0.03685435793517038,0.42889238040765737,0.8001446821226922,0.645282481132698,0.44652372849392885,4.7885321568822615e-05
h018_submission_k150_top1000_t8e-05,h018_submission,150,topk,8e-05,1000,1.0,6.642483527512442e-05,0.00011050225368007163,0.9954887218045112,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,677.6113623129485,0.03764507568405269,0.6,0.04796274942812232,0.5027390198410652,0.9443603620823853,0.7644276779519286,0.5237474213359421,4.84753198915872e-05
h018_hard_k150_top1000_t8e-05,h018_hard,150,topk,8e-05,1000,1.0,6.642483527512458e-05,0.00011050225368007301,0.9954887218045112,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,677.6113623129488,0.03764507568405271,0.6,0.047962749428122224,0.502739019841065,0.9443603620823848,0.7644276779519285,0.5237474213359421,4.8475319891587705e-05
h018_hard_k125_top5000_t8e-05,h018_hard,125,topk,8e-05,5000,1.0,6.510070321114284e-05,0.00011240812513085968,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1336.1771154923733,0.07423206197179852,0.5,0.03689227208836958,0.4304067390348041,0.8072401294454865,0.6446362634571292,0.44688270867093527,4.907641372295266e-05
h018_submission_k125_top5000_t8e-05,h018_submission,125,topk,8e-05,5000,1.0,6.510070321114484e-05,0.00011240812513086003,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1336.1771154923683,0.07423206197179824,0.5,0.0368922720883697,0.43040673903480364,0.8072401294454861,0.6446362634571284,0.446882708670935,4.907641372295473e-05
h018_hard_k125_soft_t8e-05_p1,h018_hard,125,soft,8e-05,0,1.0,6.636644226350237e-05,0.00011376571487075697,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1342.4163374283928,0.07457868541268849,0.5,0.03682648146149603,0.43047091020414074,0.8067581489164112,0.6443836153018292,0.44697080609748197,5.0689445085511336e-05
h018_hard_k125_soft_t0.00012_p1.5,h018_hard,125,soft,0.00012,0,1.5,6.636644226350308e-05,0.00011376571487075853,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,1342.416337428393,0.0745786854126885,0.5,0.03682648146149605,0.4304709102041408,0.8067581489164112,0.6443836153018292,0.44697080609748185,5.0689445085512434e-05
h018_submission_k125_soft_t8e-05_p1,h018_submission,125,soft,8e-05,0,1.0,6.63664422635041e-05,0.00011376571487075853,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1342.4163374283878,0.07457868541268821,0.5,0.03682648146149602,0.4304709102041405,0.8067581489164111,0.6443836153018291,0.44697080609748197,5.068944508551347e-05
h018_submission_k125_soft_t0.00012_p1.5,h018_submission,125,soft,0.00012,0,1.5,6.636644226350525e-05,0.00011376571487076044,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,1342.4163374283874,0.07457868541268818,0.5,0.03682648146149601,0.4304709102041406,0.806758148916411,0.6443836153018291,0.44697080609748197,5.0689445085515084e-05
