posterior_id,proxy_name,subset_size,method,temperature,top_k,weight_power,posterior_mae,posterior_p90_abs,posterior_spearman,best_mask_mae,top100_mask_mae,median_mask_mae,ess,ess_rate,inclusion_prior,inclusion_abs_shift,inclusion_min,inclusion_max,inclusion_top20_mean,inclusion_bottom20_mean,posterior_score
h012_public_k150_elite100,h012_public,150,elite,0.0,100,1.0,2.7677233990525302e-05,4.807528954090483e-05,0.9969924812030074,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,99.99999999999999,0.005555555555555555,0.6,0.06384000000000004,0.38000000000000017,0.9300000000000006,0.7915000000000006,0.4705000000000002,5.488890460964551e-06
h018_submission_k150_top100_t0.00015,h018_submission,150,topk,0.00015,100,1.0,2.7822270931562693e-05,4.904234722330292e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,99.42718822212707,0.00552373267900706,0.6,0.064582249360899,0.4199753697252245,0.931672385150196,0.7871169466405863,0.4700757889144348,5.879221330786512e-06
h018_hard_k150_top100_t0.00015,h018_hard,150,topk,0.00015,100,1.0,2.7822270931562777e-05,4.904234722330587e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,99.42718822212707,0.00552373267900706,0.6,0.06458224936089899,0.41997536972522437,0.9316723851501959,0.7871169466405863,0.4700757889144348,5.879221330787334e-06
h017_joint_k150_top250_t0.00015,h017_joint,150,topk,0.00015,250,1.0,3.9528730247644694e-05,5.2087919943105394e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,246.01189593158918,0.013667327551754954,0.6,0.054871134921876445,0.45410219538301133,0.9502741679754819,0.7751023499591382,0.5012827829632224,6.146625170615416e-06
h012_public_k150_top250_t0.00015,h012_public,150,topk,0.00015,250,1.0,3.9522449588790586e-05,5.212011756477684e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,246.0125473649688,0.013667363742498268,0.6,0.054871063765799734,0.4541036540562172,0.9502707725145878,0.7751006361476384,0.501284241375198,6.148402455908371e-06
h018_submission_k150_top100_t0.0003,h018_submission,150,topk,0.0003,100,1.0,2.8130322395853324e-05,4.9534588613456476e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,99.8589553191545,0.005547719739953028,0.6,0.06445262514525597,0.41997549953372376,0.9308322601391965,0.7873040324588134,0.46978662878394506,6.2107501559520435e-06
h018_hard_k150_top100_t0.0003,h018_hard,150,topk,0.0003,100,1.0,2.8130322395853412e-05,4.9534588613456476e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,99.85895531915453,0.00554771973995303,0.6,0.06445262514525592,0.4199754995337238,0.9308322601391962,0.7873040324588133,0.4697866287839451,6.21075015595213e-06
h018_submission_k125_top500_t0.0003,h018_submission,125,topk,0.0003,500,1.0,3.568003289648658e-05,6.18411027016219e-05,0.993984962406015,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,497.61065674584677,0.027645036485880375,0.5,0.041815429828963684,0.4117452519735445,0.8020439698731718,0.6565581489686818,0.43127075881285115,6.36305849617581e-06
h018_hard_k125_top500_t0.0003,h018_hard,125,topk,0.0003,500,1.0,3.5680032896486666e-05,6.18411027016219e-05,0.993984962406015,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,497.6106567458469,0.027645036485880382,0.5,0.041815429828963614,0.4117452519735446,0.8020439698731716,0.6565581489686816,0.43127075881285126,6.363058496175906e-06
h018_submission_k150_elite100,h018_submission,150,elite,0.0,100,1.0,2.8430836675721968e-05,5.0023998396331685e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,100.0,0.005555555555555556,0.6,0.06432000000000004,0.4200000000000002,0.9300000000000006,0.7875000000000005,0.4695000000000002,6.611919984078064e-06
h018_hard_k150_elite100,h018_hard,150,elite,0.0,100,1.0,2.8430836675721795e-05,5.0023998396332905e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,100.0,0.005555555555555556,0.6,0.06432000000000004,0.4200000000000002,0.9300000000000006,0.7875000000000005,0.4695000000000002,6.6119199840782e-06
h012_public_k150_top250_t0.0003,h012_public,150,topk,0.0003,250,1.0,4.042580006045201e-05,5.291400220187788e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,249.022788795334,0.013834599377518556,0.6,0.054677885456186126,0.453054460412281,0.9511225055617718,0.7747416510615704,0.5018323500119375,7.273405483998694e-06
h017_joint_k150_top250_t0.0003,h017_joint,150,topk,0.0003,250,1.0,4.043330115950164e-05,5.293936123677313e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,249.02263125535293,0.013834590625297386,0.6,0.05467791988709318,0.4530536493445378,0.9511241786196135,0.7747425153785321,0.5018315784151511,7.287242210063287e-06
h018_hard_k125_elite500,h018_hard,125,elite,0.0,500,1.0,3.626200340291277e-05,6.322082963387583e-05,0.993984962406015,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,500.0,0.027777777777777776,0.5,0.04164799999999994,0.4120000000000003,0.8040000000000006,0.6564000000000004,0.43180000000000024,7.310052315141133e-06
h018_submission_k125_elite500,h018_submission,125,elite,0.0,500,1.0,3.626200340291295e-05,6.322082963387583e-05,0.993984962406015,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,500.0,0.027777777777777776,0.5,0.04164799999999994,0.4120000000000003,0.8040000000000006,0.6564000000000004,0.43180000000000024,7.310052315141309e-06
h017_joint_k150_soft_t6e-05_p2,h017_joint,150,soft,6e-05,0,2.0,3.955595511052918e-05,5.6821835327063254e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,235.92987437354782,0.013107215242974878,0.6,0.055028946583082314,0.4653516612157591,0.9453626728428387,0.7753517084170777,0.5033125765660925,7.338391480144664e-06
h012_public_k150_soft_t6e-05_p2,h012_public,150,soft,6e-05,0,2.0,3.956144641977426e-05,5.682762716811342e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,235.9785777739813,0.013109920987443405,0.6,0.05502576169733297,0.4653391373996566,0.9453458186226483,0.7753425845775614,0.5033189462078179,7.345712935942202e-06
h012_public_k150_elite250,h012_public,150,elite,0.0,250,1.0,4.13038476326239e-05,5.380076004250784e-05,0.9954887218045112,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,250.0,0.013888888888888888,0.6,0.054495999999999975,0.45200000000000035,0.9520000000000007,0.7744000000000005,0.5024000000000003,8.39496877107041e-06
h017_joint_k150_elite250,h017_joint,150,elite,0.0,250,1.0,4.131263862689368e-05,5.382897587082574e-05,0.9954887218045112,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,250.0,0.013888888888888888,0.6,0.054495999999999975,0.45200000000000035,0.9520000000000007,0.7744000000000005,0.5024000000000003,8.41081372241966e-06
h017_joint_k150_top50_t8e-05,h017_joint,150,topk,8e-05,50,1.0,2.1320964765266048e-05,3.809212846266914e-05,0.9984962406015038,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,49.490970426094265,0.002749498357005237,0.6,0.07620633423071721,0.3609029496141145,0.9400030338459326,0.7989960127678126,0.45180767209489536,8.561795035561987e-06
h012_public_k150_top50_t8e-05,h012_public,150,topk,8e-05,50,1.0,2.1314974432705935e-05,3.812349415341973e-05,0.9984962406015038,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,49.491448451521215,0.002749524913973401,0.6,0.0762069352264927,0.3608815075423952,0.9399961374029694,0.7989948968753926,0.4518050495055956,8.563446532749269e-06
h018_submission_k150_top50_t8e-05,h018_submission,150,topk,8e-05,50,1.0,2.161147201626551e-05,3.812945712300989e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,49.52161960050459,0.002751201088916922,0.6,0.07614493623417574,0.36157821086455333,0.9413376261372627,0.7971772633508244,0.44915376490831943,8.86082909805552e-06
h018_hard_k150_top50_t8e-05,h018_hard,150,topk,8e-05,50,1.0,2.1611472016265856e-05,3.812945712301267e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,49.52161960050459,0.002751201088916922,0.6,0.07614493623417579,0.36157821086455394,0.9413376261372629,0.7971772633508245,0.44915376490831915,8.860829098056557e-06
h012_public_k150_top50_t0.00015,h012_public,150,topk,0.00015,50,1.0,2.172461512424881e-05,3.871027601198893e-05,0.9984962406015038,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,49.85802659126151,0.0027698903661811953,0.6,0.07618598622476386,0.36032785485484886,0.9399478718642421,0.7990016029013454,0.45187742889901095,9.024542398544492e-06
h017_joint_k150_top50_t0.00015,h017_joint,150,topk,0.00015,50,1.0,2.1734005825017107e-05,3.8676225822421174e-05,0.9984962406015038,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,49.85789962845562,0.002769883312691979,0.6,0.07618566550799326,0.3603394721235237,0.9399514200371664,0.7990022144012972,0.45187881413793135,9.025492894681564e-06
h018_hard_k150_top250_t8e-05,h018_hard,150,topk,8e-05,250,1.0,3.8993275786556716e-05,6.684388163728226e-05,0.9969924812030074,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,236.7689699795236,0.01315383166552909,0.6,0.05522430979098719,0.46659516825793473,0.9506942336265743,0.7759377550258533,0.5033445664406373,9.197629772838517e-06
h018_submission_k150_top250_t8e-05,h018_submission,150,topk,8e-05,250,1.0,3.899327578655706e-05,6.684388163728244e-05,0.9969924812030074,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,236.76896997952366,0.013153831665529091,0.6,0.05522430979098719,0.46659516825793507,0.9506942336265745,0.7759377550258535,0.5033445664406372,9.19762977283891e-06
h018_submission_k150_top50_t0.00015,h018_submission,150,topk,0.00015,50,1.0,2.1995432430371373e-05,3.844444861348317e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,49.866875048359276,0.0027703819471310708,0.6,0.07600658433452114,0.3609647425460015,0.9406500315921406,0.7975830724363201,0.4486503592935461,9.24807149331034e-06
h018_hard_k150_top50_t0.00015,h018_hard,150,topk,0.00015,50,1.0,2.19954324303712e-05,3.8444448613484556e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,49.866875048359276,0.0027703819471310708,0.6,0.07600658433452115,0.36096474254600186,0.940650031592141,0.7975830724363202,0.44865035929354596,9.248071493310516e-06
h012_public_k150_top50_t0.0003,h012_public,150,topk,0.0003,50,1.0,2.1985524747243722e-05,3.904298301020474e-05,0.9984962406015038,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,49.96495918208266,0.0027758310656712587,0.6,0.07617324832410041,0.36012501830490595,0.9399598490746202,0.7990020297111228,0.4519335505761114,9.341641961620663e-06
h017_joint_k150_top50_t0.0003,h017_joint,150,topk,0.0003,50,1.0,2.1995477967637344e-05,3.900737301372835e-05,0.9984962406015038,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,49.964928829870885,0.0027758293794372716,0.6,0.07617308798873773,0.360130881776977,0.9399615858483096,0.7990023398703932,0.451934239876433,9.342720017061852e-06
h018_hard_k125_top50_t8e-05,h018_hard,125,topk,8e-05,50,1.0,2.0010019786433424e-05,4.3962129663657595e-05,0.9969924812030074,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,49.50104832868804,0.002750058240482669,0.5,0.07062273828239622,0.26505070486942967,0.7958657138406737,0.7038480336176374,0.3464426240675612,9.445844806023167e-06
h018_submission_k125_top50_t8e-05,h018_submission,125,topk,8e-05,50,1.0,2.001001978643273e-05,4.396212966366071e-05,0.9969924812030074,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,49.50104832868806,0.00275005824048267,0.5,0.0706227382823962,0.2650507048694286,0.7958657138406743,0.7038480336176375,0.3464426240675612,9.445844806023255e-06
h017_joint_k125_soft_t6e-05_p1.5,h017_joint,125,soft,6e-05,0,1.5,3.870906944404293e-05,6.17228152768466e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,588.8764952687495,0.03271536084826386,0.5,0.04134427969182766,0.408428662961556,0.7925973314620773,0.6559674461312689,0.4336738271608457,9.479211579934506e-06
h017_joint_k125_soft_t4e-05_p1,h017_joint,125,soft,4e-05,0,1.0,3.8709069444043104e-05,6.17228152768466e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,588.8764952687494,0.032715360848263854,0.5,0.041344279691827655,0.40842866296155605,0.7925973314620773,0.655967446131269,0.4336738271608458,9.479211579934683e-06
h017_joint_k125_soft_t8e-05_p2,h017_joint,125,soft,8e-05,0,2.0,3.8709069444043104e-05,6.17228152768466e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,588.8764952687494,0.032715360848263854,0.5,0.04134427969182765,0.40842866296155605,0.7925973314620773,0.6559674461312689,0.4336738271608458,9.479211579934683e-06
h012_public_k125_soft_t4e-05_p1,h012_public,125,soft,4e-05,0,1.0,3.871388803115272e-05,6.172117196135858e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,588.9294175758831,0.03271830097643795,0.5,0.04134223879873514,0.40844230172474677,0.7926001439645485,0.6559619588738758,0.43367416869729486,9.483864245343395e-06
h012_public_k125_soft_t8e-05_p2,h012_public,125,soft,8e-05,0,2.0,3.871388803115281e-05,6.172117196135874e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,588.9294175758831,0.03271830097643795,0.5,0.04134223879873512,0.40844230172474677,0.7926001439645486,0.6559619588738758,0.43367416869729486,9.483864245343528e-06
h012_public_k125_soft_t6e-05_p1.5,h012_public,125,soft,6e-05,0,1.5,3.871388803115289e-05,6.172117196135858e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,588.9294175758833,0.032718300976437964,0.5,0.04134223879873511,0.40844230172474677,0.7926001439645483,0.6559619588738758,0.43367416869729486,9.483864245343568e-06
h018_submission_k150_top50_t0.0003,h018_submission,150,topk,0.0003,50,1.0,2.221993573115399e-05,3.863004762583967e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,49.9671855477118,0.0027759547526506555,0.6,0.0759243398622651,0.3605158709873395,0.9403068781867414,0.7977977707875435,0.4483169421178489,9.502094417358793e-06
h018_hard_k150_top50_t0.0003,h018_hard,150,topk,0.0003,50,1.0,2.2219935731154252e-05,3.8630047625842785e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,49.96718554771178,0.0027759547526506542,0.6,0.07592433986226507,0.3605158709873397,0.9403068781867413,0.7977977707875434,0.4483169421178489,9.502094417359854e-06
h018_submission_k125_top50_t0.00015,h018_submission,125,topk,0.00015,50,1.0,2.0083624528615967e-05,4.482798803737421e-05,0.9969924812030074,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,49.8619002477581,0.0027701055693198943,0.5,0.07035964237820116,0.26258580899984774,0.7978319520762486,0.7034558345773456,0.34813358409600415,9.671258471719592e-06
h018_hard_k125_top50_t0.00015,h018_hard,125,topk,0.00015,50,1.0,2.00836245286164e-05,4.4827988037374386e-05,0.9969924812030074,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,49.86190024775809,0.002770105569319894,0.5,0.07035964237820115,0.26258580899984835,0.7978319520762482,0.7034558345773455,0.3481335840960041,9.67125847172007e-06
h012_public_k150_elite50,h012_public,150,elite,0.0,50,1.0,2.2242129748477334e-05,3.937334219292384e-05,0.9984962406015038,4.571694543610049e-05,7.482019805535172e-05,0.0008883208225959364,50.0,0.002777777777777778,0.6,0.07616000000000006,0.36000000000000004,0.9400000000000005,0.7990000000000005,0.4520000000000001,9.673082339314803e-06
h017_joint_k150_elite50,h017_joint,150,elite,0.0,50,1.0,2.2252635773619985e-05,3.9336153852783355e-05,0.9984962406015038,4.5707192134898914e-05,7.48210427197775e-05,0.0008883470605450714,50.0,0.002777777777777778,0.6,0.07616000000000006,0.36000000000000004,0.9400000000000005,0.7990000000000005,0.4520000000000001,9.67429127942233e-06
h018_submission_k150_elite50,h018_submission,150,elite,0.0,50,1.0,2.244393813623834e-05,3.8819620757623454e-05,0.9984962406015038,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,49.99999999999999,0.0027777777777777775,0.6,0.07584000000000009,0.36000000000000004,0.9400000000000005,0.7980000000000005,0.4480000000000001,9.774860368250702e-06
h018_hard_k150_elite50,h018_hard,150,elite,0.0,50,1.0,2.2443938136239294e-05,3.881962075762658e-05,0.9984962406015038,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,49.99999999999999,0.0027777777777777775,0.6,0.07584000000000009,0.36000000000000004,0.9400000000000005,0.7980000000000005,0.4480000000000001,9.774860368252443e-06
h018_hard_k125_top50_t0.0003,h018_hard,125,topk,0.0003,50,1.0,2.0135930463624497e-05,4.52935382076936e-05,0.9969924812030074,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,49.96607170318222,0.0027758928723990123,0.5,0.07021705717906739,0.2612627993362855,0.798925565004202,0.7032288906998809,0.3490757438889887,9.82928311842425e-06
h018_submission_k125_top50_t0.0003,h018_submission,125,topk,0.0003,50,1.0,2.0135930463623802e-05,4.5293538207698625e-05,0.9969924812030074,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,49.96607170318224,0.002775892872399013,0.5,0.07021705717906733,0.26126279933628516,0.7989255650042018,0.7032288906998806,0.3490757438889887,9.829283118424826e-06
h018_submission_k125_elite50,h018_submission,125,elite,0.0,50,1.0,2.0186489577162654e-05,4.5738364010942606e-05,0.9969924812030074,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,50.0,0.002777777777777778,0.5,0.07008000000000005,0.25999999999999995,0.8000000000000004,0.7030000000000003,0.35,9.998447998444668e-06
h018_hard_k125_elite50,h018_hard,125,elite,0.0,50,1.0,2.018648957716326e-05,4.5738364010942606e-05,0.9969924812030074,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,50.0,0.002777777777777778,0.5,0.07008000000000005,0.25999999999999995,0.8000000000000004,0.7030000000000003,0.35,9.998447998445278e-06
h012_public_k125_top50_t8e-05,h012_public,125,topk,8e-05,50,1.0,2.0860473997891606e-05,4.336834869226386e-05,0.9969924812030074,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,49.503033685506665,0.0027501685380837038,0.5,0.07124714535918986,0.314306648896671,0.8396911913253523,0.7063670544447391,0.35225468118137415,1.0072395496932714e-05
h017_joint_k125_top50_t8e-05,h017_joint,125,topk,8e-05,50,1.0,2.0868532577533392e-05,4.339243132861252e-05,0.9969924812030074,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,49.50284744134343,0.002750158191185746,0.5,0.0712482254219053,0.31429465739715967,0.8396961840144263,0.7063704639722909,0.3522548070063696,1.0086394793246012e-05
h018_hard_k150_soft_t6e-05_p2,h018_hard,150,soft,6e-05,0,2.0,3.986885863524712e-05,6.686350583679385e-05,0.9969924812030074,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,246.01061168114958,0.01366725620450831,0.6,0.05509807243344512,0.4603669891670488,0.9502043654182453,0.7735598126770362,0.5041715998953852,1.0093267154311873e-05
h018_submission_k150_soft_t6e-05_p2,h018_submission,150,soft,6e-05,0,2.0,3.9868858635247645e-05,6.686350583679401e-05,0.9969924812030074,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,246.01061168114953,0.013667256204508307,0.6,0.05509807243344508,0.46036698916704893,0.9502043654182447,0.773559812677036,0.5041715998953851,1.0093267154312439e-05
h012_public_k125_top50_t0.00015,h012_public,125,topk,0.00015,50,1.0,2.1232362531732606e-05,4.3785942944810465e-05,0.9969924812030074,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,49.86340401398028,0.0027701891118877935,0.5,0.07106690326986945,0.3170839053846164,0.8397152409138888,0.7062026895764246,0.3531005498868166,1.047421289036919e-05
h017_joint_k125_top50_t0.00015,h017_joint,125,topk,0.00015,50,1.0,2.1239000465245184e-05,4.3812643258840345e-05,0.9969924812030074,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,49.863346263142994,0.002770185903507944,0.5,0.07106745147677668,0.31707748763405397,0.839717827286013,0.7062044773586592,0.35310050682207905,1.048747551778364e-05
h012_public_k125_top50_t0.0003,h012_public,125,topk,0.0003,50,1.0,2.1449431900683306e-05,4.399883513352135e-05,0.9969924812030074,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,49.96655795758141,0.0027759198865323007,0.5,0.07097101319472654,0.3185749992574683,0.8398245705721571,0.7061032693232806,0.35355893686081774,1.0728504397221117e-05
h017_joint_k125_top50_t0.0003,h017_joint,125,topk,0.0003,50,1.0,2.1456830945999328e-05,4.402701942794518e-05,0.9969924812030074,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,49.96654285691634,0.0027759190476064634,0.5,0.07097127931194243,0.3185717812558944,0.8398258405122571,0.7061041539928029,0.3535588825776649,1.0742921608921207e-05
h012_public_k125_elite50,h012_public,125,elite,0.0,50,1.0,2.1663076289310002e-05,4.4194604141927495e-05,0.9969924812030074,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,50.0,0.002777777777777778,0.5,0.07088000000000003,0.32,0.8400000000000004,0.7060000000000004,0.354,1.0993094743338244e-05
h017_joint_k125_elite50,h017_joint,125,elite,0.0,50,1.0,2.1671246958447805e-05,4.422426512233003e-05,0.9969924812030074,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,50.0,0.002777777777777778,0.5,0.07088000000000003,0.32,0.8400000000000004,0.7060000000000004,0.354,1.1008680657576675e-05
h018_submission_k125_soft_t6e-05_p1.5,h018_submission,125,soft,6e-05,0,1.5,3.9111445438761836e-05,6.736942699180805e-05,0.993984962406015,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,590.4995962360445,0.03280553312422469,0.5,0.041283915888416664,0.40970505461958284,0.8002589953987731,0.6544565090422226,0.43405470442989014,1.124033378386325e-05
h018_hard_k125_soft_t4e-05_p1,h018_hard,125,soft,4e-05,0,1.0,3.91114454387621e-05,6.736942699180805e-05,0.993984962406015,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,590.4995962360467,0.032805533124224816,0.5,0.041283915888416574,0.4097050546195839,0.8002589953987728,0.6544565090422225,0.4340547044298903,1.1240333783863526e-05
h018_hard_k125_soft_t8e-05_p2,h018_hard,125,soft,8e-05,0,2.0,3.91114454387621e-05,6.736942699180805e-05,0.993984962406015,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,590.4995962360467,0.032805533124224816,0.5,0.04128391588841657,0.4097050546195839,0.8002589953987728,0.6544565090422225,0.4340547044298903,1.1240333783863526e-05
h018_submission_k125_soft_t4e-05_p1,h018_submission,125,soft,4e-05,0,1.0,3.911144543876227e-05,6.736942699180979e-05,0.993984962406015,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,590.4995962360445,0.03280553312422469,0.5,0.04128391588841664,0.40970505461958284,0.8002589953987731,0.6544565090422226,0.43405470442989014,1.1240333783864118e-05
h018_submission_k125_soft_t8e-05_p2,h018_submission,125,soft,8e-05,0,2.0,3.911144543876227e-05,6.736942699180979e-05,0.993984962406015,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,590.4995962360445,0.03280553312422469,0.5,0.04128391588841666,0.40970505461958284,0.8002589953987733,0.6544565090422226,0.43405470442989025,1.1240333783864118e-05
h018_hard_k125_soft_t6e-05_p1.5,h018_hard,125,soft,6e-05,0,1.5,3.91114454387621e-05,6.736942699181117e-05,0.993984962406015,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,590.4995962360468,0.03280553312422482,0.5,0.041283915888416574,0.40970505461958384,0.8002589953987728,0.6544565090422225,0.4340547044298903,1.1240333783864305e-05
h018_hard_k150_top250_t0.00015,h018_hard,150,topk,0.00015,250,1.0,4.067029629736202e-05,7.08806953485587e-05,0.9969924812030074,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,246.28498727850487,0.01368249929325027,0.6,0.05475420342525021,0.472641169454773,0.951288000335099,0.7757523212001479,0.5053299473152826,1.1940266475351373e-05
h018_submission_k150_top250_t0.00015,h018_submission,150,topk,0.00015,250,1.0,4.0670296297362454e-05,7.088069534856062e-05,0.9969924812030074,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,246.28498727850487,0.01368249929325027,0.6,0.054754203425250274,0.4726411694547727,0.9512880003350992,0.7757523212001483,0.5053299473152826,1.1940266475352273e-05
h012_public_k125_top1000_t8e-05,h012_public,125,topk,8e-05,1000,1.0,4.225647256411889e-05,6.0040526054426055e-05,0.9924812030075187,4.673164773398384e-05,7.582680851124765e-05,0.0008837220622644273,826.3591155663905,0.04590883975368836,0.5,0.039549160369273244,0.4160769454045248,0.8093531690578882,0.654104345539251,0.4406363283226488,1.2821456713111855e-05
h017_joint_k125_top1000_t8e-05,h017_joint,125,topk,8e-05,1000,1.0,4.225793617568174e-05,6.0049715400805545e-05,0.9924812030075187,4.672618316239477e-05,7.582793517997444e-05,0.0008837536155468128,826.3345297345023,0.045907473874139015,0.5,0.039549794750989534,0.4160692427652787,0.8093638813084164,0.6541071592261122,0.4406347626942913,1.282514153546363e-05
h018_hard_k150_top250_t0.0003,h018_hard,150,topk,0.0003,250,1.0,4.1596123938634955e-05,7.317180443146767e-05,0.993984962406015,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,249.08855713290643,0.013838253174050357,0.6,0.05453501333426914,0.47430469982036294,0.9516425560115999,0.775668207922259,0.5061163900202343,1.3585474950148976e-05
h018_submission_k150_top250_t0.0003,h018_submission,150,topk,0.0003,250,1.0,4.159612393863591e-05,7.317180443146956e-05,0.993984962406015,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,249.08855713290637,0.013838253174050354,0.6,0.0545350133342692,0.47430469982036294,0.9516425560116001,0.7756682079222593,0.5061163900202343,1.3585474950150397e-05
h018_hard_k150_elite250,h018_hard,150,elite,0.0,250,1.0,4.2496166007248686e-05,7.544557456620839e-05,0.993984962406015,4.496481047016601e-05,7.51540671978966e-05,0.0008933847423319962,250.0,0.013888888888888888,0.6,0.05436799999999995,0.47600000000000037,0.9520000000000007,0.7756000000000005,0.5068000000000004,1.5074001152560193e-05
h018_submission_k150_elite250,h018_submission,150,elite,0.0,250,1.0,4.249616600724912e-05,7.544557456620995e-05,0.993984962406015,4.4964810470165486e-05,7.51540671978968e-05,0.0008933847423319961,250.0,0.013888888888888888,0.6,0.05436799999999995,0.47600000000000037,0.9520000000000007,0.7756000000000005,0.5068000000000004,1.507400115256102e-05
h018_submission_k125_top1000_t8e-05,h018_submission,125,topk,8e-05,1000,1.0,4.308809535484874e-05,7.521422848042944e-05,0.9924812030075187,4.7794184826770605e-05,7.579429655108795e-05,0.000888012031695389,827.6958973095112,0.045983105406083954,0.5,0.03940115701928674,0.4167190555991386,0.8150557155026643,0.6526676339855889,0.4408587604968658,1.7464265512340935e-05
h018_hard_k125_top1000_t8e-05,h018_hard,125,topk,8e-05,1000,1.0,4.308809535484891e-05,7.521422848042944e-05,0.9924812030075187,4.779418482676947e-05,7.579429655108798e-05,0.0008880120316953884,827.6958973095117,0.04598310540608398,0.5,0.03940115701928657,0.41671905559913947,0.8150557155026632,0.6526676339855884,0.440858760496866,1.746426551234113e-05
