kind,iteration,proxy_name,subset_size,best_mask_mae,top100_mask_mae,p01_mask_mae,p05_mask_mae,median_mask_mae,best_mask_p90_abs,best_mask_spearman
real,-1,h017_joint,150,4.5707192134898914e-05,7.48210427197775e-05,0.00010791218924044156,0.00023584675035450117,0.0008883470605450714,8.381430635294313e-05,0.9729323308270676
permute_actual,0,h017_joint,150,0.001242511437269425,0.0012863141408622019,0.001312066025738894,0.001357008910881106,0.0015537011443298968,0.002144952397430021,-0.1609022556390977
permute_actual,1,h017_joint,150,0.001466214172674746,0.0015161998643485918,0.0015464820142496584,0.0016087221529297838,0.0018704931605455373,0.004161308354723084,-0.021052631578947364
permute_actual,2,h017_joint,150,0.0014853457019252839,0.0015297604728070795,0.0015529944029922132,0.0015849665748110572,0.0016814222608543743,0.003504924952709524,0.03308270676691729
permute_actual,3,h017_joint,150,0.001748103953626251,0.0017897213380873014,0.0018157137820805894,0.0018642817531546846,0.002004628961182598,0.0038959646956952154,-0.11879699248120301
permute_actual,4,h017_joint,150,0.0010514221129200587,0.0011027031289145297,0.001130762309561132,0.0011809792363612647,0.0014459826986062477,0.002346782840815816,0.32631578947368417
permute_actual,5,h017_joint,150,0.0016108934042728252,0.0016449887259819204,0.0016695584630524076,0.0017130971212966787,0.0018850254859004245,0.0033364048417426967,-0.07518796992481201
permute_actual,6,h017_joint,150,0.0013996355259549569,0.0014305411508749094,0.0014529805464494612,0.0014993785326552298,0.0017599601763248734,0.003417283804332692,-0.10526315789473684
permute_actual,7,h017_joint,150,0.0012423025612761148,0.0013127173582642463,0.0013415393153680334,0.0013942390928712261,0.0016557578959158282,0.0028045858570707244,0.051127819548872175
permute_actual,8,h017_joint,150,0.0015776954326519282,0.001623869502777161,0.0016458067153767696,0.0016813182960320873,0.0018700181738071646,0.0033860231746181487,-0.22255639097744356
permute_actual,9,h017_joint,150,0.001464954057401657,0.0015062446617023677,0.0015315353661386737,0.0015715438183189444,0.0017644927523750259,0.0038044331466067518,0.02706766917293233
permute_actual,10,h017_joint,150,0.0014868790376490397,0.001518769544527448,0.0015449477274163822,0.0015843535204185652,0.0017461991398493863,0.0036186732329422998,-0.1263157894736842
permute_actual,11,h017_joint,150,0.0017346775625711505,0.0017791614290266736,0.001814241676071765,0.001880265465017115,0.002126493973766929,0.0039061358335803374,-0.33684210526315783
permute_actual,12,h017_joint,150,0.001619616186901322,0.0016425096246360476,0.00166363571953529,0.0016962166467295063,0.0018166457988551868,0.0041707843840973376,-0.08571428571428572
permute_actual,13,h017_joint,150,0.0015476225693287862,0.0015912521397788001,0.0016175875662520745,0.0016577908837577269,0.0018061604706911382,0.0038330146957724557,-0.13533834586466165
