candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,full_known_action_pred_delta_median,full_known_action_pred_delta_p10,full_known_action_pred_delta_p90,full_known_action_margin_vs_h012_median,full_known_action_margin_vs_h012_p10,full_known_action_margin_vs_h012_p90,full_known_action_support_better_than_h012,full_known_action_model_count,pre_h012_action_pred_delta_median,pre_h012_action_pred_delta_p10,pre_h012_action_pred_delta_p90,pre_h012_action_margin_vs_h012_median,pre_h012_action_margin_vs_h012_p10,pre_h012_action_margin_vs_h012_p90,pre_h012_action_support_better_than_h012,pre_h012_action_model_count,h042_pre_h024_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h042_score,q2_k,core_alpha,tail_k,tail_alpha,h042_overlap_cells,h042_jaccard,h042_distance_l1,h042_distance_l2,tangent_expected_delta,h043_q2_override_score,h043_promotable,candidate_source,regime,core_rows,tail_rows,route_public_mean,route_private_mean,route_transition_mean,route_memory_disagree_mean,route_regime_mean,h043_overlap_cells,h043_jaccard,h043_distance_l2,h044_route_split_score,h044_promotable,full_known_cond_pred_delta_median,full_known_cond_pred_delta_p10,full_known_cond_pred_delta_p90,full_known_cond_margin_vs_h012_median,full_known_cond_margin_vs_h012_p10,full_known_cond_margin_vs_h012_p90,full_known_cond_support_better_than_h012,full_known_cond_model_count,pre_h042_cond_pred_delta_median,pre_h042_cond_pred_delta_p10,pre_h042_cond_pred_delta_p90,pre_h042_cond_margin_vs_h012_median,pre_h042_cond_margin_vs_h012_p10,pre_h042_cond_margin_vs_h012_p90,pre_h042_cond_support_better_than_h012,pre_h042_cond_model_count,h045_conditional_score,is_current_h043,h045_promotable
h044_h043support_q2regime_top75_a0.66_c75_5988dfb9,submission_h044_h043support_q2regime_top75_a0.66_c75_5988dfb9.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h043support_q2regime_top75_a0.66_c75_5988dfb9.csv,h043support_q2regime_top75_a0.66,h043support_q2regime_top75_a0.66,1,75,75,0.0049392113886577,0.0484884969188055,0.022628624016195,0.2954686075418076,-0.0001713295986373,0.0007554263126047,-5.966812485890129e-07,-2.3845608928021304e-05,-0.0002502522386082,-0.0003747332425099,0.0001605774409913,-0.0002778407531032,-0.0005323524599059,0.0002671547191762,0.75,12,-0.00024122241938,-0.0003074499039874,0.000207070596664,-5.218121399409512e-05,-0.0004866186424549,0.0003067925876965,0.5833333333333334,12,0.7551106770833332,0.5743745937340317,0.5681870867226626,0.5987260113818437,0.0060695749988979,6.275521553682495e-05,0.0305895701884207,0.0833333333333333,12,0.5805691839297973,0.5374622462182973,0.5986529036844447,0.00054735674962,-0.1286119524067543,0.0364797778082283,0.25,12,-1.6933620905677718,1.6933620905677718,0.0225781612075702,0.7866666666666666,0.0,1.3239583333333331,,0.66,,0.0,43,0.5584415584415584,,0.0211763013272102,-0.0002295344803387,,,h044,q2regime,75.0,0.0,0.6877845333333333,0.5049407999999999,0.6336250666666667,0.5085714285714286,0.4803132906666667,75.0,0.7142857142857143,0.0232184564402545,2.1816599025974033,False,-4.0703871342685945e-05,-0.0008743568813579656,0.0025677613435220467,-0.0001267871181749548,-0.0008735672103587951,0.0009148466198637757,0.5833333333333334,12,-0.0006066383853099815,-0.003538314269469851,0.006316842641849272,-0.000665132294357695,-0.0054894938934502,0.006193097945780602,0.5833333333333334,12,1.3798437500000003,False,True
h044_q2regime_top75_a0.66_c75_5988dfb9,submission_h044_q2regime_top75_a0.66_c75_5988dfb9.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_q2regime_top75_a0.66_c75_5988dfb9.csv,q2regime_top75_a0.66,q2regime_top75_a0.66,1,75,75,0.0049392113886577,0.0484884969188055,0.022628624016195,0.2954686075418076,-0.0001713295986373,0.0007554263126047,-5.966812485890129e-07,-2.3845608928021304e-05,-0.0002502522386082,-0.0003747332425099,0.0001605774409913,-0.0002778407531032,-0.0005323524599059,0.0002671547191762,0.75,12,-0.00024122241938,-0.0003074499039874,0.000207070596664,-5.218121399409512e-05,-0.0004866186424549,0.0003067925876965,0.5833333333333334,12,0.7551106770833332,0.5743745937340317,0.5681870867226626,0.5987260113818437,0.0060695749988979,6.275521553682495e-05,0.0305895701884207,0.0833333333333333,12,0.5805691839297973,0.5374622462182973,0.5986529036844447,0.00054735674962,-0.1286119524067543,0.0364797778082283,0.25,12,-1.6933620905677715,1.6933620905677715,0.0225781612075702,0.7866666666666666,0.0,1.180885416666667,,0.66,,0.0,43,0.5584415584415584,,0.0211763013272102,-0.0002295344803387,,,h044,q2regime,75.0,0.0,0.6877845333333333,0.5049407999999999,0.6336250666666667,0.5085714285714286,0.4803132906666667,75.0,0.7142857142857143,0.0232184564402545,2.1839515692640696,False,-4.0703871342685945e-05,-0.0008743568813579656,0.0025677613435220467,-0.0001267871181749548,-0.0008735672103587951,0.0009148466198637757,0.5833333333333334,12,-0.0006066383853099815,-0.003538314269469851,0.006316842641849272,-0.000665132294357695,-0.0054894938934502,0.006193097945780602,0.5833333333333334,12,1.3807812500000003,False,True
h043_q2_top55_a0.92_c55_774a85c6,submission_h043_q2_top55_a0.92_c55_774a85c6.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.92_c55_774a85c6.csv,q2_top55_a0.92,q2_top55_a0.92,1,55,55,0.0066582601896253,0.0653056031785136,0.0301457358727859,0.411865331724943,-0.0002241935783513,0.0010952712303333,1.1348116001298606e-05,-1.4067436712795373e-05,-0.0001870017805961,-0.0005374501429219,0.0001603117508339,-0.0002185549878547,-0.0007897735260808,0.0002984548488269,0.75,12,-0.0001388676217594,-0.0004756005997288,-4.820273425478941e-06,4.175104104275646e-05,-0.0007228684527412,0.0003542380388455,0.5,12,1.3124501992031874,0.5742621656863364,0.5682583534053562,0.5978524936709796,0.0059571469512026,0.0001340218982304,0.0297160524775567,0.0,12,0.5816389434587468,0.5377122664347275,0.597007918360019,0.0007850088258167,-0.1276079834233884,0.0347478912866057,0.25,12,-1.0286665781370816,1.0286665781370816,0.0187030286934014,0.7090909090909091,0.0,1.0266160358565737,55.0,0.92,0.0,0.0,45,0.8181818181818182,0.0152623552191695,0.0364142849656547,-0.0003562814927779,1.4464962121212122,False,h043,,,,,,,,,,,,,,-0.00010571692342437565,-0.0007182209252091152,0.002435444672267905,-0.0001403219003838392,-0.0007173429109812104,0.0009732597136587424,0.5833333333333334,12,-0.0005398823945083628,-0.0036818002894746897,0.006814493661029807,-0.0005983763035560764,-0.005632979913455039,0.006690748964961137,0.5833333333333334,12,1.4397916666666668,False,True
h043_q2_top55_a0.78_c55_41de2e67,submission_h043_q2_top55_a0.78_c55_41de2e67.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.78_c55_41de2e67.csv,q2_top55_a0.78,q2_top55_a0.78,1,55,55,0.005656461896635,0.0564082728223818,0.0255583412834489,0.3491901725494082,-0.0002020720795349,0.0009276549961321,5.114498849176393e-06,-1.7350041966663012e-05,-0.000210615874489,-0.0004557103794381,0.0001236817885224,-0.0002270267958783,-0.0006706842809688,0.0002670081446002,0.75,12,-0.000176062212482,-0.0004012675790536,9.141725715363235e-05,9.69179171570432e-06,-0.000614126005556,0.0003091379973531,0.5,12,1.19292828685259,0.5742402629811174,0.5682322515390589,0.5978548300221572,0.0059352442459836,0.0001079200319331,0.0297183888287343,0.0,12,0.5816376326676135,0.5375881289594223,0.5970047717433878,0.0006656934409959,-0.1276080803536111,0.0347488591508454,0.25,12,-1.041620998248183,1.041620998248183,0.0189385636045124,0.7272727272727273,0.0,0.956464143426295,55.0,0.78,0.0,0.0,45,0.8181818181818182,0.0106749606298325,0.0257852798574973,-0.0003132673076838,1.3954545454545453,False,h043,,,,,,,,,,,,,,-0.00014164181544826324,-0.0006769946157075422,0.0021512777728346284,-0.0001762467924077268,-0.0006762049447083717,0.0008020236625009716,0.5833333333333334,12,-0.00046356516075501,-0.0038060004265040017,0.006806947120309251,-0.0005220590698027236,-0.005757180050484351,0.006683202424240581,0.5833333333333334,12,1.4521875,False,True
h044_h042core0.58_phaseenergy_tail18_b0.44_c63_dbbcb814,submission_h044_h042core0.58_phaseenergy_tail18_b0.44_c63_dbbcb814.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042core0.58_phaseenergy_tail18_b0.44_c63_dbbcb814.csv,h042core0.58_phaseenergy_tail18_b0.44,h042core0.58_phaseenergy_tail18_b0.44,2,63,63,0.0044594625602048,0.0430567161459032,0.0201000306332391,0.2596542308700726,-0.0001681580639162,0.0006859281767026,-9.22471242938107e-07,-1.993655859735627e-05,-0.0002530053294223,-0.0003567877554285,0.000178116661731,-0.0002608910691706,-0.0005110908433213,0.0002348749339186,0.75,12,-0.0002385008683164,-0.000308196626021,0.0002216065592146,-4.775205964816821e-05,-0.0004686896075114,0.0002656747522514,0.5833333333333334,12,0.7555989583333332,0.5741786631092411,0.5681872770369438,0.5975387190019663,0.0058736443741073,6.294552981804813e-05,0.0294022778085433,0.0833333333333333,12,0.5810063496762008,0.5374110900327077,0.5970534700296044,0.0004966469024961,-0.1281012943801246,0.0348105125984827,0.25,12,-1.2934766418172714,1.2934766418172714,0.0205313752669408,0.8253968253968254,0.0,1.481875,,0.58,,0.44,45,0.7142857142857143,,0.0129125297270101,-0.0002290836239156,,,h044,phaseenergy,45.0,18.0,0.6318742857142857,0.4964565079365079,0.6003853968253966,0.4920634920634919,0.4681816825396825,63.0,0.6,0.0181005889635105,1.980142857142857,False,-6.989099578646324e-05,-0.0008216909830747719,0.0018620011712426848,-0.0001559742426187321,-0.0008263536148199,0.0006108559164883916,0.5833333333333334,12,-0.00045477836641235215,-0.004058731059411265,0.00658593195920602,-0.0005132722754600657,-0.006009910683391614,0.00646218726313735,0.5833333333333334,12,1.4595833333333337,False,True
h043_q2_top55_a0.66_c55_5e57cffe,submission_h043_q2_top55_a0.66_c55_5e57cffe.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_q2_top55_a0.66_c55_5e57cffe.csv,q2_top55_a0.66,q2_top55_a0.66,1,55,55,0.0047942032403519,0.0484884969188055,0.0216262887783029,0.2954686075418076,-0.0001797206112335,0.0007849260258984,1.0333055523142955e-06,-1.8644926072442855e-05,-0.000219449460715,-0.0003840229185577,0.0001252031241573,-0.0002334333635969,-0.0005682341372935,0.0002401139817973,0.75,12,-0.0002061646046449,-0.0003358811996003,0.000174217245826,-1.0034194743910143e-05,-0.0005204823029101,0.0002708029634124,0.5,12,1.0598605577689244,0.5742213537095284,0.568209631286354,0.5978567416516674,0.0059163349743946,8.529977922829835e-05,0.0297203004582444,0.0,12,0.5816365700671724,0.537481524175094,0.5970019933545411,0.0005631679893429,-0.1276081608728773,0.0347496470338114,0.25,12,-1.0378581311845168,1.0378581311845168,0.0188701478397185,0.7454545454545455,0.0,1.4261437583001328,55.0,0.66,0.0,0.0,45,0.8181818181818182,0.0067429081246865,0.0171518380780891,-0.0002658686736572,1.3481628787878788,False,h043,,,,,,,,,,,,,,-0.00013906163482529845,-0.0006433117796306873,0.0019077082642028965,-0.0002064505895035965,-0.0006425221086315166,0.0006552397795917994,0.5833333333333334,12,-0.0003978973197605873,-0.003915913908416391,0.006801020174066077,-0.00045639122880830087,-0.0058673471212933315,0.006677275477997407,0.5833333333333334,12,1.4754166666666668,False,True
h043_h042core0.9_tail20_b0.18_c65_47e3088b,submission_h043_h042core0.9_tail20_b0.18_c65_47e3088b.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.9_tail20_b0.18_c65_47e3088b.csv,h042core0.9_tail20_b0.18,h042core0.9_tail20_b0.18,2,65,65,0.0061690695003879,0.0640569602750547,0.0279137388092619,0.4029117375570099,-0.0002198888529807,0.0010450384224792,1.1382373287148144e-05,-1.1123443135798287e-05,-0.0002399291931951,-0.0005092028677054,0.0001490361591115,-0.000260805040658,-0.0007572485159119,0.0003023612663143,0.75,12,-0.0001896230901911,-0.0004519771153623,2.116558471858199e-05,2.1035409676496697e-05,-0.0006934510740802,0.0003457324462288,0.4166666666666667,12,1.2691401062416998,0.5742950257625116,0.5682341250828304,0.5985621011351893,0.0059900070273778,0.0001097935757047,0.0304256599417663,0.0,12,0.5818284202852821,0.5376663843363951,0.5973431896349113,0.0007419269461282,-0.1274771056012316,0.0351134872360375,0.25,12,-1.2124264556720177,1.2124264556720177,0.0186527147026464,0.7846153846153846,0.0,0.8016425962815404,45.0,0.9,20.0,0.18,45,0.6923076923076923,0.0130303581556455,0.0312115235814675,-0.000370486193006,1.3364022435897436,False,h043,,,,,,,,,,,,,,-0.00014345710868943727,-0.0008329283286337674,0.002307567413716269,-0.00017806208564890083,-0.0008320503144058625,0.0009186872994276403,0.5833333333333334,12,-0.0003472494825184627,-0.003761193049373249,0.006933899769230623,-0.00040574339156617626,-0.0057126262622501905,0.006810155073161953,0.5833333333333334,12,1.4760416666666667,False,True
h043_h042core0.78_tail20_b0.18_c65_31fb6ad9,submission_h043_h042core0.78_tail20_b0.18_c65_31fb6ad9.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.78_tail20_b0.18_c65_31fb6ad9.csv,h042core0.78_tail20_b0.18,h042core0.78_tail20_b0.18,2,65,65,0.0053898186277616,0.0564082728223818,0.0243417274523939,0.3491901725494082,-0.0002010052073847,0.0009114087420836,6.1169700031730545e-06,-1.4253660253752822e-05,-0.0002473483963471,-0.0004411537428829,0.0001264649461829,-0.0002661460827055,-0.0006582129661352,0.0002773915235007,0.75,12,-0.0002113207926382,-0.00038940706538,0.0001015315533292,-1.2778613460839169e-06,-0.000602821136219,0.0003103911596392,0.5833333333333334,12,1.1075531208499338,0.5742762342529423,0.5682138422295357,0.598539673772905,0.0059712155178085,8.951072241000225e-05,0.0304032325794821,0.0,12,0.5818776093542981,0.5375643163161029,0.5973219040579468,0.0006438795505709,-0.127432969306369,0.0350940968525009,0.25,12,-1.2324476247797076,1.2324476247797076,0.0189607326889185,0.8,0.0,1.681252490039841,45.0,0.78,20.0,0.18,45,0.6923076923076923,0.0094583467987775,0.0220940214171579,-0.0003297991854947,1.2826522435897434,False,h043,,,,,,,,,,,,,,-0.00012572259075117366,-0.0008025111038822977,0.0020842235525696693,-0.00020482732056373559,-0.000801721432883127,0.000782010660756356,0.5833333333333334,12,-0.0002927778303828052,-0.0038762085878880762,0.006918315619482205,-0.0003512717394305188,-0.005827641800765017,0.006794570923413535,0.5833333333333334,12,1.4864583333333334,False,True
h043_h042core0.9_tail20_b0.12_c65_9a5b283d,submission_h043_h042core0.9_tail20_b0.12_c65_9a5b283d.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.9_tail20_b0.12_c65_9a5b283d.csv,h042core0.9_tail20_b0.12,h042core0.9_tail20_b0.12,2,65,65,0.0060832161181417,0.0640569602750547,0.0275391875983444,0.4029117375570099,-0.0002184194239885,0.0010386833611775,1.1571142866536963e-05,-1.0645803972047682e-05,-0.0002404788674676,-0.0005052684158475,0.0001465132177577,-0.0002609714050825,-0.0007537204627856,0.0003008156498518,0.75,12,-0.0001891715339475,-0.0004488489785363,2.375785918140534e-05,2.3521694405537717e-05,-0.0006902887186587,0.0003431894944466,0.4166666666666667,12,1.29523572377158,0.5742974525953559,0.5682329930509039,0.5986158750795842,0.0059924338602221,0.0001086615437781,0.0304794338861613,0.0,12,0.5817173404551563,0.5376643334251254,0.5973844205128063,0.0007398397580049,-0.1275748518024924,0.035158047058026,0.25,12,-1.220949701227243,1.220949701227243,0.0187838415573422,0.7846153846153846,0.0,1.2397983067729086,45.0,0.9,20.0,0.12,45,0.6923076923076923,0.012655806944728,0.0310223472975738,-0.0003728441019796,1.3382772435897436,False,h043,,,,,,,,,,,,,,-0.00014844969140843066,-0.0008207408008446694,0.002281297827860098,-0.00018305466836789422,-0.0008198627866167647,0.0009076626795273895,0.5833333333333334,12,-0.00031960683075575244,-0.003750332905675965,0.006958986916320499,-0.000378100739803466,-0.005701766118552907,0.006835242220251829,0.5833333333333334,12,1.4902083333333336,False,True
h043_h042core0.78_tail20_b0.12_c65_0a86526c,submission_h043_h042core0.78_tail20_b0.12_c65_0a86526c.csv,/Users/kbsoo/Downloads/cl2/hitl/h043_q2_phase_manifold_jepa/submission_h043_h042core0.78_tail20_b0.12_c65_0a86526c.csv,h042core0.78_tail20_b0.12,h042core0.78_tail20_b0.12,2,65,65,0.0053039652455154,0.0564082728223818,0.0239671762414765,0.3491901725494082,-0.0001995357783925,0.0009004118976057,6.3057395825618745e-06,-1.3776021090002218e-05,-0.0002485803624781,-0.0004389841917911,0.0001241389642441,-0.0002669198325513,-0.0006551297503898,0.0002755831851846,0.75,12,-0.0002124060089694,-0.0003881220612531,0.0001037067822438,2.872193836343795e-07,-0.0006002099633757,0.0003073511628603,0.5,12,1.1554780876494024,0.5742791885770381,0.5682127094631733,0.5986010858961305,0.0059741698419043,8.837795604754728e-05,0.0304646447027076,0.0,12,0.5817507776140303,0.5375621612856073,0.5973690026529396,0.0006416949654962,-0.1275445834876618,0.0351449785825545,0.25,12,-1.240970870334933,1.240970870334933,0.0190918595436143,0.8,0.0,1.0866318061088978,45.0,0.78,20.0,0.12,45,0.6923076923076923,0.0090837955878601,0.0218259618334821,-0.0003324189428839,1.27119391025641,False,h043,,,,,,,,,,,,,,-0.00014177998975575552,-0.0007886631174302211,0.0020552301100587762,-0.00021062721084262083,-0.0007878734464310505,0.0007700399687568537,0.5833333333333334,12,-0.0002608784044496517,-0.0038646069654228385,0.006948265492924638,-0.0003193723134973653,-0.00581604017829978,0.006824520796855968,0.5833333333333334,12,1.4932291666666668,False,True
