decision,promote,selected_candidate_id,selected_file,candidate_source,selected_resolved_path,root_uploadsafe_path,expected_relation,reason,changed_cells_vs_h012,full_known_cond_margin_vs_h012_median,full_known_cond_support_better_than_h012,pre_h042_cond_margin_vs_h012_median,pre_h042_cond_support_better_than_h012,pre_h012_action_margin_vs_h012_median,route_equation_delta_vs_h012,pre_h012_h024_margin_vs_h012_median,h025_score,h045_conditional_score,h045_promotable
promote,True,h044_h043support_q2regime_top75_a0.66_c75_5988dfb9,submission_h044_h043support_q2regime_top75_a0.66_c75_5988dfb9.csv,h044,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h043support_q2regime_top75_a0.66_c75_5988dfb9.csv,/Users/kbsoo/Downloads/cl2/submission_h045_condroute_q2regime75_a0.66_5988dfb9_uploadsafe.csv,beats H043 if route-conditioned action pricing fixes Q2 support/amplitude,conditional route-action decoder gate passed,75,-0.0001267871181749548,0.5833333333333334,-0.000665132294357695,0.5833333333333334,-5.218121399409512e-05,-0.0001713295986373,0.00054735674962,-1.6933620905677718,1.3798437500000003,True
