fold,source,latent,feature_view,c,blend,target,loss,source_file
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,Q1,0.6615388356558687,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,Q2,0.7304337458207673,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,Q3,0.6857781228532094,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,S1,0.5652407105686701,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,S2,0.596289418290561,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,S3,0.4930085253401716,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.05,best,absolute,0.1,0.05,S4,0.6748310895238838,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,Q1,0.6588927668646879,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,Q2,0.7256019730310082,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,Q3,0.6826271930334367,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,S1,0.5637756915815549,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,S2,0.5900712216272936,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,S3,0.4928076250829786,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.1,best,absolute,0.1,0.1,S4,0.6694762154628774,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,Q1,0.6548073636342788,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,Q2,0.7169507585683991,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,Q3,0.6769319243116881,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,S1,0.562812332705773,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,S2,0.5808577604409512,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,S3,0.4946943904887098,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.1_b0.2,best,absolute,0.1,0.2,S4,0.660274929551872,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,Q1,0.6606229265033382,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,Q2,0.7301261520276253,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,Q3,0.6850891198508576,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,S1,0.5651390639785493,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,S2,0.5956115710456478,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,S3,0.4919654847697917,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.05,best,absolute,0.3,0.05,S4,0.6744845433243952,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,Q1,0.6571693218077695,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,Q2,0.725047158327021,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,Q3,0.681315406424587,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,S1,0.5637053482495004,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,S2,0.5887055751893631,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,S3,0.4908476230407202,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.1,best,absolute,0.3,0.1,S4,0.6688204438192664,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,Q1,0.651744060832581,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,Q2,0.7160743070432246,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,Q3,0.6745606022908137,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,S1,0.5630991829492532,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,S2,0.5781264259072852,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,S3,0.4911129374740852,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute__c0.3_b0.2,best,absolute,0.3,0.2,S4,0.6591082180711789,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,Q1,0.6622807542147356,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,Q2,0.7330212453365641,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,Q3,0.6868533880604993,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,S1,0.5645214547251757,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,S2,0.6000677935283608,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,S3,0.4946882677993892,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.05,best,deviation,0.03,0.05,S4,0.6757552314843417,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,Q1,0.6603042156037549,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,Q2,0.7306597396869235,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,Q3,0.6846942502380478,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,S1,0.5622771650210742,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,S2,0.5971386761558479,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,S3,0.4958231006011766,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.1,best,deviation,0.03,0.1,S4,0.6712312550773242,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,Q1,0.6573797196786331,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,Q2,0.7266318410346375,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,Q3,0.680744127347582,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,S1,0.5596388182861806,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,S2,0.5936532201761759,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,S3,0.4998231625974174,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.03_b0.2,best,deviation,0.03,0.2,S4,0.6634848950736989,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,Q1,0.6612537555108948,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,Q2,0.7337235869328319,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,Q3,0.6861125880379647,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,S1,0.5641639663767939,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,S2,0.5999646517725458,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,S3,0.493427028776595,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.05,best,deviation,0.1,0.05,S4,0.6753893909079876,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,Q1,0.6583487810394684,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,Q2,0.7321166473846213,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,Q3,0.6832268165686227,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,S1,0.5617605468536175,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,S2,0.5969113720751325,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,S3,0.4933355744249842,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.1,best,deviation,0.1,0.1,S4,0.6704446862502882,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,Q1,0.6537983747538849,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,Q2,0.729757578700544,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,Q3,0.6778632562875562,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,S1,0.5592278703303714,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,S2,0.5930836081557387,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,S3,0.4949157030695141,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.1_b0.2,best,deviation,0.1,0.2,S4,0.6617273076253536,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,Q1,0.6603659876324811,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,Q2,0.7344905012896527,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,Q3,0.6857872063123096,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,S1,0.5642784058069535,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,S2,0.6004893190682516,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,S3,0.4920484976305852,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.05,best,deviation,0.3,0.05,S4,0.6751395272719717,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,Q1,0.6566469888832941,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,Q2,0.7337138224786927,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,Q3,0.68261353816885,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,S1,0.5620604282331076,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,S2,0.597763190070367,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,S3,0.4905554168458357,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.1,best,deviation,0.3,0.1,S4,0.6698850734676877,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,Q1,0.6506519015256286,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,Q2,0.7332137833501073,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,Q3,0.6767828113570569,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,S1,0.5600679852928967,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,S2,0.5942014512795368,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,S3,0.4892711241137413,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__deviation__c0.3_b0.2,best,deviation,0.3,0.2,S4,0.6604032354569901,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,Q1,0.6627543290588076,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,Q2,0.7325460864229626,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,Q3,0.6873138665790511,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,S1,0.5641126608450733,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,S2,0.5993355473606331,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,S3,0.4924769837313617,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.05,best,absolute_plus_deviation,0.03,0.05,S4,0.6755425600860084,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,Q1,0.6612634117281317,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,Q2,0.7297176773408546,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,Q3,0.6855887860652617,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,S1,0.5614099406668073,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,S2,0.5953854251119708,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,S3,0.4914180879960467,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.1,best,absolute_plus_deviation,0.03,0.1,S4,0.6707578131007267,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,Q1,0.6593371511823373,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,Q2,0.7247771948819322,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,Q3,0.6824315785548779,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,S1,0.5577025966852159,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,S2,0.5892084798834393,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,S3,0.4909549426440842,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.03_b0.2,best,absolute_plus_deviation,0.03,0.2,S4,0.6623574801641899,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,Q1,0.6619746822288346,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,Q2,0.7333321326183824,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,Q3,0.6869041093720516,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,S1,0.5639041772879786,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,S2,0.5998590728408966,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,S3,0.4902404450155253,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.05,best,absolute_plus_deviation,0.1,0.05,S4,0.6757038186423614,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,Q1,0.6598015056280517,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,Q2,0.7313423176729558,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,Q3,0.6847939508480436,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,S1,0.5611564880208505,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,S2,0.5961416677331556,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,S3,0.4869076895055543,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.1,best,absolute_plus_deviation,0.1,0.1,S4,0.6709860041144513,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,Q1,0.6567581199034132,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,Q2,0.7282503646700522,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,Q3,0.6809369676889728,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,S1,0.5577170344446953,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,S2,0.5898268306047069,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,S3,0.4817899273262128,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
1,best__absolute_plus_deviation__c0.1_b0.2,best,absolute_plus_deviation,0.1,0.2,S4,0.6624991021743343,outputs/domain_digital_boundary_pruned_probe_v1/fold_target_losses.csv
