candidate,class,scale,ops,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos
submission_neural_block_canvas_jepa_mps_top_probe_scale1p0.csv,top_probe,1.0,7,0.5623532455633842,-0.005177679126432966,-0.17057676144603226,-0.15693493940356398,0.1532571050127544,0.06172424134468217
submission_neural_block_canvas_jepa_mps_strict_scale1p0.csv,strict,1.0,5,0.5625955246080788,-0.004935400081738317,-0.1691646493807715,-0.16791661624462073,0.11788384838041237,0.05122402844913854
submission_neural_block_canvas_jepa_mps_strict_noq2_scale1p0.csv,strict_noq2,1.0,5,0.5625955246080788,-0.004935400081738317,-0.1691646493807715,-0.16791661624462073,0.11788384838041237,0.05122402844913854
submission_neural_block_canvas_jepa_mps_top_probe_scale0p75.csv,top_probe,0.75,7,0.5631837859654091,-0.004347138724408062,-0.1562281833187633,-0.15882541341608442,0.13691909856737014,0.06093404469429671
submission_neural_block_canvas_jepa_mps_strict_scale0p75.csv,strict,0.75,5,0.563399347865819,-0.004131576823998118,-0.15579794954579976,-0.16806686767540896,0.10745564985951965,0.05074403374018024
submission_neural_block_canvas_jepa_mps_strict_noq2_scale0p75.csv,strict_noq2,0.75,5,0.563399347865819,-0.004131576823998118,-0.15579794954579976,-0.16806686767540896,0.10745564985951965,0.05074403374018024
submission_neural_block_canvas_jepa_mps_strict_scale0p5.csv,strict,0.5,5,0.564487736786731,-0.0030431879030861086,-0.12287272263177744,-0.1663521631158042,0.08437558943047442,0.05000634979253865
submission_neural_block_canvas_jepa_mps_strict_noq2_scale0p5.csv,strict_noq2,0.5,5,0.564487736786731,-0.0030431879030861086,-0.12287272263177744,-0.1663521631158042,0.08437558943047442,0.05000634979253865
submission_neural_block_canvas_jepa_mps_top_probe_scale0p5.csv,top_probe,0.5,7,0.5643211956533932,-0.003209729036423914,-0.12273876890075336,-0.15837724860904243,0.1059586674305121,0.059852580945257326
submission_neural_block_canvas_jepa_mps_strict_scale0p35.csv,strict,0.35,5,0.5652780623136187,-0.0022528623761984834,-0.09403012863869385,-0.1644437535759432,0.06448394322555694,0.049367064291975404
submission_neural_block_canvas_jepa_mps_strict_noq2_scale0p35.csv,strict_noq2,0.35,5,0.5652780623136187,-0.0022528623761984834,-0.09403012863869385,-0.1644437535759432,0.06448394322555694,0.049367064291975404
submission_neural_block_canvas_jepa_mps_top_probe_scale0p35.csv,top_probe,0.35,7,0.5651517921038863,-0.00237913258593081,-0.09375805759950852,-0.15712738424004666,0.08040435194196721,0.05898725668088315
