candidate,base,source,target_set,weight,source_cv_mode,source_oof_loss,source_oof_delta_vs_stage2,bad_axis_projection_ratio,good_axis_projection_ratio
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c20_bm0_sc0p5_q3_w0p75.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c20_bm0_sc0p5.csv,q3,0.75,geometry,0.5448809102093695,-0.0033342170184963,-0.012590629412402124,0.022009734176943792
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c8_bm0_sc0p5_q3_w0p75.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c8_bm0_sc0p5.csv,q3,0.75,geometry,0.54492850891922,-0.0032866183086458,-0.012283800688355558,0.019664227595762335
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c4_bm0_sc0p5_q3_w0p75.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c4_bm0_sc0p5.csv,q3,0.75,geometry,0.5450189110653465,-0.0031962161625193,-0.011855740467687538,0.01639316259570008
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c20_bm0p35_sc0p5_q3_w0p75.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c20_bm0p35_sc0p5.csv,q3,0.75,geometry,0.5449352175599245,-0.0032799096679413,-0.010190581297735967,0.01719599230248216
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c8_bm0p35_sc0p5_q3_w0p75.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c8_bm0p35_sc0p5.csv,q3,0.75,geometry,0.5449609222357895,-0.0032542049920762,-0.010011785296708566,0.01585905291780629
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c4_bm0p35_sc0p5_q3_w0p75.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c4_bm0p35_sc0p5.csv,q3,0.75,geometry,0.5450049402905963,-0.0032101869372694,-0.009756948426468133,0.013985321037085038
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c20_bm0_sc0p5_q3_w0p5.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c20_bm0_sc0p5.csv,q3,0.5,geometry,0.5448809102093695,-0.0033342170184963,-0.008393752941601442,0.014673156117962527
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c8_bm0_sc0p5_q3_w0p5.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c8_bm0_sc0p5.csv,q3,0.5,geometry,0.54492850891922,-0.0032866183086458,-0.00818920045890376,0.013109485063841554
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c4_bm0_sc0p5_q3_w0p5.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p7_c4_bm0_sc0p5.csv,q3,0.5,geometry,0.5450189110653465,-0.0031962161625193,-0.007903826978458388,0.010928775063800066
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c20_bm0p35_sc0p5_q3_w0p5.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c20_bm0p35_sc0p5.csv,q3,0.5,geometry,0.5449352175599245,-0.0032799096679413,-0.006793720865157323,0.01146399486832144
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c8_bm0p35_sc0p5_q3_w0p5.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c8_bm0p35_sc0p5.csv,q3,0.5,geometry,0.5449609222357895,-0.0032542049920762,-0.006674523531139116,0.01057270194520421
submission_mp_count_public_blend_stage2_submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c4_bm0p35_sc0p5_q3_w0p5.csv,stage2,submission_mp_count_conditioning_jepa_geometry_mpj_ridge_rate_q_only_st0p9_c4_bm0p35_sc0p5.csv,q3,0.5,geometry,0.5450049402905963,-0.0032101869372694,-0.006504632284312123,0.009323547358056702
