target,base_loss,candidate_loss,delta_vs_base
Q1,0.5746308240745168,0.5746308240745168,0.0
Q2,0.6429986926145494,0.6429986926145494,0.0
Q3,0.6303484889503163,0.6303484889503163,0.0
S1,0.47894327588040597,0.47894327588040597,0.0
S2,0.5389534496173579,0.5389534496173579,0.0
S3,0.5034376794790675,0.5034376794790675,0.0
S4,0.6034040622125061,0.6034040622125061,0.0
mean,0.5675309246898171,0.5675309246898171,0.0
