family,k,context_variant,proto_logloss,proto_acc,oracle_rate_r2,pred_rate_r2,pred_rate_rmse,pred_rate_cos,prototype_balance_min,prototype_balance_entropy,semantic_jepa_score
hybrid_oracle,6,strict_prior,1.258398893990787,0.7399844720496894,-0.022158439968383653,-0.02377146511473635,0.3359101042151451,0.8811623305082321,14.0,1.629921793937683,-0.3811946283802904
hybrid_raw,8,strict_prior,1.3097263145691718,0.6993788819875777,-0.07262525196884448,0.0063586557487770035,0.3311460167169571,0.8869092166423798,6.0,1.8895743489265442,-0.4111463983736218
window_state,8,strict_prior,1.2905797538931258,0.6079710144927536,-0.08054337342832418,-0.04403570502096843,0.3393169417977333,0.8799086660146713,5.75,1.7853437066078186,-0.4320327313996484
label_rate_only,4,strict_prior,1.4261402140553967,0.5012681159420289,0.22749050721628908,-0.011338861246453308,0.3338070809841156,0.8861328363418579,54.0,1.3544863760471344,-0.4767215528470916
modality_state,8,strict_prior,1.5261754962619185,0.6396997929606625,-0.05577584085266124,-0.01104355493331216,0.333997443318367,0.8809168040752411,13.25,1.9387803375720978,-0.5225794695938973
hybrid_oracle,8,strict_prior,1.522499520638493,0.6048654244306418,-0.06183285622874199,-0.01277667696151949,0.33434808999300003,0.8839249163866043,12.0,1.9319640398025513,-0.5286940745970414
mean_latent,10,strict_prior,1.6567401665859238,0.7143892339544513,0.030776381841745137,-0.0007919976782494731,0.33240967988967896,0.8846296966075897,7.0,2.1128817796707153,-0.5555045046938714
window_state,6,strict_prior,1.6066831038355789,0.6496635610766046,-0.04544748982531219,-0.04888286478781945,0.3400536850094795,0.8813375681638718,8.5,1.564399927854538,-0.563329128042591
modality_state,6,strict_prior,1.6472932912873437,0.686128364389234,-0.02500045440879259,-0.018769100988030085,0.33474361151456833,0.8830672055482864,26.0,1.6659263372421265,-0.5661568135625288
modality_state,10,strict_prior,1.6277814495131957,0.6417701863354037,-0.0902475636751515,-0.0067690791132430095,0.33329013735055923,0.8810386657714844,4.0,2.029155194759369,-0.5704742539154468
window_state,10,strict_prior,1.6450747194638486,0.5688405797101449,-0.10963181099016278,-0.02172991383702519,0.3357776254415512,0.8829526454210281,3.0,1.9830019176006317,-0.5976770394120728
mean_latent,8,strict_prior,1.728771715852452,0.6905797101449276,0.003790678230825406,-0.0156944993115459,0.3344096913933754,0.8834744691848755,10.0,1.8948722183704376,-0.5984174386846008
label_state,6,strict_prior,1.9342495182709252,0.4783385093167702,0.18081749479842782,0.028593368257542773,0.32728488743305206,0.8890626728534698,35.75,1.7538885474205017,-0.7064910245845375
hybrid_raw,10,strict_prior,1.9996862860796354,0.6288302277432711,-0.03595668053763193,-0.013438226892576122,0.3344055786728859,0.8834268450737,9.5,2.1654444336891174,-0.736204754365775
label_state,4,strict_prior,2.083372121229671,0.5588768115942029,0.1262403228200987,-0.002029950570992284,0.33221229910850525,0.8870580196380615,56.5,1.335905909538269,-0.769171149084797
label_rate_only,6,strict_prior,2.4370244206769116,0.4273033126293996,0.2895049560533485,0.009519151129186165,0.33017467707395554,0.8877927958965302,34.5,1.7430047392845154,-0.935956361152732
label_state,8,strict_prior,2.664328405876086,0.35898033126293993,0.18876416687241285,0.04440099838316003,0.32463014870882034,0.8894072920084,24.0,2.0286470651626587,-1.0549247354273574
label_rate_only,10,strict_prior,3.2400741513534,0.3122412008281573,0.3790571695455562,0.00918660547791264,0.3302086740732193,0.8882175981998444,12.75,2.2518060207366943,-1.3114312099832683
label_rate_only,8,strict_prior,3.276805536161672,0.25359730848861284,0.34712984120634516,-0.027637784698774454,0.3363635092973709,0.8824457824230194,29.25,2.0562636852264404,-1.350535313272999
label_state,10,strict_prior,3.4006237052376846,0.2503364389233954,0.2259530107753288,0.06529115148797962,0.3211636319756508,0.8906644731760025,16.75,2.229156196117401,-1.4000266245383504
hybrid_raw,4,strict_surround,0.637885964204244,0.8236283643892339,-0.06072409486713079,-0.0486768095415272,0.3401419296860695,0.8782435059547424,17.75,1.1266673803329468,-0.09421860711134446
mean_latent,4,strict_surround,0.7244295716914209,0.8462474120082816,-0.06452849016594597,-0.06048828852180205,0.34180763363838196,0.8762848377227783,35.5,1.1299371719360352,-0.13148008969429917
window_state,4,strict_surround,1.071403926561605,0.7471532091097308,-0.09439227080012533,-0.037231325205106636,0.33825571089982986,0.8792338073253632,19.0,1.1663865149021149,-0.30562492688554177
modality_state,4,strict_surround,1.1836881520439024,0.8337474120082816,-0.06542170541033396,-0.050466911052703206,0.3401769697666168,0.8765839636325836,31.25,1.1684378683567047,-0.3387165405880446
mean_latent,6,strict_surround,1.4086783650032082,0.7441252587991718,-0.040173317904490274,0.059918979987211185,0.32197291404008865,0.8880688399076462,22.75,1.6739279329776764,-0.43271030628923374
hybrid_oracle,4,strict_surround,1.3500591278190588,0.6311853002070393,-0.06386151758778455,-0.030979974176264635,0.3372995853424072,0.8809433132410049,32.0,1.2489246428012848,-0.44982452840914966
mean_latent,8,strict_surround,1.5633729564743222,0.6553053830227744,0.003790678230825406,0.011067183438340344,0.3297479972243309,0.8838799148797989,10.0,1.8948722183704376,-0.5256702535541495
hybrid_oracle,6,strict_surround,1.6624519890766958,0.6944358178053831,-0.022158439968383653,-0.01647917699133164,0.33457763493061066,0.8799862861633301,14.0,1.629921793937683,-0.5707285966103746
mean_latent,10,strict_surround,1.7078382626764514,0.6643892339544514,0.030776381841745137,0.05247460634534701,0.3233617916703224,0.8875556141138077,7.0,2.1128817796707153,-0.5776990312545786
hybrid_raw,6,strict_surround,1.7084400194779608,0.5853519668737059,-0.06629105965491208,-0.023581890077351647,0.3359575569629669,0.8794774413108826,19.75,1.6296009719371796,-0.6190992273057584
modality_state,6,strict_surround,1.8430320926061357,0.7105331262939959,-0.02500045440879259,-0.002764999117134098,0.33250731974840164,0.8810413628816605,26.0,1.6659263372421265,-0.6462587935341848
hybrid_oracle,8,strict_surround,1.877962423166594,0.5829710144927536,-0.06183285622874199,-0.016627271966788676,0.33484455198049545,0.8815593719482422,12.0,1.9319640398025513,-0.6939196589452364
window_state,6,strict_surround,1.9919000602669594,0.5684006211180124,-0.04544748982531219,-0.03853995804070359,0.33847562968730927,0.8784332275390625,8.5,1.564399927854538,-0.751005982110248
hybrid_oracle,10,strict_surround,2.249501493161855,0.5601966873706005,0.0030455282534353756,0.09277759320002205,0.3164246678352356,0.8905428797006607,7.0,2.1463253498077393,-0.8368491189983337
hybrid_raw,8,strict_surround,2.2709485136803402,0.6130693581780539,-0.07262525196884448,0.030093769561896938,0.3270164057612419,0.8850026577711105,6.0,1.8895743489265442,-0.8563065979164919
modality_state,8,strict_surround,2.231958593886757,0.5615424430641822,-0.05577584085266124,-0.01758493713916584,0.3349268436431885,0.8766193687915802,13.25,1.9387803375720978,-0.8573364817097244
window_state,8,strict_surround,2.4474708176238025,0.4857919254658385,-0.08054337342832418,-0.022022693970886326,0.33588363230228424,0.8784454464912415,5.75,1.7853437066078186,-0.9727400866499911
window_state,10,strict_surround,2.4773042816148405,0.4755175983436853,-0.10963181099016278,-0.03072030311024146,0.3372848331928253,0.8787923604249954,3.0,1.9830019176006317,-0.9928510307577559
modality_state,10,strict_surround,2.5739163059025487,0.5331262939958592,-0.0902475636751515,-0.08759432270105488,0.346327967941761,0.8717942833900452,4.0,2.029155194759369,-1.034590985595199
label_state,4,strict_surround,2.7138078382818267,0.4734472049689441,0.1262403228200987,-0.043887141969792626,0.3393288627266884,0.8832224458456039,56.5,1.335905909538269,-1.0785163600527017
hybrid_raw,10,strict_surround,2.7431026135451733,0.46420807453416146,-0.03595668053763193,-0.006626016332276524,0.3331877589225769,0.8805641084909439,9.5,2.1654444336891174,-1.102447227084167
label_rate_only,4,strict_surround,2.842811379524519,0.5244824016563148,0.22749050721628908,-0.10863263802995149,0.3495057746767998,0.8772613257169724,54.0,1.3544863760471344,-1.1294830510532838
label_state,6,strict_surround,3.3442257218149205,0.388768115942029,0.18081749479842782,-0.025929881174357683,0.33607225120067596,0.8853133469820023,35.75,1.7538885474205017,-1.369986511034237
label_rate_only,6,strict_surround,3.8027749340755097,0.4034937888198758,0.2895049560533485,-0.1180008168137846,0.35013873875141144,0.8756385296583176,34.5,1.7430047392845154,-1.5814177038445107
label_rate_only,10,strict_surround,4.385944449888059,0.32414596273291924,0.3790571695455562,-0.17095820920844726,0.3585350885987282,0.8688112497329712,12.75,2.2518060207366943,-1.8616911723035279
label_state,8,strict_surround,4.5473415578067,0.29751552795031055,0.18876416687241285,-0.0361838483897767,0.3374591991305351,0.884448766708374,24.0,2.0286470651626587,-1.9309385100782486
label_state,10,strict_surround,4.683608227790432,0.29528985507246375,0.2259530107753288,0.001562720615184171,0.33161987364292145,0.8853755444288254,16.75,2.229156196117401,-1.9813891090691906
label_rate_only,8,strict_surround,4.779636630257289,0.28561076604554864,0.34712984120634516,-0.13776594705464734,0.3540438190102577,0.8755794763565063,29.25,2.0562636852264404,-2.0427755618791403
