family,k,context_variant,proto_logloss,proto_acc,oracle_rate_r2,pred_rate_r2,pred_rate_rmse,pred_rate_cos,prototype_balance_min,prototype_balance_entropy,semantic_jepa_score
hybrid_raw,4,strict_labelonly,0.3191805135925876,0.8849378881987577,-0.06072409486713079,-0.04702883037944569,0.339797779917717,0.8807226121425629,17.75,1.1266673803329468,0.061914301567613066
hybrid_oracle,4,strict_labelonly,0.48697624281429375,0.8331521739130435,-0.06386151758778455,-0.04040878533262221,0.3386140838265419,0.8793915212154388,32.0,1.2489246428012848,-0.023007207248354415
mean_latent,4,strict_labelonly,0.6285999634408136,0.8581521739130435,-0.06452849016594597,-0.07154869929412816,0.34361205250024796,0.8758153021335602,35.5,1.1299371719360352,-0.08821137253449962
modality_state,4,strict_labelonly,0.614154906719998,0.8212474120082816,-0.06542170541033396,-0.06888753862174776,0.34314490109682083,0.8751225620508194,31.25,1.1684378683567047,-0.08868377578518472
window_state,4,strict_labelonly,0.6470385154336802,0.8084627329192546,-0.09439227080012533,-0.04039827985251013,0.33876876533031464,0.8801434934139252,19.0,1.1663865149021149,-0.10298649374112345
hybrid_oracle,8,strict_labelonly,0.8172773092536536,0.8337474120082815,-0.06183285622874199,-0.015664287913610492,0.3346988707780838,0.8834841698408127,12.0,1.9319640398025513,-0.1661672414760435
mean_latent,6,strict_labelonly,0.8108326182725847,0.7342908902691512,-0.040173317904490274,0.030540655868629696,0.32705118507146835,0.8858960419893265,22.75,1.6739279329776764,-0.17163089868608963
hybrid_oracle,6,strict_labelonly,0.855088398242217,0.7496635610766045,-0.022158439968383653,0.005087336968360973,0.3310612067580223,0.8823883533477783,14.0,1.629921793937683,-0.19193602592945405
hybrid_raw,6,strict_labelonly,0.8366344612183406,0.7389492753623188,-0.06629105965491208,-0.033540273931193965,0.3373163864016533,0.8805905878543854,19.75,1.6296009719371796,-0.19800328383480026
mean_latent,8,strict_labelonly,0.9545186353247519,0.6797101449275362,0.003790678230825406,0.045937247334432274,0.324044793844223,0.88839191198349,10.0,1.8948722183704376,-0.2396052440214876
mean_latent,10,strict_labelonly,1.082526018379169,0.643840579710145,0.030776381841745137,0.06439127788500812,0.3214465007185936,0.889508381485939,7.0,2.1128817796707153,-0.297937279493124
modality_state,6,strict_labelonly,1.158110921946645,0.7246635610766046,-0.02500045440879259,0.031818838756038054,0.32681839168071747,0.8858815282583237,26.0,1.6659263372421265,-0.32805940393742483
hybrid_raw,8,strict_labelonly,1.200963744440341,0.6840579710144927,-0.07262525196884448,-0.012871672341146362,0.33424774557352066,0.8835062235593796,6.0,1.8895743489265442,-0.3692836392823997
window_state,6,strict_labelonly,1.1813504354908397,0.6529244306418219,-0.04544748982531219,-0.060145886390113895,0.3417806699872017,0.8780543208122253,8.5,1.564399927854538,-0.3736940200624562
window_state,8,strict_labelonly,1.2446719821413827,0.6311853002070393,-0.08054337342832418,-0.029699994721672812,0.3370355814695358,0.8788717836141586,5.75,1.7853437066078186,-0.4039160790286733
modality_state,8,strict_labelonly,1.2530285897782667,0.5939958592132506,-0.05577584085266124,0.006787002730595598,0.3309587463736534,0.8805236220359802,13.25,1.9387803375720978,-0.4052576959949179
hybrid_oracle,10,strict_labelonly,1.3402498588857557,0.677924430641822,0.0030455282534353756,0.08657366100406846,0.3175353556871414,0.8913451880216599,7.0,2.1463253498077393,-0.4053410059429854
window_state,10,strict_labelonly,1.4647157685470646,0.5835662525879917,-0.10963181099016278,-0.0322893164021148,0.33732039481401443,0.8798908740282059,3.0,1.9830019176006317,-0.5158353460066096
hybrid_raw,10,strict_labelonly,1.5418650959103393,0.5923654244306418,-0.03595668053763193,-0.011782588050158083,0.334072969853878,0.8808014988899231,9.5,2.1654444336891174,-0.537278318992823
modality_state,10,strict_labelonly,1.5497067724071738,0.5804606625258799,-0.0902475636751515,-0.0037302017792874287,0.33258112519979477,0.8794672638177872,4.0,2.029155194759369,-0.5470733486105354
label_rate_only,4,strict_labelonly,1.7279098576057184,0.4789337474120083,0.22749050721628908,-0.0453563293532743,0.33918706327676773,0.8796328008174896,54.0,1.3544863760471344,-0.6241132615483231
label_state,6,strict_labelonly,1.8637504715439035,0.40082815734989646,0.18081749479842782,0.04625466799437261,0.3240142837166786,0.89332415163517,35.75,1.7538885474205017,-0.6865231900643014
label_state,4,strict_labelonly,1.9799952906367473,0.523447204968944,0.1262403228200987,-0.011799807686383723,0.33387160301208496,0.8859992325305939,56.5,1.335905909538269,-0.7317444074214846
label_state,8,strict_labelonly,2.2765739049806664,0.3813146997929607,0.18876416687241285,0.05786994816397284,0.32185690850019455,0.8927485048770905,24.0,2.0286470651626587,-0.8731074857188175
label_rate_only,6,strict_labelonly,2.43897919837292,0.42251552795031055,0.2895049560533485,-0.0013861334765465916,0.3316476419568062,0.8860595226287842,34.5,1.7430047392845154,-0.9400612886362872
label_rate_only,10,strict_labelonly,2.4616229449003826,0.36120600414078674,0.3790571695455562,0.022065284369597565,0.3276412561535835,0.8866051435470581,12.75,2.2518060207366943,-0.9488400933711867
label_rate_only,8,strict_labelonly,2.567826756900578,0.32414596273291924,0.34712984120634516,0.00219899118012698,0.3311013951897621,0.8892788141965866,29.25,2.0562636852264404,-1.0110761249921871
label_state,10,strict_labelonly,2.6793721393993852,0.29604037267080746,0.2259530107753288,0.05419032076040045,0.3225451782345772,0.8917562663555145,16.75,2.229156196117401,-1.0684882096481734
hybrid_raw,4,strict_prior,0.3796505272562019,0.8810817805383022,-0.06072409486713079,-0.05231735717160807,0.3406243845820427,0.8807520717382431,17.75,1.1266673803329468,0.03287534150824705
mean_latent,4,strict_prior,0.5328813573959955,0.8462474120082816,-0.06452849016594597,-0.06866495672261408,0.3430463373661041,0.8767730891704559,35.5,1.1299371719360352,-0.04689431432913626
hybrid_oracle,4,strict_prior,0.7157703877581527,0.8212474120082816,-0.06386151758778455,-0.031935671802958115,0.3373842164874077,0.881415992975235,32.0,1.2489246428012848,-0.12654967856012075
window_state,4,strict_prior,0.7326387707832518,0.7969979296066252,-0.09439227080012533,-0.037196089557234274,0.3382466807961464,0.8814485818147659,19.0,1.1663865149021149,-0.14309387683185934
modality_state,4,strict_prior,0.7426571437909782,0.824508281573499,-0.06542170541033396,-0.06876674893199164,0.34310580790042877,0.877539873123169,31.25,1.1684378683567047,-0.14571258506251372
mean_latent,6,strict_prior,1.0265245598913681,0.7441252587991718,-0.040173317904490274,0.005339148641191949,0.3311033248901367,0.8832710981369019,22.75,1.6739279329776764,-0.27189694734664693
hybrid_raw,6,strict_prior,1.0623472091718393,0.7508540372670807,-0.06629105965491208,-0.03149720942553605,0.3369920924305916,0.8817345052957535,19.75,1.6296009719371796,-0.2967272592597223
hybrid_oracle,10,strict_prior,1.2571825785430182,0.6573757763975155,0.0030455282534353756,0.06505411774046135,0.32122065871953964,0.8901713043451309,7.0,2.1463253498077393,-0.3764330634741628
