candidate,class,scale,ops,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos,bad_axis_projection_ratio,good_axis_projection_ratio
submission_lejepa_block_canvas_l0p05_d32_top_scale1p0.csv,top,1.0,7,0.5637883271386349,-0.003742597551182225,-0.007164610904001743,-0.005326215489847897,0.2038893243123111,0.06635229883503917,0.061835552261681234,-0.09562464921619958
submission_lejepa_block_canvas_l0p05_d32_top_scale0p75.csv,top,0.75,7,0.5641736773789038,-0.0033572473109133583,-0.006515140289953708,-0.005380449107885908,0.17700976174602437,0.06399224365501839,0.053010125780993504,-0.08203670791872243
submission_lejepa_block_canvas_l0p05_d32_strict_scale1p0.csv,strict,1.0,5,0.564191654639682,-0.0033392700501351236,0.015862484340907684,0.010949593403906771,0.13880705372698324,0.041944371005183584,0.027725604921758223,-0.0661162829603621
submission_lejepa_block_canvas_l0p05_d32_strict_noq2_scale1p0.csv,strict_noq2,1.0,5,0.564191654639682,-0.0033392700501351236,0.015862484340907684,0.010949593403906771,0.13880705372698324,0.041944371005183584,0.027725604921758223,-0.0661162829603621
submission_lejepa_block_canvas_l0p05_d32_loose_scale1p0.csv,loose,1.0,5,0.564191654639682,-0.0033392700501351236,0.015862484340907684,0.010949593403906771,0.13880705372698324,0.041944371005183584,0.027725604921758223,-0.0661162829603621
submission_lejepa_block_canvas_l0p05_d32_strict_scale0p75.csv,strict,0.75,5,0.5645216486364611,-0.0030092760533559915,0.017237117815227007,0.01329524408833626,0.12104015138492503,0.0408692329617517,0.025348504916105855,-0.05884332684895496
submission_lejepa_block_canvas_l0p05_d32_strict_noq2_scale0p75.csv,strict_noq2,0.75,5,0.5645216486364611,-0.0030092760533559915,0.017237117815227007,0.01329524408833626,0.12104015138492503,0.0408692329617517,0.025348504916105855,-0.05884332684895496
submission_lejepa_block_canvas_l0p05_d32_loose_scale0p75.csv,loose,0.75,5,0.5645216486364611,-0.0030092760533559915,0.017237117815227007,0.01329524408833626,0.12104015138492503,0.0408692329617517,0.025348504916105855,-0.05884332684895496
submission_lejepa_block_canvas_l0p05_d32_top_scale0p5.csv,top,0.5,7,0.5649062655142678,-0.0026246591755493265,-0.0071069609130843025,-0.007540026251275482,0.13140993395016487,0.061031281871256414,0.03890656759142608,-0.06332418312891556
submission_lejepa_block_canvas_l0p05_d32_strict_scale0p5.csv,strict,0.5,5,0.5651698502294934,-0.002361074460323742,0.013377764374746514,0.013351884103308943,0.08914986614795045,0.038950682403467794,0.01926361216486059,-0.0471006209112398
submission_lejepa_block_canvas_l0p05_d32_strict_noq2_scale0p5.csv,strict_noq2,0.5,5,0.5651698502294934,-0.002361074460323742,0.013377764374746514,0.013351884103308943,0.08914986614795045,0.038950682403467794,0.01926361216486059,-0.0471006209112398
submission_lejepa_block_canvas_l0p05_d32_loose_scale0p5.csv,loose,0.5,5,0.5651698502294934,-0.002361074460323742,0.013377764374746514,0.013351884103308943,0.08914986614795045,0.038950682403467794,0.01926361216486059,-0.0471006209112398
submission_lejepa_block_canvas_l0p05_d32_top_scale0p35.csv,top,0.35,7,0.5655213309072051,-0.002009593782612007,-0.006806200695311331,-0.009475124300309206,0.09660316555437909,0.05887174199244973,0.028461479287824203,-0.048635572548084385
submission_lejepa_block_canvas_l0p05_d32_rate_top_scale1p0.csv,rate_top,1.0,5,0.5655373693708096,-0.0019935553190075783,0.038368281799662125,0.032096113755744886,-0.06384608312920619,-0.023380280769781436,0.009469474178027406,-0.03299860373067441
submission_lejepa_block_canvas_l0p05_d32_rate_top_scale0p75.csv,rate_top,0.75,5,0.5656548543100064,-0.0018760703798107459,0.035728614084657134,0.03397321264463616,-0.061277462006729136,-0.0255068354448768,0.009709075910071845,-0.02787756007639566
submission_lejepa_block_canvas_l0p05_d32_strict_scale0p35.csv,strict,0.35,5,0.5657195739712285,-0.0018113507185886224,0.009539704826785953,0.012541982204170505,0.06488748322813001,0.03734457630063144,0.014269240906114195,-0.03698148384642314
submission_lejepa_block_canvas_l0p05_d32_strict_noq2_scale0p35.csv,strict_noq2,0.35,5,0.5657195739712285,-0.0018113507185886224,0.009539704826785953,0.012541982204170505,0.06488748322813001,0.03734457630063144,0.014269240906114195,-0.03698148384642314
submission_lejepa_block_canvas_l0p05_d32_loose_scale0p35.csv,loose,0.35,5,0.5657195739712285,-0.0018113507185886224,0.009539704826785953,0.012541982204170505,0.06488748322813001,0.03734457630063144,0.014269240906114195,-0.03698148384642314
submission_lejepa_block_canvas_l0p05_d32_rate_top_scale0p5.csv,rate_top,0.5,5,0.5660104923967897,-0.0015204322930274516,0.026843772176977948,0.03356292202614592,-0.052631185564793424,-0.028806781362629753,0.007710907310322683,-0.021372758318898493
submission_lejepa_block_canvas_l0p05_d32_rate_top_scale0p35.csv,rate_top,0.35,5,0.566345038847221,-0.0011858858425961571,0.019466096272283493,0.032337572305939366,-0.04293903349203061,-0.031225986987145793,0.005762664316884742,-0.01642783479703697
