target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,feature_family,passes_strict,passes_loose
Q3,lebcj_l0p05_e32_absresid_mean,subject_center,0.19889810600345273,0.2,0.6303484889503163,0.6198876679603202,0.45,0.6197858322794876,-0.010562656670828674,-0.009670837661905013,-0.010515098502312914,-0.013821440514061312,-0.005101404788714625,0.9653846153846154,0.4290000000000001,0.015384615384615385,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,subject_center,0.19545802782261193,0.2,0.6303484889503163,0.6190366202157189,0.45,0.6201320228893936,-0.010216466060922635,-0.009714596802570337,-0.010305933323902505,-0.013111641074446706,-0.00589082119167017,0.9653846153846154,0.43961538461538474,0.015384615384615385,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_mean,subject_center,0.19889810600345273,0.1,0.6303484889503163,0.6208406806790693,0.45,0.6206328706893619,-0.00971561826095435,-0.008616310281303073,-0.009595342997484657,-0.012582482298819087,-0.004469652275443242,0.9538461538461539,0.4207307692307693,0.015384615384615385,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,subject_center,0.19545802782261193,0.1,0.6303484889503163,0.6202778086622398,0.45,0.6210070799660882,-0.009341408984228083,-0.008728574532382507,-0.00943436859297897,-0.012120696512141094,-0.005077736559190887,0.9653846153846154,0.43442307692307697,0.015384615384615385,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_mean,global_z,0.1805902912283482,0.2,0.6303484889503163,0.6197516986480338,0.45,0.6220048452938066,-0.008343643656509636,-0.007647381143504315,-0.007526242753399415,-0.010937673597848141,-0.004717012054337111,0.9230769230769231,0.42015384615384627,0.015384615384615385,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,global_z,0.17809198078127458,0.2,0.6303484889503163,0.6203455766096536,0.45,0.6224487230499454,-0.007899765900370892,-0.007646312938547297,-0.007799847685801109,-0.010590533602403474,-0.005122220647725606,0.9807692307692307,0.43142307692307696,0.0,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_mean,subject_center,0.19889810600345273,0.05,0.6303484889503163,0.6246541134178799,0.45,0.6225078497687329,-0.007840639181583398,-0.0064165415737506655,-0.007500575428224798,-0.0097970241834332,-0.003052450361343967,0.8846153846153846,0.4017307692307693,0.026923076923076925,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_center,0.1677761100238595,0.2,0.6303484889503163,0.623434601992623,0.45,0.6227768817767049,-0.007571607173611383,-0.005440510745250693,-0.004104616556561358,-0.010043627668584132,-0.0014048320749557586,0.8884615384615384,0.3801153846153847,0.019230769230769232,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,global_z,0.1740149682232778,0.2,0.6303484889503163,0.6219529038877195,0.45,0.6228782150969417,-0.0074702738533745094,-0.005398627932698552,-0.00503445201154451,-0.009345105355009153,-0.0015270880777912,0.8653846153846154,0.3805384615384616,0.03076923076923077,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,subject_center,0.19545802782261193,0.05,0.6303484889503163,0.624489542391384,0.45,0.6229124178596127,-0.007436071090703544,-0.006415268781641076,-0.007554645041653374,-0.009365959858064016,-0.0034651106549805633,0.9153846153846154,0.4130769230769232,0.026923076923076925,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_mean,global_z,0.1805902912283482,0.1,0.6303484889503163,0.6219995018083515,0.45,0.6232449657443961,-0.007103523205920115,-0.006146446835445168,-0.005691311776565455,-0.009541961759220174,-0.0035594188446413377,0.8961538461538462,0.4083461538461539,0.026923076923076925,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_center,0.1677761100238595,0.1,0.6303484889503163,0.624377508007952,0.45,0.6235777826728122,-0.0067707062775040905,-0.004406819000045964,-0.003558316093232261,-0.00860098176765528,-0.0006893105424329582,0.823076923076923,0.36715384615384616,0.04230769230769231,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,global_z,0.17809198078127458,0.1,0.6303484889503163,0.6224754351296052,0.45,0.6235872131326432,-0.006761275817673051,-0.0062988622987488994,-0.006249548560920359,-0.009184811864924924,-0.004078850911157117,0.9307692307692308,0.4220384615384616,0.0,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,global_z,0.1740149682232778,0.1,0.6303484889503163,0.6231384187178096,0.45,0.6237296008356604,-0.00661888811465583,-0.004373300044758026,-0.004204409910390505,-0.00765151403807926,-0.0009857327813930505,0.8192307692307692,0.36976923076923085,0.05,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_center,0.16140056997065316,0.2,0.6303484889503163,0.6251196863015192,0.45,0.6239803654175501,-0.006368123532766168,-0.005974039385889588,-0.006368076409703383,-0.008143460044325423,-0.004194185494625635,0.9615384615384616,0.4409615384615385,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_z,0.14989297964265597,0.2,0.6303484889503163,0.6391499748016435,0.45,0.6243792012552192,-0.005969287695097081,-0.004770860724936782,-0.005741512916805469,-0.0072049586111389285,-0.0030101592858108595,0.9,0.38938461538461544,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_emb_17,subject_center,0.16388112497479942,0.2,0.6303484889503163,0.6247940818878106,0.45,0.624595807916974,-0.005752681033342255,-0.005410290991785051,-0.005555006438941912,-0.007129172401539763,-0.003798871334645182,0.9961538461538462,0.4413461538461539,0.0,target_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_center,0.16140056997065316,0.1,0.6303484889503163,0.626299418575917,0.45,0.6247948814413391,-0.005553607508977154,-0.005063497740858289,-0.005444667614773746,-0.007192430492510116,-0.0032697496635321066,0.9423076923076923,0.43338461538461553,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_z,0.14989297964265597,0.1,0.6303484889503163,0.6388643651789345,0.45,0.6250506373531272,-0.005297851597189096,-0.00408264785995561,-0.004910334713690234,-0.006504847637112038,-0.0024066195168150895,0.8730769230769231,0.3780384615384615,0.0038461538461538464,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_emb_17,subject_center,0.16388112497479942,0.1,0.6303484889503163,0.6260474351323178,0.45,0.6252998208538477,-0.005048668096468534,-0.004648553328794436,-0.0048500731920601,-0.006378531643291552,-0.0031511114693989484,0.9846153846153847,0.4367307692307693,0.0,target_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,global_z,0.153619730152773,0.2,0.6303484889503163,0.6247775005600238,0.45,0.6253054512255805,-0.005043037724735799,-0.0049572566561046005,-0.00499723458437934,-0.006775337957142968,-0.0035660833961345118,0.9961538461538462,0.44538461538461543,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_center,0.1677761100238595,0.05,0.6303484889503163,0.6282038800762205,0.45,0.6253091483888663,-0.005039340561449945,-0.0021856700959044188,-0.001569609310841713,-0.005348819067057531,0.000410944174008665,0.6346153846153846,0.3280384615384615,0.08461538461538462,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,global_z,0.1740149682232778,0.05,0.6303484889503163,0.6273690484516656,0.45,0.6255380282028912,-0.004810460747425083,-0.002325379400124103,-0.0020440886756890597,-0.005075014764492902,0.0,0.6961538461538461,0.34019230769230774,0.08076923076923077,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_19,subject_center,0.15034748580388746,0.2,0.6303484889503163,0.6264667376114945,0.45,0.6255536520206765,-0.004794836929639779,-0.0029834474663887646,-0.0030991466818108826,-0.005876359857826086,-0.00018184347234634357,0.7615384615384615,0.3653461538461539,0.07307692307692308,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_mean,global_z,0.1805902912283482,0.05,0.6303484889503163,0.6276839935279817,0.45,0.6255808544931396,-0.0047676344571766505,-0.003408608808663365,-0.0037245715852714523,-0.006146793220605518,-0.001016686396228289,0.8346153846153846,0.3704230769230769,0.08076923076923077,resid_emb,True,True
