target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,feature_family,passes_strict,passes_loose
Q3,lebcj_l0p05_e32_target_emb_17,subject_z,0.15489472560743103,0.2,0.6303484889503163,0.6295819562717335,0.45,0.6256953708044528,-0.004653118145863444,-0.004231159149734835,-0.004576074588850565,-0.0053837083551697695,-0.0032853337405156224,0.9923076923076923,0.42173076923076924,0.0,target_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_rank,0.14400054372519422,0.2,0.6303484889503163,0.6278157997139451,0.45,0.6257496928808479,-0.004598796069468336,-0.004147008384922028,-0.0042990654980304965,-0.005907134612394893,-0.0027240402367030014,0.9576923076923077,0.4342307692307693,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,global_z,0.17809198078127458,0.05,0.6303484889503163,0.6279566627375416,0.45,0.625785916323316,-0.0045625726270002165,-0.0034930983306464005,-0.003913463267448181,-0.0058868454615312316,-0.0015328979260882392,0.8730769230769231,0.3791538461538462,0.04230769230769231,geometry,True,True
Q3,lebcj_l0p05_e32_target_emb_17,global_z,0.15341378336130687,0.2,0.6303484889503163,0.6260029837300269,0.45,0.6259632369071922,-0.0043852520431240105,-0.004032543886226361,-0.0041867536581228215,-0.005338444961432681,-0.0027990219562306906,0.9807692307692307,0.43403846153846165,0.0,target_emb,True,True
S1,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.14532511666549253,0.2,0.47894327588040597,0.4826110532751206,0.45,0.4746770456783367,-0.004266230202069288,-0.0029029532211842604,-0.003088847165940184,-0.004989254611743571,-0.0008514652103223108,0.7923076923076923,0.34553846153846157,0.06153846153846154,rate,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_rank,0.14592952980071194,0.2,0.6303484889503163,0.6286542140056173,0.45,0.6261843928352171,-0.0041640961150991584,-0.0036405946553878803,-0.003936184775200635,-0.004939209818833251,-0.002441913475494828,0.9730769230769231,0.4292307692307693,0.0,resid_emb,True,True
S2,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1343065668459317,0.2,0.5389534496173579,0.5406978838060237,0.45,0.5348114837978536,-0.004141965819504323,-0.003434242153801032,-0.003897074787053284,-0.004948399605054915,-0.001953840856423472,0.9192307692307692,0.3905,0.0038461538461538464,rate,True,True
S1,lebcj_l0p05_e32_pred_rate_S1,subject_center,-0.14200443286096567,0.2,0.47894327588040597,0.4792211254397881,0.45,0.4748069933740825,-0.004136282506323474,-0.0028750106087707494,-0.003203100148154503,-0.004545681501654353,-0.0007552886659319968,0.8115384615384615,0.35842307692307696,0.06923076923076923,rate,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,global_z,0.153619730152773,0.1,0.6303484889503163,0.6266114704846149,0.45,0.6262282393810614,-0.00412024956925483,-0.0038942224814972294,-0.004116438922122101,-0.005457906928613698,-0.002638331856406162,0.9576923076923077,0.43230769230769234,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_emb_17,subject_z,0.15489472560743103,0.1,0.6303484889503163,0.6303164782285737,0.45,0.6262800378025041,-0.00406845114781218,-0.0036186615017565586,-0.004058102552292775,-0.004811643611017685,-0.00279590369582447,0.9769230769230769,0.4148076923076923,0.0,target_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_19,subject_center,0.15034748580388746,0.1,0.6303484889503163,0.6277438992518033,0.45,0.6263237837262272,-0.004024705224089042,-0.0020726281681072082,-0.002219564712085065,-0.004361705075035971,0.0,0.7307692307692307,0.3483461538461539,0.08076923076923077,resid_emb,True,True
S2,lebcj_l0p05_e32_pred_rate_S1,subject_rank,-0.14027048647252036,0.2,0.5389534496173579,0.5361567496825449,0.45,0.5350489711691522,-0.0039044784482057393,-0.00345289902562266,-0.0036539569409481387,-0.00483261022532655,-0.002341978520739668,0.9576923076923077,0.4156538461538462,0.0,rate,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_center,0.16140056997065316,0.05,0.6303484889503163,0.6302482517405328,0.45,0.626519733308881,-0.0038287556414352553,-0.0028368710559698728,-0.0035113287839025897,-0.004540718426500473,-0.0014210648680937354,0.8615384615384616,0.38161538461538463,0.019230769230769232,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_norm,subject_center,0.15079122234119044,0.2,0.6303484889503163,0.6299847513557708,0.45,0.6265391401019194,-0.0038093488483968985,-0.0033567051593979087,-0.0034376670645090424,-0.004721102521362985,-0.002376721588573605,0.9576923076923077,0.40503846153846157,0.0,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_z,0.14989297964265597,0.05,0.6303484889503163,0.6404535363362571,0.45,0.6265499915962826,-0.003798497354033703,-0.0024352663884240804,-0.003016821619531318,-0.004671755021637747,-0.0007933920304322717,0.8153846153846154,0.3373076923076923,0.019230769230769232,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_rank,0.14400054372519422,0.1,0.6303484889503163,0.6291658676930143,0.45,0.6265503466971307,-0.0037981422531855324,-0.003171026175335496,-0.0035149126168942946,-0.004698263766964611,-0.002092021520199855,0.9153846153846154,0.41357692307692306,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_emb_17,global_z,0.15341378336130687,0.1,0.6303484889503163,0.62748893558013,0.45,0.62664233442146,-0.0037061545288562536,-0.003199611361965683,-0.0032701967767325146,-0.004443035972937187,-0.001965863514711702,0.95,0.4177307692307693,0.0,target_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_z,0.14481975693159585,0.2,0.6303484889503163,0.6405701399271915,0.45,0.6266669776050854,-0.00368151134523087,-0.0012102145110434294,-0.0016906917882975048,-0.00393378009334977,0.0011544789094135588,0.6230769230769231,0.3206153846153847,0.06538461538461539,resid_emb,True,True
S1,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.14532511666549253,0.1,0.47894327588040597,0.4821376184339034,0.45,0.47527678982951493,-0.003666486050891038,-0.002223705073281953,-0.002740225977544447,-0.004121950110652195,0.0,0.7269230769230769,0.3328076923076923,0.07692307692307693,rate,True,True
S2,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1343065668459317,0.1,0.5389534496173579,0.5408342722992786,0.45,0.5353482604667542,-0.003605189150603705,-0.002858737342810333,-0.0031735018495472334,-0.004416486150097265,-0.0014756395313078041,0.9115384615384615,0.380423076923077,0.0038461538461538464,rate,True,True
Q3,lebcj_l0p05_e32_absresid_emb_15,subject_center,0.1292465855875641,0.2,0.6303484889503163,0.6288834327413271,0.45,0.6267433335813551,-0.0036051553689611104,-0.0023791378821146083,-0.002874366359629177,-0.004059175357338074,-0.00043113509979525455,0.7769230769230769,0.3636538461538462,0.07307692307692308,resid_emb,True,True
S1,lebcj_l0p05_e32_pred_rate_S1,subject_center,-0.14200443286096567,0.1,0.47894327588040597,0.4792333043787439,0.45,0.4754209109764459,-0.0035223649039600735,-0.0021388183933441973,-0.0026295031066963237,-0.004177866034478506,0.0,0.7307692307692307,0.34384615384615386,0.1,rate,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_rank,0.14592952980071194,0.1,0.6303484889503163,0.6298485085753428,0.45,0.6268269207812425,-0.0035215681690737854,-0.0029441652453401188,-0.0033158333326523404,-0.004201961146622746,-0.001776776127001889,0.9538461538461539,0.4178846153846154,0.0,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_mean,subject_center,0.19889810600345273,0.02,0.6303484889503163,0.6351735716344131,0.45,0.6268862726431497,-0.003462216307166588,-0.0016168904808138108,-0.0024508127200947305,-0.00422350344043626,0.0,0.6961538461538461,0.3128461538461539,0.057692307692307696,resid_emb,True,True
S2,lebcj_l0p05_e32_pred_rate_S1,subject_rank,-0.14027048647252036,0.1,0.5389534496173579,0.5368773734527221,0.45,0.5355012557332649,-0.0034521938840930133,-0.0030232960541801248,-0.0032974522097036496,-0.0043584106349715546,-0.0019699951120882853,0.9384615384615385,0.4136538461538462,0.0038461538461538464,rate,True,True
Q3,lebcj_l0p05_e32_target_emb_17,subject_center,0.16388112497479942,0.05,0.6303484889503163,0.6301919963848032,0.45,0.6269215181189323,-0.003426970831383991,-0.002722507626496326,-0.0032436986863005335,-0.004159951049462263,-0.0015105816874972644,0.8961538461538462,0.3998846153846154,0.011538461538461539,target_emb,True,True
Q3,lebcj_l0p05_e32_resid_emb_17,subject_center,0.13483936153667936,0.2,0.6303484889503163,0.6283903782679112,0.45,0.6269640615719958,-0.0033844273783204537,-0.0014664664486848747,-0.0016608111721446717,-0.0035204186321322883,0.0,0.6346153846153846,0.35269230769230775,0.1423076923076923,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_norm,subject_z,0.13232162432545364,0.2,0.6303484889503163,0.6349730086833194,0.45,0.6270739996105693,-0.0032744893397469443,-0.00268632261217494,-0.0029718755076358905,-0.003779303654797339,-0.0019659772637397044,0.95,0.37473076923076926,0.0,geometry,True,True
Q3,lebcj_l0p05_e32_target_norm,global_z,0.1409192979927679,0.2,0.6303484889503163,0.6283569583234718,0.45,0.6271694571095165,-0.0031790318407997065,-0.002260130249002122,-0.002159971385615189,-0.0037716719956046307,-0.0014186895648759246,0.8538461538461538,0.3717692307692308,0.038461538461538464,geometry,True,True
Q3,lebcj_l0p05_e32_resid_norm,subject_center,0.19545802782261193,0.02,0.6303484889503163,0.6355464502959283,0.3,0.6272594024585719,-0.0030890864917443306,-0.0014838319371975712,-0.0023487543501000685,-0.0037641852787797803,0.0,0.7076923076923077,0.3106923076923077,0.05,geometry,True,True
Q3,lebcj_l0p05_e32_target_norm,subject_center,0.15079122234119044,0.1,0.6303484889503163,0.6309298706643448,0.45,0.6272686578308602,-0.003079831119456089,-0.0024060738426807306,-0.002573384330603501,-0.0036649449817929003,-0.0013679460481123284,0.9153846153846154,0.37896153846153846,0.007692307692307693,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_emb_15,subject_z,0.12446435333609665,0.2,0.6303484889503163,0.6343120466444891,0.45,0.627372666133853,-0.002975822816463247,-0.0010180570303114597,-0.0013358599667815385,-0.003228886577454265,0.00023177264210913484,0.6307692307692307,0.3079615384615385,0.09615384615384616,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_15,subject_center,0.1292465855875641,0.1,0.6303484889503163,0.6301769729952902,0.45,0.6274462285267572,-0.002902260423559011,-0.0015863058508972846,-0.001990199266233783,-0.0033137354926875695,0.0,0.7307692307692307,0.34384615384615386,0.08461538461538462,resid_emb,True,True
Q3,lebcj_l0p05_e32_resid_norm,subject_z,0.13847156297855814,0.2,0.6303484889503163,0.6352185969874801,0.45,0.6274589303503826,-0.0028895585999336726,-0.0006872479530745216,-0.0013051962651347004,-0.0032276652085270197,0.00017906625044758484,0.6384615384615384,0.3070384615384616,0.1076923076923077,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_emb_13,global_z,0.12754247202419394,0.2,0.6303484889503163,0.6284040592048117,0.45,0.6274989329628353,-0.002849555987480934,-0.0015084288438544369,-0.0017114964133571609,-0.0032782352033597917,0.0,0.7038461538461539,0.33799999999999997,0.11538461538461539,resid_emb,True,True
Q3,lebcj_l0p05_e32_cos,subject_center,-0.1304607138230104,0.2,0.6303484889503163,0.6289653447991265,0.45,0.6276749030890675,-0.002673585861248773,-0.0013189693289748466,-0.0015810532843736902,-0.0031302830931884684,0.0,0.6653846153846154,0.34950000000000003,0.13846153846153847,geometry,True,True
Q3,lebcj_l0p05_e32_target_emb_17,subject_z,0.15489472560743103,0.05,0.6303484889503163,0.6336810274309104,0.45,0.6277114742199564,-0.0026370147303598213,-0.002068418849152151,-0.0026441998696145053,-0.003084690393030415,-0.0012526888419955862,0.9038461538461539,0.3621153846153846,0.0,target_emb,True,True
Q3,lebcj_l0p05_e32_target_norm,subject_z,0.13232162432545364,0.1,0.6303484889503163,0.6351822440798737,0.45,0.6277181546179398,-0.0026303343323764716,-0.002034991728341525,-0.002251366321618875,-0.0031765764931819263,-0.0010788625949422481,0.8884615384615384,0.35319230769230775,0.0,geometry,True,True
S1,lebcj_l0p05_e32_absresid_emb_18,subject_rank,0.12245104044335417,0.2,0.47894327588040597,0.47760495985047297,0.45,0.4765095333417385,-0.0024337425386674605,-0.0017507433886666326,-0.0020281144107068827,-0.002894187422219252,-0.0007399499532260156,0.8807692307692307,0.3950769230769231,0.0038461538461538464,resid_emb,True,True
Q3,lebcj_l0p05_e32_cos,global_z,-0.13319786562322875,0.2,0.6303484889503163,0.6288633951290851,0.45,0.6279381831281298,-0.002410305822186487,-0.001312356784303582,-0.0011931051694716865,-0.0029796652348449693,0.0,0.7384615384615385,0.33211538461538465,0.08076923076923077,geometry,True,True
S2,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1343065668459317,0.05,0.5389534496173579,0.5430938484397699,0.3,0.5365565208407467,-0.00239692877661124,-0.0015077589795711708,-0.0019783601048251054,-0.002948746669297536,-0.0005391364741400562,0.7961538461538461,0.33199999999999996,0.0038461538461538464,rate,True,True
Q1,lebcj_l0p05_e32_target_emb_12,subject_rank,0.14664802842607436,0.2,0.5746308240745168,0.5753334010654105,0.45,0.572238499843668,-0.0023923242308487858,-0.0015220367366153662,-0.001839929980948507,-0.0028700798058391985,-0.00044802693059983745,0.8038461538461539,0.38223076923076926,0.015384615384615385,target_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_13,global_z,0.12754247202419394,0.1,0.6303484889503163,0.6294712247939088,0.45,0.627959122583002,-0.0023893663673142385,-0.0008736650234837069,-0.0010489938963221257,-0.0026282270153010767,0.0,0.6384615384615384,0.3095384615384616,0.1346153846153846,resid_emb,True,True
Q3,lebcj_l0p05_e32_target_norm,global_z,0.1409192979927679,0.1,0.6303484889503163,0.6299667045253864,0.45,0.6279789808521572,-0.0023695080981590566,-0.0012630157171585276,-0.0013662496180848471,-0.002603478695533873,-0.00029815659361198676,0.7692307692307693,0.33784615384615385,0.08076923076923077,geometry,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,global_z,0.153619730152773,0.05,0.6303484889503163,0.6314646684034972,0.45,0.6280701027818232,-0.002278386168493074,-0.0014913859000193583,-0.0019655870560325583,-0.002610816390168025,-0.000652539149967768,0.8153846153846154,0.35534615384615387,0.011538461538461539,resid_emb,True,True
S2,lebcj_l0p05_e32_pred_rate_S1,subject_rank,-0.14027048647252036,0.05,0.5389534496173579,0.5399761734874309,0.45,0.5367175484354176,-0.0022359011819402808,-0.0016885941882597458,-0.00215572103936848,-0.002684924565485844,-0.0009027373336994993,0.8846153846153846,0.3655,0.0038461538461538464,rate,True,True
S1,lebcj_l0p05_e32_resid_emb_18,subject_rank,0.13732728402483735,0.2,0.47894327588040597,0.48020730112833526,0.45,0.47673077245178963,-0.0022125034286163414,-0.0014113064550289507,-0.0016056226419541297,-0.0025553861283497403,-0.0005544940722571612,0.8,0.34573076923076923,0.026923076923076925,resid_emb,True,True
Q3,lebcj_l0p05_e32_rate_gap_S3,global_z,0.1319319218357511,0.2,0.6303484889503163,0.6295064442538716,0.45,0.6281600134577943,-0.0021884754925219907,-0.0012318439107801013,-0.0014570964988636637,-0.002566509491031127,-2.07089398502891e-05,0.75,0.3487307692307693,0.08846153846153847,rate,True,True
Q3,lebcj_l0p05_e32_target_emb_17,global_z,0.15341378336130687,0.05,0.6303484889503163,0.6318113009402417,0.45,0.628173771104226,-0.002174717846090246,-0.001334143338888457,-0.0018092385379821496,-0.002442015602622777,-0.0003832998881905525,0.7846153846153846,0.3523076923076923,0.03461538461538462,target_emb,True,True
S1,lebcj_l0p05_e32_absresid_emb_13,subject_rank,0.1151707189459092,0.2,0.47894327588040597,0.4780739469058796,0.45,0.4767861973799839,-0.0021570785004220716,-0.0011403212648350414,-0.001511075612231516,-0.00237811086901879,0.0,0.7461538461538462,0.3631923076923077,0.05,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_20,subject_rank,0.14400054372519422,0.05,0.6303484889503163,0.6333400830514637,0.45,0.6282186620784055,-0.002129826871910767,-0.0013669890718043835,-0.0017577126671894372,-0.002624339473921933,-0.000592434950524412,0.7884615384615384,0.35134615384615386,0.007692307692307693,resid_emb,True,True
Q3,lebcj_l0p05_e32_absresid_emb_09,subject_rank,0.14592952980071194,0.05,0.6303484889503163,0.6337014882476456,0.3,0.6282978350218307,-0.0020506539284855796,-0.0014409141345392118,-0.0018853712612154072,-0.002504462295201404,-0.00043307121828753403,0.8038461538461539,0.3538846153846154,0.0038461538461538464,resid_emb,True,True
S4,lebcj_l0p05_e32_rate_gap_S4,subject_z,-0.12166336567240628,0.1,0.6034040622125061,0.6061717707174538,0.45,0.6013923487848115,-0.0020117134276945725,-0.001645740185488058,-0.0018787411504315177,-0.0023914250177818897,-0.0010199816862889177,0.9038461538461539,0.36980769230769234,0.0,rate,True,True
S1,lebcj_l0p05_e32_rate_gap_S2,subject_rank,0.11781724890216014,0.2,0.47894327588040597,0.4785230667158251,0.45,0.47696313439445337,-0.0019801414859526023,-0.0009805001235140265,-0.0014064431512121334,-0.002193601522535185,0.0,0.6615384615384615,0.3330769230769231,0.1346153846153846,rate,True,True
S1,lebcj_l0p05_e32_pred_emb_12,subject_rank,0.13577065199923796,0.2,0.47894327588040597,0.4797444693551768,0.45,0.4770485105725536,-0.0018947653078523752,-0.0010430471692703727,-0.0013767405967455848,-0.0020913659705918686,-1.7248221932747443e-05,0.7692307692307693,0.3465769230769231,0.05,pred_emb,True,True
S4,lebcj_l0p05_e32_rate_gap_S4,subject_z,-0.12166336567240628,0.2,0.6034040622125061,0.6069645628385176,0.45,0.6015152265151545,-0.001888835697351543,-0.0013425953097446935,-0.0017977607609352408,-0.002212734211515688,-0.0006540732466704391,0.8269230769230769,0.34684615384615386,0.0,rate,True,True
Q1,lebcj_l0p05_e32_target_emb_12,subject_rank,0.14664802842607436,0.1,0.5746308240745168,0.5758084625580862,0.45,0.5727605676906041,-0.001870256383912694,-0.000987918347560431,-0.0012215369323953507,-0.0022078499549894604,-0.0002789637081695995,0.7653846153846153,0.3666923076923077,0.015384615384615385,target_emb,True,True
Q3,lebcj_l0p05_e32_pred_emb_02,subject_z,0.12797672300383017,0.2,0.6303484889503163,0.6321371942051458,0.45,0.6285088860898984,-0.0018396028604178438,-0.0014365533267404085,-0.0016912509652562413,-0.0021166808137919046,-0.0009463974175307754,0.9115384615384615,0.3771153846153847,0.0,pred_emb,True,True
S2,lebcj_l0p05_e32_resid_emb_03,subject_rank,-0.10716478248579607,0.2,0.5389534496173579,0.5384053274593329,0.45,0.5371377053302676,-0.001815744287090304,-0.0013391758477747783,-0.0016358412894729168,-0.0020517266783610377,-0.0007037168275736694,0.8769230769230769,0.3782692307692308,0.023076923076923078,resid_emb,True,True
S4,lebcj_l0p05_e32_rate_gap_S4,subject_z,-0.12166336567240628,0.05,0.6034040622125061,0.607377974869112,0.3,0.6016250303093473,-0.0017790319031587565,-0.0013702037803818515,-0.001649284092426595,-0.002201982344305242,-0.0007062847726703181,0.8807692307692307,0.33488461538461534,0.0,rate,True,True
S1,lebcj_l0p05_e32_absresid_emb_22,subject_rank,0.11789126948202311,0.2,0.47894327588040597,0.4789079933033667,0.45,0.47718791760125107,-0.001755358279154906,-0.0013815144732968697,-0.0015903416186962838,-0.0021390258950836905,-0.0007440861064283433,0.8846153846153846,0.3866923076923078,0.0038461538461538464,resid_emb,True,True
