name,mode,base,jepa,weight,mean_expected,p90_expected,mean_regret,p90_regret,max_regret,mean_delta_vs_base,p90_delta_vs_base,win_rate_vs_base,score,min_prob,max_prob,mean_abs_delta_vs_stage2,mean_abs_delta_vs_raw05
minimax_r05__multifeature_raw__prob__w0.300,prob,minimax_r05,multifeature_raw,0.3,0.5752892192388298,0.5814976150578115,0.000660906238475729,0.0007386317812594801,0.0010486997558524225,0.0006549780882394195,0.0007381410045315673,0.0,0.5875497266857397,0.08470579640376674,0.966245142805508,0.01814827717945958,0.018836387615811703
u80__multifeature_raw__prob__w0.300,prob,u80,multifeature_raw,0.3,0.5752892814493475,0.581497576320274,0.0006609684489934633,0.0007388736639635796,0.0010490015412188969,0.0006550402987571537,0.0007383877990826959,0.0,0.5875502196481754,0.08468513589930304,0.9662454770724719,0.018144129868908544,0.01883251314591173
minimax_r01__blockcanvas_noq2__prob__w0.300,prob,minimax_r01,blockcanvas_noq2,0.3,0.5752991039523458,0.5815280433279938,0.0006707909519917888,0.0007932493076251767,0.0011485567020091958,0.0006648628017554791,0.0007932493076251767,0.0,0.58765001286058,0.07937385954342778,0.972301630078265,0.01730449007384589,0.018681168814398318
minimax_r05__blockcanvas_noq2__prob__w0.300,prob,minimax_r05,blockcanvas_noq2,0.3,0.5752992115746705,0.581528256152747,0.0006708985743162726,0.0007931102549243008,0.0011482105942933751,0.0006649704240799632,0.0007931102549243008,0.0,0.5876501515589269,0.07942323125345795,0.9722983809385266,0.017307346733709757,0.018683794155104263
u80__blockcanvas_noq2__prob__w0.300,prob,u80,blockcanvas_noq2,0.3,0.5752993862717062,0.5815283369405887,0.0006710732713520762,0.0007935734055338428,0.0011486122423322032,0.0006651451211157666,0.0007935734055338428,0.0,0.5876512515131675,0.07940257074899425,0.9722987152054905,0.017303805185920337,0.01868067584359814
u65_maskrank__blockcanvas_noq2__logit__w0.300,logit,u65_maskrank,blockcanvas_noq2,0.3,0.5753256135427243,0.5815594468723823,0.0006973005423702054,0.0008448932417143284,0.001145574203949562,0.0006913723921338959,0.0008448255706250962,0.0,0.5877913516935015,0.07893479349880975,0.9732040739787842,0.016218499732371324,0.017690066730806406
u65_maskrank__multifeature_raw__prob__w0.300,prob,u65_maskrank,multifeature_raw,0.3,0.5753480055912626,0.5815618209408047,0.0007196925909085782,0.0008183541932995419,0.0010980806688305478,0.0007137644406722687,0.0008182725456778228,0.0,0.5878243035089565,0.08422320577257406,0.9662334297119329,0.017248219424764424,0.01797791484792326
u65_maskrank__blockcanvas_noq2__prob__w0.300,prob,u65_maskrank,blockcanvas_noq2,0.3,0.5753636052328391,0.5815864825743758,0.000735292232485032,0.000878569691754183,0.0012238614195188013,0.0007293640822487224,0.0008785409872500094,0.0,0.5879496606579894,0.07894064062226527,0.9722866678449515,0.016423961484056445,0.017885563149015096
minimax_r05__neural_episode_bal__logit__w0.400,logit,minimax_r05,neural_episode_bal,0.4,0.5754297652009415,0.5816781149883212,0.0008014522005873533,0.0010270175230485457,0.0013360824029575724,0.0007955240503510437,0.0010269522749566163,0.0,0.588331881700304,0.07900825913855226,0.9791063363219761,0.016077332746423735,0.01620034945896075
minimax_r01__neural_episode_bal__logit__w0.400,logit,minimax_r01,neural_episode_bal,0.4,0.5754297693827878,0.5816780952313862,0.0008014563824336721,0.0010271412024269733,0.0013361149492511215,0.0007955282321973627,0.0010270454077638935,0.0,0.5883320381790974,0.07897299290884581,0.9791089113999621,0.01607651247342251,0.01619930443454717
u80__neural_episode_bal__logit__w0.400,logit,u80,neural_episode_bal,0.4,0.5754300310678752,0.5816784782505062,0.0008017180675209776,0.0010274906336258383,0.0013367166300822797,0.0007957899172846681,0.0010274389033714582,0.0,0.5883332814487214,0.07899289516292322,0.9791066012329384,0.016074715752840873,0.016197834892649907
minimax_r05__neural_episode_bal__prob__w0.400,prob,minimax_r05,neural_episode_bal,0.4,0.5754676419391493,0.5817187285949835,0.0008393289387953035,0.0010611268569076238,0.0015456529328828905,0.0008334007885589939,0.0010611268569076238,0.0,0.5884969346916733,0.07908863620580445,0.9790087273818473,0.01611927856792113,0.01628731950006542
minimax_r01__neural_episode_bal__prob__w0.400,prob,minimax_r01,neural_episode_bal,0.4,0.5754676764559451,0.5817189383415358,0.0008393634555909165,0.0010614100557318818,0.0015451957444609365,0.000833435305354607,0.0010614100557318818,0.0,0.5884973552212284,0.07905459642968836,0.9790115123587658,0.016118012964559093,0.016285742779573117
u80__neural_episode_bal__prob__w0.400,prob,u80,neural_episode_bal,0.4,0.5754679084361496,0.5817192413825519,0.0008395954357954965,0.001061635234459213,0.001546162322257627,0.000833667285559187,0.001061635234459213,0.0,0.5884983697052045,0.0790738053842237,0.9790090138963877,0.016116643843045977,0.01628474290192918
u65_maskrank__neural_episode_bal__logit__w0.400,logit,u65_maskrank,neural_episode_bal,0.4,0.5755069032037347,0.5817522867277695,0.0008785902033805028,0.0011197598398345443,0.0015184560596723795,0.0008726620531441933,0.0011197598398345443,0.0,0.5886837182212807,0.07840426271320153,0.9790970549120842,0.015382805949005278,0.015509557993887101
u65_maskrank__neural_episode_bal__prob__w0.400,prob,u65_maskrank,neural_episode_bal,0.4,0.5755412138633846,0.5817976082925138,0.0009129008630305398,0.001151322946010014,0.0016727825434150745,0.0009069727127942302,0.001151322946010014,0.0,0.5888322422518286,0.07850694932317251,0.9789986875873543,0.015449261049999607,0.015621039068679416
minimax_r01__multifeature_raw__logit__w0.400,logit,minimax_r01,multifeature_raw,0.4,0.575683060300862,0.5818936929827454,0.001054747300507931,0.0011687691057220896,0.001629084564048311,0.0010488191502716216,0.0011680283927103519,0.0,0.5892763839143443,0.08586604521045088,0.9664972417931199,0.019289820697295502,0.019679835224119348
minimax_r05__multifeature_raw__logit__w0.400,logit,minimax_r05,multifeature_raw,0.4,0.5756834230568386,0.5818940372642768,0.0010551100564845344,0.0011690766321004855,0.0016289041560664241,0.001049181906248225,0.0011683217214925046,0.0,0.58927782935401,0.08591105949021753,0.9664931653742402,0.019292876681219536,0.019682980424866048
u80__multifeature_raw__logit__w0.400,logit,u80,multifeature_raw,0.4,0.5756834999041205,0.5818940461388341,0.0010551869037663405,0.0011692069487638124,0.0016291982789621295,0.0010492587535300309,0.0011684875430953423,0.0,0.5892782380829842,0.08589222422584422,0.9664935847349413,0.019289660798594923,0.019679965541987657
u65_maskrank__multifeature_raw__logit__w0.400,logit,u65_maskrank,multifeature_raw,0.4,0.5757515286650657,0.5819679793991915,0.0011232156647115856,0.001255073948855434,0.0016784775987576106,0.001117287514475276,0.0012547770151256298,0.0,0.5895879132263073,0.08547042653373468,0.9664784727559452,0.018588670414476167,0.019012557002135423
minimax_r01__blockcanvas_noq2__logit__w0.400,logit,minimax_r01,blockcanvas_noq2,0.4,0.5757569447718622,0.5819964482548378,0.0011286317715080813,0.0013042428558205034,0.001841026287051628,0.0011227036212717715,0.001304073757421398,0.0,0.5896713172365359,0.07908256913696776,0.9716824485091878,0.018552762648187743,0.019784134159150694
minimax_r05__blockcanvas_noq2__logit__w0.400,logit,minimax_r05,blockcanvas_noq2,0.4,0.5757570796450813,0.5819964438259115,0.0011287666447271098,0.0013042199504566645,0.0018408895000429082,0.0011228384944908002,0.0013040257161368695,0.0,0.5896716825032217,0.07912433506700729,0.9716789845085533,0.018554636637026268,0.01978585120923948
u80__blockcanvas_noq2__logit__w0.400,logit,u80,blockcanvas_noq2,0.4,0.5757572877852138,0.5819968077217689,0.001128974784859731,0.0013046504137325778,0.0018412745987065327,0.0011230466346234215,0.0013044818627972576,0.0,0.5896728478711607,0.07910685896569096,0.9716793408670701,0.018552261958395953,0.019783812825451535
minimax_r01__multifeature_raw__prob__w0.400,prob,minimax_r01,multifeature_raw,0.4,0.5757856638431125,0.5820042794627777,0.0011573508427583222,0.0012792570101574753,0.001769641179609538,0.0011514226925220126,0.0012782001429718303,0.0,0.5897237446263615,0.08613694194895574,0.9645304662243495,0.01965729408359143,0.02003107873733656
minimax_r05__multifeature_raw__prob__w0.400,prob,minimax_r05,multifeature_raw,0.4,0.5757859873411123,0.5820046389837852,0.0011576743407580713,0.001279573687942137,0.0017694628394770984,0.0011517461905217617,0.0012785630862464426,0.0,0.5897250954697939,0.08617926055755301,0.9645262592247115,0.019660408216076192,0.02003423015113134
u80__multifeature_raw__prob__w0.400,prob,u80,multifeature_raw,0.4,0.5757860721323004,0.5820047518929149,0.001157759131946185,0.0012797748870416402,0.001769748183545583,0.0011518309817098757,0.0012786381839165362,0.0,0.5897255803291951,0.08616155155372698,0.9645266943838615,0.019657178695034194,0.020031255325499882
minimax_r01__blockcanvas_noq2__prob__w0.400,prob,minimax_r01,blockcanvas_noq2,0.4,0.5758128942493739,0.5820491980233193,0.0011845812490196945,0.0013590306789746489,0.0019569358763781297,0.0011786530987833851,0.001358945375629772,0.0,0.5899107232953328,0.07909352174854402,0.9706132835107222,0.018770623993883802,0.0199920045624534
minimax_r05__blockcanvas_noq2__prob__w0.400,prob,minimax_r05,blockcanvas_noq2,0.4,0.5758129974836159,0.582049324541732,0.001184684483261757,0.0013589976998607202,0.0019567945145443355,0.0011787563330254475,0.0013589041095213416,0.0,0.5899109846976316,0.0791358403571413,0.9706104985338037,0.018772689027162046,0.019993861777622433
u80__blockcanvas_noq2__prob__w0.400,prob,u80,blockcanvas_noq2,0.4,0.5758132109978996,0.5820495494115987,0.0011848979975454831,0.001359365389375422,0.0019571775100071243,0.0011789698473091738,0.0013593099894747217,0.0,0.5899120932557614,0.07911813135331527,0.9706107850483441,0.018770288517539032,0.01999174230543457
u65_maskrank__blockcanvas_noq2__logit__w0.400,logit,u65_maskrank,blockcanvas_noq2,0.4,0.5758314238191422,0.5820729331817458,0.0012031108187881751,0.001395065944074636,0.0019360220712834053,0.0011971826685518655,0.001395065944074636,0.0,0.5900085256931723,0.07871551333002536,0.9716664991890693,0.017913215443811383,0.01920018429756559
u65_maskrank__multifeature_raw__prob__w0.400,prob,u65_maskrank,multifeature_raw,0.4,0.5758498780812396,0.58206901693161,0.0012215650808853984,0.0013589790873507535,0.0018196622532493656,0.0012156369306490888,0.001358779415102651,0.0,0.590014726326044,0.08576561144510216,0.9644544794703873,0.018972268715898716,0.019379234183168368
u65_maskrank__blockcanvas_noq2__prob__w0.400,prob,u65_maskrank,blockcanvas_noq2,0.4,0.575883472884584,0.5821287887027693,0.001255159884229847,0.0014466477393045298,0.002051736291842965,0.0012492317339935373,0.001446041424551381,0.0,0.5902322354918508,0.07872219124469043,0.9706004587393107,0.01812536030932864,0.019397914130840386
