target,raw_weight,bc_weight,target_loss
Q1,0.5,0.375,0.5687314391946413
Q2,0.0,0.0,0.6429986926145494
Q3,0.5,0.375,0.6218840939743042
S1,0.5,0.375,0.47435286853566416
S2,0.5,0.375,0.5319448699829429
S3,0.5,0.375,0.49618722449873
S4,0.5,0.375,0.5981137406757383
