representation,current_visible_target_rate_chain_r2,strict_surround_rate_chain_r2,strict_gap,strict_rawonly_rate_chain_r2,strict_labelonly_rate_chain_r2,strict_prior_rate_chain_r2
window_state,0.02332300071581278,0.026872500033129354,-0.0035494993173165734,0.01975566415135857,0.057155386647750356,-0.04125866999954941
mean_latent,0.06247672232558407,-0.020976664700740194,0.08345338702632427,-0.022311855054783974,0.09678388177000508,-0.01811312354712205
modality_state,0.020341125742794702,-0.028655159119175655,0.04899628486197036,-0.024758149754448483,0.08097012236574491,-0.015554098987146048
proto_hist,-0.05758988295217751,-0.06252808812215593,0.004938205169978421,-0.06722317794912194,0.01304176317309566,-0.03374819138793034
proto_trans,-0.11120001921138839,-0.08603324867356837,-0.025166770537820016,-0.0791913913837658,0.026789208101049067,-0.038426345416187696
label_state,-0.5480510161144013,-0.5973736206562581,0.049322604541856774,-0.6195026293314113,0.04539011460484077,-0.1460982759573499
