target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_strict,passes_loose
Q1,nbcj_mps_pred_01,subject_z,0.19013415972911685,0.2,0.5746308240745168,0.5655630716245937,0.45,0.5648794135222861,-0.009751410552230722,-0.009793188940006938,-0.010030192735984156,-0.012877439823379744,-0.006742308738467484,1.0,0.4396153846153847,0.0,True,True
S2,nbcj_mps_pred_13,subject_rank,-0.1757125021020287,0.2,0.5389534496173579,0.5266990119898065,0.45,0.5298527004556497,-0.009100749161708221,-0.00866719832133858,-0.008659970177797072,-0.011828409342426238,-0.005522934794244039,1.0,0.4476923076923078,0.0,True,True
Q1,nbcj_mps_pred_01,subject_z,0.19013415972911685,0.1,0.5746308240745168,0.5662845622830073,0.45,0.565928452306319,-0.00870237176819777,-0.008522862641763006,-0.008887018765353916,-0.011334128390813603,-0.005976188666664828,0.9884615384615385,0.43250000000000005,0.0,True,True
Q3,nbcj_mps_pred_04,subject_z,-0.17711142301819258,0.2,0.6303484889503163,0.6225455529397386,0.45,0.621992590635659,-0.008355898314657217,-0.008298451928357226,-0.008239214648164017,-0.01018344613963068,-0.0061199010313954805,1.0,0.44942307692307704,0.0,True,True
Q1,nbcj_mps_pred_01,subject_center,0.19594498895969895,0.2,0.5746308240745168,0.5681520012053144,0.45,0.5662932372266913,-0.008337586847825484,-0.007112516527640786,-0.007231093136609745,-0.01103887307886875,-0.004127150122807399,0.9076923076923077,0.4015384615384616,0.038461538461538464,True,True
S2,nbcj_mps_pred_13,subject_rank,-0.1757125021020287,0.1,0.5389534496173579,0.5282027639857597,0.45,0.5307891169969768,-0.008164332620381076,-0.007752599900447729,-0.008097619220722385,-0.010585017887610473,-0.005000446915861101,0.9884615384615385,0.4476923076923078,0.0,True,True
Q3,nbcj_mps_pred_04,subject_z,-0.17711142301819258,0.1,0.6303484889503163,0.6235254929569826,0.45,0.6227064323593524,-0.007642056590963842,-0.0074371324275602285,-0.007642442037748942,-0.009090761666732311,-0.005305076787276042,1.0,0.44250000000000006,0.0,True,True
Q1,nbcj_mps_pred_01,subject_center,0.19594498895969895,0.1,0.5746308240745168,0.5685288231702212,0.45,0.5672274290272128,-0.007403395047304029,-0.006029594341849162,-0.006268893838328737,-0.009589180227203953,-0.003462687151866234,0.8692307692307693,0.3935,0.06538461538461539,True,True
Q1,nbcj_mps_pred_01,subject_rank,0.19222522811302298,0.2,0.5746308240745168,0.5686499155487245,0.45,0.5672659152795607,-0.007364908794956104,-0.0063412008810956625,-0.006944084473512746,-0.009522380693506638,-0.0036843068245532296,0.926923076923077,0.41026923076923083,0.0038461538461538464,True,True
Q1,nbcj_mps_pred_01,subject_z,0.19013415972911685,0.05,0.5746308240745168,0.5698860497438657,0.45,0.5680864077995812,-0.006544416274935627,-0.005866476686294057,-0.006531591312953111,-0.00825444312128279,-0.0034497545559433185,0.9615384615384616,0.41088461538461546,0.0,True,True
S2,nbcj_mps_pred_13,subject_z,-0.15826727305389024,0.2,0.5389534496173579,0.5328963463957641,0.45,0.5324980674938686,-0.006455382123489284,-0.005118118505176196,-0.005906321298470629,-0.00798194057461743,-0.002532751561167834,0.8923076923076924,0.409923076923077,0.0,True,True
Q1,nbcj_mps_pred_01,subject_rank,0.19222522811302298,0.1,0.5746308240745168,0.569432575042046,0.45,0.5682260554947263,-0.006404768579790554,-0.005169842838168832,-0.005915488471296582,-0.007945332999341387,-0.002926383212121575,0.9038461538461539,0.39880769230769236,0.019230769230769232,True,True
S2,nbcj_mps_pred_13,subject_rank,-0.1757125021020287,0.05,0.5389534496173579,0.5326637041045426,0.45,0.5327670352826162,-0.006186414334741763,-0.005405668586231978,-0.005799665958728134,-0.007659079051231865,-0.003444086251754408,0.9576923076923077,0.4286538461538462,0.0,True,True
Q3,nbcj_mps_pred_04,subject_z,-0.17711142301819258,0.05,0.6303484889503163,0.6272169855850077,0.45,0.6243203126817227,-0.0060281762685935325,-0.005757306865107779,-0.005900110672583392,-0.0075848805754523685,-0.0037903936244611802,0.9923076923076923,0.4346153846153846,0.0,True,True
Q3,nbcj_mps_label_last_Q3,subject_center,0.1953005046829316,0.2,0.6303484889503163,0.6279617684163089,0.45,0.6245797324849568,-0.005768756465359459,-0.0027499780317378625,-0.002909684882795971,-0.005902151602061312,2.0120647189036944e-05,0.7038461538461539,0.36746153846153856,0.04230769230769231,True,True
S2,nbcj_mps_pred_13,subject_z,-0.15826727305389024,0.1,0.5389534496173579,0.5338445940918009,0.45,0.5331870459412981,-0.00576640367605985,-0.004426252710656975,-0.00506678427322671,-0.007030716763932299,-0.0020477072909556304,0.85,0.4055384615384616,0.0,True,True
Q3,nbcj_mps_label_last_Q2,subject_center,0.14426508388690173,0.2,0.6303484889503163,0.6239425777416102,0.45,0.6247712045153637,-0.005577284434952534,-0.0036427033891690934,-0.0041291369166109315,-0.0065930942641998225,-0.0011240363592890379,0.7961538461538461,0.39857692307692316,0.05,True,True
Q1,nbcj_mps_pred_01,subject_center,0.19594498895969895,0.05,0.5746308240745168,0.571789791588218,0.45,0.5692235880069988,-0.005407236067518029,-0.0035031956530939784,-0.00382575647720107,-0.006509084514814828,-0.0009459893553079857,0.7692307692307693,0.35884615384615387,0.1076923076923077,True,True
Q3,nbcj_mps_label_last_Q3,subject_center,0.1953005046829316,0.1,0.6303484889503163,0.6283492566394707,0.45,0.6251093142469253,-0.00523917470339097,-0.002417869811830864,-0.0024075428511463604,-0.005553775180754561,0.00027824091786496363,0.6961538461538461,0.3646153846153847,0.04230769230769231,True,True
Q3,nbcj_mps_absresid_15,subject_rank,-0.14219648398298323,0.2,0.6303484889503163,0.6249449260359067,0.45,0.6254728052003303,-0.004875683749985926,-0.00438920799019455,-0.004576248929208437,-0.006291142756370993,-0.0027249564238839286,0.9846153846153847,0.43450000000000005,0.0,True,True
Q3,nbcj_mps_label_last_Q2,subject_center,0.14426508388690173,0.1,0.6303484889503163,0.6254865852090152,0.45,0.6255262898350684,-0.004822199115247838,-0.0028586967453355524,-0.0033483519277397455,-0.005575989442788087,-0.00054379008264549,0.7692307692307693,0.3889230769230769,0.057692307692307696,True,True
Q3,nbcj_mps_label_last_Q3,subject_z,0.18695020730529088,0.2,0.6303484889503163,0.6545192286162076,0.45,0.6256617071395179,-0.004686781810798402,-0.0015343625539225034,-0.002082330929750409,-0.00503441282269404,0.0005352619259910707,0.6692307692307692,0.3430769230769231,0.06153846153846154,True,True
Q3,nbcj_mps_label_last_Q2,subject_z,0.13426278815860226,0.2,0.6303484889503163,0.6266795159636999,0.45,0.6257520121357505,-0.004596476814565764,-0.0030276848291529894,-0.003361834482471182,-0.005621736720794024,-0.0008431252433159786,0.85,0.3962692307692308,0.026923076923076925,True,True
Q3,nbcj_mps_pred_14,subject_z,0.13321892653505515,0.2,0.6303484889503163,0.6287131998642843,0.45,0.6258119436460572,-0.004536545304259065,-0.002611716921133028,-0.003460879874994771,-0.00536152288060418,-0.0005128191622815192,0.7846153846153846,0.38284615384615395,0.038461538461538464,True,True
Q1,nbcj_mps_pred_01,subject_rank,0.19222522811302298,0.05,0.5746308240745168,0.5730513578401004,0.45,0.5702122451255605,-0.004418578948956364,-0.002853803645027697,-0.0033769019887265883,-0.005340280116161389,-0.0006974791603939767,0.7769230769230769,0.37057692307692314,0.06923076923076923,True,True
S2,nbcj_mps_pred_13,subject_z,-0.15826727305389024,0.05,0.5389534496173579,0.53731226376491,0.45,0.5347462384709347,-0.004207211146423195,-0.0026072917835917226,-0.003364723068349007,-0.004826754049189835,-0.0008065701278813231,0.7923076923076923,0.3761923076923077,0.007692307692307693,True,True
Q3,nbcj_mps_absresid_15,subject_rank,-0.14219648398298323,0.1,0.6303484889503163,0.6267590548373505,0.45,0.6262350635568373,-0.00411342539347892,-0.003580048335822433,-0.003743440743033233,-0.005355138592501751,-0.0018831343347069096,0.9692307692307692,0.4253846153846154,0.0038461538461538464,True,True
Q3,nbcj_mps_absresid_04,subject_z,-0.13023552965746824,0.2,0.6303484889503163,0.628056089831042,0.45,0.6263136479030289,-0.004034841047287352,-0.002203976742688777,-0.0025636258107744614,-0.004697788924865387,-0.0001407907803831765,0.75,0.3641153846153846,0.05,True,True
Q3,nbcj_mps_label_last_Q3,subject_z,0.18695020730529088,0.1,0.6303484889503163,0.6527035903215666,0.45,0.6263148277459383,-0.004033661204377981,-0.0010463746175755108,-0.0015907984374431972,-0.004321963533298057,0.0012690514851404489,0.6461538461538462,0.33630769230769236,0.057692307692307696,True,True
S1,nbcj_mps_label_entropy_S1,subject_rank,0.14242093897616626,0.2,0.47894327588040597,0.47689561633340044,0.45,0.4749112896699972,-0.004031986210408789,-0.003885616314578578,-0.004143991136159042,-0.005263244339558937,-0.0026715309674411047,1.0,0.4301923076923077,0.0,True,True
Q3,nbcj_mps_label_last_Q2,subject_z,0.13426278815860226,0.1,0.6303484889503163,0.6280156261239795,0.45,0.6264670409490196,-0.003881448001296639,-0.0023009310985603448,-0.002411753865968924,-0.004758738973091314,-0.0005375454930121593,0.823076923076923,0.3843461538461539,0.03076923076923077,True,True
Q3,nbcj_mps_pred_14,subject_z,0.13321892653505515,0.1,0.6303484889503163,0.6296519033286874,0.45,0.6265098438997097,-0.003838645050606604,-0.001874502252217807,-0.0026077425579138502,-0.004431505501331062,0.0,0.7230769230769231,0.3690769230769231,0.057692307692307696,True,True
Q3,nbcj_mps_pred_04,subject_rank,-0.14065458122253646,0.2,0.6303484889503163,0.6283892642749748,0.45,0.6265883676416039,-0.003760121308712394,-0.0032519597349432027,-0.0034895873151750134,-0.004564998935902231,-0.0021361036947940004,0.9807692307692307,0.4196153846153847,0.0,True,True
S2,nbcj_mps_cos,subject_rank,-0.13552640429752885,0.2,0.5389534496173579,0.5364412571462743,0.45,0.5351963959053191,-0.003757053712038827,-0.0033932055363522055,-0.0036578396611609,-0.004685331521802116,-0.002248334447965711,0.9615384615384616,0.4261538461538462,0.0,True,True
S2,nbcj_mps_pos,subject_rank,-0.14369322052394456,0.2,0.5389534496173579,0.5357374569797387,0.45,0.5352713144300008,-0.0036821351873571606,-0.0028185763230360126,-0.0030437301275713646,-0.004680588177908951,-0.0015885188136538497,0.8615384615384616,0.41292307692307695,0.03076923076923077,True,True
Q3,nbcj_mps_absresid_04,subject_z,-0.13023552965746824,0.1,0.6303484889503163,0.6290053886858694,0.45,0.6267480242115855,-0.0036004647387307687,-0.0016828001853431678,-0.0018989799901477644,-0.003793971599547752,0.0,0.7192307692307692,0.35234615384615386,0.057692307692307696,True,True
S2,nbcj_mps_cos,subject_z,-0.12905113127527548,0.2,0.5389534496173579,0.5393563712239644,0.45,0.5354101363332275,-0.0035433132841303783,-0.002160536339390977,-0.0024817379295309916,-0.004030852921448863,-9.525565813273129e-05,0.7653846153846153,0.3696923076923077,0.06153846153846154,True,True
S3,nbcj_mps_label_entropy_Q1,subject_z,-0.13390728450176986,0.2,0.5034376794790675,0.5033775742526602,0.45,0.500129923145904,-0.003307756333163492,-0.002283659102769238,-0.002796881455525979,-0.0037281856564174154,-0.000968176031315604,0.8730769230769231,0.3538076923076923,0.026923076923076925,True,True
