label,candidate,move_norm,raw_good_cos,segj_cos,bad_jepa_ratio,ordinal_bad_ratio
raw_rescue_05,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,2.20131828300204,1.0,0.005102714217219452,0.007434262201525995,0.01928850432670039
raw_rescue_075,submission_raw_timeline_jepa_rescue_strict_scale0p75.csv,2.8456568742399138,0.9992181717362502,0.006061781495244668,0.006723683114785835,0.024965646975981925
segj_035,submission_subject_episode_graph_jepa_strict_scale0p35.csv,5.959530985506498,0.0051027142172194945,0.9999999999999991,0.025234976046220145,-0.0330052214974129
segj_05,submission_subject_episode_graph_jepa_strict_scale0p5.csv,8.513615693580709,0.005102714217219476,1.0,0.03604996578031442,-0.047150316424875674
segj_075,submission_subject_episode_graph_jepa_strict_scale0p75.csv,12.770423540371066,0.005102714217219452,0.9999999999999998,0.05407494867047163,-0.07072547463731317
tecount_geom,submission_transductive_episode_count_jepa_geometry_label_ctx_ridge10_core_q_s23_st0p5_sc0p35.csv,6.699761825199018,-0.012765438138946114,0.02351068446943335,-0.02474911153495847,0.008065355134965178
bc_0,submission_block_canvas_multifeature_k8_c0p02_noq2_scale0p35.csv,3.9494897170597083,-0.03673143933214451,0.1326360226406706,0.005824970129231844,-0.0192666305154585
bc_1,submission_block_canvas_multifeature_k3_c0p02_noq2_scale0p35.csv,3.3230757737002463,-0.039249242812706885,0.00026853713644275337,0.006190445494220775,-0.00010253193861619169
bc_2,submission_block_canvas_multifeature_k8_c0p02_noq2_scale0p5.csv,5.642128167228157,-0.036731439332144546,0.13263602264067056,0.008321385898902694,-0.027523757879226705
bc_3,submission_block_canvas_multifeature_k3_c0p02_noq2_scale0p5.csv,4.747251105286064,-0.03924924281270679,0.00026853713644281116,0.00884349356317255,-0.0001464741980230262
neural_0,submission_jepa_neural_episode_rawstack_raw075_nb_top10_none_rw0p5_nw1p25_ew0p0.csv,7.073710093862142,0.26060236979651824,0.08367319742585423,-0.21113813926011463,-0.005027374638327291
neural_1,submission_jepa_neural_episode_rawstack_raw05_nb_top10_none_rw0p5_nw1p25_ew0p0.csv,6.986995741926299,0.21788602452503872,0.08428106112073329,-0.21078284971674466,-0.007865945962967965
neural_2,submission_jepa_neural_episode_rawstack_raw075_nb_top10_none_rw0p75_nw1p25_ew0p0.csv,7.296247072429249,0.350081843881455,0.08171219708490582,-0.2094572184814182,0.0012140371056681319
neural_3,submission_jepa_neural_episode_rawstack_raw075_nb_strict10_none_rw0p5_nw1p25_ew0p0.csv,6.570613051031793,0.2657424588025637,0.11406564296863943,-0.21005094410496714,0.0003671481606457153
neural_4,submission_jepa_neural_episode_rawstack_raw05_nb_strict10_none_rw0p5_nw1p25_ew0p0.csv,6.482725681045882,0.21982018829758143,0.1151479660022036,-0.20969565456159717,-0.002471423163994973
neural_5,submission_jepa_neural_episode_rawstack_raw05_nb_top10_none_rw0p75_nw1p25_ew0p0.csv,7.127172033049674,0.290816369623298,0.08301744183481465,-0.20892428416636322,-0.0030438198812930348
tecount_1,submission_transductive_episode_count_jepa_geometry_label_ctx_ridge10_q_only_st0p5_sc0p35.csv,5.479211741892958,-0.018716790425443455,-0.0014126655969275764,0.010644413512315359,0.019395192010414185
tecount_2,submission_transductive_episode_count_jepa_geometry_label_ctx_ridge10_q_only_st0p35_sc0p5.csv,5.353680846147227,-0.018536073860258996,0.00045388619282141516,0.019648263298328018,0.01933667577865215
tecount_3,submission_transductive_episode_count_jepa_geometry_label_ctx_ridge10_core_q_s23_st0p35_sc0p5.csv,6.7047755631634525,-0.011705136245535952,0.03112482458154634,-0.01831853009874039,0.00652332187505072
