family,k,context_variant,len_bucket,proto_acc,proto_logloss,rate_mse,n
label_state,8,strict_labelonly,short_1_2,0.2692307692307692,2.228724265900942,0.17694046090428645,26
label_state,10,strict_labelonly,long_5p,0.2553191489361702,3.043957387453857,0.06892490906125688,47
label_state,10,strict_labelonly,mid_3_4,0.36363636363636365,1.8570138052613898,0.0848602497188205,11
label_state,10,strict_labelonly,short_1_2,0.34615384615384615,2.3960920847379246,0.17875058433184257,26
mean_latent,4,strict_labelonly,long_5p,0.9361702127659575,0.3951110377894072,0.07354016431627121,47
mean_latent,4,strict_labelonly,mid_3_4,0.8181818181818182,0.32165220381946047,0.09654049236666072,11
mean_latent,4,strict_labelonly,short_1_2,0.7307692307692307,1.2207824866479944,0.20964679322563684,26
mean_latent,6,strict_labelonly,long_5p,0.7659574468085106,0.47259097827361285,0.07087888113876924,47
mean_latent,6,strict_labelonly,mid_3_4,0.8181818181818182,0.4921280469914729,0.07808816890147599,11
mean_latent,6,strict_labelonly,short_1_2,0.6153846153846154,1.5893551607777436,0.1859906714123029,26
mean_latent,8,strict_labelonly,long_5p,0.7446808510638298,0.7183378087526975,0.06656727220546058,47
mean_latent,8,strict_labelonly,mid_3_4,0.6363636363636364,0.9547737889330495,0.09243222512304783,11
mean_latent,8,strict_labelonly,short_1_2,0.5769230769230769,1.3869320292276546,0.18172208950496638,26
mean_latent,10,strict_labelonly,long_5p,0.7021276595744681,0.7459639448219256,0.06426670564774503,47
mean_latent,10,strict_labelonly,mid_3_4,0.5454545454545454,0.8865197916430506,0.08494590087370439,11
mean_latent,10,strict_labelonly,short_1_2,0.5769230769230769,1.7462261775329422,0.1834566813821976,26
modality_state,4,strict_labelonly,long_5p,0.8936170212765957,0.27043010910405274,0.07573500835396191,47
modality_state,4,strict_labelonly,mid_3_4,0.9090909090909091,0.23091632407158613,0.09780149195681918,11
modality_state,4,strict_labelonly,short_1_2,0.6538461538461539,1.3864073627482867,0.20439658027428848,26
modality_state,6,strict_labelonly,long_5p,0.7446808510638298,0.8020487127731495,0.06658410510801255,47
modality_state,6,strict_labelonly,mid_3_4,0.9090909090909091,0.4781683000989936,0.0859331971203739,11
modality_state,6,strict_labelonly,short_1_2,0.6153846153846154,2.083793637810651,0.1891422151372983,26
modality_state,8,strict_labelonly,long_5p,0.7021276595744681,0.661902657401639,0.07173509499494066,47
modality_state,8,strict_labelonly,mid_3_4,0.6363636363636364,1.1301278133283963,0.08613631467927586,11
modality_state,8,strict_labelonly,short_1_2,0.38461538461538464,2.374717647747065,0.18878099838128456,26
modality_state,10,strict_labelonly,long_5p,0.6595744680851063,1.1219811814275515,0.07494102966317788,47
modality_state,10,strict_labelonly,mid_3_4,0.8181818181818182,0.6416458457454361,0.08450912904332984,11
modality_state,10,strict_labelonly,short_1_2,0.34615384615384615,2.6672490674626226,0.1873523678917151,26
window_state,4,strict_labelonly,long_5p,0.8936170212765957,0.284066608661717,0.0746096068735611,47
window_state,4,strict_labelonly,mid_3_4,0.7272727272727273,0.6250463226302103,0.10375955286012455,11
window_state,4,strict_labelonly,short_1_2,0.6923076923076923,1.3258287391934294,0.1928924754835092,26
window_state,6,strict_labelonly,long_5p,0.6170212765957447,1.2884073794876383,0.07363297932464233,47
window_state,6,strict_labelonly,mid_3_4,0.6363636363636364,1.115080164237456,0.10609431395476515,11
window_state,6,strict_labelonly,short_1_2,0.7307692307692307,0.9308295051674716,0.20012952129428202,26
window_state,8,strict_labelonly,long_5p,0.5957446808510638,1.36652823328474,0.0715341688743099,47
window_state,8,strict_labelonly,mid_3_4,0.45454545454545453,1.388435886664824,0.09935704076831992,11
window_state,8,strict_labelonly,short_1_2,0.7692307692307693,0.9162661398653514,0.19661100237415388,26
window_state,10,strict_labelonly,long_5p,0.574468085106383,1.2571676261767937,0.07001734730054407,47
window_state,10,strict_labelonly,mid_3_4,0.45454545454545453,2.0015911757946014,0.10294810267673297,11
window_state,10,strict_labelonly,short_1_2,0.6538461538461539,1.584478899370879,0.1973724107329662,26
hybrid_oracle,4,strict_prior,long_5p,0.851063829787234,0.6061721322961379,0.0701815172227377,47
hybrid_oracle,4,strict_prior,mid_3_4,0.9090909090909091,0.3431872827085582,0.10703438782895153,11
hybrid_oracle,4,strict_prior,short_1_2,0.7307692307692307,1.0535867753384922,0.1964869163930416,26
hybrid_oracle,6,strict_prior,long_5p,0.7659574468085106,1.138602804294802,0.06836449018025652,47
hybrid_oracle,6,strict_prior,mid_3_4,0.7272727272727273,0.7146867622028698,0.09320961159061301,11
hybrid_oracle,6,strict_prior,short_1_2,0.6923076923076923,1.677998205825973,0.20252506377605292,26
hybrid_oracle,8,strict_prior,long_5p,0.6382978723404256,1.1802123303366738,0.07128872073433817,47
hybrid_oracle,8,strict_prior,mid_3_4,0.5454545454545454,1.0107857341116124,0.0824471835724332,11
hybrid_oracle,8,strict_prior,short_1_2,0.5769230769230769,2.338766354207809,0.19793601104846367,26
hybrid_oracle,10,strict_prior,long_5p,0.7659574468085106,0.6345035082445258,0.06460447878913676,47
hybrid_oracle,10,strict_prior,mid_3_4,0.6363636363636364,0.7377930933778937,0.08102737790481611,11
hybrid_oracle,10,strict_prior,short_1_2,0.46153846153846156,2.5885522726636667,0.18259665140738854,26
hybrid_raw,4,strict_prior,long_5p,0.9574468085106383,0.09705142632574727,0.07462513116881886,47
hybrid_raw,4,strict_prior,mid_3_4,0.9090909090909091,0.45238266546617856,0.1031540534035726,11
hybrid_raw,4,strict_prior,short_1_2,0.7307692307692307,0.8819456523409687,0.19675729108544496,26
hybrid_raw,6,strict_prior,long_5p,0.8085106382978723,0.854389073816845,0.07217245077357647,47
hybrid_raw,6,strict_prior,mid_3_4,0.8181818181818182,0.571210078895092,0.09742051108994267,11
hybrid_raw,6,strict_prior,short_1_2,0.6153846153846154,1.6226162171492784,0.19585852840772042,26
hybrid_raw,8,strict_prior,long_5p,0.6595744680851063,1.2310696283339613,0.0703561513367644,47
hybrid_raw,8,strict_prior,mid_3_4,0.8181818181818182,0.6914116117087278,0.08302176642146977,11
hybrid_raw,8,strict_prior,short_1_2,0.7307692307692307,1.6264725578948855,0.19271355122327805,26
hybrid_raw,10,strict_prior,long_5p,0.6595744680851063,1.9943762315657643,0.0734323221357896,47
hybrid_raw,10,strict_prior,mid_3_4,0.6363636363636364,0.8681554652073167,0.09120537713170052,11
hybrid_raw,10,strict_prior,short_1_2,0.5769230769230769,2.49125463472536,0.19088524494033593,26
label_rate_only,4,strict_prior,long_5p,0.574468085106383,1.408784518620269,0.07336856404002359,47
label_rate_only,4,strict_prior,mid_3_4,0.36363636363636365,1.1915277269753544,0.09768704358826984,11
label_rate_only,4,strict_prior,short_1_2,0.4230769230769231,1.5759553020963302,0.18713386012957647,26
label_rate_only,6,strict_prior,long_5p,0.5106382978723404,3.0244642786266844,0.07364758070399786,47
label_rate_only,6,strict_prior,mid_3_4,0.36363636363636365,1.5793342671611093,0.08836631036617539,11
label_rate_only,6,strict_prior,short_1_2,0.3076923076923077,1.7594013282885919,0.18224026097987706,26
label_rate_only,8,strict_prior,long_5p,0.3191489361702128,4.100552363935926,0.08006389304361444,47
label_rate_only,8,strict_prior,mid_3_4,0.18181818181818182,1.868521201339635,0.08294516869566658,11
label_rate_only,8,strict_prior,short_1_2,0.15384615384615385,2.409812379341859,0.18694073155235785,26
label_rate_only,10,strict_prior,long_5p,0.3829787234042553,4.1131659296435625,0.07472698576748371,47
label_rate_only,10,strict_prior,mid_3_4,0.2727272727272727,1.866349220275879,0.08353059544143351,11
label_rate_only,10,strict_prior,short_1_2,0.19230769230769232,2.2434473083569455,0.18289570653667817,26
label_state,4,strict_prior,long_5p,0.5319148936170213,2.861562829647884,0.07463919468461833,47
label_state,4,strict_prior,mid_3_4,0.6363636363636364,1.0210948643189939,0.0986013289287009,11
label_state,4,strict_prior,short_1_2,0.5769230769230769,1.0846040819126825,0.18206086110037106,26
label_state,6,strict_prior,long_5p,0.5319148936170213,2.2839986001901207,0.07089656884682939,47
label_state,6,strict_prior,mid_3_4,0.6363636363636364,1.1198770715431734,0.08685525925830007,11
label_state,6,strict_prior,short_1_2,0.3076923076923077,1.6929824105822122,0.18189084035559341,26
label_state,8,strict_prior,long_5p,0.40425531914893614,3.34877336293121,0.07041146459573126,47
label_state,8,strict_prior,mid_3_4,0.36363636363636365,1.677776190367612,0.08594434297728268,11
label_state,8,strict_prior,short_1_2,0.2692307692307692,1.8412844687700272,0.17816503360294378,26
label_state,10,strict_prior,long_5p,0.2978723404255319,4.426764190552429,0.06488895166586055,47
label_state,10,strict_prior,mid_3_4,0.36363636363636365,1.6545043249021878,0.08145912139761177,11
label_state,10,strict_prior,short_1_2,0.11538461538461539,2.2665117577864575,0.18277218651313049,26
mean_latent,4,strict_prior,long_5p,0.9361702127659575,0.39543542785880265,0.07234982455624862,47
mean_latent,4,strict_prior,mid_3_4,0.7272727272727273,0.42709169654302637,0.09626269255849448,11
mean_latent,4,strict_prior,short_1_2,0.7307692307692307,0.8675129907060182,0.21070778599152198,26
mean_latent,6,strict_prior,long_5p,0.7446808510638298,0.8912409463197772,0.07303425703356241,47
mean_latent,6,strict_prior,mid_3_4,0.9090909090909091,0.3067182647910985,0.07827384600585158,11
mean_latent,6,strict_prior,short_1_2,0.6538461538461539,1.5801125670986949,0.19107306805940774,26
mean_latent,8,strict_prior,long_5p,0.723404255319149,1.9121461547347667,0.07237996078502545,47
mean_latent,8,strict_prior,mid_3_4,0.7272727272727273,0.469114087479697,0.09512235241180117,11
mean_latent,8,strict_prior,short_1_2,0.6153846153846154,1.9032686671528678,0.19130419954084432,26
mean_latent,10,strict_prior,long_5p,0.8085106382978723,1.7455276963852893,0.06963784459661296,47
mean_latent,10,strict_prior,mid_3_4,0.7272727272727273,0.9394348998638716,0.08702477982098406,11
mean_latent,10,strict_prior,short_1_2,0.5384615384615384,1.7435761279283235,0.19538778997957706,26
modality_state,4,strict_prior,long_5p,0.8936170212765957,0.704028943153931,0.07581329513143034,47
modality_state,4,strict_prior,mid_3_4,1.0,0.20138060335408559,0.09921618737280369,11
modality_state,4,strict_prior,short_1_2,0.6153846153846154,1.0246037152246572,0.20290692437153596,26
modality_state,6,strict_prior,long_5p,0.7021276595744681,1.2274696048456502,0.07422342023098881,47
modality_state,6,strict_prior,mid_3_4,0.8181818181818182,0.35432861584492703,0.08702675507149914,11
modality_state,6,strict_prior,short_1_2,0.6153846153846154,2.8892313858332974,0.19079210336964864,26
modality_state,8,strict_prior,long_5p,0.7446808510638298,1.2551557223561554,0.07239282735563973,47
modality_state,8,strict_prior,mid_3_4,0.5454545454545454,1.0850411855869673,0.09056518311527642,11
modality_state,8,strict_prior,short_1_2,0.5,2.1857637976152966,0.19202344377453512,26
modality_state,10,strict_prior,long_5p,0.723404255319149,1.4393838904146679,0.07435727261125724,47
modality_state,10,strict_prior,mid_3_4,0.8181818181818182,0.5210632319477472,0.0914196539670229,11
modality_state,10,strict_prior,short_1_2,0.4230769230769231,2.399819157551974,0.18695365852461412,26
window_state,4,strict_prior,long_5p,0.8936170212765957,0.22610817187489224,0.07443837652062164,47
window_state,4,strict_prior,mid_3_4,0.6363636363636364,0.8996962830424309,0.10344094740734859,11
window_state,4,strict_prior,short_1_2,0.6923076923076923,1.599458471287947,0.19231342495634005,26
window_state,6,strict_prior,long_5p,0.5957446808510638,1.928025514440567,0.07246015674157187,47
window_state,6,strict_prior,mid_3_4,0.8181818181818182,0.5180168531157754,0.10483041236346419,11
window_state,6,strict_prior,short_1_2,0.6923076923076923,1.3152318055598209,0.19904135826688546,26
window_state,8,strict_prior,long_5p,0.6382978723404256,1.310789490451793,0.07202391615731919,47
window_state,8,strict_prior,mid_3_4,0.36363636363636365,1.176120163364844,0.10252664094282822,11
window_state,8,strict_prior,short_1_2,0.6538461538461539,1.2722304831438054,0.19901773963983244,26
window_state,10,strict_prior,long_5p,0.5531914893617021,1.555048382385476,0.07038552300172284,47
window_state,10,strict_prior,mid_3_4,0.5454545454545454,1.4231652956117282,0.09947140074589035,11
window_state,10,strict_prior,short_1_2,0.6153846153846154,1.8756969697916737,0.1954515020434673,26
hybrid_oracle,4,strict_surround,long_5p,0.7446808510638298,1.2645495863533316,0.06970132607966661,47
hybrid_oracle,4,strict_surround,mid_3_4,0.5454545454545454,0.7731131862171672,0.11087093468416821,11
hybrid_oracle,4,strict_surround,short_1_2,0.46153846153846156,1.7701811101927747,0.19583841155354792,26
hybrid_oracle,6,strict_surround,long_5p,0.7446808510638298,1.0181075654796934,0.06477916048483011,47
hybrid_oracle,6,strict_surround,mid_3_4,0.5454545454545454,1.9657467563043942,0.09928948804736137,11
hybrid_oracle,6,strict_surround,short_1_2,0.6538461538461539,2.7055991370767654,0.20497817646425504,26
hybrid_oracle,8,strict_surround,long_5p,0.6595744680851063,1.182956903543579,0.07264760249056557,47
hybrid_oracle,8,strict_surround,mid_3_4,0.36363636363636365,2.1348994482647288,0.0821684200993993,11
hybrid_oracle,8,strict_surround,short_1_2,0.5384615384615384,3.041408189232103,0.19699670689610335,26
hybrid_oracle,10,strict_surround,long_5p,0.6595744680851063,1.6611453196062895,0.06404655169140785,47
hybrid_oracle,10,strict_surround,mid_3_4,0.5454545454545454,1.1837918927723712,0.07572821392254396,11
hybrid_oracle,10,strict_surround,short_1_2,0.38461538461538464,3.7396435499898733,0.17654096865310118,26
hybrid_raw,4,strict_surround,long_5p,0.9361702127659575,0.36096606152049804,0.07494302148474975,47
hybrid_raw,4,strict_surround,mid_3_4,0.5454545454545454,1.1309487557565179,0.10298055782914162,11
hybrid_raw,4,strict_surround,short_1_2,0.7307692307692307,0.9773018929582372,0.19669917397774184,26
hybrid_raw,6,strict_surround,long_5p,0.6595744680851063,1.3313023751751465,0.07061700375275091,47
hybrid_raw,6,strict_surround,mid_3_4,0.36363636363636365,1.4844881658526985,0.09715684808113358,11
hybrid_raw,6,strict_surround,short_1_2,0.5384615384615384,2.443706451288895,0.19673841919463414,26
hybrid_raw,8,strict_surround,long_5p,0.6170212765957447,2.292119607792171,0.06709525681675431,47
hybrid_raw,8,strict_surround,mid_3_4,0.5454545454545454,1.4512456086548893,0.08624983274123886,11
hybrid_raw,8,strict_surround,short_1_2,0.6538461538461539,2.44703591231774,0.18894689014324775,26
hybrid_raw,10,strict_surround,long_5p,0.5319148936170213,2.3488810135092555,0.07179468484258557,47
hybrid_raw,10,strict_surround,mid_3_4,0.36363636363636365,2.1413471285592425,0.08527363362637433,11
hybrid_raw,10,strict_surround,short_1_2,0.38461538461538464,3.735725829592691,0.19475438689383176,26
label_rate_only,4,strict_surround,long_5p,0.5531914893617021,2.987428299991911,0.08043989273620412,47
label_rate_only,4,strict_surround,mid_3_4,0.5454545454545454,1.9172916904155335,0.11859782463447614,11
label_rate_only,4,strict_surround,short_1_2,0.46153846153846156,3.0305055578848203,0.2018950881006626,26
label_rate_only,6,strict_surround,long_5p,0.48936170212765956,3.628038044755091,0.08017045878706143,47
label_rate_only,6,strict_surround,mid_3_4,0.36363636363636365,2.3264570934697986,0.11385219239375809,11
label_rate_only,6,strict_surround,short_1_2,0.2692307692307692,4.72512920338956,0.20463191911291617,26
label_rate_only,8,strict_surround,long_5p,0.2978723404255319,4.676148556215119,0.09028217471898237,47
label_rate_only,8,strict_surround,mid_3_4,0.2727272727272727,3.7098497937179427,0.10425504855811596,11
label_rate_only,8,strict_surround,short_1_2,0.2692307692307692,5.500472719575135,0.19850880280137062,26
label_rate_only,10,strict_surround,long_5p,0.3404255319148936,4.389977142818457,0.08549271660678565,47
label_rate_only,10,strict_surround,mid_3_4,0.45454545454545453,3.4020495145708662,0.09331192033873363,11
label_rate_only,10,strict_surround,short_1_2,0.23076923076923078,4.884518516249955,0.22468787279481497,26
label_state,4,strict_surround,long_5p,0.5319148936170213,2.911341495237574,0.07364077929486619,47
label_state,4,strict_surround,mid_3_4,0.36363636363636365,1.566916105443273,0.12470360760661689,11
label_state,4,strict_surround,short_1_2,0.4230769230769231,2.9610189607294966,0.18855152250482485,26
label_state,6,strict_surround,long_5p,0.3829787234042553,3.3554630353217054,0.0737017371513425,47
label_state,6,strict_surround,mid_3_4,0.36363636363636365,2.8328020071018147,0.10745530270717361,11
label_state,6,strict_surround,short_1_2,0.4230769230769231,3.5203022804702275,0.1902264802931593,26
label_state,8,strict_surround,long_5p,0.2978723404255319,4.633805772739195,0.07432656145674434,47
label_state,8,strict_surround,mid_3_4,0.36363636363636365,3.0655033019350166,0.0838904364711859,11
label_state,8,strict_surround,short_1_2,0.2692307692307692,5.119577659088043,0.20357916188927797,26
label_state,10,strict_surround,long_5p,0.2978723404255319,4.733989195085745,0.07567424341005848,47
label_state,10,strict_surround,mid_3_4,0.2727272727272727,3.66168838953176,0.09546719677746296,11
label_state,10,strict_surround,short_1_2,0.3076923076923077,5.033388130142926,0.1820963451352257,26
mean_latent,4,strict_surround,long_5p,0.9148936170212766,0.4419767048022085,0.07311894404800966,47
mean_latent,4,strict_surround,mid_3_4,0.8181818181818182,0.3904201952245785,0.0980212227864699,11
mean_latent,4,strict_surround,short_1_2,0.7307692307692307,1.4125137928029359,0.20543302595615387,26
mean_latent,6,strict_surround,long_5p,0.7872340425531915,1.0045477953089166,0.0702622630534337,47
mean_latent,6,strict_surround,mid_3_4,0.7272727272727273,0.7763710271491701,0.08075727852569385,11
mean_latent,6,strict_surround,short_1_2,0.6538461538461539,2.4415759425933525,0.17562390534350505,26
mean_latent,8,strict_surround,long_5p,0.6595744680851063,1.4417916344319042,0.06952546173310344,47
mean_latent,8,strict_surround,mid_3_4,0.7272727272727273,0.956064902425913,0.09644958851012317,11
mean_latent,8,strict_surround,short_1_2,0.6153846153846154,2.0563136382725835,0.18633749837485644,26
mean_latent,10,strict_surround,long_5p,0.7446808510638298,1.436934396921757,0.06755452125551219,47
mean_latent,10,strict_surround,mid_3_4,0.5454545454545454,1.6143704750155103,0.09316071156751025,11
mean_latent,10,strict_surround,short_1_2,0.5769230769230769,2.1682223508978495,0.1787367043300317,26
modality_state,4,strict_surround,long_5p,0.9148936170212766,0.5917275319862503,0.07647437356570934,47
modality_state,4,strict_surround,mid_3_4,1.0,0.06262728533064629,0.09903101927854797,11
modality_state,4,strict_surround,short_1_2,0.6153846153846154,2.71499311661546,0.19580791174219206,26
modality_state,6,strict_surround,long_5p,0.7659574468085106,1.1895721327695945,0.07144390605390072,47
modality_state,6,strict_surround,mid_3_4,0.8181818181818182,0.7959381632615325,0.08582718975164673,11
modality_state,6,strict_surround,short_1_2,0.5769230769230769,3.3620964785836454,0.19215045425181204,26
modality_state,8,strict_surround,long_5p,0.7021276595744681,1.3584152859668703,0.0746856601908803,47
modality_state,8,strict_surround,mid_3_4,0.45454545454545453,1.6344283368968966,0.08991682935844768,11
modality_state,8,strict_surround,short_1_2,0.34615384615384615,4.0689036643687775,0.19064307227157629,26
modality_state,10,strict_surround,long_5p,0.48936170212765956,2.454749632390845,0.08600814381931374,47
modality_state,10,strict_surround,mid_3_4,0.8181818181818182,0.67748320450685,0.09224562787196854,11
modality_state,10,strict_surround,short_1_2,0.5,3.5426919386708713,0.19439751439942762,26
window_state,4,strict_surround,long_5p,0.851063829787234,0.5551840006050166,0.07307951627893651,47
window_state,4,strict_surround,mid_3_4,0.5454545454545454,1.114569996229627,0.10606928491456942,11
window_state,4,strict_surround,short_1_2,0.6538461538461539,1.968720033723842,0.19393860921263695,26
window_state,6,strict_surround,long_5p,0.5531914893617021,2.404667911248292,0.071578833789743,47
window_state,6,strict_surround,mid_3_4,0.45454545454545453,1.305907082419832,0.10231178592551839,11
window_state,6,strict_surround,short_1_2,0.6538461538461539,1.4077524333305729,0.19857234937640336,26
window_state,8,strict_surround,long_5p,0.46808510638297873,2.556635719088912,0.07018565564872102,47
window_state,8,strict_surround,mid_3_4,0.2727272727272727,2.1248377166180448,0.0999783379110423,11
window_state,8,strict_surround,short_1_2,0.6153846153846154,2.3789382239404473,0.19647058973518702,26
window_state,10,strict_surround,long_5p,0.5106382978723404,2.1473837663499116,0.06903436207311585,47
window_state,10,strict_surround,mid_3_4,0.18181818181818182,3.5888047733090143,0.10274215618317778,11
window_state,10,strict_surround,short_1_2,0.5384615384615384,2.6217953968085705,0.20081489418561643,26
