target,feature,mode,corr,c_value,base_loss,best_weight,best_blend_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_loose,passes_strict
Q3,neural_jepa_mask__time__late__resid_mean,subject_z,0.13276633038059124,0.05,0.6303484889503163,0.3,0.6286128451247075,-0.001735643825608757,-3.7995639262799174e-05,-0.00023473584565286698,-0.0017664671378758712,0.0008365919343936712,0.5153846153846153,0.3084230769230769,0.12307692307692308,False,False
Q3,neural_jepa_mask__time__late__resid_mean,subject_center,0.13627042265498368,0.05,0.6303484889503163,0.3,0.6286684915345535,-0.0016799974157627462,-0.00014059428447177422,-0.0003621170685054187,-0.0018112008221949916,0.0007117562350842654,0.5461538461538461,0.3113461538461539,0.11153846153846154,False,False
Q1,neural_jepa_mask__sensor__ambience__pred_norm,subject_rank,-0.14435472346475556,0.2,0.5746308240745168,0.45,0.5732645261725282,-0.0013662979019886112,0.00027438079258678864,0.0,-0.0012559832767636003,0.0010793087171635518,0.4346153846153846,0.2948461538461538,0.18461538461538463,False,False
S1,neural_jepa_mask__sensor__presleep_activity__resid_mean,subject_rank,-0.1441015132551926,0.05,0.47894327588040597,0.45,0.4776276739841971,-0.0013156018962088845,0.00014241686103547895,0.0,-0.0013786464211031912,0.0008048031818622681,0.4653846153846154,0.29611538461538467,0.18846153846153846,False,False
Q3,neural_jepa_mask__time__late__resid_mean,global_z,0.13494943538053777,0.05,0.6303484889503163,0.3,0.6290509924931762,-0.0012974964571400571,8.002615930319769e-05,0.0,-0.001322641797211782,0.0010686393015890139,0.49615384615384617,0.28911538461538466,0.11923076923076924,False,False
S1,neural_jepa_mask__sensor__gps__cos,subject_rank,-0.13543528209596567,0.2,0.47894327588040597,0.3,0.47805341581566935,-0.000889860064736625,0.0004367588999394581,0.0,-0.0007482472358011083,0.0013674729950413356,0.4230769230769231,0.26403846153846156,0.19230769230769232,False,False
S1,neural_jepa_mask__sensor__prectx_wlight__resid_mean,subject_z,0.12397964419891594,0.2,0.47894327588040597,0.3,0.4780653306317571,-0.0008779452486488704,0.0019831253370350653,0.0,0.0,0.003800069233366052,0.16153846153846155,0.24461538461538465,0.35384615384615387,False,False
Q1,neural_jepa_mask__sensor__presleep_wlight__pred_norm,subject_z,-0.11784155673502344,0.2,0.5746308240745168,0.3,0.5739424783304101,-0.0006883457441066998,0.0017821233967726523,0.0,0.0,0.003809400997160456,0.21153846153846154,0.23434615384615387,0.34615384615384615,False,False
Q1,neural_jepa_mask__sensor__phone_screen__cos,subject_z,-0.13124941855361327,0.2,0.5746308240745168,0.2,0.5741383961665995,-0.0004924279079173699,0.001702781342266766,0.0,0.0,0.003598293321714241,0.18846153846153846,0.2115,0.3923076923076923,False,False
Q1,neural_jepa_mask__sensor__phone_screen__cos,global_z,-0.13555850147489182,0.2,0.5746308240745168,0.2,0.5741492585946498,-0.0004815654798669966,0.0011100358512357,0.0,-0.00025429206813329386,0.00201060124941832,0.3153846153846154,0.21623076923076923,0.3269230769230769,False,False
Q1,neural_jepa_mask__sensor__phone_screen__cos,subject_center,-0.13878865005008084,0.2,0.5746308240745168,0.2,0.5741708618794253,-0.00045996219509147895,0.001389816975465736,0.0,-0.00016477388136004745,0.002842535094033538,0.27692307692307694,0.2045769230769231,0.3346153846153846,False,False
Q1,neural_jepa_mask__sensor__ambience__pred_norm,subject_rank,-0.14435472346475556,0.05,0.5746308240745168,0.2,0.5742242264043905,-0.00040659767012629633,0.0010474432839701832,0.0,0.0,0.0021416810674958764,0.2076923076923077,0.21173076923076925,0.3153846153846154,False,False
Q1,neural_jepa_mask__sensor__wifi__cos,subject_z,-0.11846508309318374,0.2,0.5746308240745168,0.2,0.5742317885747649,-0.00039903549975195407,0.00120624652193197,0.0,-2.604140365949914e-05,0.0026859118597835074,0.25,0.21919230769230771,0.3230769230769231,False,False
Q1,neural_jepa_mask__sensor__presleep_wlight__pred_norm,subject_rank,-0.11557812181587075,0.2,0.5746308240745168,0.2,0.574416014672126,-0.00021480940239082535,0.0019184057252087674,0.0,0.0,0.004035237114230372,0.1076923076923077,0.22011538461538463,0.4076923076923077,False,False
Q1,neural_jepa_mask__sensor__wifi__cos,subject_center,-0.1212108076715954,0.2,0.5746308240745168,0.15,0.5744552598965935,-0.00017556417792330414,0.0015600647422120738,0.0,0.0,0.003267830769380309,0.08076923076923077,0.2044230769230769,0.43846153846153846,False,False
Q1,neural_jepa_mask__sensor__presleep_wlight__pred_norm,subject_z,-0.11784155673502344,0.05,0.5746308240745168,0.1,0.5745169083114251,-0.00011391576309172091,0.0021720718519028996,0.0,0.0,0.004225366394834618,0.08076923076923077,0.20130769230769233,0.4269230769230769,False,False
Q2,neural_jepa_mask__sensor__phone_charge__latent_shift_norm,subject_rank,0.15170069247620724,0.05,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__phone_charge__latent_shift_norm,subject_rank,0.15170069247620724,0.2,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_center,-0.15164345079118335,0.05,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_center,-0.15164345079118335,0.2,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_z,-0.14864717746029324,0.05,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_z,-0.14864717746029324,0.2,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__ble__cos,subject_rank,-0.1466449376240894,0.05,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__ble__cos,subject_rank,-0.1466449376240894,0.2,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__phone_charge__latent_shift_norm,subject_z,0.13636924781640972,0.05,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
Q2,neural_jepa_mask__sensor__phone_charge__latent_shift_norm,subject_z,0.13636924781640972,0.2,0.6429986926145494,0.0,0.6429986926145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
