candidate,class,scale,ops,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos,bad_axis_projection_ratio,good_axis_projection_ratio
submission_lejepa_block_canvas_l0p2_d32_top_scale1p0.csv,top,1.0,7,0.5635656537695125,-0.003965270920304631,0.264081303933826,0.159635317992652,0.16097302749169026,0.04259707728432204,0.020761059953578513,-0.05518631016944964
submission_lejepa_block_canvas_l0p2_d32_strict_scale1p0.csv,strict,1.0,6,0.5635815236371801,-0.00394940105263708,0.2557211424034885,0.15505280072405,0.16152754990281032,0.04287409330675056,0.027034677294441586,-0.0613513242712771
submission_lejepa_block_canvas_l0p2_d32_loose_scale1p0.csv,loose,1.0,6,0.5635815236371801,-0.00394940105263708,0.2557211424034885,0.15505280072405,0.16152754990281032,0.04287409330675056,0.027034677294441586,-0.0613513242712771
submission_lejepa_block_canvas_l0p2_d32_top_scale0p75.csv,top,0.75,7,0.5639702250946859,-0.003560699595131278,0.21470875571049974,0.14388919318133386,0.1463899421384516,0.0429462279774664,0.01920553318698158,-0.053062139177407035
submission_lejepa_block_canvas_l0p2_d32_strict_scale0p75.csv,strict,0.75,6,0.5639843807823077,-0.003546543907509414,0.20808285985791902,0.13977180112239151,0.14677681570459364,0.0431594676036508,0.02416624315219591,-0.057949612447591614
submission_lejepa_block_canvas_l0p2_d32_loose_scale0p75.csv,loose,0.75,6,0.5639843807823077,-0.003546543907509414,0.20808285985791902,0.13977180112239151,0.14677681570459364,0.0431594676036508,0.02416624315219591,-0.057949612447591614
submission_lejepa_block_canvas_l0p2_d32_strict_noq2_scale1p0.csv,strict_noq2,1.0,5,0.5641689459953775,-0.00336197869443966,0.10823517095946296,0.07120905585268979,0.16152754990281032,0.04652097299425265,0.03907132569721743,-0.05893719957270821
submission_lejepa_block_canvas_l0p2_d32_strict_noq2_scale0p75.csv,strict_noq2,0.75,5,0.5645696277512124,-0.002961296938604696,0.09459677310786181,0.0682052872904276,0.14677681570459364,0.0463270392989619,0.03484144359923269,-0.056504315636734775
submission_lejepa_block_canvas_l0p2_d32_top_scale0p5.csv,top,0.5,7,0.56475775208699,-0.0027731726028271675,0.15517508514223094,0.1318270161389422,0.11346766120320848,0.04219780848544865,0.015196387592952512,-0.0464434321653548
submission_lejepa_block_canvas_l0p2_d32_strict_scale0p5.csv,strict,0.5,6,0.5647687164342803,-0.0027622082555368577,0.15051213383713308,0.12809807556704628,0.11370129754423068,0.042361553374084815,0.018680263009282785,-0.049881814086503676
submission_lejepa_block_canvas_l0p2_d32_loose_scale0p5.csv,loose,0.5,6,0.5647687164342803,-0.0027622082555368577,0.15051213383713308,0.12809807556704628,0.11370129754423068,0.042361553374084815,0.018680263009282785,-0.049881814086503676
submission_lejepa_block_canvas_l0p2_d32_strict_noq2_scale0p5.csv,strict_noq2,0.5,5,0.5652558826632602,-0.0022750420265569282,0.07155350623309209,0.06494757906174757,0.11370129754423068,0.04517860658590568,0.027005425450104443,-0.04907202855639055
submission_lejepa_block_canvas_l0p2_d32_top_scale0p35.csv,top,0.35,7,0.5654175427237623,-0.002113381966054817,0.11399823788411205,0.12548670076767449,0.08579013033055403,0.04134016962109338,0.011724073235612835,-0.0386789212578124
submission_lejepa_block_canvas_l0p2_d32_strict_scale0p35.csv,strict,0.35,6,0.5654258681558199,-0.002105056533997285,0.11062786909125147,0.12196929605513354,0.08594164856953578,0.04147868831497543,0.01423931545218047,-0.041162941081492516
submission_lejepa_block_canvas_l0p2_d32_loose_scale0p35.csv,loose,0.35,6,0.5654258681558199,-0.002105056533997285,0.11062786909125147,0.12196929605513354,0.08594164856953578,0.04147868831497543,0.01423931545218047,-0.041162941081492516
submission_lejepa_block_canvas_l0p2_d32_strict_noq2_scale0p35.csv,strict_noq2,0.35,5,0.5658081074519865,-0.0017228172378306317,0.05344954320201479,0.0626630906619887,0.08594164856953578,0.04410693274132828,0.020614713196249718,-0.04062068896527857
submission_lejepa_block_canvas_l0p2_d32_rate_top_scale1p0.csv,rate_top,1.0,5,0.5662913016031467,-0.0012396230866704716,0.02389302324941881,0.028401341145377863,0.0819847631903112,0.04266151293415949,-0.003606231872796375,0.0100202038953402
submission_lejepa_block_canvas_l0p2_d32_rate_top_scale0p75.csv,rate_top,0.75,5,0.5664010570997731,-0.0011298675900440758,0.01584904791788858,0.02151264550167518,0.06936803207009096,0.04121785432733929,-0.002957529958779879,0.010495580162434258
submission_lejepa_block_canvas_l0p2_d32_rate_top_scale0p5.csv,rate_top,0.5,5,0.5666438598817014,-0.000887064808115734,0.008489973169081181,0.015390014341574281,0.050011306757259434,0.039685903592716974,-0.0023209769611902556,0.008472243609371538
submission_lejepa_block_canvas_l0p2_d32_rate_top_scale0p35.csv,rate_top,0.35,5,0.5668534751386669,-0.0006774495511502332,0.00493774554129871,0.012058848094775216,0.03605695024447988,0.03854796653127098,-0.001778390309887352,0.006351164141492468
