tag,block_mode,family,k,context_variant,folds,train_blocks,val_blocks,mean_val_len,proto_logloss,proto_acc,proto_predictability,balance_entropy_norm,oracle_rate_r2,oracle_rate_cos,pred_rate_r2,pred_rate_cos,jepa_friendly_score,practical_score
balanced_positive,submission_like,raw_mean,8,prior_label,4,326.5,20.5,6.508638072453862,0.6678214266417489,0.828816359079517,0.6788457798615187,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.1075536033563782,0.8850772678852081,0.518918044974583,0.41794908248166673
balanced_positive,submission_like,raw_mean,8,prior_raw,4,326.5,20.5,6.508638072453862,0.7483247249344968,0.807458988380041,0.640131876787468,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0955771730544321,0.8853719681501389,0.4987014186983809,0.4020728935327461
balanced_positive,submission_like,raw_mean,8,prior_all,4,326.5,20.5,6.508638072453862,0.7549259763769789,0.807458988380041,0.6369573458808913,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0956557335374674,0.8853392452001572,0.4976060449776861,0.40129890092686077
balanced_positive,submission_like,raw_mean,8,bidir_label,4,326.5,20.5,6.508638072453862,0.7603971333174643,0.7917948279790386,0.6343262755522368,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0737560735416602,0.882456585764885,0.4891724062832951,0.39281659428559496
balanced_positive,submission_like,raw_mean,8,past_label,4,326.5,20.5,6.508638072453862,0.7913991241615785,0.7542321713374345,0.6194174694027405,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.093366893563633,0.8847472220659256,0.4803639568070451,0.3883576992574735
balanced_positive,submission_like,raw_mean,8,past_raw,4,326.5,20.5,6.508638072453862,0.8039006259725134,0.8293574846206425,0.6134055178473071,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0383100439058133,0.8790040165185928,0.4822734664877211,0.3843592959466414
balanced_positive,submission_like,raw_mean,8,bidir_all,4,326.5,20.5,6.508638072453862,0.8272382544131173,0.8294742538163591,0.6021824909081843,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0271946800269553,0.876986563205719,0.4761456881223999,0.3787922136215037
balanced_positive,submission_like,raw_mean,8,bidir_raw,4,326.5,20.5,6.508638072453862,0.8286219355900573,0.8175694919115972,0.6015170809174701,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0273879605515509,0.8769427984952927,0.4735704983496167,0.37688846696925976
balanced_positive,submission_like,raw_mean,8,full_strict,4,326.5,20.5,6.508638072453862,0.8586325933207984,0.8294742538163591,0.5870850052234846,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0285234770539665,0.8772833496332169,0.4711273275381572,0.37535004145708156
balanced_positive,submission_like,raw_mean,8,future_label,4,326.5,20.5,6.508638072453862,0.8619999309004378,0.7314507860560492,0.5854656581477697,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.086787676666867,0.8837359249591827,0.4626087024321751,0.3748077344273315
balanced_positive,submission_like,raw_mean,8,future_raw,4,326.5,20.5,6.508638072453862,1.0439921076008247,0.7721149464570517,0.4979459212123576,0.8957989961678381,0.0297875327939246,0.8787164092063904,0.0610352893624087,0.8779728263616562,0.4349591491240898,0.35258932742751425
balanced_positive,submission_like,teacher_hybrid,10,past_label,4,326.5,20.5,6.508638072453862,1.1217676117001834,0.6495072909546593,0.5128225162608208,0.9147728046224984,0.0378418818543535,0.876321867108345,0.0529379862152868,0.8802435994148254,0.4171304988656794,0.339803970188064
balanced_positive,submission_like,label_rate,10,prior_label,4,326.5,20.5,6.508638072453862,1.6041967150740597,0.3899863294600136,0.3033062187560129,0.9409291937548372,0.3825294387473661,0.9100467711687088,0.0610795127120223,0.8816205263137817,0.3478426801866003,0.3393196613483361
balanced_positive,submission_like,label_rate,10,past_label,4,326.5,20.5,6.508638072453862,1.8371366212674116,0.3911768056504898,0.2021417028811789,0.9409291937548372,0.3825294387473661,0.9100467711687088,0.1385307297300971,0.8910591900348663,0.3281634382721187,0.3335699080627177
balanced_positive,submission_like,teacher_hybrid,10,prior_label,4,326.5,20.5,6.508638072453862,1.0626662110498706,0.6083561175666439,0.5384899284360048,0.9147728046224984,0.0378418818543535,0.876321867108345,0.0246645749711764,0.8788980096578598,0.4122291762005686,0.3329797944126301
balanced_positive,submission_like,label_rate,10,prior_all,4,326.5,20.5,6.508638072453862,1.74239274148021,0.42634996582365,0.2432884470668656,0.9409291937548372,0.3825294387473661,0.9100467711687088,0.0437915853200046,0.8826189488172531,0.3306516018897225,0.3254477820325903
balanced_positive,submission_like,label_rate,10,prior_raw,4,326.5,20.5,6.508638072453862,1.8131311867144428,0.4395078605604921,0.2125671306432229,0.9409291937548372,0.3825294387473661,0.9100467711687088,0.0470277135104289,0.8827073127031326,0.3231779457269009,0.32055016918481205
balanced_positive,submission_like,teacher_hybrid,10,future_label,4,326.5,20.5,6.508638072453862,1.1916475937307265,0.6095551378446116,0.4824740256694575,0.9147728046224984,0.0378418818543535,0.876321867108345,0.0246307136288694,0.8772361874580383,0.3928566420194092,0.31914720642711164
balanced_positive,submission_like,label_rate,10,bidir_label,4,326.5,20.5,6.508638072453862,1.8886237493235156,0.3900318979266347,0.1797811272773669,0.9409291937548372,0.3825294387473661,0.9100467711687088,0.0856352411643698,0.8795271068811417,0.309529157552868,0.3145841558617546
balanced_positive,submission_like,teacher_hybrid,10,bidir_label,4,326.5,20.5,6.508638072453862,1.2610205524735472,0.5999857598541809,0.4523457324941485,0.9147728046224984,0.0378418818543535,0.876321867108345,0.0324279044620605,0.8783208429813385,0.3819573019766031,0.3121290241430176
best_bridge,submission_like,label_rate,10,past_label,4,326.5,20.5,6.508638072453862,1.8371366212674116,0.3911768056504898,0.2021417028811789,0.9409291937548372,0.3825294387473661,0.9100467711687088,0.1385307297300971,0.8910591900348663,0.3281634382721187,0.3335699080627177
