target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_strict,passes_loose,source,family
Q1,bcj_a50p0_pred_01,subject_rank,0.2032948240218572,0.5,0.5746308240745168,0.5699531537086409,0.45,0.5659362890749726,-0.0086945349995442,-0.0074507511654891,-0.0084664367449235,-0.0112616397179849,-0.0042321986600832,0.9115384615384616,0.4128846153846154,0.0076923076923076,True,True,block_canvas,predicted_raw_latent
Q1,bcj_a50p0_pred_01,subject_rank,0.2032948240218572,0.2,0.5746308240745168,0.569222309209317,0.45,0.5664699827783369,-0.0081608412961798,-0.0067906365231768,-0.0076741575569221,-0.0105800977460835,-0.0038603014794247,0.8961538461538462,0.4083846153846154,0.0192307692307692,True,True,block_canvas,predicted_raw_latent
Q1,bcj_a50p0_pred_01,subject_rank,0.2032948240218572,0.1,0.5746308240745168,0.5694059087076616,0.45,0.5674214150940771,-0.0072094089804397,-0.0056091585567804,-0.0063291905324563,-0.0088963905785869,-0.0024117139884751,0.8615384615384616,0.3969230769230769,0.0423076923076923,True,True,block_canvas,predicted_raw_latent
Q1,bcj_a50p0_pred_01,subject_center,0.1979963613526834,0.5,0.5746308240745168,0.5778203961856222,0.45,0.5679286634800131,-0.0067021605945036,-0.0042572182639319,-0.0046914653135035,-0.0080923075210084,-0.0004797113529759,0.7692307692307693,0.3588076923076923,0.0961538461538461,True,True,block_canvas,predicted_raw_latent
Q1,bcj_a50p0_pred_01,subject_center,0.1979963613526834,0.2,0.5746308240745168,0.5760303830641273,0.45,0.5682599799625537,-0.006370844111963,-0.0039904115510826,-0.0043536505875004,-0.0076151493385504,-0.0004586108632422,0.7538461538461538,0.3598461538461538,0.1038461538461538,True,True,block_canvas,predicted_raw_latent
Q1,bcj_a150p0_absresid_09,subject_rank,-0.192365208261222,0.5,0.5746308240745168,0.5745729580922314,0.45,0.5686023823393195,-0.0060284417351973,-0.002759888898235,-0.0036471773506695,-0.0064057313612585,0.0,0.6576923076923077,0.3223846153846154,0.1,True,True,block_canvas,raw_canvas_residual
Q2,bcj_a10p0_absresid_16,subject_z,-0.1881834930433461,0.5,0.6429986926145494,0.6534586821885388,0.3,0.6395316929769148,-0.0034669996376346,-0.0018500370334749,-0.0031012053601856,-0.004277331529393,4.662465520494097e-05,0.7153846153846154,0.3068461538461538,0.0346153846153846,True,True,block_canvas,raw_canvas_residual
Q2,bcj_a10p0_absresid_16,subject_z,-0.1881834930433461,0.2,0.6429986926145494,0.6514614976389081,0.3,0.6396030574722184,-0.003395635142331,-0.0019405514491196,-0.003117155148609,-0.0041350911547706,0.0,0.7230769230769231,0.3128461538461539,0.0307692307692307,True,True,block_canvas,raw_canvas_residual
Q2,bcj_a10p0_absresid_16,subject_z,-0.1881834930433461,0.1,0.6429986926145494,0.6506093311204284,0.3,0.6399031398301938,-0.0030955527843556,-0.0016684460954929,-0.0024848457436551,-0.0036421073578029,1.8418715301032895e-05,0.7269230769230769,0.31,0.023076923076923,True,True,block_canvas,raw_canvas_residual
Q2,bcj_a10p0_absresid_16,subject_z,-0.1881834930433461,0.05,0.6429986926145494,0.6521803338319005,0.3,0.6406984695321014,-0.002300223082448,-0.0006162907349997,-0.0016648602197986,-0.0026096914344835,0.0011873547027965,0.6307692307692307,0.2745,0.0269230769230769,True,True,block_canvas,raw_canvas_residual
Q2,bcj_a50p0_pred_22,subject_z,0.1683450721506647,0.2,0.6429986926145494,0.6547547105442391,0.3,0.6414715535193971,-0.0015271390951523,0.0013240417555656,0.0,-0.0011035672487438,0.0036947528889759,0.4038461538461538,0.2538846153846154,0.1923076923076923,False,False,block_canvas,predicted_raw_latent
Q2,bcj_a50p0_pred_22,subject_z,0.1683450721506647,0.1,0.6429986926145494,0.6530316697086339,0.3,0.641478440682476,-0.0015202519320735,0.00118445572362,0.0,-0.0012186042614287,0.0032599703490052,0.4115384615384615,0.2551153846153846,0.1923076923076923,False,False,block_canvas,predicted_raw_latent
Q3,bcj_a150p0_pred_15,subject_center,-0.1984558844406682,0.5,0.6303484889503163,0.6173194143024155,0.45,0.6190760907755846,-0.0112723981747316,-0.007116559071277,-0.0060842186948228,-0.0149604592205991,0.0,0.7346153846153847,0.3801538461538462,0.0615384615384615,True,True,block_canvas,predicted_raw_latent
Q3,bcj_a150p0_pred_15,subject_center,-0.1984558844406682,0.2,0.6303484889503163,0.6168157414069597,0.45,0.6194068752703464,-0.0109416136799698,-0.0067802437628923,-0.0059616274148622,-0.0147181715222749,0.0,0.7269230769230769,0.3776153846153846,0.0692307692307692,True,True,block_canvas,predicted_raw_latent
Q3,bcj_a150p0_pred_15,subject_center,-0.1984558844406682,0.1,0.6303484889503163,0.6178236425584049,0.45,0.6202502406838855,-0.0100982482664307,-0.0057994075209554,-0.0043978236465843,-0.0141326421655921,0.0,0.7230769230769231,0.3696538461538462,0.073076923076923,True,True,block_canvas,predicted_raw_latent
Q3,bcj_a150p0_pred_15,subject_center,-0.1984558844406682,0.05,0.6303484889503163,0.6217521692917792,0.45,0.6221103862267103,-0.0082381027236059,-0.0040875069467286,-0.0028812389000341,-0.011586458523044,0.0012885456171295,0.6,0.3582692307692308,0.1346153846153846,False,True,block_canvas,predicted_raw_latent
Q3,bcj_a50p0_pred_19,subject_rank,-0.1619661708943271,0.5,0.6303484889503163,0.6246790073703222,0.45,0.6241610832629996,-0.0061874056873166,-0.0044962508504005,-0.0048392759606393,-0.0076818488633371,-0.0017551519837464,0.8653846153846154,0.402923076923077,0.0153846153846153,True,True,block_canvas,predicted_raw_latent
Q3,bcj_a50p0_pred_19,subject_rank,-0.1619661708943271,0.2,0.6303484889503163,0.6245864593853406,0.45,0.6244392856186176,-0.0059092033316986,-0.0041925894424604,-0.0046878167125565,-0.0073881674044142,-0.0012785056871913,0.8576923076923076,0.3996923076923077,0.023076923076923,True,True,block_canvas,predicted_raw_latent
S1,bcj_a10p0_absresid_19,subject_rank,0.1771256660842444,0.5,0.4789432758804059,0.4742239692981224,0.45,0.4722110954257154,-0.0067321804546905,-0.005761035363061,-0.0061497220912929,-0.0084735328836937,-0.003565891729761,0.9615384615384616,0.4040769230769231,0.0076923076923076,True,True,block_canvas,raw_canvas_residual
S1,bcj_a10p0_absresid_19,subject_rank,0.1771256660842444,0.2,0.4789432758804059,0.4739677635704423,0.45,0.4726618544352226,-0.0062814214451833,-0.0053590577321431,-0.0059381412770378,-0.0079856026157604,-0.0028848889977478,0.9384615384615383,0.4063846153846154,0.0076923076923076,True,True,block_canvas,raw_canvas_residual
S1,bcj_a10p0_absresid_19,subject_z,0.1605452100031039,0.5,0.4789432758804059,0.476721703449724,0.45,0.4732568442740579,-0.005686431606348,-0.0046737314176862,-0.0051150404220949,-0.0072035405257433,-0.0024604146955667,0.9153846153846154,0.4032307692307692,0.0,True,True,block_canvas,raw_canvas_residual
S1,bcj_a10p0_absresid_19,subject_rank,0.1771256660842444,0.1,0.4789432758804059,0.474559717964831,0.45,0.4734855977915039,-0.005457678088902,-0.0043192059030378,-0.0047760072713875,-0.0066311453603589,-0.00230951373415,0.8769230769230769,0.3943076923076923,0.0115384615384615,True,True,block_canvas,raw_canvas_residual
S1,bcj_a50p0_absresid_26,subject_z,-0.1541715057289854,0.5,0.4789432758804059,0.476352213999221,0.45,0.4735169423807903,-0.0054263334996156,-0.0045992718326815,-0.0048806086365015,-0.0069808880667109,-0.0027638990723264,0.9384615384615383,0.4166538461538462,0.0,True,True,block_canvas,raw_canvas_residual
S1,bcj_a10p0_absresid_19,subject_z,0.1605452100031039,0.2,0.4789432758804059,0.4762166771935759,0.45,0.4736515987678406,-0.0052916771125653,-0.0041918597327863,-0.0047900920267597,-0.0065421796552513,-0.002263298691316,0.8884615384615384,0.3990769230769231,0.0076923076923076,True,True,block_canvas,raw_canvas_residual
S2,bcj_a10p0_pred_11,subject_z,0.1862669297863531,0.5,0.5389534496173579,0.5311711702641787,0.45,0.5295756394950799,-0.009377810122278,-0.009210942763129,-0.0094673549804192,-0.0125600441664733,-0.0058160389849681,0.9961538461538462,0.4380769230769231,0.0,True,True,block_canvas,predicted_raw_latent
S2,bcj_a150p0_resid_26,subject_rank,-0.1912816026650657,0.5,0.5389534496173579,0.5294253896287353,0.45,0.52959766821094,-0.0093557814064179,-0.0091610201298518,-0.009192317383974,-0.0114409619626262,-0.0070957797608174,1.0,0.4482692307692308,0.0,True,True,block_canvas,other
S2,bcj_a10p0_pred_11,subject_z,0.1862669297863531,0.2,0.5389534496173579,0.5308856996318215,0.45,0.5300152956939235,-0.0089381539234344,-0.0087700395970032,-0.0088887784352403,-0.0120062736409042,-0.0054905072018738,0.9961538461538462,0.4380769230769231,0.0,True,True,block_canvas,predicted_raw_latent
