target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,feature_family,passes_strict,passes_loose,source
Q3,lebcj_l0p05_e32_absresid_mean,subject_center,0.1988981060034527,0.2,0.6303484889503163,0.6198876679603202,0.45,0.6197858322794876,-0.0105626566708286,-0.009670837661905,-0.0105150985023129,-0.0138214405140613,-0.0051014047887146,0.9653846153846154,0.4290000000000001,0.0153846153846153,resid_emb,True,True,l0p05
S1,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1453251166654925,0.2,0.4789432758804059,0.4826110532751206,0.45,0.4746770456783367,-0.0042662302020692,-0.0029029532211842,-0.0030888471659401,-0.0049892546117435,-0.0008514652103223,0.7923076923076923,0.3455384615384615,0.0615384615384615,rate,True,True,l0p05
S2,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1343065668459317,0.2,0.5389534496173579,0.5406978838060237,0.45,0.5348114837978536,-0.0041419658195043,-0.003434242153801,-0.0038970747870532,-0.0049483996050549,-0.0019538408564234,0.9192307692307692,0.3905,0.0038461538461538,rate,True,True,l0p05
Q1,lebcj_l0p05_e32_target_emb_12,subject_rank,0.1466480284260743,0.2,0.5746308240745168,0.5753334010654105,0.45,0.572238499843668,-0.0023923242308487,-0.0015220367366153,-0.0018399299809485,-0.0028700798058391,-0.0004480269305998,0.8038461538461539,0.3822307692307692,0.0153846153846153,target_emb,True,True,l0p05
S4,lebcj_l0p05_e32_rate_gap_S4,subject_z,-0.1216633656724062,0.1,0.6034040622125061,0.6061717707174538,0.45,0.6013923487848115,-0.0020117134276945,-0.001645740185488,-0.0018787411504315,-0.0023914250177818,-0.0010199816862889,0.903846153846154,0.3698076923076923,0.0,rate,True,True,l0p05
Q2,lebcj_l0p2_e32_target_emb_12,subject_z,0.1926755030630774,0.2,0.6429986926145494,0.6497234792847794,0.45,0.6388867361071674,-0.004111956507382,-0.0021743291209684,-0.0030476550363194,-0.0046748400468992,-0.0001384799670539,0.7615384615384615,0.3401153846153846,0.0346153846153846,target_emb,True,True,l0p2
