candidate,public_lb,lesson,class,ops,oof_loss,oof_delta_vs_stage2,bad_axis_projection_ratio,good_axis_projection_ratio,jepa_bad_axis_ratio,jepa_bad_axis_cos,scale
submission_jepa_latent_residual_probe.csv,0.5812273278,OOF 0.5608 but public bad; latent residual full target is overfit/public-misaligned,,,,,,,,,
submission_jepa_latent_q2_w0p45.csv,0.5798012862,Q2-only nested survived but public still bad; q2 latent axis is not enough,,,,,,,,,
submission_raw_timeline_jepa_rescue_strict.csv,unknown,raw rescue unscaled/top candidate,strict,6.0,0.5646719644369889,-0.0028589602528282,0.0277778894447052,-0.0204021950677308,0.0028454881701634,0.0044739583620541,
submission_raw_timeline_jepa_rescue_loose.csv,unknown,raw rescue unscaled/top candidate,loose,6.0,0.5646719644369889,-0.0028589602528282,0.0277778894447052,-0.0204021950677308,0.0028454881701634,0.0044739583620541,
submission_raw_timeline_jepa_rescue_top_probe.csv,unknown,raw rescue unscaled/top candidate,top_probe,7.0,0.5646649411830654,-0.0028659835067517,0.0271945227219865,-0.0194110662133332,0.0119527494454339,0.0187349979993491,
submission_raw_timeline_jepa_rescue_strict_scale0p25.csv,unknown,"raw rescue candidate; not aligned with new JEPA bad axis, but ordinal bad-axis positive",,6.0,0.5664468717803081,-0.001084052909509,0.0109058699653982,-0.0022871053415484,0.0051327421139905,0.0205497302259871,0.25
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,unknown,"raw rescue candidate; not aligned with new JEPA bad axis, but ordinal bad-axis positive",,6.0,0.5656089320285907,-0.0019219926612263,0.0192885043267003,-0.0058717102850112,0.0073660907594094,0.0168268065487444,0.5
submission_raw_timeline_jepa_rescue_strict_scale0p75.csv,unknown,"raw rescue candidate; not aligned with new JEPA bad axis, but ordinal bad-axis positive",,6.0,0.565016612715476,-0.0025143119743411,0.0249656469759819,-0.0116513639062,0.0066620276119471,0.0117725724822509,0.75
submission_raw_timeline_jepa_rescue_strict_scale1p0.csv,unknown,"raw rescue candidate; not aligned with new JEPA bad axis, but ordinal bad-axis positive",,6.0,0.5646719644369889,-0.0028589602528282,0.0277778894447052,-0.0204021950677308,0.0028454881701634,0.0044739583620541,1.0
