candidate,weight,q2_oof_loss,q2_delta,mean_oof_loss,mean_delta,bad_axis_projection_ratio,good_axis_projection_ratio
submission_jepa_latent_q2_w0p1.csv,0.1,0.6396272257257798,-0.0033714668887696586,0.56704928656285,-0.00048163812696710995,-0.0009891758934557641,0.0010326779857325653
submission_jepa_latent_q2_w0p15.csv,0.15,0.638287973018392,-0.004710719596157431,0.5668579647475089,-0.0006729599423082044,-0.0014730345120013595,0.0015509823506402298
submission_jepa_latent_q2_w0p2.csv,0.2,0.6371642157689082,-0.005834476845641201,0.5666974279975826,-0.0008334966922345366,-0.0019543871234986468,0.0020743050927664415
submission_jepa_latent_q2_w0p3.csv,0.3,0.6355372720514525,-0.007461420563096954,0.5664650074665176,-0.0010659172232995173,-0.0029222706619510853,0.0031469121636265997
submission_jepa_latent_q2_w0p45.csv,0.45,0.6346219971073856,-0.0083766955071638,0.5663342539030795,-0.0011966707867376858,-0.004435093494535672,0.004865404173432086
