target,raw_weight,neural_weight,episode_weight,target_loss
Q1,1.0,1.0,0.0,0.5639709017281461
Q2,0.0,0.0,0.0,0.6429986926145494
Q3,1.0,1.0,0.0,0.6190862591314285
S1,1.0,1.0,0.0,0.47396090428424664
S2,1.0,1.0,0.0,0.5277054166626136
S3,1.0,1.0,0.0,0.49793687128726377
S4,1.0,0.0,0.0,0.600981808595935
