target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_strict,passes_loose
Q3,bcj_a150p0_pred_15,subject_center,-0.19845588444066825,0.5,0.6303484889503163,0.6173194143024155,0.45,0.6190760907755846,-0.01127239817473169,-0.0071165590712770335,-0.006084218694822896,-0.014960459220599187,0.0,0.7346153846153847,0.38015384615384623,0.06153846153846154,True,True
Q3,bcj_a150p0_pred_15,subject_center,-0.19845588444066825,0.2,0.6303484889503163,0.6168157414069597,0.45,0.6194068752703464,-0.01094161367996982,-0.00678024376289234,-0.005961627414862225,-0.014718171522274948,0.0,0.7269230769230769,0.37761538461538463,0.06923076923076923,True,True
Q3,bcj_a150p0_pred_15,subject_center,-0.19845588444066825,0.1,0.6303484889503163,0.6178236425584049,0.45,0.6202502406838855,-0.010098248266430798,-0.005799407520955401,-0.004397823646584309,-0.01413264216559218,0.0,0.7230769230769231,0.3696538461538462,0.07307692307692308,True,True
S3,bcj_a10p0_resid_06,subject_z,0.1794107826276812,0.5,0.5034376794790675,0.49577418929018463,0.45,0.4936634562308197,-0.009774223248247782,-0.008482036194540875,-0.009107143243162752,-0.012359193178235167,-0.0052200295490111015,0.926923076923077,0.42830769230769233,0.0038461538461538464,True,True
S2,bcj_a10p0_pred_11,subject_z,0.18626692978635315,0.5,0.5389534496173579,0.5311711702641787,0.45,0.5295756394950799,-0.009377810122278007,-0.009210942763129002,-0.009467354980419285,-0.012560044166473383,-0.005816038984968186,0.9961538461538462,0.4380769230769231,0.0,True,True
S2,bcj_a150p0_resid_26,subject_rank,-0.1912816026650657,0.5,0.5389534496173579,0.5294253896287353,0.45,0.52959766821094,-0.009355781406417907,-0.009161020129851856,-0.009192317383974025,-0.0114409619626262,-0.007095779760817433,1.0,0.4482692307692308,0.0,True,True
S3,bcj_a10p0_resid_06,subject_z,0.1794107826276812,0.2,0.5034376794790675,0.49550380538530336,0.45,0.4943080564339117,-0.0091296230451558,-0.007881224754095383,-0.008508515603996014,-0.01158055334757882,-0.004568238064538446,0.926923076923077,0.42769230769230776,0.0038461538461538464,True,True
S2,bcj_a10p0_pred_11,subject_z,0.18626692978635315,0.2,0.5389534496173579,0.5308856996318215,0.45,0.5300152956939235,-0.008938153923434444,-0.008770039597003289,-0.00888877843524033,-0.01200627364090423,-0.005490507201873829,0.9961538461538462,0.4380769230769231,0.0,True,True
S2,bcj_a150p0_resid_25,subject_rank,-0.16654951820988698,0.5,0.5389534496173579,0.52748618314307,0.45,0.5300520445823321,-0.008901405035025789,-0.009136505136994513,-0.009306784676389623,-0.011239742774731137,-0.007022978872589847,1.0,0.4482692307692308,0.0,True,True
S2,bcj_a150p0_resid_26,subject_rank,-0.1912816026650657,0.2,0.5389534496173579,0.5293706457586222,0.45,0.5300924892421067,-0.008860960375251192,-0.008669464563002412,-0.008839674052646962,-0.010799054718272999,-0.00677881680217475,1.0,0.4482692307692308,0.0,True,True
Q1,bcj_a50p0_pred_01,subject_rank,0.2032948240218572,0.5,0.5746308240745168,0.5699531537086409,0.45,0.5659362890749726,-0.008694534999544201,-0.00745075116548911,-0.008466436744923533,-0.011261639717984995,-0.004232198660083258,0.9115384615384615,0.41288461538461546,0.007692307692307693,True,True
S2,bcj_a150p0_resid_25,subject_rank,-0.16654951820988698,0.2,0.5389534496173579,0.5279293980406022,0.45,0.5306259025229191,-0.008327547094438836,-0.008595521235054832,-0.008798817894099698,-0.010513148773291542,-0.006583649829235302,1.0,0.4500000000000001,0.0,True,True
Q1,bcj_a50p0_pred_01,subject_rank,0.2032948240218572,0.2,0.5746308240745168,0.569222309209317,0.45,0.5664699827783369,-0.008160841296179888,-0.0067906365231768335,-0.007674157556922134,-0.010580097746083594,-0.0038603014794247603,0.8961538461538462,0.4083846153846154,0.019230769230769232,True,True
S2,bcj_a10p0_pred_11,subject_z,0.18626692978635315,0.1,0.5389534496173579,0.5314392466451717,0.45,0.5308328293065924,-0.008120620310765547,-0.007972137298124805,-0.008004176037181232,-0.011207339610538644,-0.004922417142467439,0.9923076923076923,0.43865384615384617,0.0,True,True
S3,bcj_a10p0_resid_06,subject_z,0.1794107826276812,0.1,0.5034376794790675,0.496098314025621,0.45,0.49536314719996355,-0.00807453227910393,-0.006749565898087327,-0.00758333200676653,-0.010268985927010366,-0.003710723540257435,0.8923076923076924,0.4210769230769231,0.011538461538461539,True,True
S2,bcj_a50p0_pred_norm,subject_rank,-0.17340232034888278,0.5,0.5389534496173579,0.5291082729573746,0.45,0.5309673697646703,-0.007986079852687622,-0.007827775842193624,-0.007965937911623422,-0.00934332245800927,-0.006460515642128892,1.0,0.4500000000000001,0.0,True,True
S2,bcj_a150p0_resid_26,subject_rank,-0.1912816026650657,0.1,0.5389534496173579,0.5302708742919919,0.45,0.5309907239843263,-0.007962725633031575,-0.007714731765585568,-0.007970238015207187,-0.009659320297924129,-0.006005072576502929,1.0,0.4459615384615385,0.0,True,True
S2,bcj_a10p0_absresid_22,subject_center,0.17706116711590172,0.5,0.5389534496173579,0.5295673644380042,0.45,0.53113281239425,-0.007820637223107885,-0.007125040250194799,-0.007389895164221616,-0.010273571985501634,-0.0041218084965803925,0.9423076923076923,0.4315384615384616,0.011538461538461539,True,True
S2,bcj_a50p0_pred_norm,subject_rank,-0.17340232034888278,0.2,0.5389534496173579,0.5294035272093599,0.45,0.5313659268693949,-0.007587522747963038,-0.007428537655928559,-0.007546518179206707,-0.008929735690814788,-0.006053070558796669,1.0,0.4500000000000001,0.0,True,True
S2,bcj_a10p0_absresid_22,subject_center,0.17706116711590172,0.2,0.5389534496173579,0.5297457169492497,0.45,0.5315298610299307,-0.007423588587427199,-0.006631474721960128,-0.006932425504556805,-0.009867178527924278,-0.00381133749599305,0.9384615384615385,0.4284615384615385,0.015384615384615385,True,True
