fold,train_blocks,val_blocks,covered_rows,train_loss,pred_loss,sig_loss
geom_r00,327,18,134,0.008963237516582012,0.0036020323168486357,0.030408059246838093
geom_r01,319,22,210,0.009055307600647211,0.0035971913021057844,0.03088777232915163
geom_r02,340,19,279,0.00898059830069542,0.003636118839494884,0.0303585147485137
geom_r03,324,21,308,0.008715817704796791,0.0032511812169104815,0.03057436365634203
