candidate,kind,raw,bc,raw_weight,bc_weight,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos,scale
submission_jepa_axis_stack_raw05_bc_noq2_10_rw0p5_bw1p0.csv,global,raw05,bc_noq2_10,0.5,1.0,0.5590263714277924,-0.008504553262024706,-0.02832003319794127,-0.024881082485174698,0.6657703671453545,0.25605622462505334,
submission_jepa_axis_stack_raw075_bc_noq2_075_rw0p5_bw1p0.csv,global,raw075,bc_noq2_075,0.5,1.0,0.5598144956151211,-0.007716429074696052,-0.024181477750424184,-0.022985656366708844,0.796267186691154,0.33133571800230577,
submission_jepa_axis_stack_raw05_bc_noq2_075_rw0p5_bw1p0.csv,global,raw05,bc_noq2_075,0.5,1.0,0.5602011080884105,-0.007329816601406636,-0.02382944617669317,-0.023067072627036063,0.6504196322455102,0.2756179761008901,
submission_jepa_axis_stack_raw075_bc_noq2_10_rw0p5_bw0p75.csv,global,raw075,bc_noq2_10,0.5,0.75,0.5597763976957585,-0.0077545269940586525,-0.020671295127260868,-0.023192789838590237,0.770175329804659,0.37827729265871723,
submission_jepa_axis_stack_raw05_bc_noq2_10_rw0p5_bw0p75.csv,global,raw05,bc_noq2_10,0.5,0.75,0.5601624168372629,-0.0073685078525542735,-0.020319263553529796,-0.023374717394965355,0.6243277753590161,0.3144028148543765,
submission_jepa_axis_stack_raw075_bc_noq2_075_rw0p5_bw0p75.csv,global,raw075,bc_noq2_075,0.5,0.75,0.5609557296461086,-0.006575195043708515,-0.017303354861324807,-0.02122878388220422,0.758662278629776,0.4074540661167392,
submission_jepa_axis_stack_targetwise_raw05_bc_noq2_075_scale1p0.csv,targetwise,raw05,bc_noq2_075,,,0.5606215099127255,-0.006909414777091616,-0.013268277907888924,-0.014909075350952917,1.1128147241841326,0.5473868719530065,1.0
submission_jepa_axis_stack_raw075_bc_noq2_10_rw0p5_bw0p5.csv,global,raw075,bc_noq2_10,0.5,0.5,0.5613688781893801,-0.006162046500437057,-0.012670525482849408,-0.019927236947055574,0.7287327380183204,0.5017138642523661,
submission_jepa_axis_stack_targetwise_raw05_bc_noq2_075_scale0p75.csv,targetwise,raw05,bc_noq2_075,,,0.5619912131872462,-0.005539711502570932,-0.009951208430916767,-0.01490907535095303,0.8346110431381001,0.5473868719530071,0.75
submission_jepa_axis_stack_targetwise_raw075_bc_noq2_05_scale1p0.csv,targetwise,raw075,bc_noq2_05,,,0.5615039336347036,-0.006026991055113506,-0.009014596368225568,-0.010803131560381717,1.3790862985641226,0.7234860916366722,1.0
submission_jepa_axis_stack_targetwise_raw05_bc_noq2_05_scale1p0.csv,targetwise,raw05,bc_noq2_05,,,0.5620304184966528,-0.005500506193164334,-0.00831053322076334,-0.011111334707153291,1.0873911896728365,0.636441533991814,1.0
submission_jepa_axis_stack_targetwise_raw075_bc_noq2_05_scale0p75.csv,targetwise,raw075,bc_noq2_05,,,0.5626620876230976,-0.004868837066719589,-0.0067609472761692505,-0.010803131560381833,1.0343147239230923,0.7234860916366722,0.75
submission_jepa_axis_stack_targetwise_raw05_bc_noq2_075_scale0p5.csv,targetwise,raw05,bc_noq2_075,,,0.5635990680116477,-0.003931856678169421,-0.006634138953944519,-0.014909075350953047,0.5564073620920664,0.5473868719530067,0.5
submission_jepa_axis_stack_targetwise_raw05_bc_noq2_05_scale0p75.csv,targetwise,raw05,bc_noq2_05,,,0.5631861500792448,-0.004344774610572366,-0.006232899915572476,-0.01111133470715324,0.8155433922546271,0.6364415339918137,0.75
submission_jepa_axis_stack_targetwise_raw075_bc_noq2_05_scale0p5.csv,targetwise,raw075,bc_noq2_05,,,0.564052292270836,-0.0034786324189811646,-0.004507298184112801,-0.010803131560381762,0.6895431492820605,0.7234860916366715,0.5
submission_jepa_axis_stack_targetwise_raw05_bc_noq2_05_scale0p5.csv,targetwise,raw05,bc_noq2_05,,,0.5644880977595995,-0.0030428269302176236,-0.0041552666103815816,-0.011111334707153054,0.5436955948364185,0.6364415339918142,0.5
submission_jepa_axis_stack_raw075_bc_strict_05_rw0p5_bw1p0.csv,global,raw075,bc_strict_05,0.5,1.0,0.5610566954724655,-0.006474229217351635,0.01769617856778176,0.020810523769666543,0.7623691406760915,0.39246794485978376,
submission_jepa_axis_stack_raw075_bc_strict_075_rw0p5_bw0p75.csv,global,raw075,bc_strict_075,0.5,0.75,0.5605763529150076,-0.006954571774809515,0.022512375803206253,0.0271526915846624,0.758662278629776,0.40056722483895474,
submission_jepa_axis_stack_raw05_bc_strict_075_rw0p5_bw0p75.csv,global,raw05,bc_strict_075,0.5,0.75,0.5609789849566391,-0.006551939733178025,0.02286440737693745,0.028366316424862533,0.6128147241841327,0.3328185691146331,
submission_jepa_axis_stack_raw075_bc_strict_075_rw0p5_bw1p0.csv,global,raw075,bc_strict_075,0.5,1.0,0.5593615654295109,-0.008169359260306264,0.02890616313561729,0.02698192241400091,0.796267186691154,0.3253693373675402,
submission_jepa_axis_stack_raw05_bc_strict_075_rw0p5_bw1p0.csv,global,raw05,bc_strict_075,0.5,1.0,0.5597481779028002,-0.007782746787016959,0.029258194709348297,0.027793760484275756,0.6504196322455102,0.27047603425210537,
