target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,feature_family,passes_strict,passes_loose,source
Q1,lebcj_l0p2_e32_pred_emb_12,subject_z,0.1534943172304105,0.2,0.5746308240745168,0.5797114769141689,0.45,0.5720744457460777,-0.0025563783284391,-0.0007198593934602,-0.0013977662210035,-0.0028192449568792,0.000497885101785,0.6461538461538462,0.3348461538461539,0.0461538461538461,pred_emb,True,True,l0p2
Q2,lebcj_l0p2_e32_target_emb_12,subject_z,0.1926755030630774,0.2,0.6429986926145494,0.6497234792847794,0.45,0.6388867361071674,-0.004111956507382,-0.0021743291209684,-0.0030476550363194,-0.0046748400468992,-0.0001384799670539,0.7615384615384615,0.3401153846153846,0.0346153846153846,target_emb,True,True,l0p2
Q3,lebcj_l0p2_e32_target_norm,subject_center,0.2013163742075513,0.2,0.6303484889503163,0.6184630984596942,0.45,0.6194263984641003,-0.0109220904862159,-0.0104394161441332,-0.0104107108131775,-0.0146922659514575,-0.0063423125627848,1.0,0.4465384615384616,0.0,geometry,True,True,l0p2
S1,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1453251166654925,0.2,0.4789432758804059,0.4826110532751206,0.45,0.4746770456783367,-0.0042662302020692,-0.0029029532211842,-0.0030888471659401,-0.0049892546117435,-0.0008514652103223,0.7923076923076923,0.3455384615384615,0.0615384615384615,rate,True,True,l0p05
S2,lebcj_l0p05_e32_pred_rate_S1,subject_z,-0.1343065668459317,0.2,0.5389534496173579,0.5406978838060237,0.45,0.5348114837978536,-0.0041419658195043,-0.003434242153801,-0.0038970747870532,-0.0049483996050549,-0.0019538408564234,0.9192307692307692,0.3905,0.0038461538461538,rate,True,True,l0p05
S4,lebcj_l0p2_e32_absresid_emb_06,subject_z,-0.1187694538923135,0.2,0.6034040622125061,0.6054539700413563,0.45,0.5996261045833868,-0.0037779576291192,-0.0017099798468887,-0.0021940728267686,-0.0043264902706528,0.0,0.6884615384615385,0.3288461538461538,0.0961538461538461,resid_emb,True,True,l0p2
