candidate,target,axis,ratio,cos,move_abs_mean
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,Q1,bad_axis,-0.19787007432547918,-0.11359882464607707,0.14706777406279883
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,Q1,raw_good_axis,0.464521469699619,0.15094310510744038,0.14706777406279883
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,Q2,bad_axis,-0.04633279162542933,-0.14759317952459614,0.0563611791676564
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,Q2,raw_good_axis,0.0,0.0,0.0563611791676564
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,Q3,bad_axis,0.6839414556621947,0.18081998638633684,0.16801022720336845
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,Q3,raw_good_axis,1.58506772332576,0.39239861684586547,0.16801022720336845
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S1,bad_axis,-0.727541220694341,-0.40396045086557175,0.14941948414871778
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S1,raw_good_axis,1.3636150207384585,0.40599144677984167,0.14941948414871778
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S2,bad_axis,-0.25815463447934006,-0.09413581031433799,0.200166467892404
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S2,raw_good_axis,1.4895684357377896,0.32651933995406757,0.200166467892404
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S3,bad_axis,-0.2528322122959979,-0.08641037595007292,0.17591736965806193
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S3,raw_good_axis,0.7870825630370936,0.20689123664880507,0.17591736965806193
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S4,bad_axis,1.480998648679996,0.3957428689242589,0.12907362152935606
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,S4,raw_good_axis,1.274461019952347,0.4254849424840418,0.12907362152935606
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,Q1,bad_axis,-0.6755382411919516,-0.3914373699363805,0.137734453758987
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,Q1,raw_good_axis,0.5287390145180398,0.17340733764416943,0.137734453758987
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,Q2,bad_axis,-0.01867182163137765,-0.15678695909500553,0.02172736682255015
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,Q2,raw_good_axis,0.0,0.0,0.02172736682255015
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,Q3,bad_axis,0.5336692335021817,0.14663659348040245,0.16142585275988341
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,Q3,raw_good_axis,1.845911652262372,0.4749339872304461,0.16142585275988341
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,S1,bad_axis,-0.6706423585422175,-0.42271255621229176,0.1314769457670954
