cv_mode,method,group,strength,concentration,base_mix,scale,base_loss,oof_loss,oof_delta_vs_stage2,loss_Q1,loss_Q2,loss_Q3,loss_S1,loss_S2,loss_S3,loss_S4
subject_chunk,mpj_ridge_rate,q_only,0.2,20.0,0.35,1.0,0.5675309246898171,0.5673008833100576,-0.00023004137975957129,0.5736885415155836,0.642647032664745,0.6300321418007364,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.35,20.0,0.0,0.5,0.5675309246898171,0.5673039459952072,-0.00022697869460996944,0.5729090018945875,0.6430685334917232,0.6304116193908018,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.35,20.0,0.35,1.0,0.5675309246898171,0.5673128902749137,-0.000218034414903423,0.5678393602970238,0.6449442864520575,0.6336681179859771,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.7,8.0,0.35,0.5,0.5675309246898171,0.5673222660315863,-0.0002086586582308314,0.5676739555613541,0.6449916775835444,0.6338517618868683,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.35,8.0,0.35,0.5,0.5675309246898171,0.5673366582554238,-0.00019426643439335312,0.5739090746120503,0.6425981773202679,0.6301108886663105,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.2,20.0,0.0,0.75,0.5675309246898171,0.5673496189593281,-0.0001813057304890231,0.573639174567168,0.6428487226341705,0.630220968324621,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.35,8.0,0.0,0.5,0.5675309246898171,0.567357532849835,-0.0001733918399821066,0.5696011751381418,0.6442840618905761,0.6328790257307897,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,20.0,0.0,1.0,0.5675309246898171,0.5673719812518959,-0.00015894343792122179,0.5690125265941625,0.6446035048338367,0.6332493701459346,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.5,8.0,0.35,0.5,0.5675309246898171,0.5673729366653293,-0.00015798802448785398,0.5734116273131091,0.6430088379368225,0.6304516242180358,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.35,8.0,0.35,0.75,0.5675309246898171,0.5673859454095902,-0.00014497928022694229,0.5699402272437062,0.6442361948404095,0.6327867285936781,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.35,20.0,0.0,0.75,0.5675309246898171,0.5674247316475092,-0.00010619304230796711,0.5669324238635552,0.6456809970282208,0.6346212334514506,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,8.0,0.35,0.5,0.5675309246898171,0.5674327160583506,-9.820863146658976e-05,0.5728839169230019,0.6432547771965498,0.6311518510995648,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.2,8.0,0.35,0.5,0.5675309246898171,0.5674455384176046,-8.53862722125509e-05,0.574583461499856,0.6426270318247109,0.630169808409328,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,8.0,0.0,0.5,0.5675309246898171,0.5674599830425676,-7.094164724952279e-05,0.5721676588342703,0.64356812594176,0.6317456293326061,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.5,4.0,0.35,0.5,0.5675309246898171,0.567462936576476,-6.79881133411886e-05,0.5704718058504646,0.644230316682955,0.6327999663125742,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.9,20.0,0.35,0.5,0.5675309246898171,0.5674701305759634,-6.07941138537349e-05,0.5656353261899402,0.6463250909378858,0.6355920297145808,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,8.0,0.35,0.75,0.5675309246898171,0.5674713012959548,-5.962339386234028e-05,0.5722998387997771,0.6435527983148741,0.6317080047676945,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.5,8.0,0.0,0.5,0.5675309246898171,0.5675036597325254,-2.7264957291772696e-05,0.5675398543850397,0.6456041800272778,0.6346431165260227,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.2,8.0,0.35,0.75,0.5675309246898171,0.5675073829448939,-2.3541744923250008e-05,0.574778996248524,0.642730509298748,0.6303037078776476,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.2,8.0,0.0,0.5,0.5675309246898171,0.5675093153609201,-2.1609328897054247e-05,0.5747483966041038,0.6427390339569734,0.630339309776026,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.7,20.0,0.35,0.5,0.5675309246898171,0.5675108400645784,-2.008462523872545e-05,0.5723575016967218,0.6441305550760429,0.6313493564899463,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.35,4.0,0.35,0.5,0.5675309246898171,0.5675139997832921,-1.6924906525050964e-05,0.5720574117527675,0.6437547216644602,0.6320473978764797,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.35,8.0,0.35,0.75,0.5675309246898171,0.5675344072198548,3.48253003767951e-06,0.5740623984717262,0.6432709931854247,0.6306689916924952,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.5,8.0,0.35,0.75,0.5675309246898171,0.5675400644959059,9.139806088742652e-06,0.5681629320003337,0.6454676544609692,0.6344113978207008,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.35,8.0,0.0,0.5,0.5675309246898171,0.5675526443884145,2.1719698597322257e-05,0.573942146475874,0.6433543742925162,0.6308335227611737,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.7,4.0,0.35,0.5,0.5675309246898171,0.5675618215235871,3.0896833769999965e-05,0.5687145987047006,0.6452585122317401,0.6342211725393319,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.35,4.0,0.35,0.5,0.5675309246898171,0.5675696164851975,3.869179538040779e-05,0.5748894606681819,0.6428623845980729,0.6304970029407909,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,8.0,0.35,1.0,0.5675309246898171,0.5675696782244714,3.8753534654212274e-05,0.5719174174955116,0.6439651145147682,0.6323667483716824,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.2,20.0,0.35,0.5,0.5675309246898171,0.5675720882626892,4.116357287209382e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.539086000184864,0.503593273921666,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,20.0,0.35,0.5,0.5675309246898171,0.5675720883103536,4.116362053641076e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5390860003142769,0.5035932741259036,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,20.0,0.35,0.5,0.5675309246898171,0.567572088358018,4.116366820083872e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.53908600044369,0.5035932743301413,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,20.0,0.35,0.5,0.5675309246898171,0.5675720884215705,4.116373175333532e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5390860006162407,0.5035932746024583,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,20.0,0.35,0.5,0.5675309246898171,0.5675720884851231,4.116379530594294e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5390860007887914,0.5035932748747753,0.6034040622125061
subject_chunk,mpj_knn18,q13_s23,0.2,20.0,0.35,0.5,0.5675309246898171,0.5675887876162887,5.786292647158575e-05,0.5722224638147145,0.6429986926145494,0.6308828910321306,0.47894327588040597,0.5399926414799017,0.5046774862798131,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.2,20.0,0.0,1.0,0.5675309246898171,0.5675895805454892,5.865585567210729e-05,0.5738215422985076,0.6436988684696056,0.6308681858609742,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.35,20.0,0.35,1.0,0.5675309246898171,0.5675898413943707,5.8916704553602095e-05,0.5731165039039666,0.6441512630372598,0.6311226556300314,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_blend_resid_knn,q_only,0.2,20.0,0.35,0.5,0.5675309246898171,0.5675899743104151,5.904962059799512e-05,0.5738928276227815,0.64357477078785,0.6309237545729376,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.2,20.0,0.35,0.75,0.5675309246898171,0.567593001675544,6.2076985726911e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391533575214997,0.5036723104750138,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,20.0,0.35,0.75,0.5675309246898171,0.5675930017470404,6.207705722327539e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391533577156183,0.5036723107813698,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,20.0,0.35,0.75,0.5675309246898171,0.5675930018185368,6.207712871963977e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391533579097372,0.5036723110877259,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,20.0,0.35,0.75,0.5675309246898171,0.5675930019138653,6.207722404816263e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.539153358168562,0.5036723114962005,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,20.0,0.35,0.75,0.5675309246898171,0.5675930020091938,6.207731937668548e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391533584273869,0.5036723119046753,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.2,20.0,0.0,0.5,0.5675309246898171,0.5675945844093875,6.365971957034144e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391586184847899,0.503678128648628,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,20.0,0.0,0.5,0.5675309246898171,0.567594584482657,6.365979283984302e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391586186837842,0.50367812896252,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,20.0,0.0,0.5,0.5675309246898171,0.5675945845559264,6.365986610923358e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391586188827786,0.5036781292764119,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,20.0,0.0,0.5,0.5675309246898171,0.567594584653619,6.365996380186534e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391586191481045,0.5036781296949344,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,20.0,0.0,0.5,0.5675309246898171,0.5675945847513116,6.36600614944971e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5391586194134302,0.503678130113457,0.6034040622125061
subject_chunk,mpj_knn18,oracle_gap_core,0.2,20.0,0.35,0.5,0.5675309246898171,0.5675987921784602,6.786748864306968e-05,0.5722224638147145,0.6430687245497496,0.6308828910321306,0.47894327588040597,0.5399926414799017,0.5046774862798131,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.5,4.0,0.35,0.5,0.5675309246898171,0.5676054955983647,7.457090854756654e-05,0.5743954454887759,0.6432701473845656,0.6308344091258737,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.2,20.0,0.35,1.0,0.5675309246898171,0.5676141362923107,8.32116024935825e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392214364852739,0.5037521738286065,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,20.0,0.35,1.0,0.5675309246898171,0.5676141363876388,8.321169782166127e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392214367440971,0.50375217423708,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,20.0,0.35,1.0,0.5675309246898171,0.5676141364829669,8.321179314974003e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392214370029204,0.5037521746455536,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,20.0,0.35,1.0,0.5675309246898171,0.5676141366100711,8.321192025395607e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392214373480181,0.5037521751901848,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,20.0,0.35,1.0,0.5675309246898171,0.5676141367371753,8.321204735817211e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392214376931158,0.5037521757348162,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.2,8.0,0.35,0.5,0.5675309246898171,0.5676223601345859,9.143544476875043e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392577521749407,0.5037734250348664,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,8.0,0.35,0.5,0.5675309246898171,0.5676223601822394,9.14354924222982e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392577523042053,0.5037734252391762,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,8.0,0.35,0.5,0.5675309246898171,0.5676223602298928,9.143554007562393e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392577524334696,0.5037734254434858,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,8.0,0.35,0.5,0.5675309246898171,0.5676223602934308,9.143560361368763e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392577526058222,0.5037734257158988,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,8.0,0.35,0.5,0.5675309246898171,0.5676223603569687,9.143566715152929e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.539257752778175,0.5037734259883117,0.6034040622125061
subject_chunk,mpj_base_anchor,stage_only,0.2,20.0,0.35,0.5,0.5675309246898171,0.5676245915834862,9.366689366907544e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.4790788194826568,0.539086000184864,0.503593273921666,0.6036360418558345
subject_chunk,mpj_base_anchor,stage_only,0.35,20.0,0.35,0.5,0.5675309246898171,0.5676245916340207,9.366694420354094e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47907881953524517,0.5390860003142769,0.5035932741259036,0.6036360418233363
subject_chunk,mpj_base_anchor,stage_only,0.5,20.0,0.35,0.5,0.5675309246898171,0.567624591684555,9.366699473789541e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.4790788195878334,0.53908600044369,0.5035932743301413,0.603636041790838
subject_chunk,mpj_base_anchor,stage_only,0.7,20.0,0.35,0.5,0.5675309246898171,0.5676245917519341,9.366706211699771e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.4790788196579511,0.5390860006162407,0.5035932746024583,0.6036360417475067
subject_chunk,mpj_base_anchor,stage_only,0.9,20.0,0.35,0.5,0.5675309246898171,0.5676245918193134,9.366712949621103e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47907881972806887,0.5390860007887914,0.5035932748747753,0.6036360417041757
subject_chunk,mpj_base_anchor,s23_only,0.2,20.0,0.0,0.75,0.5675309246898171,0.5676271988562523,9.627416643520625e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392637631956807,0.5038012850657905,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,20.0,0.0,0.75,0.5675309246898171,0.5676271989661564,9.627427633929209e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392637634941717,0.5038012855366286,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,20.0,0.0,0.75,0.5675309246898171,0.5676271990760606,9.627438624348894e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392637637926628,0.5038012860074668,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,20.0,0.0,0.75,0.5675309246898171,0.5676271992225995,9.627453278238107e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5392637641906509,0.503801286635251,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,20.0,0.0,0.75,0.5675309246898171,0.5676271993691384,9.62746793212732e-05,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.539263764588639,0.5038012872630353,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,8.0,0.0,0.75,0.5675309246898171,0.5676287622361447,9.783754632752828e-05,0.571598436067977,0.6442526526847017,0.632811779710996,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.9,8.0,0.35,0.5,0.5675309246898171,0.5676293109026668,9.838621284963267e-05,0.5663189687571394,0.6465077807920867,0.6358399595801036,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.2,8.0,0.35,1.0,0.5675309246898171,0.5676394432940087,0.00010851860419158754,0.5751233077438387,0.64302834973067,0.630585978394215,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.5,20.0,0.35,0.75,0.5675309246898171,0.5676421609927746,0.00011123630295750697,0.5727433274583119,0.6445217134102399,0.6314916188915332,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_blend_resid_knn,q_only,0.35,20.0,0.35,0.5,0.5675309246898171,0.5676468130580263,0.00011588836820919379,0.5731082056415935,0.64422605422327,0.6314549643519832,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,q_only,0.2,20.0,0.35,0.5,0.5675309246898171,0.5676537023771723,0.0001227776873551356,0.5751449461483934,0.6431390375783139,0.6305534657241615,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,q_only,0.35,20.0,0.35,0.5,0.5675309246898171,0.5676537024041843,0.00012277771436719487,0.5751449462123892,0.6431390376394288,0.6305534657881352,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,q_only,0.5,20.0,0.35,0.5,0.5675309246898171,0.5676537024311965,0.00012277774137936515,0.575144946276385,0.6431390377005437,0.630553465852109,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,q_only,0.7,20.0,0.35,0.5,0.5675309246898171,0.5676537024672126,0.00012277777739544415,0.5751449463617127,0.6431390377820301,0.6305534659374074,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,q_only,0.9,20.0,0.35,0.5,0.5675309246898171,0.5676537025032287,0.00012277781341152316,0.5751449464470405,0.6431390378635166,0.6305534660227059,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.2,20.0,0.0,1.0,0.5675309246898171,0.567660336744351,0.00012941205453387283,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5393706156488516,0.5039263978293108,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.35,20.0,0.0,1.0,0.5675309246898171,0.5676603368908893,0.00012941220107220985,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5393706160468371,0.5039263984570939,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.5,20.0,0.0,1.0,0.5675309246898171,0.5676603370374277,0.00012941234761054687,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5393706164448229,0.5039263990848767,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.7,20.0,0.0,1.0,0.5675309246898171,0.5676603372328123,0.00012941254299514426,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5393706169754706,0.5039263999219207,0.6034040622125061
subject_chunk,mpj_base_anchor,s23_only,0.9,20.0,0.0,1.0,0.5675309246898171,0.5676603374281968,0.00012941273837963063,0.5746308240745168,0.6429986926145494,0.6303484889503163,0.47894327588040597,0.5393706175061184,0.5039264007589647,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.35,8.0,0.35,1.0,0.5675309246898171,0.5676613629166941,0.00013043822687697215,0.569348323317982,0.6453272463346478,0.6342155035748916,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_ridge_rate,q_only,0.7,8.0,0.35,0.5,0.5675309246898171,0.5676667624944496,0.00013583780463244377,0.5730094174830648,0.644308256155905,0.6316111966328397,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
subject_chunk,mpj_knn18,q_only,0.2,4.0,0.35,0.5,0.5675309246898171,0.5676692775418742,0.0001383528520570998,0.5738856551776483,0.6435231150477039,0.6315377053784302,0.47894327588040597,0.5389534496173579,0.5034376794790675,0.6034040622125061
