name,feature,mode,c_value,nested_count,nested_holdout_delta_mean,default_weight,best_weight,base_loss,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate
q2_nested_02,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_center,0.2,2,-0.0122396234754359,0.45,0.45,0.6429986926145494,0.6395167808280079,-0.0034819117865415583,0.0010889881145976666,0.0,-0.0027354244285643925,0.0034508584769039896,0.4,0.30873076923076925,0.19615384615384615
q2_nested_consensus_avg,jepa_grid__usage__early__resid;jepa_temporal__target_pc5;jepa_sensor_time__prectx_usage__pre3h__pred_pc2,avg,-1.0,4,-0.0031190460096259254,0.45,0.3,0.6429986926145494,0.6423517119532725,-0.0006469806612769968,,,,,,,
q2_nested_00,jepa_grid__usage__early__resid,subject_center,0.2,1,0.0053601266758065,0.45,0.0,0.6429986926145494,0.6429986926145494,0.0,0.0019318788232510068,0.0,0.0,0.002571562631374258,0.0,0.1036923076923077,0.5423076923076923
q2_nested_01,jepa_temporal__target_pc5,global_z,0.2,1,0.0066429362365616,0.45,0.0,0.6429986926145494,0.6429986926145494,0.0,0.0022703454810759807,0.0,0.0,0.0024391094153090875,0.0,0.12476923076923076,0.5576923076923077
