candidate,scale,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos,variant,k,c_value,no_q2
submission_block_canvas_multifeature_k3_c0p1_noq2_scale0p35.csv,0.35,0.5617146596459833,-0.005816265043833813,0.07788835935825561,0.10904897957194412,0.004296540573657951,0.002633318141866596,block_canvas_multifeature_k3_c0p1_noq2,3,0.1,True
submission_block_canvas_multifeature_k3_c0p05_noq2_scale0p5.csv,0.5,0.5606259042238345,-0.006905020465982625,0.07988731521782086,0.08166902490609794,-0.03910584099798912,-0.017500745054815664,block_canvas_multifeature_k3_c0p05_noq2,3,0.05,True
submission_block_canvas_multifeature_k5_c0p05_noq2_scale0p35.csv,0.35,0.5614115537616787,-0.006119370928138412,0.08342181806955037,0.11601383224473247,-0.02683087740043561,-0.016334293731464295,block_canvas_multifeature_k5_c0p05_noq2,5,0.05,True
submission_block_canvas_multifeature_k3_c0p02_all_scale0p35.csv,0.35,0.5636310501665994,-0.0038998745232177168,0.09546151320311072,0.13446341066247947,-0.05925004527246919,-0.03653422162123155,block_canvas_multifeature_k3_c0p02_all,3,0.02,False
submission_block_canvas_multifeature_k8_c0p1_noq2_scale0p5.csv,0.5,0.5561066354566117,-0.011424289233205487,0.10154091384460232,0.0939755580383969,0.049275111080298445,0.019963506309968213,block_canvas_multifeature_k8_c0p1_noq2,8,0.1,True
submission_block_canvas_multifeature_k5_c0p1_noq2_scale0p35.csv,0.35,0.5607865433100605,-0.0067443813797566365,0.10691505984876853,0.1437550278703179,0.004226645710867308,0.002487799459569392,block_canvas_multifeature_k5_c0p1_noq2,5,0.1,True
submission_block_canvas_multifeature_k3_c0p1_noq2_scale0p5.csv,0.5,0.5596415482331211,-0.007889376456696073,0.11126908479750813,0.10904897957194423,0.006137915105226372,0.0026333181418669084,block_canvas_multifeature_k3_c0p1_noq2,3,0.1,True
submission_block_canvas_multifeature_k8_c0p05_noq2_scale0p75.csv,0.75,0.5533720601254197,-0.014158864564397411,0.11197538329628444,0.07056359002331528,-0.002008624697472191,-0.0005541052594583246,block_canvas_multifeature_k8_c0p05_noq2,8,0.05,True
submission_block_canvas_multifeature_k8_c0p02_all_scale0p35.csv,0.35,0.5601287600518922,-0.0074021646379249795,0.11531645383573268,0.1385495463400672,-0.06590162043140277,-0.03466133506549263,block_canvas_multifeature_k8_c0p02_all,8,0.02,False
submission_block_canvas_multifeature_k5_c0p05_noq2_scale0p5.csv,0.5,0.5592656581230897,-0.008265266566727436,0.11917402581364335,0.11601383224473243,-0.038329824857765406,-0.016334293731464403,block_canvas_multifeature_k5_c0p05_noq2,5,0.05,True
submission_block_canvas_multifeature_k3_c0p05_noq2_scale0p75.csv,0.75,0.5581840080776187,-0.009346916612198441,0.11983097282673116,0.08166902490609787,-0.05865876149698394,-0.017500745054815747,block_canvas_multifeature_k3_c0p05_noq2,3,0.05,True
submission_block_canvas_multifeature_k3_c0p05_all_scale0p35.csv,0.35,0.5616793658703777,-0.00585155881943944,0.13392229968133432,0.18262955126290426,-0.027374088698592796,-0.016341547761619803,block_canvas_multifeature_k3_c0p05_all,3,0.05,False
submission_block_canvas_multifeature_k5_c0p02_all_scale0p35.csv,0.35,0.5623832125096485,-0.005147712180168629,0.13615268132279548,0.1851825225177187,-0.05412073060244795,-0.032223507528773246,block_canvas_multifeature_k5_c0p02_all,5,0.02,False
submission_block_canvas_multifeature_k3_c0p02_all_scale0p5.csv,0.5,0.5623747524155089,-0.005156172274308202,0.1363735902901582,0.1344634106624795,-0.08464292181781266,-0.036534221621231364,block_canvas_multifeature_k3_c0p02_all,3,0.02,False
submission_block_canvas_multifeature_k8_c0p05_noq2_scale1p0.csv,1.0,0.5506976140033573,-0.01683331068645988,0.14930051106171252,0.07056359002331523,-0.002678166263296326,-0.0005541052594583392,block_canvas_multifeature_k8_c0p05_noq2,8,0.05,True
submission_block_canvas_multifeature_k3_c0p1_all_scale0p35.csv,0.35,0.5609105468484765,-0.006620377841340619,0.15003597012575529,0.19675122484136537,0.004296540573657951,0.0024664728257593476,block_canvas_multifeature_k3_c0p1_all,3,0.1,False
submission_block_canvas_multifeature_k8_c0p05_all_scale0p35.csv,0.35,0.5581427146343702,-0.009388210055446988,0.1515614757240275,0.1908241989575671,-0.0009373581921535987,-0.0005166370713187769,block_canvas_multifeature_k8_c0p05_all,8,0.05,False
submission_block_canvas_multifeature_k8_c0p1_noq2_scale0p75.csv,0.75,0.5519727892859535,-0.015558135403863638,0.15231137076690351,0.09397555803839694,0.0739126666204473,0.01996350630996812,block_canvas_multifeature_k8_c0p1_noq2,8,0.1,True
submission_block_canvas_multifeature_k5_c0p1_noq2_scale0p5.csv,0.5,0.5583933960929928,-0.009137528596824374,0.15273579978395518,0.14375502787031808,0.006038065301238547,0.0024877994595692006,block_canvas_multifeature_k5_c0p1_noq2,5,0.1,True
submission_block_canvas_multifeature_k3_c0p05_noq2_scale1p0.csv,1.0,0.5564396339717032,-0.011091290718113989,0.15977463043564152,0.08166902490609786,-0.07821168199597874,-0.01750074505481578,block_canvas_multifeature_k3_c0p05_noq2,3,0.05,True
submission_block_canvas_multifeature_k8_c0p02_all_scale0p5.csv,0.5,0.5576219762353875,-0.009908948454429689,0.16473779119390392,0.13854954634006725,-0.09414517204486089,-0.03466133506549254,block_canvas_multifeature_k8_c0p02_all,8,0.02,False
submission_block_canvas_multifeature_k8_c0p1_all_scale0p35.csv,0.35,0.5573808348529978,-0.01015008983681931,0.16518511894327922,0.2033390607059934,0.03449257775620901,0.018587068883080246,block_canvas_multifeature_k8_c0p1_all,8,0.1,False
submission_block_canvas_multifeature_k3_c0p1_noq2_scale0p75.csv,0.75,0.5567531648249278,-0.01077775986488938,0.16690362719626217,0.10904897957194419,0.00920687265783922,0.002633318141866811,block_canvas_multifeature_k3_c0p1_noq2,3,0.1,True
submission_block_canvas_multifeature_k5_c0p05_noq2_scale0p75.csv,0.75,0.5563406911194816,-0.01119023357033555,0.17876103872046484,0.1160138322447323,-0.05749473728664854,-0.016334293731464528,block_canvas_multifeature_k5_c0p05_noq2,5,0.05,True
submission_block_canvas_multifeature_k5_c0p05_all_scale0p35.csv,0.35,0.5604481059836428,-0.007082818706174332,0.1849762812611088,0.24026543326140948,-0.02683087740043561,-0.015256168902911376,block_canvas_multifeature_k5_c0p05_all,5,0.05,False
submission_block_canvas_multifeature_k3_c0p05_all_scale0p5.csv,0.5,0.5596431556725215,-0.007887769017295598,0.191317570973335,0.18262955126290442,-0.03910584099798912,-0.01634154776161955,block_canvas_multifeature_k3_c0p05_all,3,0.05,False
submission_block_canvas_multifeature_k5_c0p02_all_scale0p5.csv,0.5,0.5606641496201618,-0.006866775069655384,0.19450383046113645,0.18518252251771877,-0.07731532943206824,-0.032223507528773135,block_canvas_multifeature_k5_c0p02_all,5,0.02,False
submission_block_canvas_multifeature_k8_c0p1_noq2_scale1p0.csv,1.0,0.5488998329865785,-0.018631091703238623,0.20308182768920477,0.09397555803839695,0.0985502221605972,0.019963506309968276,block_canvas_multifeature_k8_c0p1_noq2,8,0.1,True
submission_block_canvas_multifeature_k5_c0p1_all_scale0p35.csv,0.35,0.55977619037401,-0.007754734315807088,0.20365802610423797,0.2562582194127968,0.004226645710867308,0.0023281313733744704,block_canvas_multifeature_k5_c0p1_all,5,0.1,False
submission_block_canvas_multifeature_k3_c0p02_all_scale0p75.csv,0.75,0.5608582087848673,-0.0066727159049498885,0.20456038543523716,0.13446341066247938,-0.12696438272671887,-0.03653422162123132,block_canvas_multifeature_k3_c0p02_all,3,0.02,False
submission_block_canvas_multifeature_k3_c0p1_all_scale0p5.csv,0.5,0.5585766111238527,-0.008954313565964434,0.21433710017965057,0.19675122484136554,0.006137915105226372,0.0024664728257596407,block_canvas_multifeature_k3_c0p1_all,3,0.1,False
submission_block_canvas_multifeature_k8_c0p05_all_scale0p5.csv,0.5,0.5548370762304937,-0.01269384845932342,0.2165163938914679,0.19082419895756714,-0.0013390831316482,-0.0005166370713188547,block_canvas_multifeature_k8_c0p05_all,8,0.05,False
submission_block_canvas_multifeature_k3_c0p1_noq2_scale1p0.csv,1.0,0.5545789782848972,-0.012951946404919923,0.22253816959501604,0.10904897957194412,0.012275830210452136,0.0026333181418667774,block_canvas_multifeature_k3_c0p1_noq2,3,0.1,True
submission_block_canvas_multifeature_k5_c0p1_noq2_scale0p75.csv,0.75,0.5550746329565713,-0.012456291733245806,0.22910369967593264,0.143755027870318,0.009057097951857813,0.002487799459569199,block_canvas_multifeature_k5_c0p1_noq2,5,0.1,True
submission_block_canvas_multifeature_k8_c0p1_all_scale0p5.csv,0.5,0.5537956186766554,-0.013735306013161752,0.23597874134754182,0.20333906070599342,0.049275111080298445,0.018587068883080194,block_canvas_multifeature_k8_c0p1_all,8,0.1,False
submission_block_canvas_multifeature_k5_c0p05_noq2_scale1p0.csv,1.0,0.55424492168686,-0.013286003002957125,0.23834805162728664,0.11601383224473241,-0.07665964971553064,-0.016334293731464365,block_canvas_multifeature_k5_c0p05_noq2,5,0.05,True
submission_block_canvas_multifeature_k8_c0p02_all_scale0p75.csv,0.75,0.554369798540433,-0.01316112614938414,0.2471066867908561,0.13854954634006741,-0.14121775806729073,-0.034661335065492405,block_canvas_multifeature_k8_c0p02_all,8,0.02,False
submission_block_canvas_multifeature_k5_c0p05_all_scale0p5.csv,0.5,0.5579747487486845,-0.009556175941132672,0.2642518303730128,0.24026543326140976,-0.038329824857765406,-0.01525616890291148,block_canvas_multifeature_k5_c0p05_all,5,0.05,False
submission_block_canvas_multifeature_k3_c0p02_all_scale1p0.csv,1.0,0.5600886215491676,-0.007442303140649531,0.27274718058031616,0.13446341066247938,-0.16928584363562563,-0.036534221621231426,block_canvas_multifeature_k3_c0p02_all,3,0.02,False
submission_block_canvas_multifeature_k3_c0p05_all_scale0p75.csv,0.75,0.5568936041024771,-0.010637320587340016,0.2869763564600026,0.18262955126290453,-0.05865876149698394,-0.016341547761619626,block_canvas_multifeature_k3_c0p05_all,3,0.05,False
submission_block_canvas_multifeature_k5_c0p1_all_scale0p5.csv,0.5,0.5570466839109526,-0.010484240778864562,0.2909400372917686,0.2562582194127969,0.006038065301238547,0.002328131373374292,block_canvas_multifeature_k5_c0p1_all,5,0.1,False
submission_block_canvas_multifeature_k5_c0p02_all_scale0p75.csv,0.75,0.5584741227278693,-0.009056801961947802,0.29175574569170454,0.18518252251771866,-0.11597299414810268,-0.032223507528773225,block_canvas_multifeature_k5_c0p02_all,5,0.02,False
submission_block_canvas_multifeature_k5_c0p1_noq2_scale1p0.csv,1.0,0.5525969153847102,-0.01493400930510691,0.3054715995679103,0.14375502787031805,0.012076130602476986,0.0024877994595691785,block_canvas_multifeature_k5_c0p1_noq2,5,0.1,True
submission_block_canvas_multifeature_k3_c0p1_all_scale0p75.csv,0.75,0.5553649425132522,-0.012165982176564949,0.3215056502694757,0.19675122484136542,0.00920687265783922,0.0024664728257595496,block_canvas_multifeature_k3_c0p1_all,3,0.1,False
submission_block_canvas_multifeature_k8_c0p05_all_scale0p75.csv,0.75,0.5503023424839698,-0.01722858220584733,0.3247745908372018,0.19082419895756708,-0.002008624697472191,-0.0005166370713188266,block_canvas_multifeature_k8_c0p05_all,8,0.05,False
submission_block_canvas_multifeature_k8_c0p02_all_scale1p0.csv,1.0,0.5523148512180507,-0.015216073471766456,0.32947558238780805,0.13854954634006736,-0.18829034408972112,-0.034661335065492425,block_canvas_multifeature_k8_c0p02_all,8,0.02,False
submission_block_canvas_multifeature_k8_c0p1_all_scale0p75.csv,0.75,0.54884616160599,-0.01868476308382716,0.3539681120213129,0.20333906070599353,0.0739126666204473,0.018587068883080104,block_canvas_multifeature_k8_c0p1_all,8,0.1,False
submission_block_canvas_multifeature_k3_c0p05_all_scale1p0.csv,1.0,0.5549638323962004,-0.012567092293616744,0.3826351419466697,0.18262955126290437,-0.07821168199597874,-0.01634154776161966,block_canvas_multifeature_k3_c0p05_all,3,0.05,False
submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,1.0,0.5571544391411358,-0.010376485548681313,0.3890076609222728,0.18518252251771866,-0.15463065886413677,-0.0322235075287732,block_canvas_multifeature_k5_c0p02_all,5,0.02,False
submission_block_canvas_multifeature_k5_c0p05_all_scale0p75.csv,0.75,0.5546176939943138,-0.01291323069550332,0.396377745559519,0.2402654332614096,-0.05749473728664854,-0.015256168902911593,block_canvas_multifeature_k5_c0p05_all,5,0.05,False
submission_block_canvas_multifeature_k3_c0p1_all_scale1p0.csv,1.0,0.5530057037678439,-0.01452522092197328,0.42867420035930076,0.19675122484136534,0.012275830210452136,0.002466472825759518,block_canvas_multifeature_k3_c0p1_all,3,0.1,False
submission_block_canvas_multifeature_k8_c0p05_all_scale1p0.csv,1.0,0.546999925750204,-0.020530998939613188,0.4330327877829359,0.1908241989575672,-0.002678166263296326,-0.0005166370713188404,block_canvas_multifeature_k8_c0p05_all,8,0.05,False
submission_block_canvas_multifeature_k5_c0p1_all_scale0p75.csv,0.75,0.5532953021965696,-0.014235622493247502,0.4364100559376526,0.25625821941279675,0.009057097951857813,0.002328131373374291,block_canvas_multifeature_k5_c0p1_all,5,0.1,False
submission_block_canvas_multifeature_k8_c0p1_all_scale1p0.csv,1.0,0.5451791890388239,-0.022351735650993243,0.4719574826950839,0.20333906070599353,0.0985502221605972,0.01858706888308025,block_canvas_multifeature_k8_c0p1_all,8,0.1,False
submission_block_canvas_multifeature_k5_c0p05_all_scale1p0.csv,1.0,0.5522309750130822,-0.01529994967673498,0.5285036607460254,0.24026543326140962,-0.07665964971553064,-0.015256168902911444,block_canvas_multifeature_k5_c0p05_all,5,0.05,False
submission_block_canvas_multifeature_k5_c0p1_all_scale1p0.csv,1.0,0.5505431495186167,-0.016987775171200425,0.581880074583537,0.2562582194127968,0.012076130602476986,0.002328131373374272,block_canvas_multifeature_k5_c0p1_all,5,0.1,False
