target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,feature_family,passes_strict,passes_loose
Q3,lebcj_l0p2_e32_target_norm,subject_center,0.2013163742075513,0.2,0.6303484889503163,0.6184630984596942,0.45,0.6194263984641003,-0.010922090486215952,-0.010439416144133242,-0.01041071081317757,-0.014692265951457562,-0.006342312562784835,1.0,0.4465384615384616,0.0,geometry,True,True
Q3,lebcj_l0p2_e32_target_norm,subject_center,0.2013163742075513,0.1,0.6303484889503163,0.619629773585123,0.45,0.6203112047717448,-0.010037284178571415,-0.00955983449833277,-0.00974498444463423,-0.013645345160650302,-0.005621736084775925,0.9923076923076923,0.44538461538461543,0.0,geometry,True,True
Q3,lebcj_l0p2_e32_absresid_mean,subject_center,0.17857877228711777,0.2,0.6303484889503163,0.6209356471770227,0.45,0.6217882898074992,-0.008560199142817027,-0.007282626587601586,-0.0084025516140116,-0.010951397530323342,-0.004178326595264931,0.9076923076923077,0.4136538461538462,0.015384615384615385,resid_emb,True,True
Q3,lebcj_l0p2_e32_target_norm,subject_center,0.2013163742075513,0.05,0.6303484889503163,0.6237361762507069,0.45,0.6222648618168225,-0.008083627133493754,-0.007241487040368936,-0.007704130249191143,-0.010817953685701376,-0.0041013818943500535,0.9346153846153846,0.4273461538461539,0.0,geometry,True,True
Q3,lebcj_l0p2_e32_absresid_emb_05,subject_center,0.18368743948420913,0.2,0.6303484889503163,0.6227571731115135,0.45,0.6223990701476894,-0.007949418802626895,-0.006896521224364324,-0.0071402349529086084,-0.010734141213316617,-0.003533155306277014,0.9076923076923077,0.42534615384615393,0.011538461538461539,resid_emb,True,True
Q3,lebcj_l0p2_e32_absresid_mean,subject_center,0.17857877228711777,0.1,0.6303484889503163,0.6224423251667496,0.45,0.6226875852540339,-0.007660903696282362,-0.006261429931013028,-0.007082993021776618,-0.009710139913098492,-0.003457722720556,0.8807692307692307,0.4063461538461539,0.015384615384615385,resid_emb,True,True
Q3,lebcj_l0p2_e32_resid_norm,subject_center,0.17142196110338148,0.2,0.6303484889503163,0.6228545984411671,0.45,0.6228877402433709,-0.007460748706945353,-0.006062253939449649,-0.006459339736256564,-0.009425837196006925,-0.003209037233040918,0.8769230769230769,0.40423076923076934,0.015384615384615385,geometry,True,True
Q3,lebcj_l0p2_e32_target_norm,subject_z,0.173379224250672,0.2,0.6303484889503163,0.6286989627435254,0.45,0.6230077285421669,-0.007340760408149349,-0.006296851005805088,-0.007014021931562087,-0.009201802434626982,-0.004184454259099413,0.9192307692307692,0.4178846153846154,0.0,geometry,True,True
Q3,lebcj_l0p2_e32_absresid_emb_05,subject_center,0.18368743948420913,0.1,0.6303484889503163,0.6236384516372719,0.45,0.6231020312276024,-0.007246457722713817,-0.006067989528849277,-0.006754980756286055,-0.009785759072678868,-0.003138810779086648,0.8807692307692307,0.4180769230769231,0.023076923076923078,resid_emb,True,True
Q3,lebcj_l0p2_e32_target_norm,subject_z,0.173379224250672,0.1,0.6303484889503163,0.6289401180819137,0.45,0.6236678498163705,-0.006680639133945787,-0.005591745542022166,-0.006308890151728419,-0.008266586238546175,-0.003754411549808656,0.9153846153846154,0.41192307692307695,0.0,geometry,True,True
Q3,lebcj_l0p2_e32_resid_norm,subject_center,0.17142196110338148,0.1,0.6303484889503163,0.6243069501406407,0.45,0.6237206155993537,-0.006627873350962599,-0.005006849824809274,-0.005453713874377819,-0.008322733782468728,-0.00239033164777247,0.8461538461538461,0.39219230769230773,0.026923076923076925,geometry,True,True
Q3,lebcj_l0p2_e32_target_norm,global_z,0.1669458323794663,0.2,0.6303484889503163,0.6232545548709587,0.45,0.6242730330714977,-0.006075455878818525,-0.0055080499503292225,-0.005455969263108484,-0.008367932666109607,-0.002748722167599249,0.9807692307692307,0.42096153846153855,0.0,geometry,True,True
Q3,lebcj_l0p2_e32_absresid_mean,subject_center,0.17857877228711777,0.05,0.6303484889503163,0.6268493497072197,0.45,0.6245424231117742,-0.0058060658385420405,-0.003941721671630189,-0.004579151981436658,-0.00698090915764582,-0.0012673929751780832,0.8384615384615385,0.3753461538461539,0.03076923076923077,resid_emb,True,True
Q3,lebcj_l0p2_e32_absresid_mean,global_z,0.15248043599420524,0.2,0.6303484889503163,0.623477585819998,0.45,0.6247066238141982,-0.005641865136118085,-0.004720725160084941,-0.005272339665652326,-0.007117803723576593,-0.0027850547394294434,0.9115384615384615,0.4078846153846154,0.015384615384615385,resid_emb,True,True
