candidate,kind,raw,neural,episode,raw_weight,neural_weight,episode_weight,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos,public_safety_rank
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_top10_rw1p25_nw1p25_ew1p0.csv,global,raw05,nb_strict10,er_top10,1.25,1.25,1.0,0.5566745959120223,-0.010856328777794855,-0.1350728186391173,-0.07540061096523083,1.3977178377428856,0.34155588590100394,-0.011750357905250502
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p25_nw1p0_ew1p0.csv,global,raw075,nb_strict10,er_top10,1.25,1.0,1.0,0.5566789251096803,-0.010851999580136829,-0.09366173522825222,-0.05620832616432882,1.7328657617618899,0.4552382422345489,-0.01172946427422813
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p25_nw1p0_ew1p0.csv,global,raw075,nb_top10,er_strict10,1.25,1.0,1.0,0.556710219439011,-0.01082070525080614,-0.1440556785032923,-0.08200814766072724,1.8380895937823012,0.4580666358288628,-0.011718327522207457
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p0_nw1p0_ew1p0.csv,global,raw075,nb_top10,er_top10,1.0,1.0,1.0,0.5567166508994551,-0.010814273790362039,-0.09673935419649976,-0.05756262988884398,1.4453152411714103,0.3764743480365858,-0.01169296953204064
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw1p25_nw1p25_ew1p0.csv,global,raw05,nb_top10,er_strict10,1.25,1.25,1.0,0.5567547032842806,-0.010776221405536579,-0.1858197899304724,-0.09768970187928627,1.5117849839213822,0.3479222558780613,-0.011690549321508769
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p25_ew1p0.csv,global,raw075,nb_top10,er_top10,0.75,1.25,1.0,0.5567123593449484,-0.010818565344868691,-0.1410490514609945,-0.0761717477905376,1.1607057402017773,0.2743981928423409,-0.011687478983594334
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p25_nw1p25_ew0p75.csv,global,raw075,nb_top10,er_top10,1.25,1.25,0.75,0.5567460863563213,-0.01078483833349586,-0.1545118825644172,-0.08505885554173993,1.8064625378305792,0.43533338570533164,-0.011686643086521628
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw1p25_nw1p25_ew1p0.csv,global,raw075,nb_top075,er_top10,1.25,1.25,1.0,0.5567323467798423,-0.010798577909974849,-0.1197823149959347,-0.06483215301378456,1.78613078659069,0.42320068505417213,-0.011686490835973224
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_strict10_rw1p25_nw1p25_ew1p0.csv,global,raw05,nb_strict10,er_strict10,1.25,1.25,1.0,0.5568071203717448,-0.010723804318072294,-0.18405464984889652,-0.10158153262805525,1.4675684131309545,0.35456975465159407,-0.011637426178011853
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw1p25_nw1p0_ew1p0.csv,global,raw075,nb_strict10,er_strict10,1.25,1.0,1.0,0.5567947389687318,-0.010736185721085367,-0.14264356643803155,-0.0844441758234076,1.8027163371499593,0.4671757278784919,-0.01163324314766058
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p25_nw1p25_ew0p75.csv,global,raw075,nb_top10,er_strict10,1.25,1.25,0.75,0.5568234269561072,-0.010707497733709936,-0.19124825597175185,-0.10452172963797536,1.8588504693716306,0.44472231691921,-0.011623997036098638
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw0p75_nw1p25_ew1p0.csv,global,raw075,nb_top10,er_strict10,0.75,1.25,1.0,0.5568365943049156,-0.01069433038490153,-0.19003088267077384,-0.10192558579557258,1.230556315589846,0.28893216246129627,-0.011610342737969839
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p0_nw1p0_ew1p0.csv,global,raw075,nb_strict10,er_top10,1.0,1.0,1.0,0.5567989495034745,-0.010731975186342613,-0.09532724213123901,-0.05933716230748716,1.4099419845390684,0.38419026050014077,-0.011610106083195109
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw0p75_nw1p25_ew1p0.csv,global,raw075,nb_strict10,er_top10,0.75,1.25,1.0,0.5567593024184534,-0.010771622271363746,-0.13928391137941862,-0.07938734143300084,1.1164891694113495,0.2785737448395601,-0.011608878254503458
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p0_nw1p0_ew1p0.csv,global,raw075,nb_top10,er_strict10,1.0,1.0,1.0,0.5568241636935779,-0.01070676099623924,-0.1457211854062791,-0.08591772583004188,1.5151658165594788,0.3910709938864768,-0.011605049470401751
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p25_nw1p25_ew0p75.csv,global,raw075,nb_strict10,er_top10,1.25,1.25,0.75,0.556830400170695,-0.010700524519122179,-0.1527467424828413,-0.0888396287269487,1.7622459670401511,0.4486799541992616,-0.011601623216115315
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_strict10_rw1p25_nw1p25_ew1p0.csv,global,raw075,nb_top075,er_strict10,1.25,1.25,1.0,0.5568387019065529,-0.010692222783264205,-0.16876414620571395,-0.09045855188549645,1.8559813619787593,0.43549023255664654,-0.01159972844174649
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw1p0_nw1p25_ew1p0.csv,global,raw05,nb_top10,er_top10,1.0,1.25,1.0,0.5568284257539842,-0.010702498935832971,-0.1386794814105455,-0.07479487473100337,1.191934408533313,0.281415070324623,-0.01159232481437051
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p0_nw1p25_ew0p75.csv,global,raw075,nb_top10,er_top10,1.0,1.25,0.75,0.5568506060640193,-0.01068031862579788,-0.1561773894674041,-0.08878858994112226,1.4835387606077566,0.369209834938617,-0.011582789581584842
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw1p0_nw1p25_ew1p0.csv,global,raw075,nb_top075,er_top10,1.0,1.25,1.0,0.5568549497782739,-0.010675974911543262,-0.12144782189892143,-0.06777700555646331,1.463207009367869,0.35746521238491574,-0.011564554040302832
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw0p75_nw1p25_ew1p0.csv,global,raw075,nb_strict10,er_strict10,0.75,1.25,1.0,0.5568911381852525,-0.010639786504564652,-0.18826574258919795,-0.10615972134298858,1.1863397447994186,0.2928416953055375,-0.011545530622959925
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw1p25_nw1p25_ew0p75.csv,global,raw075,nb_strict10,er_strict10,1.25,1.25,0.75,0.5569134417165741,-0.010617482973243053,-0.1894831158901759,-0.1090511919534351,1.8146338985812025,0.4571769041812365,-0.011533276219599124
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw1p25_nw1p0_ew1p0.csv,global,raw05,nb_top10,er_top10,1.25,1.0,1.0,0.5568807083183108,-0.010650216371506316,-0.0941937683591851,-0.056324062816077235,1.4036201322801245,0.3674148917807185,-0.01152789387884999
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p0_nw1p25_ew0p75.csv,global,raw075,nb_top10,er_strict10,1.0,1.25,0.75,0.55692639569022,-0.010604528999597185,-0.19291376287473858,-0.10894394676732284,1.5359266921488082,0.3797044998933345,-0.01152169450474708
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw1p0_nw1p0_ew1p0.csv,global,raw075,nb_strict10,er_strict10,1.0,1.0,1.0,0.5569125396668453,-0.010618385022971855,-0.14430907334101836,-0.08866683186118789,1.479792559927137,0.3980189560858734,-0.011516108652308262
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_top10_rw1p0_nw1p25_ew1p0.csv,global,raw05,nb_strict10,er_top10,1.0,1.25,1.0,0.5568764715148601,-0.010654453174957057,-0.13691434132896968,-0.07792348517545657,1.1477178377428856,0.28594988233247,-0.011512621397908665
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw1p0_nw1p25_ew1p0.csv,global,raw05,nb_top10,er_strict10,1.0,1.25,1.0,0.5569517965200486,-0.010579128169768581,-0.18766131262032482,-0.1005209205228569,1.261784983921382,0.2958710178264405,-0.011494192694816711
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p0_nw1p25_ew0p75.csv,global,raw075,nb_strict10,er_top10,1.0,1.25,0.75,0.5569398123054479,-0.010591112384369272,-0.15441224938582823,-0.09301145383663657,1.4393221898173292,0.3795317105831184,-0.011492877284123603
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_strict10_rw1p0_nw1p25_ew1p0.csv,global,raw075,nb_top075,er_strict10,1.0,1.25,1.0,0.5569590529906672,-0.01057187169914997,-0.17042965310870067,-0.09426052251275713,1.5330575847559382,0.3711748269375881,-0.011480043560393451
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_top10_rw1p25_nw1p0_ew1p0.csv,global,raw05,nb_strict10,er_top10,1.25,1.0,1.0,0.5569651056230319,-0.01056581906678522,-0.09278165629392443,-0.058050936543844044,1.3682468756477828,0.374754570731621,-0.01144293172930279
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw1p25_nw1p0_ew1p0.csv,global,raw05,nb_top10,er_strict10,1.25,1.0,1.0,0.5569865487515285,-0.010544375938288608,-0.14317559956896445,-0.08485171222450331,1.4734707076681934,0.38226846289540567,-0.011441646178116195
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_strict10_rw1p0_nw1p25_ew1p0.csv,global,raw05,nb_strict10,er_strict10,1.0,1.25,1.0,0.5570074430877564,-0.010523481602060736,-0.185896172538749,-0.10466907600117957,1.2175684131309543,0.30010738240289087,-0.011437840071076236
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw1p0_nw1p25_ew0p75.csv,global,raw075,nb_strict10,er_strict10,1.0,1.25,0.75,0.557021302877742,-0.010509621812075154,-0.19114862279316266,-0.11398094263377924,1.4917101213583805,0.3893864827133596,-0.01142608126119242
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw1p25_nw1p25_ew0p75.csv,global,raw05,nb_top10,er_top10,1.25,1.25,0.75,0.5570075917116724,-0.010523332978144784,-0.1536318036300895,-0.08778845771321851,1.4418436517164708,0.360669836949989,-0.01142478569959682
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p25_nw1p0_ew0p75.csv,global,raw075,nb_top10,er_top10,1.25,1.0,0.75,0.5569929397128178,-0.010537984976999315,-0.11186769220290924,-0.0701146909720111,1.7681482615773891,0.485130285659545,-0.01142273205388048
submission_jepa_neural_episode_rawstack_raw05_nb_top075_er_top10_rw1p25_nw1p25_ew1p0.csv,global,raw05,nb_top075,er_top10,1.25,1.25,1.0,0.5570233325419236,-0.01050759214789354,-0.11890223606160674,-0.06665821052920838,1.4215119004765824,0.3488586471062834,-0.011395153042318184
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p0_ew1p0.csv,global,raw075,nb_top10,er_top10,0.75,1.0,1.0,0.5569723618467913,-0.01055856284302581,-0.09840486109948648,-0.06028846756881523,1.1223914639485888,0.3010214276832476,-0.011383598812229617
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p25_nw1p0_ew0p75.csv,global,raw075,nb_top10,er_strict10,1.25,1.0,0.75,0.5570561926984549,-0.010474731991362285,-0.14860406561024378,-0.09232030863694127,1.8205361931184405,0.49510947489628304,-0.011374173617606382
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw1p25_nw1p25_ew0p75.csv,global,raw05,nb_top10,er_strict10,1.25,1.25,0.75,0.5570822020795204,-0.010448722610296723,-0.19036817703742404,-0.10807261155294275,1.4942315832575224,0.37134242623053343,-0.011364869881111694
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_strict10_rw1p25_nw1p0_ew1p0.csv,global,raw05,nb_strict10,er_strict10,1.25,1.0,1.0,0.5570770234254976,-0.010453901264319554,-0.14176348750370368,-0.0875708332180253,1.4380974510358515,0.3888828344575198,-0.011350606659321036
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw0p75_nw1p0_ew1p0.csv,global,raw075,nb_top10,er_strict10,0.75,1.0,1.0,0.5570774640706244,-0.010453460619192723,-0.14738669230926588,-0.08957098031969264,1.192242039336658,0.31718223139864576,-0.011346984723652089
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_top10_rw1p25_nw1p25_ew0p75.csv,global,raw05,nb_strict10,er_top10,1.25,1.25,0.75,0.5570994631391516,-0.010431461550665544,-0.15186666354851355,-0.09197958369371452,1.3976270809260432,0.37055754348985787,-0.01133220821608495
submission_jepa_neural_episode_rawstack_raw05_nb_top075_er_strict10_rw1p25_nw1p25_ew1p0.csv,global,raw05,nb_top075,er_strict10,1.25,1.25,1.0,0.5571257439771118,-0.010405180712705353,-0.16788406727138616,-0.09329309303372442,1.4913624758646513,0.3627927378840547,-0.011312334339613908
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw0p75_nw1p25_ew0p75.csv,global,raw075,nb_top10,er_top10,0.75,1.25,0.75,0.5570948413064529,-0.010436083383364214,-0.157842896370391,-0.09223994889862124,1.160614983384935,0.2969050256692665,-0.011311651030281826
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p25_nw1p0_ew0p75.csv,global,raw075,nb_strict10,er_top10,1.25,1.0,0.75,0.5571087713645132,-0.01042215332530394,-0.11045558013764854,-0.07263752217617306,1.7327750049450474,0.4988280865407235,-0.011306335557359
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p0_nw1p0_ew0p75.csv,global,raw075,nb_top10,er_top10,1.0,1.0,0.75,0.5571217889733918,-0.010409135716425322,-0.11353319910589586,-0.07413792974592619,1.4452244843545679,0.41313144625956233,-0.011294548996067681
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw1p25_nw1p25_ew0p75.csv,global,raw075,nb_top075,er_top10,1.25,1.25,0.75,0.5571329777251065,-0.010397946964710636,-0.13657615990533103,-0.07988411700688773,1.786040029773848,0.4573114693945054,-0.011292577428672769
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw1p0_nw1p0_ew1p0.csv,global,raw05,nb_top10,er_top10,1.0,1.0,1.0,0.5570958632507861,-0.010435061439031057,-0.09603529104903745,-0.05872587213831708,1.1536201322801243,0.3088138775601081,-0.01128100964804676
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw0p75_nw1p25_ew0p75.csv,global,raw075,nb_top10,er_strict10,0.75,1.25,0.75,0.5571689412059921,-0.010361983483824999,-0.19457926977772533,-0.11303484023787987,1.2130029149259867,0.30847002158557585,-0.01127981519173609
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw0p75_nw1p0_ew1p0.csv,global,raw075,nb_strict10,er_top10,0.75,1.0,1.0,0.5570584595516294,-0.010472465138187781,-0.09699274903422575,-0.062281420633844786,1.0870182073162467,0.3055564276329418,-0.011272174982922845
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_strict10_rw1p25_nw1p25_ew0p75.csv,global,raw05,nb_strict10,er_strict10,1.25,1.25,0.75,0.5571797744530927,-0.010351150236724393,-0.1886030369558481,-0.11309430718538697,1.4500150124670947,0.380627292064807,-0.011266591451506732
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw0p75_nw1p25_ew1p0.csv,global,raw075,nb_top075,er_top10,0.75,1.25,1.0,0.5571172208250215,-0.010413703864795676,-0.1231133288019084,-0.07051628412160724,1.140283232145047,0.28591204156069594,-0.011261147458817972
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p25_nw0p75_ew1p0.csv,global,raw075,nb_top10,er_top10,1.25,0.75,1.0,0.5571314216067021,-0.010399503083114991,-0.05242965693200477,-0.03386398693626205,1.7299247421410435,0.4891292628872781,-0.011260474945887795
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw1p25_nw1p0_ew0p75.csv,global,raw075,nb_strict10,er_strict10,1.25,1.0,0.75,0.5571765825660362,-0.010354342123780946,-0.14719195354498307,-0.09562079318805453,1.785162936486099,0.5076699971999555,-0.01125321890519894
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_top10_er_strict10.csv,targetwise,raw075,nb_top10,er_strict10,,,,0.5571798395611719,-0.010351085128645243,-0.14576814425361842,-0.0977084425482341,1.329726181876154,0.39018183746152485,-0.011249392386346691
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw1p25_nw1p0_ew1p0.csv,global,raw075,nb_top075,er_top10,1.25,1.0,1.0,0.557154238914296,-0.010376685775521088,-0.08072526916624403,-0.048511731076654074,1.7519010119488483,0.4608739886464749,-0.011248975883187587
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p0_nw1p0_ew0p75.csv,global,raw075,nb_top10,er_strict10,1.0,1.0,0.75,0.5571833749487425,-0.010347549741074658,-0.15026957251323045,-0.09732559384799129,1.4976124158956199,0.4246105758898006,-0.01124765757007995
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_strict10_rw1p25_nw1p25_ew0p75.csv,global,raw075,nb_top075,er_strict10,1.25,1.25,0.75,0.557193704696469,-0.010337219993348135,-0.1733125333126655,-0.10051598214258099,1.8384279613148995,0.46675301353766785,-0.011246545006673202
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw0p75_nw1p0_ew1p0.csv,global,raw075,nb_strict10,er_strict10,0.75,1.0,1.0,0.5571696391447103,-0.010361285545106846,-0.1459745802440051,-0.09261171820829113,1.1568687827043156,0.32129811115042944,-0.01122948352509747
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw1p0_nw1p0_ew1p0.csv,global,raw05,nb_top10,er_strict10,1.0,1.0,1.0,0.5572000482784853,-0.01033087641133179,-0.14501712225881677,-0.08796211048253988,1.2234707076681932,0.3248667755601678,-0.011228883260235318
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_strict10_rw0p75_nw1p25_ew1p0.csv,global,raw075,nb_top075,er_strict10,0.75,1.25,1.0,0.5572188870758364,-0.010312037613980696,-0.17209516001168756,-0.09778118312811827,1.2101338075331156,0.30099230245424774,-0.011220875677985371
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw1p0_nw1p25_ew0p75.csv,global,raw05,nb_top10,er_top10,1.0,1.25,0.75,0.557215030334736,-0.010315894355081179,-0.1554733263199418,-0.09072938343522242,1.1918436517164706,0.3044715517335181,-0.011212374241810685
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_strict10_rw1p25_nw0p75_ew1p0.csv,global,raw075,nb_top10,er_strict10,1.25,0.75,1.0,0.5572225204210859,-0.010308404268731253,-0.1014114881417841,-0.06473214645520023,1.7997753175291122,0.502905641628717,-0.011188968863987967
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw0p75_nw1p25_ew0p75.csv,global,raw075,nb_strict10,er_top10,0.75,1.25,0.75,0.5571888668584687,-0.01034205783134845,-0.1560777562888151,-0.09686990840439241,1.1163984125945074,0.3033209796320666,-0.01118596782268013
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_strict10_rw1p25_nw1p0_ew1p0.csv,global,raw075,nb_top075,er_strict10,1.25,1.0,1.0,0.5572463869295322,-0.010284537760284929,-0.1297071003760234,-0.07707665241273526,1.821751587336917,0.47389662287160295,-0.011176420600435338
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p0_nw1p0_ew0p75.csv,global,raw075,nb_strict10,er_top10,1.0,1.0,0.75,0.5572415759373636,-0.010289348752453575,-0.1121210870406352,-0.07707073624627138,1.4098512277222257,0.4242392620502577,-0.01117419718726983
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_top10_rw1p0_nw1p0_ew1p0.csv,global,raw05,nb_strict10,er_top10,1.0,1.0,1.0,0.5571828587301672,-0.010348065959649988,-0.09462317898377678,-0.06063376853475775,1.1182468756477826,0.31368235087183155,-0.011168688044196948
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_top10_rw1p25_nw0p75_ew1p0.csv,global,raw075,nb_strict10,er_top10,1.25,0.75,1.0,0.5572264215659453,-0.010304503123871878,-0.051370572883059205,-0.03430582919145507,1.703394799666787,0.4979711616317245,-0.011165051353025101
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw1p0_nw1p25_ew0p75.csv,global,raw05,nb_top10,er_strict10,1.0,1.25,0.75,0.55728847903258,-0.010242445657237087,-0.19220969972727622,-0.11150077200102647,1.2442315832575224,0.3159651318934153,-0.011159329537127997
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw1p0_nw1p25_ew0p75.csv,global,raw075,nb_top075,er_top10,1.0,1.25,0.75,0.5572683154157926,-0.010262609274024559,-0.13824166680831776,-0.083820965357459,1.4631162525510264,0.38835410044444635,-0.011157905940747887
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw0p75_nw1p25_ew0p75.csv,global,raw075,nb_strict10,er_strict10,0.75,1.25,0.75,0.5572686677041011,-0.010262256985716034,-0.1928141296961495,-0.11854052934405616,1.1687863441355588,0.3145563800725191,-0.011157533078489386
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw0p75_nw1p25_ew1p0.csv,global,raw05,nb_top10,er_top10,0.75,1.25,1.0,0.5570892805174338,-0.010441644172383358,-0.14052100410039786,-0.07694070263441788,0.9419344085333128,0.22577244136213565,-0.011157206659996836
submission_jepa_neural_episode_rawstack_raw05_nb_top075_er_top10_rw1p0_nw1p25_ew1p0.csv,global,raw05,nb_top075,er_top10,1.0,1.25,1.0,0.5572429121062583,-0.010288012583558825,-0.12074375875145921,-0.06905201708938404,1.1715119004765826,0.29328763019648624,-0.011156368417393018
submission_jepa_neural_episode_rawstack_targetwise_raw075_nb_strict10_er_strict10.csv,targetwise,raw075,nb_strict10,er_strict10,,,,0.5573017740744733,-0.010229150615343796,-0.1502989280000269,-0.10359767034714559,1.3031962394018974,0.3932233403703633,-0.011129270186543807
submission_jepa_neural_episode_rawstack_raw05_nb_strict10_er_strict10_rw1p0_nw1p0_ew1p0.csv,global,raw05,nb_strict10,er_strict10,1.0,1.0,1.0,0.5572931211271144,-0.010237803562702763,-0.1436050101935561,-0.09091769058752834,1.1880974510358515,0.32928066591639854,-0.011126913782505281
submission_jepa_neural_episode_rawstack_raw075_nb_strict10_er_strict10_rw1p0_nw1p0_ew0p75.csv,global,raw075,nb_strict10,er_strict10,1.0,1.0,0.75,0.5573077201286003,-0.010223204561216837,-0.14885746044796974,-0.10112168605672982,1.4622391592632777,0.4348379811358488,-0.011122747545396026
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_top10_rw1p25_nw1p0_ew0p75.csv,global,raw05,nb_top10,er_top10,1.25,1.0,0.75,0.5572941858451339,-0.010236738844683235,-0.11098761326858139,-0.07292287631271732,1.4035293754632823,0.403688287000318,-0.011121133889990668
submission_jepa_neural_episode_rawstack_raw075_nb_top10_er_top10_rw1p0_nw0p75_ew1p0.csv,global,raw075,nb_top10,er_top10,1.0,0.75,1.0,0.5572724768999306,-0.010258447789886493,-0.05409516383499169,-0.0364535904618734,1.4070009649182222,0.41506071393879385,-0.011120085855420491
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_strict10_rw1p0_nw1p25_ew0p75.csv,global,raw075,nb_top075,er_strict10,1.0,1.25,0.75,0.5573273554614971,-0.010203569228319997,-0.17497804021565236,-0.10526001544429961,1.5155041840920778,0.3990914142872322,-0.011113560444406258
submission_jepa_neural_episode_rawstack_raw075_nb_top075_er_top10_rw1p0_nw1p0_ew1p0.csv,global,raw075,nb_top075,er_top10,1.0,1.0,1.0,0.5572955498647163,-0.01023537482510084,-0.08239077606923075,-0.051383852000745564,1.428977234726026,0.3901294525001867,-0.011108331135528534
submission_jepa_neural_episode_rawstack_raw05_nb_top10_er_strict10_rw0p75_nw1p25_ew1p0.csv,global,raw05,nb_top10,er_strict10,0.75,1.25,1.0,0.5572110130314266,-0.010319911658390524,-0.18950283531017723,-0.10313167828229412,1.011784983921382,0.24104602073729153,-0.011103962281259563
