fold,rows,base_mean,candidate_mean,delta_mean
geom_r00,128,0.5574261071344135,0.5651740496385044,0.007747942504090832
geom_r01,134,0.57454087130107,0.5819585489401204,0.007417677639050435
geom_r02,147,0.563247203656986,0.5703894534052311,0.007142249748245066
geom_r03,133,0.5483301420527826,0.5570445039615335,0.008714361908750856
