fold,train_blocks,val_blocks,covered_rows,train_loss,pred_loss,sig_loss
geom_r00,327,18,134,0.005904545076191425,0.004153184359893203,0.03918039612472057
geom_r01,319,22,210,0.005898074246942997,0.00420639431104064,0.03803999722003937
geom_r02,340,19,279,0.005870450520887971,0.004279428394511342,0.036099873483181
geom_r03,324,21,308,0.005786496913060546,0.003968997276388109,0.040318990126252174
