config,graph,smooth_weight,prior_weight,label_weight,group,scale,covered_rows,base_loss,oof_loss,oof_delta_vs_stage2
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5676864019586216,0.00015547726880449364
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5676865313621977,0.00015560667238057047
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,stage,0.5,287,0.5675309246898171,0.5676870084997443,0.00015608380992715443
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5676882641372226,0.00015733944740548012
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,all,0.75,287,0.5675309246898171,0.5676894069344751,0.0001584822446579759
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5676902590550128,0.00015933436519566246
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5676902666705704,0.00015934198075329142
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.5676906332704755,0.00015970858065839089
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,stage,0.5,287,0.5675309246898171,0.5676906678843356,0.00015974319451850238
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,no_q2,0.35,287,0.5675309246898171,0.5676908819253246,0.00015995723550743524
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5676914287269825,0.00016050403716538764
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,all,0.75,287,0.5675309246898171,0.5676917510349598,0.000160826345142695
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,no_q2,0.35,287,0.5675309246898171,0.5676922544547254,0.0001613297649082357
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5676932385711678,0.00016231388135068414
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5676932468129292,0.00016232212311206862
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5676932724736748,0.0001623477838577081
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5676939085025399,0.00016298381272272788
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,s23,0.5,287,0.5675309246898171,0.56769633127406,0.00016540658424291088
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,stage,0.25,287,0.5675309246898171,0.5676974371371288,0.00016651244731169523
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,stage,0.25,287,0.5675309246898171,0.567697824923292,0.00016690023347487593
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5676978572109153,0.00016693252109811763
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5676979183908256,0.00016699370100847766
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,all,0.25,287,0.5675309246898171,0.5676980043462818,0.00016707965646467482
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5676981019542093,0.00016717726439219316
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,all,0.25,287,0.5675309246898171,0.5676985567098572,0.00016763202004010935
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,all,0.15,287,0.5675309246898171,0.5676989880440726,0.00016806335425545438
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5676991125627878,0.00016818787297068205
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5677001886702483,0.00016926398043115576
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5677008354687502,0.00016991077893302453
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5677008982688662,0.00016997357904902088
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.5677017779985354,0.000170853308718244
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,all,0.15,287,0.5675309246898171,0.5677031387436012,0.00017221405378409216
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5677038257509943,0.00017290106117717752
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5677061479798857,0.0001752232900685824
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5677068726405028,0.00017594795068565094
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5677078862234003,0.00017696153358315314
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,stage,0.35,287,0.5675309246898171,0.5677093529109917,0.0001784282211745314
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5677102571991937,0.00017933250937651746
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,stage,0.5,287,0.5675309246898171,0.5677112208507836,0.0001802961609664866
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.567713393511635,0.0001824688218178272
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5677137540428647,0.00018282935304758663
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5677178341286286,0.00018690943881150002
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5677204185860261,0.00018949389620892543
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5677238050097274,0.00019288031991027133
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5677247575546305,0.00019383286481333695
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,stage,0.25,287,0.5675309246898171,0.5677253307591356,0.0001944060693184202
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.567725384327036,0.00019445963721886894
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,s23,0.35,287,0.5675309246898171,0.567726603263309,0.00019567857349189755
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,stage,0.25,287,0.5675309246898171,0.5677270224252864,0.00019609773546924725
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5677302034370719,0.000199278747254783
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5677307061726848,0.00019978148286770026
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,all,0.35,287,0.5675309246898171,0.5677308896036138,0.0001999649137967019
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5677322038345867,0.00020127914476952835
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5677331036382488,0.00020217894843166384
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,all,0.35,287,0.5675309246898171,0.5677353611298733,0.00020443644005618822
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5677354473939964,0.00020452270417925522
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,all,0.15,287,0.5675309246898171,0.5677374453204018,0.0002065206305846834
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,all,0.15,287,0.5675309246898171,0.5677376368499937,0.00020671216017653649
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5677399435349636,0.00020901884514645808
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.5677414874336313,0.00021056274381414664
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5677420110237741,0.00021108633395694465
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5677430521915593,0.00021212750174215422
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,all,0.35,287,0.5675309246898171,0.5677437848237062,0.0002128601338891034
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,all,0.35,287,0.5675309246898171,0.567744174267328,0.0002132495775108989
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,no_q2,0.25,287,0.5675309246898171,0.5677449642441103,0.0002140395542931106
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,no_q2,0.25,287,0.5675309246898171,0.56774531723961,0.00021439254979283007
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,stage,0.75,287,0.5675309246898171,0.5677472485637381,0.00021632387392100938
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,s23,0.75,287,0.5675309246898171,0.5677504943305302,0.00021956964071301321
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5677508079775032,0.00021988328768607346
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5677532980041134,0.00022237331429630913
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,stage,0.75,287,0.5675309246898171,0.5677538470119711,0.00022292232215392893
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5677560980801307,0.0002251733903135822
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,no_q2,0.75,287,0.5675309246898171,0.567757512928238,0.00022658823842081066
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,s23,0.75,287,0.5675309246898171,0.5677584792407495,0.00022755455093237398
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,no_q2,0.75,287,0.5675309246898171,0.5677597215558802,0.00022879686606303018
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,no_q2,0.5,287,0.5675309246898171,0.567761869848011,0.00023094515819388484
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5677628922018976,0.0002319675120804332
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5677629104345326,0.0002319857447155016
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5677646240077557,0.000233699317938596
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,s23,0.75,287,0.5675309246898171,0.567764888946854,0.00023396425703681167
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,s23,0.25,287,0.5675309246898171,0.567765385764577,0.0002344610747598841
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,no_q2,0.75,287,0.5675309246898171,0.5677658383672436,0.00023491367742645153
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5677685332067666,0.00023760851694942797
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,core_q_s23,0.35,287,0.5675309246898171,0.567769166391402,0.00023824170158481817
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5677697840758732,0.00023885938605605617
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5677702002304177,0.00023927554060054756
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,no_q2,0.5,287,0.5675309246898171,0.5677708674612498,0.0002399427714326885
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5677740367555192,0.0002431120657020447
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,stage,0.35,287,0.5675309246898171,0.567774922503602,0.0002439978137848131
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5677749807026888,0.0002440560128716962
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5677757223902477,0.0002447977004305102
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.567775944502699,0.0002450198128818304
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5677782698206248,0.0002473451308077079
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,s23,0.35,287,0.5675309246898171,0.567778354383532,0.00024742969371482904
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5677788167233978,0.0002478920335806656
gk12_t1_sw0p5_pw0p25_lw8,gk12_t1,0.5,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5677798162501246,0.00024889156030749593
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5677805056896001,0.00024958099978300563
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5677808090175192,0.0002498843277020102
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5677818679703134,0.0002509432804962408
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5677832173834008,0.0002522926935836223
gk12_t1_sw0p5_pw0p25_lw20,gk12_t1,0.5,0.25,20.0,s23,0.25,287,0.5675309246898171,0.5677840227817021,0.00025309809188500676
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5677852972715146,0.0002543725816974707
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,all,0.25,287,0.5675309246898171,0.5677860556998187,0.00025513101000151917
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,s23,0.5,287,0.5675309246898171,0.5677864377431217,0.00025551305330451246
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5677865441657958,0.0002556194759786301
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5677875220497686,0.0002565973599514271
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,all,0.25,287,0.5675309246898171,0.5677958067890908,0.0002648820992736667
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,all,0.75,287,0.5675309246898171,0.5677997913773334,0.0002688666875162449
gk20_t2_sw1_pw0p25_lw20,gk20_t2,1.0,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5678001059160109,0.00026918122619379314
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5678003090164727,0.0002693843266555751
gk20_t2_sw1_pw0p25_lw8,gk20_t2,1.0,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5678004321982226,0.00026950750840548654
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5678009963041497,0.00027007161433256766
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5678016041089144,0.0002706794190973083
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,all,0.5,287,0.5675309246898171,0.5678033282844319,0.0002724035946147785
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5678045388766461,0.0002736141868289188
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,stage,0.75,287,0.5675309246898171,0.5678047662843314,0.00027384159451426804
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5678063997963354,0.0002754751065182637
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,all,0.15,287,0.5675309246898171,0.5678070023100055,0.0002760776201883308
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5678071387957723,0.0002762141059551304
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,s23,0.25,287,0.5675309246898171,0.567808300146153,0.0002773754563358821
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,all,0.15,287,0.5675309246898171,0.5678100943813722,0.000279169691555059
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.567810354382391,0.00027942969257388484
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,no_q2,0.35,287,0.5675309246898171,0.5678106559588322,0.00027973126901503775
gk12_t1_sw1_pw0p25_lw20,gk12_t1,1.0,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5678138245009478,0.00028289981113061025
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,all,0.35,287,0.5675309246898171,0.5678148734817902,0.00028394879197302103
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,no_q2,0.75,287,0.5675309246898171,0.5678150976135854,0.00028417292376825554
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,all,0.35,287,0.5675309246898171,0.5678152935591245,0.00028436886930738314
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.567815411381187,0.00028448669136982296
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5678161527908274,0.00028522810101028195
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,stage,0.75,287,0.5675309246898171,0.5678195031152831,0.00028857842546592405
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5678206913368332,0.00028976664701607646
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,no_q2,0.35,287,0.5675309246898171,0.5678225459501383,0.0002916212603211177
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5678228783424174,0.00029195365260026307
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,all,0.5,287,0.5675309246898171,0.5678233104991534,0.0002923858093362153
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5678234707782901,0.0002925460884729558
gk12_t1_sw1_pw0p25_lw8,gk12_t1,1.0,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5678276431938958,0.0002967185040786413
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5678279682254743,0.0002970435356571821
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5678282867176901,0.0002973620278730049
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,stage,0.35,287,0.5675309246898171,0.567830913564752,0.0002999888749348756
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5678310006649957,0.00030007597517855977
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5678318133282046,0.0003008886383875087
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,stage,0.35,287,0.5675309246898171,0.5678339122974919,0.00030298760767477617
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,all,0.15,287,0.5675309246898171,0.5678355451330306,0.0003046204432134436
gk12_t1_sw1_pw0p75_lw8,gk12_t1,1.0,0.75,8.0,all,0.15,287,0.5675309246898171,0.567835652316137,0.00030472762631983397
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5678374408788625,0.00030651618904531386
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.567839846176997,0.00030892148717986956
gk20_t2_sw1_pw0p75_lw8,gk20_t2,1.0,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5678419166371699,0.0003109919473527345
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5678430225824316,0.000312097892614438
gk12_t1_sw1_pw0p75_lw20,gk12_t1,1.0,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5678446348620548,0.00031371017223769115
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,s23,0.75,287,0.5675309246898171,0.5678453031412902,0.0003143784514730852
gk20_t2_sw1_pw0p75_lw20,gk20_t2,1.0,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5678459075241099,0.0003149828342927652
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5678515646121803,0.00032063992236319727
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,s23,0.75,287,0.5675309246898171,0.567852281128012,0.00032135643819486415
gk20_t2_sw0p5_pw0p25_lw20,gk20_t2,0.5,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5678536728858238,0.0003227481960066392
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5678537747151557,0.00032285002533860574
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,s23,0.5,287,0.5675309246898171,0.5678543828078915,0.0003234581180743268
gk20_t2_sw0p25_pw0p25_lw20,gk20_t2,0.25,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.567858682393673,0.00032775770385584657
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5678590892497745,0.0003281645599573224
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5678609886925134,0.0003300640026963064
gk20_t2_sw0p25_pw0p25_lw8,gk20_t2,0.25,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5678618983942127,0.0003309737043956096
gk20_t2_sw0p5_pw0p25_lw8,gk20_t2,0.5,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5678628361857836,0.00033191149596645264
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5678630548047404,0.00033213011492327915
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,s23,0.5,287,0.5675309246898171,0.5678690572289956,0.00033813253917847064
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,s23,0.75,287,0.5675309246898171,0.5678744618576906,0.00034353716787349775
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,no_q2,0.35,287,0.5675309246898171,0.5678745454750836,0.0003436207852665074
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,no_q2,0.25,287,0.5675309246898171,0.5678746525210048,0.0003437278311876346
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,no_q2,0.35,287,0.5675309246898171,0.5678750440980943,0.0003441194082771659
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,no_q2,0.5,287,0.5675309246898171,0.5678765333319703,0.00034560864215316123
gk12_t1_sw0p25_pw0p25_lw8,gk12_t1,0.25,0.25,8.0,stage,0.35,287,0.5675309246898171,0.5678776535876687,0.0003467288978515892
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,all,0.75,287,0.5675309246898171,0.5678796598179237,0.0003487351281065143
gk12_t1_sw0p25_pw0p25_lw20,gk12_t1,0.25,0.25,20.0,stage,0.35,287,0.5675309246898171,0.5678814270459708,0.0003505023561536369
gk20_t2_sw0p5_pw0p75_lw20,gk20_t2,0.5,0.75,20.0,all,0.25,287,0.5675309246898171,0.567881589444975,0.0003506647551578812
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,no_q2,0.5,287,0.5675309246898171,0.5678819213198526,0.00035099663003546056
gk20_t2_sw0p5_pw0p75_lw8,gk20_t2,0.5,0.75,8.0,all,0.25,287,0.5675309246898171,0.5678836764655415,0.0003527517757243581
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5678876499601063,0.0003567252702891821
