config,graph,smooth_weight,prior_weight,label_weight,group,scale,covered_rows,base_loss,oof_loss,oof_delta_vs_stage2
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,all,0.15,287,0.5675309246898171,0.5673795665534479,-0.00015135813636923956
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,stage,0.15,287,0.5675309246898171,0.567380893076696,-0.00015003161312110436
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5673811211354203,-0.00014980355439686566
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5673829722339435,-0.00014795245587362338
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5673837706470299,-0.0001471540427872009
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,all,0.15,287,0.5675309246898171,0.5673863171815635,-0.00014460750825362467
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5673887234122034,-0.00014220127761377377
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,no_q2,0.25,287,0.5675309246898171,0.5673918719317704,-0.00013905275804670936
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5673931968040646,-0.00013772788575250328
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5673938722867103,-0.00013705240310679656
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5673954054600899,-0.0001355192297272101
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.567396413681526,-0.00013451100829109386
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5673979813055622,-0.00013294338425495766
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5673994708492879,-0.0001314538405292609
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5674024760669896,-0.00012844862282757052
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,stage,0.25,287,0.5675309246898171,0.567404318962187,-0.00012660572763012468
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5674063946667408,-0.0001245300230763302
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5674072885406869,-0.00012363614913024623
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5674085112306334,-0.00012241345918373447
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5674089287523002,-0.00012199593751693882
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.567414235893696,-0.00011668879612114491
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5674155145717992,-0.00011541011801796675
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5674188567100772,-0.00011206797973994931
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,no_q2,0.25,287,0.5675309246898171,0.5674209851954901,-0.0001099394943270271
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5674216888377827,-0.00010923585203448383
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5674235081891456,-0.00010741650067158659
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5674266538922749,-0.00010427079754227186
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5674312750338798,-9.964965593733943e-05
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,core_q_s23,0.75,287,0.5675309246898171,0.5674355739112648,-9.535077855238328e-05
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5674359151188816,-9.500957093555584e-05
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,all,0.25,287,0.5675309246898171,0.5674360822389524,-9.484245086477383e-05
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5674479208620531,-8.300382776404991e-05
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,core_q_s23,0.75,287,0.5675309246898171,0.5674511987816483,-7.972590816884839e-05
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5674519739069399,-7.895078287722956e-05
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5674528429397041,-7.808175011303486e-05
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,all,0.35,287,0.5675309246898171,0.5674578663612169,-7.305832860027284e-05
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5674598532400671,-7.107144975004864e-05
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5674602920467419,-7.063264307527461e-05
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5674629679789381,-6.795671087900246e-05
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,all,0.25,287,0.5675309246898171,0.5674632187524722,-6.77059373449529e-05
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5674652174197965,-6.570727002064292e-05
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5674673397105837,-6.358497923342199e-05
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,stage,0.5,287,0.5675309246898171,0.567471435343817,-5.94893460000856e-05
gk6_t1_sw1_pw0p25_lw20,gk6_t1,1.0,0.25,20.0,all,0.15,287,0.5675309246898171,0.5674745706273686,-5.635406244852703e-05
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.567475404032166,-5.5520657651131344e-05
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,stage,0.5,287,0.5675309246898171,0.5674759646576076,-5.496003220950563e-05
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.5674819813532725,-4.8943336544593485e-05
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,all,0.35,287,0.5675309246898171,0.5674862388060207,-4.4685883796469206e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,stage,0.35,287,0.5675309246898171,0.5675149853208236,-1.5939368993578285e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5675155347000275,-1.5389989789671432e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5675161229677144,-1.4801722102775194e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5675166031079633,-1.4321581853882215e-05
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675175662758568,-1.335841396032933e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5675192895845051,-1.163510531199119e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5675200843361635,-1.0840353653618351e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,stage,0.5,287,0.5675309246898171,0.5675201724777146,-1.0752212102560499e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,all,0.15,287,0.5675309246898171,0.5675209187940946,-1.00058957225313e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,all,0.25,287,0.5675309246898171,0.5675210061432824,-9.918546534759543e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,stage,0.5,287,0.5675309246898171,0.5675210343638346,-9.890325982531145e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,all,0.15,287,0.5675309246898171,0.5675211119042739,-9.8127855432395e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,no_q2,0.25,287,0.5675309246898171,0.5675214952189062,-9.429470910982118e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5675214981092583,-9.4265805588023e-06
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5675215212764247,-9.40341339239481e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,all,0.25,287,0.5675309246898171,0.5675218150735138,-9.109616303293322e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5675222621976383,-8.662492178790338e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,no_q2,0.25,287,0.5675309246898171,0.567522361287995,-8.563401822092587e-06
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5675233446014306,-7.5800883865273505e-06
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,stage,0.15,287,0.5675309246898171,0.5675242468359923,-6.677853824799129e-06
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,stage,0.15,287,0.5675309246898171,0.5675250380261551,-5.886663662080238e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,all,0.35,287,0.5675309246898171,0.5675265086134748,-4.4160763423839455e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,no_q2,0.35,287,0.5675309246898171,0.5675265270767231,-4.397613094009323e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,no_q2,0.35,287,0.5675309246898171,0.5675271688957535,-3.755794063642348e-06
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675282075486722,-2.7171411449700145e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,all,0.35,287,0.5675309246898171,0.567528324819037,-2.5998707801067056e-06
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5675284661985341,-2.458491282997244e-06
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675285509264185,-2.373763398622053e-06
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675286247043145,-2.299985502607349e-06
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5675289514542572,-1.9732355599488827e-06
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5675289734920103,-1.9511978068820213e-06
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5675292413604874,-1.6833293297047192e-06
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675293174859076,-1.6072039095149648e-06
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5675303798517773,-5.448380397954367e-07
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5675308252587205,-9.943109668952843e-08
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675313007612787,3.7607146152751625e-07
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5675314510566374,5.263668202415417e-07
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.567532127468832,1.2027790148305684e-06
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,stage,0.25,287,0.5675309246898171,0.5675338480615663,2.9233717491194966e-06
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675341822496718,3.2575598546413786e-06
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.5675352387047476,4.314014930506538e-06
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675352551640261,4.330474209002233e-06
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,stage,0.25,287,0.5675309246898171,0.5675355570124728,4.632322655684362e-06
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,s23,0.5,287,0.5675309246898171,0.5675363504543663,5.42576454920507e-06
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5675363974639821,5.472774164960725e-06
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,s23,0.5,287,0.5675309246898171,0.5675364219379567,5.497248139585409e-06
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5675365067001372,5.582010320082098e-06
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5675367987711751,5.874081357992722e-06
gk6_t1_sw1_pw0p25_lw8,gk6_t1,1.0,0.25,8.0,all,0.15,287,0.5675309246898171,0.5675376700154608,6.745325643708888e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675400519595732,9.127269756104006e-06
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,s23,0.15,287,0.5675309246898171,0.56754027241634,9.347726522834776e-06
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,s23,0.25,287,0.5675309246898171,0.5675408300792887,9.905389471542847e-06
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,s23,0.25,287,0.5675309246898171,0.567540877359727,9.952669909885081e-06
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5675408864175043,9.961727687191058e-06
gk6_t1_sw0p25_pw0p25_lw20,gk6_t1,0.25,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5675413935016544,1.0468811837305303e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5675414003337187,1.0475643901552978e-05
gk6_t1_sw0p25_pw0p25_lw8,gk6_t1,0.25,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5675417878064843,1.086311666720352e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675420947361086,1.1170046291475444e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,core_q_s23,0.35,287,0.5675309246898171,0.5675421322657475,1.1207575930316516e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,all,0.15,287,0.5675309246898171,0.5675426137660231,1.1689076205967375e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5675431601608556,1.2235471038457568e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,no_q2,0.5,287,0.5675309246898171,0.5675432205371677,1.2295847350518585e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,all,0.15,287,0.5675309246898171,0.567543241001429,1.2316311611915154e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5675434488383313,1.2524148514159172e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,no_q2,0.5,287,0.5675309246898171,0.5675435224814075,1.2597791590351903e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,stage,0.75,287,0.5675309246898171,0.5675442679752669,1.3343285449773923e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,stage,0.75,287,0.5675309246898171,0.5675448838597725,1.3959169955390927e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,all,0.5,287,0.5675309246898171,0.5675449274013203,1.4002711503202647e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,stage,0.25,287,0.5675309246898171,0.567545236411194,1.431172137689174e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,stage,0.25,287,0.5675309246898171,0.5675458417566759,1.4917066858743944e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,all,0.15,287,0.5675309246898171,0.5675471266134391,1.6201923621950165e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5675475338178257,1.660912800860448e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,all,0.15,287,0.5675309246898171,0.5675477724770704,1.6847787253304602e-05
gk12_t1_sw0p5_pw0p75_lw20,gk12_t1,0.5,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5675479499102821,1.7025220464983448e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5675480136961217,1.7089006304593646e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,all,0.5,287,0.5675309246898171,0.5675489856350043,1.80609451871927e-05
gk6_t1_sw1_pw0p75_lw20,gk6_t1,1.0,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675500488908044,1.9124200987263862e-05
gk6_t1_sw0p25_pw0p75_lw8,gk6_t1,0.25,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5675511114429387,2.0186753121542722e-05
gk12_t1_sw0p5_pw0p75_lw8,gk12_t1,0.5,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5675515027521622,2.057806234501136e-05
gk6_t1_sw1_pw0p75_lw8,gk6_t1,1.0,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675517434922475,2.0818802430322414e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,core_q_s23,0.25,287,0.5675309246898171,0.5675519368531449,2.101216332772715e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,no_q2,0.15,287,0.5675309246898171,0.5675519912015823,2.106651176514429e-05
gk6_t1_sw0p25_pw0p75_lw20,gk6_t1,0.25,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5675520798629001,2.115517308298731e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675521275708599,2.120288104279222e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675526675032009,2.174281338374051e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,no_q2,0.15,287,0.5675309246898171,0.5675527710905152,2.184640069802235e-05
gk6_t1_sw0p1_pw0p75_lw8,gk6_t1,0.1,0.75,8.0,s23,0.75,287,0.5675309246898171,0.5675532613345792,2.233664476203323e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,core_q_s23,0.25,287,0.5675309246898171,0.567554294069608,2.3369379790860734e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,s23,0.15,287,0.5675309246898171,0.5675543681975631,2.3443507745968262e-05
gk6_t1_sw0p1_pw0p75_lw20,gk6_t1,0.1,0.75,20.0,s23,0.75,287,0.5675309246898171,0.5675545658656056,2.3641175788458035e-05
gk20_t2_sw0p25_pw0p75_lw20,gk20_t2,0.25,0.75,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675546096809326,2.3684991115491272e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,s23,0.15,287,0.5675309246898171,0.5675549416858998,2.401699608267638e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,all,0.25,287,0.5675309246898171,0.5675560770343457,2.51523445286006e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,s23,0.35,287,0.5675309246898171,0.5675561350489419,2.5210359124727688e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,all,0.25,287,0.5675309246898171,0.5675568206229854,2.5895933168262886e-05
gk20_t2_sw0p25_pw0p75_lw8,gk20_t2,0.25,0.75,8.0,core_q_s23,0.15,287,0.5675309246898171,0.56755684996349,2.5925273672844362e-05
gk12_t1_sw0p1_pw0p75_lw20,gk12_t1,0.1,0.75,20.0,s23,0.35,287,0.5675309246898171,0.5675569641903516,2.6039500534480453e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,core_q_s23,0.5,287,0.5675309246898171,0.5675580292898746,2.7104600057503703e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,no_q2,0.15,287,0.5675309246898171,0.5675586340233447,2.7709333527581315e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,no_q2,0.15,287,0.5675309246898171,0.5675591038646443,2.8179174827114295e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,core_q_s23,0.5,287,0.5675309246898171,0.5675592527183749,2.8328028557789153e-05
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,stage,0.35,287,0.5675309246898171,0.5675596053413455,2.8680651528389944e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5675598436115044,2.8918921687215438e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5675601057205645,2.9181030747338355e-05
gk6_t1_sw0p5_pw0p75_lw8,gk6_t1,0.5,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5675603069240848,2.938223426762754e-05
gk12_t1_sw0p25_pw0p75_lw20,gk12_t1,0.25,0.75,20.0,stage,0.35,287,0.5675309246898171,0.567561082347991,3.0157658173823876e-05
gk6_t1_sw0p5_pw0p75_lw20,gk6_t1,0.5,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5675615763049277,3.065161511051073e-05
gk12_t1_sw0p25_pw0p75_lw8,gk12_t1,0.25,0.75,8.0,stage,0.35,287,0.5675309246898171,0.5675616139226726,3.068923285542979e-05
gk6_t1_sw0p1_pw0p25_lw8,gk6_t1,0.1,0.25,8.0,s23,0.35,287,0.5675309246898171,0.5675625675218918,3.164283207468532e-05
gk12_t1_sw0p1_pw0p25_lw8,gk12_t1,0.1,0.25,8.0,all,0.15,287,0.5675309246898171,0.567562796965478,3.187227566081585e-05
gk12_t1_sw0p1_pw0p25_lw20,gk12_t1,0.1,0.25,20.0,all,0.15,287,0.5675309246898171,0.5675630726511516,3.214796133443887e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,stage,0.15,287,0.5675309246898171,0.5675632411034571,3.231641363998783e-05
gk6_t1_sw0p1_pw0p25_lw20,gk6_t1,0.1,0.25,20.0,s23,0.35,287,0.5675309246898171,0.5675633705466512,3.244585683404022e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,stage,0.15,287,0.5675309246898171,0.5675639805079453,3.305581812818037e-05
gk20_t2_sw0p1_pw0p25_lw20,gk20_t2,0.1,0.25,20.0,core_q_s23,0.15,287,0.5675309246898171,0.5675642487832478,3.3324093430708857e-05
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,stage,0.35,287,0.5675309246898171,0.5675644549408129,3.353025099572804e-05
gk6_t1_sw0p5_pw0p25_lw20,gk6_t1,0.5,0.25,20.0,s23,0.15,287,0.5675309246898171,0.5675644915225723,3.356683275512751e-05
gk6_t1_sw0p5_pw0p25_lw8,gk6_t1,0.5,0.25,8.0,s23,0.15,287,0.5675309246898171,0.5675652061320013,3.428144218420304e-05
gk20_t2_sw0p1_pw0p25_lw8,gk20_t2,0.1,0.25,8.0,core_q_s23,0.15,287,0.5675309246898171,0.5675653189734098,3.4394283592642516e-05
gk12_t1_sw0p1_pw0p75_lw8,gk12_t1,0.1,0.75,8.0,core_q_s23,0.35,287,0.5675309246898171,0.5675665206947024,3.559600488522996e-05
gk20_t2_sw0p1_pw0p75_lw8,gk20_t2,0.1,0.75,8.0,s23,0.25,287,0.5675309246898171,0.5675673952663228,3.647057650568719e-05
gk20_t2_sw0p1_pw0p75_lw20,gk20_t2,0.1,0.75,20.0,s23,0.25,287,0.5675309246898171,0.5675683725341445,3.744784432735404e-05
