block_mode,family,k,context_variant,folds,train_blocks,val_blocks,mean_val_len,proto_logloss,proto_acc,proto_predictability,balance_entropy_norm,oracle_rate_r2,oracle_rate_cos,pred_rate_r2,pred_rate_cos,jepa_friendly_score
fixed_2,time_meta,8,prior_raw,4,286.5,112.5,2.0,0.3600241576836324,0.924822539865017,0.8268649777031991,0.9780340625896173,-0.060573465647667635,0.8605611175298691,-0.04562509310309576,0.8623250275850296,0.5539596179603156
fixed_2,time_meta,8,prior_all,4,286.5,112.5,2.0,0.3659047575961669,0.9202338390146338,0.8240370069261106,0.9780340625896173,-0.060573465647667635,0.8605611175298691,-0.04553700880629069,0.862326130270958,0.552069704877619
fixed_8,hybrid_raw,8,prior_all,1,44.0,9.0,8.0,0.11389402471085723,1.0,0.945228551787587,0.905197729894046,-0.18458285505281302,0.9601470232009888,-0.2148834455582822,0.960534930229187,0.5506856487454816
fixed_8,hybrid_raw,8,prior_raw,1,44.0,9.0,8.0,0.11485290400292003,1.0,0.9447674283210971,0.905197729894046,-0.18458285505281302,0.9601470232009888,-0.2147835080362297,0.9605436325073242,0.5505442430366205
fixed_6,raw_mean,10,prior_label,4,67.25,19.5,6.0,0.33113289814742575,0.923611111111111,0.8561908095579415,0.9693865841280115,-0.15153054410639763,0.9425456076860428,-0.04530926280769931,0.9470748007297516,0.5495362298028034
fixed_4,raw_mean,10,bidir_label,4,117.5,38.75,4.0,0.4797385288315429,0.9021260271260272,0.7916522041720769,0.9283885028773352,-0.06571188106949769,0.9211842119693756,0.03015859384617961,0.9268467873334885,0.5465172637819772
fixed_8,hybrid_raw,8,bidir_label,1,44.0,9.0,8.0,0.2439043996130563,1.0,0.8827067774090812,0.905197729894046,-0.18458285505281302,0.9601470232009888,-0.14224508623520404,0.9619525074958801,0.5433306995776203
fixed_6,raw_mean,8,bidir_label,3,67.66666666666667,19.333333333333332,6.0,0.36640673245861705,0.8555555555555555,0.8237956080445413,0.9440905419271933,-0.11337591267913812,0.9461109836896261,-0.003172484301101434,0.9499068458875021,0.5362077443573289
fixed_8,hybrid_raw,10,past_raw,1,44.0,8.0,8.0,0.045010156623874226,1.0,0.9804523373486503,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.25926254734848486,0.9614125490188599,0.5361708858012315
fixed_4,raw_mean,10,past_label,4,117.5,38.75,4.0,0.5448313546050925,0.875903375903376,0.7633827491271344,0.9283885028773352,-0.06571188106949769,0.9211842119693756,0.04305523496904401,0.9271635115146637,0.53395775249629
fixed_8,hybrid_raw,10,bidir_all,1,44.0,8.0,8.0,0.02220580625208244,1.0,0.9903561408785079,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2888137673883229,0.9612570405006409,0.5337269730287141
fixed_8,hybrid_raw,10,bidir_raw,1,44.0,8.0,8.0,0.026243198277104085,1.0,0.9886027238007608,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2879403970333725,0.9613243341445923,0.5332879511224926
fixed_8,hybrid_raw,10,prior_raw,1,44.0,8.0,8.0,0.007023502421779754,1.0,0.9969497316545869,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.3052395588427377,0.9611003398895264,0.5327495715094588
fixed_8,hybrid_raw,10,prior_all,1,44.0,8.0,8.0,0.0065327290686384865,1.0,0.9971628718137213,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.30599506820630884,0.9610891342163086,0.5326730686924415
fixed_8,hybrid_raw,8,prior_label,1,44.0,9.0,8.0,0.3564154278143037,1.0,0.8286004099319952,0.905197729894046,-0.18458285505281302,0.9601470232009888,-0.12495404962087364,0.962260365486145,0.5278516782835062
fixed_4,teacher_hybrid,10,prior_all,2,118.5,37.0,4.0,0.5036685357464317,0.8513513513513513,0.781259534217034,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.01705474163494053,0.9185891449451447,0.5275734064946099
fixed_4,teacher_hybrid,10,prior_label,2,118.5,37.0,4.0,0.5408953228717035,0.8513513513513513,0.7650921459895415,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.03509878695125185,0.9203883111476898,0.5255236296782497
fixed_8,hybrid_raw,10,future_raw,1,44.0,8.0,8.0,0.14395468908441056,1.0,0.9374812728865423,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2505186393841432,0.9627754092216492,0.522879794832362
fixed_6,raw_mean,8,future_label,3,67.66666666666667,19.333333333333332,6.0,0.4693688447783191,0.8777777777777778,0.7742812984301791,0.9440905419271933,-0.11337591267913812,0.9461109836896261,-0.013615788316316565,0.9503730535507202,0.5212335196337036
fixed_4,raw_mean,8,prior_label,4,117.5,38.75,4.0,0.4755191474141821,0.8887238887238887,0.7713236280592706,0.9512243699569202,-0.10322578161188617,0.9192211180925369,-0.0313481665030145,0.9250681549310684,0.5210769840188287
fixed_8,hybrid_raw,10,bidir_label,1,44.0,8.0,8.0,0.3179557347356769,1.0,0.8619135789148015,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.12732201459639492,0.9625635743141174,0.5210704268998024
fixed_2,time_meta,4,past_raw,4,286.5,112.5,2.0,0.35010383781582344,0.8813502145880197,0.7474534646934587,0.9935186314012423,-0.05177488395379326,0.8613468110561371,-0.04735769173908294,0.861896276473999,0.5199928477595532
submission_like,raw_mean,8,prior_label,4,326.5,20.5,6.508638072453862,0.6678214266417489,0.828816359079517,0.6788457798615187,0.8957989961678381,0.029787532793924654,0.8787164092063904,0.10755360335637823,0.8850772678852081,0.518918044974583
fixed_8,raw_mean,10,past_raw,3,43.333333333333336,8.333333333333334,8.0,0.13592096254426625,1.0,0.9409702759920465,0.9462861625379863,-0.30643246931055373,0.9583451151847839,-0.32267217827449396,0.956510066986084,0.513468906799533
submission_like,teacher_hybrid,4,prior_label,4,326.5,20.5,6.508638072453862,0.4023471486456485,0.8661454773296878,0.7097678819665542,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.018506343783093016,0.8742405772209167,0.5086273288851418
fixed_4,modality_state,10,prior_label,4,117.5,38.75,4.0,0.6192355448762201,0.8581328581328581,0.7310694198619041,0.9393758902534141,-0.08099834225938699,0.9216016978025436,-0.010893643326171404,0.9261409491300583,0.5071099775994371
fixed_8,hybrid_raw,10,prior_label,1,44.0,8.0,8.0,0.27006278888883717,1.0,0.8827132210181752,0.917470034454722,-0.3125461749771421,0.960964024066925,-0.2375342868338557,0.961776077747345,0.506307847188491
fixed_2,time_meta,4,future_raw,4,286.5,112.5,2.0,0.4117420977924389,0.8913253691551606,0.7029908586948148,0.9935186314012423,-0.05177488395379326,0.8613468110561371,-0.0490607346740054,0.8614950776100159,0.5060853579864715
fixed_8,raw_mean,10,full_strict,3,43.333333333333336,8.333333333333334,8.0,0.09949880377742097,0.9166666666666666,0.9567882185634916,0.9462861625379863,-0.30643246931055373,0.9583451151847839,-0.31067366839072674,0.9589943091074625,0.5047382220096256
fixed_8,raw_mean,10,prior_raw,3,43.333333333333336,8.333333333333334,8.0,0.11173382370556034,0.9166666666666666,0.9514746169227243,0.9462861625379863,-0.30643246931055373,0.9583451151847839,-0.30353630857682573,0.9592581788698832,0.5043059333981372
fixed_4,raw_mean,8,bidir_label,4,117.5,38.75,4.0,0.5977355729546527,0.8811627561627562,0.712549951045133,0.9512243699569202,-0.10322578161188617,0.9192211180925369,-0.009157408792557414,0.9254081398248672,0.5034321220937453
fixed_4,modality_state,10,prior_raw,4,117.5,38.75,4.0,0.6324685999233766,0.8592837342837343,0.7253223770762022,0.9393758902534141,-0.08099834225938699,0.9216016978025436,-0.029341001127149796,0.9249412417411804,0.501639216294421
fixed_8,modality_state,8,prior_raw,3,42.666666666666664,9.0,8.0,0.014975701542408446,1.0,0.9927982098836448,0.9517894998324768,-0.40674850680820773,0.9568783442179362,-0.4019369812631601,0.9572380383809408,0.5012586511686602
fixed_8,modality_state,8,prior_all,3,42.666666666666664,9.0,8.0,0.014301938066790983,1.0,0.9931222216253132,0.9517894998324768,-0.40674850680820773,0.9568783442179362,-0.4027708100621046,0.9572005470593771,0.5012052895184552
fixed_4,modality_state,10,prior_all,4,117.5,38.75,4.0,0.6378815919690096,0.8592837342837343,0.7229715445001975,0.9393758902534141,-0.08099834225938699,0.9216016978025436,-0.029077274006452214,0.9249427169561386,0.500869170316959
fixed_4,teacher_hybrid,10,bidir_label,2,118.5,37.0,4.0,0.6731161026833831,0.8108108108108109,0.7076693909243842,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.04119184967674022,0.9197789430618286,0.4985361698424343
submission_like,window_state,4,past_label,4,326.5,20.5,6.508638072453862,0.3941955130709108,0.878941672362725,0.7156480440759583,0.8767776397834266,-0.04516399395167847,0.8700949996709824,-0.04346021027487085,0.8702300786972046,0.4984762727297472
fixed_8,modality_state,8,bidir_all,3,42.666666666666664,9.0,8.0,0.06720230436241155,1.0,0.9676825229200127,0.9517894998324768,-0.40674850680820773,0.9568783442179362,-0.3904512571251591,0.9581974744796753,0.4947653055589891
submission_like,teacher_hybrid,4,past_label,4,326.5,20.5,6.508638072453862,0.45711333666292797,0.8758942811574391,0.6702624280360933,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.03188646905560866,0.8719242960214615,0.4940741557205276
fixed_6,raw_mean,10,bidir_label,4,67.25,19.5,6.0,0.568704882726714,0.8041666666666667,0.7530146076003521,0.9693865841280115,-0.15153054410639763,0.9425456076860428,-0.03003428760558907,0.9465522170066833,0.4925906652691803
fixed_4,modality_state,10,bidir_label,4,117.5,38.75,4.0,0.7029927661844291,0.8418844668844669,0.6946941208281995,0.9393758902534141,-0.08099834225938699,0.9216016978025436,-0.006400473693414677,0.9253862053155899,0.4920275786145136
submission_like,teacher_hybrid,4,bidir_label,4,326.5,20.5,6.508638072453862,0.4858430228414947,0.8763727500569606,0.649538340148036,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.03006330760057463,0.8725325763225555,0.4872810510306187
fixed_4,teacher_hybrid,8,prior_label,2,118.5,37.0,4.0,0.6355212806759041,0.7432432432432432,0.6943788666631567,0.9566015224566873,-0.05273862604733748,0.9111272990703583,0.02762007417887996,0.9199333786964417,0.4849546251550976
fixed_2,raw_mean,8,prior_label,4,286.5,112.5,2.0,0.6684466923640512,0.8054012331422354,0.678545090609251,0.9329638214444216,-0.03964972896985569,0.8600575029850006,-0.009271899624071933,0.8657518774271011,0.48406557121583427
fixed_4,teacher_hybrid,10,future_label,2,118.5,37.0,4.0,0.7303217385384326,0.7702702702702703,0.6828252989387693,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.04792299463537486,0.9203503131866455,0.4830788585310879
submission_like,raw_mean,8,past_raw,4,326.5,20.5,6.508638072453862,0.8039006259725134,0.8293574846206425,0.6134055178473071,0.8957989961678381,0.029787532793924654,0.8787164092063904,0.0383100439058133,0.8790040165185928,0.4822734664877211
fixed_4,raw_mean,8,past_label,4,117.5,38.75,4.0,0.6666556458983419,0.8243738243738243,0.6794064018939444,0.9512243699569202,-0.10322578161188617,0.9192211180925369,-0.001388643722523425,0.9261572062969208,0.48202784654704983
fixed_4,teacher_hybrid,10,future_raw,2,118.5,37.0,4.0,0.8438773151766062,0.8648648648648649,0.6335087386154687,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.021913487240295404,0.9186674356460571,0.4795350798578357
fixed_2,raw_mean,8,future_label,4,286.5,112.5,2.0,0.7122029213722402,0.7950361165520777,0.6575027924098789,0.9329638214444216,-0.03964972896985569,0.8600575029850006,0.0017087788993749298,0.8661680519580841,0.47682387923271197
submission_like,raw_mean,8,bidir_all,4,326.5,20.5,6.508638072453862,0.8272382544131173,0.8294742538163591,0.6021824909081843,0.8957989961678381,0.029787532793924654,0.8787164092063904,0.027194680026955326,0.876986563205719,0.4761456881223999
submission_like,teacher_hybrid,4,bidir_raw,4,326.5,20.5,6.508638072453862,0.5342969814800524,0.8567469810890863,0.614586197228393,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.0174686493902404,0.8727748692035675,0.47364157885723557
submission_like,raw_mean,8,full_strict,4,326.5,20.5,6.508638072453862,0.8586325933207984,0.8294742538163591,0.5870850052234846,0.8957989961678381,0.029787532793924654,0.8787164092063904,0.028523477053966517,0.8772833496332169,0.4711273275381572
fixed_4,teacher_hybrid,10,bidir_all,2,118.5,37.0,4.0,0.902015797424089,0.8648648648648649,0.6082595165891568,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.022525674343986946,0.9184711277484894,0.47082028956936484
fixed_4,teacher_hybrid,10,bidir_raw,2,118.5,37.0,4.0,0.9053497694931553,0.8648648648648649,0.6068115909167417,0.9642038892306817,-0.10646025334452369,0.9104584753513336,0.023219255519816462,0.9185185730457306,0.4704522318191855
fixed_6,raw_mean,10,future_label,4,67.25,19.5,6.0,0.6666642641686304,0.7402777777777778,0.710471388789472,0.9693865841280115,-0.15153054410639763,0.9425456076860428,-0.023337260897358603,0.9461967945098877,0.46626216624924055
submission_like,teacher_hybrid,4,bidir_all,4,326.5,20.5,6.508638072453862,0.5599469674078741,0.8448422191843244,0.5960836434799229,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.014426579557970998,0.8729900121688843,0.4653931466307726
fixed_6,raw_mean,10,past_label,4,67.25,19.5,6.0,0.7743446020434852,0.7819444444444444,0.6637064122409448,0.9693865841280115,-0.15153054410639763,0.9425456076860428,0.0075848087189374636,0.9484657198190689,0.46441217171384863
fixed_4,modality_state,10,past_label,4,117.5,38.75,4.0,0.8565694396384902,0.7953915453915454,0.6279966189980433,0.9393758902534141,-0.08099834225938699,0.9216016978025436,0.014265399460649614,0.9260368645191193,0.4635180433061875
fixed_4,teacher_hybrid,8,past_label,2,118.5,37.0,4.0,0.8037401852891114,0.7567567567567568,0.6134826735067407,0.9566015224566873,-0.05273862604733748,0.9111272990703583,0.038171999054142036,0.9206928312778473,0.46145404522810707
submission_like,teacher_hybrid,4,prior_raw,4,326.5,20.5,6.508638072453862,0.6143341419127797,0.854961266803372,0.556851590006828,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.013466377301874,0.8748624324798584,0.4538777778902183
fixed_2,time_meta,4,bidir_raw,4,286.5,112.5,2.0,0.574260544516026,0.8167067049959077,0.5857585801242667,0.9935186314012423,-0.05177488395379326,0.8613468110561371,-0.046095851106885244,0.8619819730520248,0.4507233043683531
submission_like,teacher_hybrid,4,prior_all,4,326.5,20.5,6.508638072453862,0.6486996952138822,0.854961266803372,0.5320620833443751,0.9236849495769784,-0.011251676467793209,0.8741148561239243,-0.0129006052095047,0.8749117106199265,0.4453146049768337
fixed_2,time_meta,4,bidir_all,4,286.5,112.5,2.0,0.5824346570263079,0.7992423943698257,0.5798622043331406,0.9935186314012423,-0.05177488395379326,0.8613468110561371,-0.046047607312439065,0.8619915395975113,0.4451763594751318
fixed_2,time_meta,4,full_strict,4,286.5,112.5,2.0,0.6091489179628674,0.7884906392966202,0.5605919384460466,0.9935186314012423,-0.05177488395379326,0.8613468110561371,-0.04558398000322267,0.8620433509349823,0.4363741408618511
submission_like,teacher_hybrid,10,past_label,4,326.5,20.5,6.508638072453862,1.1217676117001834,0.6495072909546593,0.5128225162608208,0.9147728046224985,0.03784188185435358,0.876321867108345,0.052937986215286836,0.8802435994148254,0.4171304988656794
submission_like,teacher_hybrid,10,prior_label,4,326.5,20.5,6.508638072453862,1.0626662110498706,0.6083561175666439,0.5384899284360048,0.9147728046224985,0.03784188185435358,0.876321867108345,0.024664574971176495,0.8788980096578598,0.41222917620056865
fixed_2,teacher_hybrid,8,prior_label,4,286.5,112.5,2.0,1.0229425376965615,0.6570636828563245,0.5080686245835997,0.9421065695213293,-0.013172849174087564,0.8652138561010361,-0.003786556446660899,0.8678047806024551,0.40071417346221244
fixed_2,time_meta,8,future_raw,4,286.5,112.5,2.0,1.0588421407646,0.7167828422267883,0.49080456481155255,0.9780340625896173,-0.060573465647667635,0.8605611175298691,-0.04388261914435121,0.8617571890354156,0.3950790287123424
fixed_2,time_meta,8,past_raw,4,286.5,112.5,2.0,0.9695564226775157,0.638778701959732,0.5337419190470347,0.9780340625896173,-0.060573465647667635,0.8605611175298691,-0.042137222748972136,0.8631381988525391,0.3948553539204257
fixed_2,teacher_hybrid,10,future_label,3,284.3333333333333,114.33333333333333,2.0,1.164570173480789,0.6343622837824444,0.49423359986818066,0.9289019971594842,-0.03967450306120616,0.8691638906796774,0.0030570187946887075,0.8727403084437052,0.38740464472605735
fixed_2,teacher_hybrid,8,future_label,4,286.5,112.5,2.0,1.0839322907729048,0.6287008180865468,0.47873875314750547,0.9421065695213293,-0.013172849174087564,0.8652138561010361,0.005329201796432398,0.8685055822134018,0.3865992971542425
fixed_6,teacher_hybrid,10,past_label,2,67.0,19.0,6.0,1.1319227630150968,0.6277777777777778,0.5084121900818614,0.9756202891401667,-0.1623437379420729,0.9476369023323059,-0.017163530398760563,0.9539969265460968,0.3732775842271607
fixed_2,teacher_hybrid,8,bidir_label,4,286.5,112.5,2.0,1.277128338874526,0.6537822410603722,0.3858310929756539,0.9421065695213293,-0.013172849174087564,0.8652138561010361,-0.0010306911351169734,0.8681951761245728,0.35782592210254965
submission_like,modality_state,10,past_label,4,326.5,20.5,6.508638072453862,1.428813389196456,0.6161938938254727,0.37947422940249587,0.9106112082351858,-0.05014091748097549,0.8678762167692184,0.05869833757741136,0.8804088681936264,0.3513344097728226
submission_like,label_rate,10,prior_label,4,326.5,20.5,6.508638072453862,1.6041967150740595,0.38998632946001366,0.30330621875601294,0.9409291937548371,0.38252943874736617,0.9100467711687088,0.061079512712022305,0.8816205263137817,0.3478426801866003
fixed_2,teacher_hybrid,10,past_label,3,284.3333333333333,114.33333333333333,2.0,1.4589504082723235,0.6244612141133105,0.36638588831683344,0.9289019971594842,-0.03967450306120616,0.8691638906796774,0.006612416476679576,0.8736264705657959,0.34138881128565723
fixed_8,label_rate,10,prior_all,1,44.0,8.0,8.0,0.9930953401707046,0.5,0.5687041737600302,0.9427394057357865,-0.025005535895049613,0.9525285959243774,-0.2615763984130095,0.9523802399635315,0.3372542913227299
fixed_8,label_rate,10,prior_raw,1,44.0,8.0,8.0,0.9996731958596566,0.5,0.5658474473315624,0.9427394057357865,-0.025005535895049613,0.9525285959243774,-0.2582686373432601,0.9523875117301941,0.33691598928671607
submission_like,label_rate,10,prior_all,4,326.5,20.5,6.508638072453862,1.74239274148021,0.42634996582365003,0.24328844706686562,0.9409291937548371,0.38252943874736617,0.9100467711687088,0.04379158532000468,0.8826189488172531,0.33065160188972254
submission_like,label_rate,10,past_label,4,326.5,20.5,6.508638072453862,1.8371366212674116,0.39117680565048984,0.20214170288117897,0.9409291937548371,0.38252943874736617,0.9100467711687088,0.1385307297300971,0.8910591900348663,0.3281634382721187
submission_like,label_rate,10,prior_raw,4,326.5,20.5,6.508638072453862,1.8131311867144428,0.4395078605604921,0.21256713064322294,0.9409291937548371,0.38252943874736617,0.9100467711687088,0.04702771351042895,0.8827073127031326,0.3231779457269009
fixed_8,label_rate,10,prior_label,1,44.0,8.0,8.0,1.3725272156725827,0.625,0.40391900397136293,0.9427394057357865,-0.025005535895049613,0.9525285959243774,-0.2712251828631138,0.9542644023895264,0.3026497250066754
submission_like,label_rate,8,past_label,4,326.5,20.5,6.508638072453862,1.8318463641339113,0.4276030986557302,0.1190681115978425,0.9741485288132644,0.33799023380132687,0.9023912847042084,0.12137259400439332,0.8889294564723969,0.29958236554279505
submission_like,label_rate,8,future_label,4,326.5,20.5,6.508638072453862,1.8740286933803876,0.4563083845978583,0.09878269919216362,0.9741485288132644,0.33799023380132687,0.9023912847042084,0.07574097625537307,0.8786232471466064,0.289097204839429
submission_like,label_rate,8,bidir_label,4,326.5,20.5,6.508638072453862,1.8879925983726338,0.4395078605604921,0.09206748036424417,0.9741485288132644,0.33799023380132687,0.9023912847042084,0.08828008767045525,0.8839854001998901,0.2858945957252004
fixed_2,label_rate,4,prior_label,4,286.5,112.5,2.0,1.2748321410787864,0.4495505691440146,0.0804029960498876,0.9859282553661564,0.28199280151030237,0.8947613835334778,0.06117690727950467,0.8726950436830521,0.27117828966532553
submission_like,label_rate,4,future_label,4,326.5,20.5,6.508638072453862,1.3058942903119193,0.5259341535657325,0.05799639172089091,0.9608096385158258,0.23434394720498553,0.8889637887477875,0.04204114207020243,0.8760423511266708,0.2651263521618292
fixed_2,label_state,4,prior_label,4,286.5,112.5,2.0,1.265890437681553,0.48730010597022694,0.086853071624032,0.9724117412044428,0.19806586566488663,0.8794880658388138,0.04547382571332881,0.870720311999321,0.2639044153752997
fixed_2,label_rate,10,prior_label,4,286.5,112.5,2.0,2.1761389893283685,0.27346081230922037,0.054914845080170166,0.9800552070572921,0.438671631395287,0.9162952601909637,0.07966979574765057,0.8744968324899673,0.253652582804456
fixed_4,label_state,4,prior_label,4,117.5,38.75,4.0,1.240617830120614,0.5207157707157707,0.10508340442328173,0.962553792648743,0.10839689326931351,0.9267282038927078,-0.0066197779372976495,0.9236483722925186,0.2521133033591145
submission_like,label_rate,4,past_label,4,326.5,20.5,6.508638072453862,1.3828502349380412,0.5184466848940533,0.002484411881374965,0.9608096385158258,0.23434394720498553,0.8889637887477875,0.0698414208945681,0.8829437792301178,0.24975972124853596
fixed_2,label_rate,8,prior_label,4,286.5,112.5,2.0,1.98688262504708,0.27677282316206175,0.04451143000537733,0.9881403044443076,0.3942063472615853,0.9066026657819748,0.0762687842483836,0.8754665106534958,0.2441323045176397
fixed_4,label_rate,10,prior_label,4,117.5,38.75,4.0,2.3440556968713464,0.3671789921789922,-0.018010454425107236,0.9732984755612848,0.4090401352973362,0.9499029517173767,0.06296956451522279,0.9299212843179703,0.23841192014078438
fixed_4,label_rate,8,prior_label,4,117.5,38.75,4.0,2.1571270319396536,0.4215547965547966,-0.037358823848955613,0.9703794651430435,0.38097979837884033,0.9474379420280457,0.0548076056173131,0.9270491302013397,0.2363818083584179
fixed_4,label_state,4,future_label,4,117.5,38.75,4.0,1.3331764783243552,0.5061751311751312,0.03831645304582007,0.962553792648743,0.10839689326931351,0.9267282038927078,0.015800348921009066,0.9224600493907928,0.2303207678405364
fixed_2,label_state,10,prior_label,4,286.5,112.5,2.0,2.2215080475890434,0.28702882624510506,0.03521131342841202,0.9752768913491254,0.30389909351015976,0.8921674638986588,0.06420285304057755,0.8740262985229492,0.22568284871851724
fixed_2,label_rate,4,prior_all,4,286.5,112.5,2.0,1.473720258676197,0.46052998670508904,-0.0630644544248749,0.9859282553661564,0.28199280151030237,0.8947613835334778,0.05164501006491018,0.8727352321147919,0.22125418606845465
fixed_8,label_rate,8,prior_label,3,43.333333333333336,8.333333333333334,8.0,1.673469228299963,0.4351851851851852,0.19523141441712077,0.9423634501484127,0.04123584471390895,0.9619564016660055,-0.18415699025659482,0.9598780870437622,0.21895835575363795
fixed_4,label_rate,4,prior_label,4,117.5,38.75,4.0,1.444892757914248,0.4526037026037026,-0.042269808229631695,0.9853785124688628,0.24317385753458953,0.9387634992599487,0.006276234575933348,0.9272826910018921,0.21199548443263083
fixed_2,label_rate,4,prior_raw,4,286.5,112.5,2.0,1.5078138298243309,0.45597562910105116,-0.08765776743567882,0.9859282553661564,0.28199280151030237,0.8947613835334778,0.05251725857997894,0.8724524974822998,0.21191010469687943
fixed_4,label_state,4,past_label,4,117.5,38.75,4.0,1.464131760058864,0.5188718938718939,-0.05614781472247635,0.962553792648743,0.10839689326931351,0.9267282038927078,0.017907019993329526,0.9226458370685577,0.2002189608754493
fixed_2,label_rate,10,prior_all,4,286.5,112.5,2.0,2.569566618047253,0.2837520317719906,-0.11594860310072252,0.9800552070572921,0.438671631395287,0.9162952601909637,0.07492592125149125,0.8746441751718521,0.19495984493446575
fixed_4,label_rate,4,past_label,4,117.5,38.75,4.0,1.6651624423567446,0.49725274725274726,-0.2011607989313149,0.9853785124688628,0.24317385753458953,0.9387634992599487,0.024099495771122637,0.9268779903650284,0.1688780988558885
submission_like,label_state,8,prior_raw,4,326.5,20.5,6.508638072453862,3.0479162532423283,0.3374715197083618,-0.4657378878658591,0.9788398418421307,0.20747033809898377,0.8849384188652039,0.06492612791768143,0.8805739730596542,0.046475803671218605
fixed_4,label_rate,10,full_strict,4,117.5,38.75,4.0,3.663584101817197,0.3813855063855064,-0.5910743594076896,0.9732984755612848,0.4090401352973362,0.9499029517173767,-0.00015289120635433862,0.9245592355728149,0.02805636509386797
fixed_4,label_state,4,past_raw,4,117.5,38.75,4.0,2.5856517275279156,0.5287471537471538,-0.8651534623852525,0.962553792648743,0.10839689326931351,0.9267282038927078,0.007165631560056007,0.9195770621299744,-0.08310624151812503
fixed_2,label_rate,8,full_strict,4,286.5,112.5,2.0,4.1599938602458515,0.29885019787643446,-1.0005341707684083,0.9881403044443076,0.3942063472615853,0.9066026657819748,-0.09875263313001886,0.8549235463142395,-0.15222246428599118
