target,feature,mode,corr,abs_corr
Q1,neural_jepa_mask__sensor__ambience__pred_norm,subject_rank,-0.14435472346475556,0.14435472346475556
Q1,neural_jepa_mask__sensor__phone_screen__cos,subject_center,-0.13878865005008084,0.13878865005008084
Q1,neural_jepa_mask__sensor__phone_screen__cos,global_z,-0.13555850147489182,0.13555850147489182
Q1,neural_jepa_mask__sensor__phone_screen__cos,subject_z,-0.13124941855361327,0.13124941855361327
Q1,neural_jepa_mask__sensor__phone_screen__cos,subject_rank,-0.12372003606373856,0.12372003606373856
Q1,neural_jepa_mask__sensor__wifi__cos,subject_center,-0.1212108076715954,0.1212108076715954
Q1,neural_jepa_mask__sensor__wifi__cos,subject_z,-0.11846508309318374,0.11846508309318374
Q1,neural_jepa_mask__sensor__presleep_wlight__pred_norm,subject_z,-0.11784155673502344,0.11784155673502344
Q1,neural_jepa_mask__sensor__wifi__cos,global_z,-0.11727211644881898,0.11727211644881898
Q1,neural_jepa_mask__sensor__presleep_wlight__pred_norm,subject_rank,-0.11557812181587075,0.11557812181587075
Q2,neural_jepa_mask__sensor__phone_charge__latent_shift_norm,subject_rank,0.15170069247620724,0.15170069247620724
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_center,-0.15164345079118335,0.15164345079118335
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_z,-0.14864717746029324,0.14864717746029324
Q2,neural_jepa_mask__sensor__ble__cos,subject_rank,-0.1466449376240894,0.1466449376240894
Q2,neural_jepa_mask__sensor__phone_charge__latent_shift_norm,subject_z,0.13636924781640972,0.13636924781640972
Q2,neural_jepa_mask__sensor__prectx_screen__resid_norm,subject_center,-0.136306966062578,0.136306966062578
Q2,neural_jepa_mask__sensor__ble__pred_norm,subject_rank,-0.13615138818606126,0.13615138818606126
Q2,neural_jepa_mask__sensor__presleep_ambience__resid_mean,subject_center,-0.13612822262890698,0.13612822262890698
Q2,neural_jepa_mask__sensor__presleep_ambience__resid_mean,subject_z,-0.13565550266004084,0.13565550266004084
Q2,neural_jepa_mask__sensor__prectx_ambience__resid_abs_mean,subject_z,-0.12948044606679246,0.12948044606679246
