cv_mode,method,group,strength,concentration,base_mix,scale,base_loss,oof_loss,oof_delta_vs_stage2,loss_Q1,loss_Q2,loss_Q3,loss_S1,loss_S2,loss_S3,loss_S4
geometry,mpj_ridge_rate,q_only,0.7,20.0,0.0,0.5,0.5482151272278658,0.5448809102093695,-0.0033342170184963438,0.5546515679486931,0.6314803385935506,0.6020468065670376,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_rate,q_only,0.7,8.0,0.0,0.5,0.5482151272278658,0.54492850891922,-0.00328661830864585,0.55539627668268,0.631037790470985,0.6020778369245695,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_rate,q_only,0.9,20.0,0.35,0.5,0.5482151272278658,0.5449352175599245,-0.0032799096679413386,0.5556821399824627,0.630173014150744,0.6027037104299594,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_rate,q_only,0.9,8.0,0.35,0.5,0.5482151272278658,0.5449609222357895,-0.0032542049920762928,0.5561450179587779,0.6299003658360054,0.6026934134994383,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_rate,q_only,0.9,4.0,0.35,0.5,0.5482151272278658,0.5450049402905963,-0.003210186937269488,0.5568361971430947,0.6295249580437555,0.6026857684910188,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_rate,q_only,0.7,4.0,0.0,0.5,0.5482151272278658,0.5450189110653465,-0.0031962161625193053,0.556563947369157,0.6304411199693382,0.6021396517626255,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_resid_heavy,q_only,0.7,20.0,0.0,0.5,0.5482151272278658,0.545033782121133,-0.003181345106732847,0.5573013741653066,0.6309054952822187,0.6010419470441001,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_rate,q_only,0.5,20.0,0.0,0.5,0.5482151272278658,0.5450372814165948,-0.0031778458112710073,0.556356386440452,0.6296852102908299,0.6032317148285765,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_resid_heavy,q_only,0.9,20.0,0.35,0.5,0.5482151272278658,0.5450399426610054,-0.0031751845668603895,0.5577276015675426,0.6297010454502255,0.6018632932529653,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
geometry,mpj_ridge_resid_heavy,q_only,0.9,8.0,0.35,0.5,0.5482151272278658,0.5450656447266357,-0.0031494825012301497,0.5581860232211202,0.6294300609998379,0.6018557705091867,0.46639971165708377,0.48540884408238016,0.47726440449503077,0.5969146981218103
