target,raw_weight,episode_weight,target_loss
Q1,1.0,1.0,0.5672978274418656
Q2,0.0,0.0,0.6429986926145494
Q3,1.0,1.0,0.6211343037207875
S1,1.0,1.0,0.47380369429850017
S2,1.0,1.0,0.530448654332887
S3,1.0,1.0,0.4960493916076723
S4,1.0,1.0,0.5979899991801224
