fold,context_variant,semantic_family,semantic_k,coarse_family,coarse_k,mode,semantic_logloss,semantic_acc,oracle_rate_r2,pred_rate_r2,pred_rate_rmse,pred_rate_cos
geom_r00,prior_label,label_rate,8,none,0,direct_semantic,2.200881994887832,0.2916666666666667,0.39221405886293426,-0.09859252333746182,0.32174864411354065,0.8983445167541504
geom_r00,prior_label,label_rate,8,raw_mean,4,coarse_prob_only,1.7086111554671692,0.3333333333333333,0.39221405886293426,0.12903821223234813,0.28648239374160767,0.9176197052001953
geom_r00,prior_label,label_rate,8,raw_mean,4,context_plus_coarse_prob,2.1230255816459596,0.3333333333333333,0.39221405886293426,-0.06592730567376237,0.3169291615486145,0.8995062708854675
geom_r00,prior_label,label_rate,8,raw_mean,4,context_plus_true_coarse_train,2.0336603436192098,0.375,0.39221405886293426,-0.037789459226309496,0.31271809339523315,0.9013317227363586
geom_r00,prior_label,label_rate,8,raw_mean,8,coarse_prob_only,1.8950368049212327,0.2916666666666667,0.39221405886293426,0.07946670827329283,0.2945222854614258,0.9043883681297302
geom_r00,prior_label,label_rate,8,raw_mean,8,context_plus_coarse_prob,2.380287103970369,0.375,0.39221405886293426,-0.09588985971016717,0.32135263085365295,0.8912963271141052
geom_r00,prior_label,label_rate,8,raw_mean,8,context_plus_true_coarse_train,2.2024563667352535,0.3333333333333333,0.39221405886293426,-0.052970375760847066,0.3149970471858978,0.8999548554420471
geom_r00,prior_label,label_rate,8,hybrid_raw,4,coarse_prob_only,2.0683532006387577,0.125,0.39221405886293426,-0.019931541838755784,0.31001585721969604,0.9083333015441895
geom_r00,prior_label,label_rate,8,hybrid_raw,4,context_plus_coarse_prob,2.17150240577233,0.3333333333333333,0.39221405886293426,-0.07504012067528043,0.31828102469444275,0.8990586400032043
geom_r00,prior_label,label_rate,8,hybrid_raw,4,context_plus_true_coarse_train,2.21568797245599,0.375,0.39221405886293426,-0.07357131841599229,0.31806352734565735,0.9000826478004456
geom_r00,prior_label,label_rate,8,teacher_hybrid,10,coarse_prob_only,2.051082746169881,0.375,0.39221405886293426,0.0063393076593140085,0.30599719285964966,0.9090743064880371
geom_r00,prior_label,label_rate,8,teacher_hybrid,10,context_plus_coarse_prob,2.4285241567885163,0.3333333333333333,0.39221405886293426,-0.12099769155514006,0.32501301169395447,0.892562210559845
geom_r00,prior_label,label_rate,8,teacher_hybrid,10,context_plus_true_coarse_train,2.2205572797315436,0.3333333333333333,0.39221405886293426,-0.10043325510002465,0.3220180869102478,0.8959569334983826
geom_r00,prior_label,label_rate,10,none,0,direct_semantic,1.8369706624814819,0.4583333333333333,0.3502834953421462,-0.04665058626788565,0.3140503466129303,0.9019525647163391
geom_r00,prior_label,label_rate,10,raw_mean,4,coarse_prob_only,1.820699248001833,0.375,0.3502834953421462,0.12395186241861411,0.28731769323349,0.9175129532814026
geom_r00,prior_label,label_rate,10,raw_mean,4,context_plus_coarse_prob,1.8015104675738367,0.4583333333333333,0.3502834953421462,-0.008891368151171752,0.3083334267139435,0.902040958404541
geom_r00,prior_label,label_rate,10,raw_mean,4,context_plus_true_coarse_train,1.835534563265341,0.4583333333333333,0.3502834953421462,-0.005860028241099879,0.3078698515892029,0.9025945663452148
geom_r00,prior_label,label_rate,10,raw_mean,8,coarse_prob_only,2.0860619476198923,0.3333333333333333,0.3502834953421462,0.061105294483346895,0.2974451184272766,0.9036982655525208
geom_r00,prior_label,label_rate,10,raw_mean,8,context_plus_coarse_prob,2.0982339793430262,0.4166666666666667,0.3502834953421462,-0.07883303052062907,0.31884199380874634,0.8922974467277527
geom_r00,prior_label,label_rate,10,raw_mean,8,context_plus_true_coarse_train,1.8444908203049024,0.4166666666666667,0.3502834953421462,-0.035463062472590234,0.31236740946769714,0.9007561802864075
geom_r00,prior_label,label_rate,10,hybrid_raw,4,coarse_prob_only,2.0997332114512273,0.125,0.3502834953421462,-0.029345683593655858,0.3114433288574219,0.9081530570983887
geom_r00,prior_label,label_rate,10,hybrid_raw,4,context_plus_coarse_prob,1.9259023420967807,0.4166666666666667,0.3502834953421462,0.0229695082867869,0.30342575907707214,0.9057511687278748
geom_r00,prior_label,label_rate,10,hybrid_raw,4,context_plus_true_coarse_train,1.8792239722900925,0.5,0.3502834953421462,0.00455857618590938,0.3062712550163269,0.9051958918571472
geom_r00,prior_label,label_rate,10,teacher_hybrid,10,coarse_prob_only,2.354112773541028,0.3333333333333333,0.3502834953421462,-0.0003860259567516344,0.30703097581863403,0.9075611233711243
geom_r00,prior_label,label_rate,10,teacher_hybrid,10,context_plus_coarse_prob,2.1597569898263633,0.5,0.3502834953421462,-0.0010634991012004047,0.3071349263191223,0.9014418721199036
geom_r00,prior_label,label_rate,10,teacher_hybrid,10,context_plus_true_coarse_train,1.9841881024230057,0.5,0.3502834953421462,0.0006290391760923608,0.30687516927719116,0.9013209342956543
geom_r00,prior_label,label_state,8,none,0,direct_semantic,2.6617226386888997,0.125,0.19224622769266353,-0.000399279032670119,0.3070330321788788,0.908656120300293
geom_r00,prior_label,label_state,8,raw_mean,4,coarse_prob_only,2.134259959531354,0.25,0.19224622769266353,0.05245187928616524,0.2988126873970032,0.9110550880432129
geom_r00,prior_label,label_state,8,raw_mean,4,context_plus_coarse_prob,2.612569062556429,0.125,0.19224622769266353,0.012572169022501356,0.3050359785556793,0.9098151326179504
geom_r00,prior_label,label_state,8,raw_mean,4,context_plus_true_coarse_train,2.6773631642781575,0.125,0.19224622769266353,0.014812420782750801,0.30468976497650146,0.9098237156867981
geom_r00,prior_label,label_state,8,raw_mean,8,coarse_prob_only,2.3588606441513913,0.125,0.19224622769266353,0.04155303158087509,0.3005262613296509,0.9097900986671448
geom_r00,prior_label,label_state,8,raw_mean,8,context_plus_coarse_prob,2.831842585033566,0.125,0.19224622769266353,0.009563600306507491,0.305500328540802,0.9102175831794739
geom_r00,prior_label,label_state,8,raw_mean,8,context_plus_true_coarse_train,2.7188783743280283,0.125,0.19224622769266353,0.013735849329394312,0.30485618114471436,0.910284698009491
geom_r00,prior_label,label_state,8,hybrid_raw,4,coarse_prob_only,2.079571889720274,0.20833333333333334,0.19224622769266353,-0.03764331394368159,0.31269609928131104,0.9045977592468262
geom_r00,prior_label,label_state,8,hybrid_raw,4,context_plus_coarse_prob,2.6389490636062347,0.125,0.19224622769266353,0.018846777574831663,0.3040652573108673,0.910134494304657
