fold,rows,base_mean,candidate_mean,delta_mean
geom_r00,128,0.5574261071344135,0.5626845675763631,0.005258460441949553
geom_r01,134,0.57454087130107,0.582502313471524,0.007961442170454025
geom_r02,147,0.563247203656986,0.5749179491588221,0.01167074550183611
geom_r03,133,0.5483301420527826,0.5536778790300204,0.0053477369772377825
