rank,alias,source_name,score,mean_expected,mean_delta_vs_public_base,p90_delta_vs_public_base,mean_abs_delta_vs_stage2,mean_abs_delta_vs_raw05,min_prob,max_prob
1,submission_bigshot_hybrid_01_minimax_r01_multifeature_raw_prob_w0p3.csv,minimax_r01__multifeature_raw__prob__w0.300,0.5875485422674178,0.575288917051433,0.0006546759008426894,0.000737923232518023,0.01814456929601295,0.01883272071693026,0.08465642469373658,0.9662483919452464
2,submission_bigshot_hybrid_02_minimax_r05_multifeature_raw_prob_w0p3.csv,minimax_r05__multifeature_raw__prob__w0.300,0.5875497266857397,0.5752892192388298,0.0006549780882394195,0.0007381410045315673,0.01814827717945958,0.018836387615811703,0.08470579640376674,0.966245142805508
3,submission_bigshot_hybrid_03_u80_multifeature_raw_prob_w0p3.csv,u80__multifeature_raw__prob__w0.300,0.5875502196481754,0.5752892814493475,0.0006550402987571537,0.0007383877990826959,0.018144129868908544,0.01883251314591173,0.08468513589930304,0.9662454770724719
4,submission_bigshot_hybrid_04_minimax_r01_multifeature_raw_logit_w0p4.csv,minimax_r01__multifeature_raw__logit__w0.400,0.5892763839143443,0.575683060300862,0.0010488191502716216,0.0011680283927103519,0.019289820697295502,0.019679835224119348,0.08586604521045088,0.9664972417931199
5,submission_bigshot_hybrid_05_minimax_r05_multifeature_raw_logit_w0p4.csv,minimax_r05__multifeature_raw__logit__w0.400,0.58927782935401,0.5756834230568386,0.001049181906248225,0.0011683217214925046,0.019292876681219536,0.019682980424866048,0.08591105949021753,0.9664931653742402
6,submission_bigshot_hybrid_06_u80_multifeature_raw_logit_w0p4.csv,u80__multifeature_raw__logit__w0.400,0.5892782380829842,0.5756834999041205,0.0010492587535300309,0.0011684875430953423,0.019289660798594923,0.019679965541987657,0.08589222422584422,0.9664935847349413
7,submission_bigshot_hybrid_07_u65_maskrank_multifeature_raw_logit_w0p4.csv,u65_maskrank__multifeature_raw__logit__w0.400,0.5895879132263073,0.5757515286650657,0.001117287514475276,0.0012547770151256298,0.018588670414476167,0.019012557002135423,0.08547042653373468,0.9664784727559452
8,submission_bigshot_hybrid_08_minimax_r01_blockcanvas_noq2_logit_w0p4.csv,minimax_r01__blockcanvas_noq2__logit__w0.400,0.5896713172365359,0.5757569447718622,0.0011227036212717715,0.001304073757421398,0.018552762648187743,0.019784134159150694,0.07908256913696776,0.9716824485091878
