target,base_loss,candidate_loss,delta_vs_base
Q1,0.5746308240745168,0.5746308240745168,0.0
Q2,0.6429986926145494,0.6429986926145494,0.0
Q3,0.6303484889503163,0.6275177811159568,-0.0028307078343594583
S1,0.47894327588040597,0.47260892276246863,-0.006334353117937341
S2,0.5389534496173579,0.5338818214842261,-0.005071628133131778
S3,0.5034376794790675,0.5009791845977082,-0.0024584948813592966
S4,0.6034040622125061,0.5965083777225261,-0.006895684489980014
mean,0.5675309246898171,0.5641608006245646,-0.0033701240652525
