cv_mode,method,group,strength,scale,oof_loss,oof_delta_vs_stage2,loss_Q1,loss_Q2,loss_Q3,loss_S1,loss_S2,loss_S3,loss_S4
geometry,label_ctx_ridge10,core_q_s23,0.5,0.35,0.5583919391553697,-0.0023500103383522486,0.575882553951938,0.6337697544592427,0.6332325750408242,0.4785424857628519,0.525444955131176,0.46131695766376796,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.5,0.35,0.5584537932592984,-0.0022881562344234663,0.575882553951938,0.6337697544592427,0.6332325750408242,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.35,0.35,0.558592606207384,-0.002149343286337868,0.5758423185189881,0.6367875805084899,0.6328621484836014,0.4785424857628519,0.5241160795659464,0.46144333853402386,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.35,0.5,0.5585959994752818,-0.0021459500184400904,0.5760462068465926,0.6342000701335111,0.6336340499837846,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.35,0.5,0.5585990293091565,-0.002142920184565411,0.5760462068465926,0.6342000701335111,0.6336340499837846,0.4785424857628519,0.5255397422269765,0.46167635813259217,0.6005542920777868
geometry,label_ctx_ridge50,core_q_s23,0.75,0.35,0.5586392764339754,-0.0021026730597465404,0.5772136292335208,0.6335877335944401,0.6370114491313916,0.4785424857628519,0.5233560074141416,0.46020933782369455,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.25,0.5,0.5586851890718434,-0.002056760421878523,0.5759173125098089,0.6368211966022318,0.6331221175400201,0.4785424857628519,0.5242280120681004,0.46161090694210416,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.75,0.35,0.5586928012464937,-0.0020491482472282385,0.5768092498859233,0.6297412855580221,0.6380074039184257,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.25,0.75,0.5587050773421255,-0.002036872151596425,0.5763045336706897,0.6339291342159908,0.6344102041451137,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.5,0.5,0.5587137966932068,-0.0020281528005151594,0.5769274829219346,0.6312280182408033,0.6365494063266246,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge50,core_q_s23,0.5,0.35,0.5587706116341324,-0.0019713378595894726,0.5766840286762985,0.636884145202766,0.6348223487200403,0.4785424857628519,0.5228013154138939,0.4611056655852901,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.15,1.0,0.5588117892276916,-0.001930160266030323,0.5761053797692667,0.6357132002337029,0.6338046712904272,0.4785424857628519,0.5249942785546866,0.4619682169051192,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.35,0.35,0.5588262452677377,-0.0019157042259841939,0.5758423185189881,0.6367875805084899,0.6328621484836014,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.15,1.0,0.5588449886652116,-0.001896960828510319,0.5761053797692667,0.6357132002337029,0.6338046712904272,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.15,0.75,0.5588481123248706,-0.0018938371688512756,0.5759993246579934,0.6376478915474634,0.6333539826251443,0.4785424857628519,0.5240421662473912,0.4617966433554637,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.25,0.75,0.5588618446242262,-0.0018801048694957467,0.5763045336706897,0.6339291342159908,0.6344102041451137,0.4785424857628519,0.5261402792386762,0.4621519832584736,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.25,0.5,0.5588788994307351,-0.0018630500629868152,0.5759173125098089,0.6368211966022318,0.6331221175400201,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge50,core_q_s23,0.35,0.5,0.5589318069607906,-0.0018101425329313248,0.5769194660794063,0.6372056003672004,0.6350248273585342,0.4785424857628519,0.5228745557245268,0.46140142135522805,0.6005542920777868
geometry,label_ctx_ridge50,core_q_s23,0.5,0.5,0.558939344680704,-0.0018026048130178607,0.5776400249284375,0.6348499285277046,0.636621900325161,0.4785424857628519,0.5233333324392205,0.46103344870376617,0.6005542920777868
geometry,label_ctx_ridge10,core_q_s23,0.25,0.35,0.5589690778871775,-0.0017728716065443795,0.5760220048308318,0.6390374471883664,0.6332408870223563,0.4785424857628519,0.5236015177079321,0.4617849106201175,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.35,0.75,0.5590104512048505,-0.0017314982888714248,0.5774743249817555,0.6314709468886979,0.6378362172004157,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge50,core_q_s23,0.25,0.75,0.5590403226050304,-0.0017016268886914654,0.5772450469041202,0.6370086644652171,0.6353983966222125,0.4785424857628519,0.5229789881900873,0.4615543842129376,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.15,0.75,0.5590418383133836,-0.001700111180338304,0.5759993246579934,0.6376478915474634,0.6333539826251443,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge10,q_only,0.25,1.0,0.5590444462531792,-0.0016975032405427415,0.577405590372982,0.632036566834811,0.6375772972013765,0.4785424857628519,0.5236015975760266,0.46359329394641935,0.6005542920777868
geometry,label_ctx_ridge50,core_q_s23,0.35,0.35,0.5591335141796505,-0.0016084353140713992,0.5765964903021616,0.6391528217106419,0.6345594321912635,0.4785424857628519,0.5227991058195224,0.4617299713933252,0.6005542920777868
