target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate,passes_loose,passes_strict
Q3,brlatent_a100p0_last_S3,subject_rank,-0.2048689496262515,0.5,0.6303484889503163,0.6212881975488773,0.45,0.619653327940522,-0.010695161009794285,-0.009507738408245169,-0.010555273682288258,-0.01337605231066949,-0.005673401634738395,0.9653846153846154,0.4308076923076924,0.0,True,True
Q3,brlatent_a100p0_last_S3,subject_rank,-0.2048689496262515,0.2,0.6303484889503163,0.6208234088152981,0.45,0.6200497729959304,-0.010298715954385806,-0.00905644441713138,-0.01009891847261124,-0.012575547556037653,-0.005426208807029598,0.9653846153846154,0.42846153846153856,0.0,True,True
Q3,brlatent_a100p0_last_S3,subject_rank,-0.2048689496262515,0.1,0.6303484889503163,0.6218228989979458,0.45,0.620952052162579,-0.009396436787737272,-0.007908988873631126,-0.009053157022993474,-0.011521968663639082,-0.004782949490051203,0.9423076923076923,0.41826923076923084,0.007692307692307693,True,True
Q3,brlatent_a1p0_rate_Q2,subject_z,0.16309035996295015,0.5,0.6303484889503163,0.6216701458307544,0.45,0.6211396004682734,-0.00920888848204282,-0.007291886038614756,-0.007771815059444909,-0.01195976730962059,-0.0036859546987352276,0.8884615384615384,0.3928461538461539,0.03076923076923077,True,True
Q3,qrlatent_a1p0_rate_Q2,subject_z,0.16309035996295015,0.5,0.6303484889503163,0.6216701458307544,0.45,0.6211396004682734,-0.00920888848204282,-0.007291886038614756,-0.007771815059444909,-0.01195976730962059,-0.0036859546987352276,0.8884615384615384,0.3928461538461539,0.03076923076923077,True,True
Q3,qrlatent_a1p0_count_Q2,subject_z,0.16309035996295015,0.5,0.6303484889503163,0.6216701458307544,0.45,0.6211396004682734,-0.00920888848204282,-0.007291886038614756,-0.007771815059444909,-0.01195976730962059,-0.0036859546987352276,0.8884615384615384,0.3928461538461539,0.03076923076923077,True,True
Q1,brlatent_a100p0_rate_Q3,subject_z,0.19097936516636466,0.5,0.5746308240745168,0.571241648421618,0.45,0.5655343388455869,-0.009096485228929918,-0.0065469091921641805,-0.007639990321960777,-0.01022099232699114,-0.0029521770580245577,0.8461538461538461,0.3803846153846155,0.03076923076923077,True,True
Q1,qrlatent_a100p0_rate_Q3,subject_z,0.19097936516636466,0.5,0.5746308240745168,0.571241648421618,0.45,0.5655343388455869,-0.009096485228929918,-0.0065469091921641805,-0.007639990321960777,-0.01022099232699114,-0.0029521770580245577,0.8461538461538461,0.3803846153846155,0.03076923076923077,True,True
Q1,qrlatent_a100p0_count_Q3,subject_z,0.19097936516636466,0.5,0.5746308240745168,0.571241648421618,0.45,0.5655343388455869,-0.009096485228929918,-0.0065469091921641805,-0.007639990321960777,-0.01022099232699114,-0.0029521770580245577,0.8461538461538461,0.3803846153846155,0.03076923076923077,True,True
Q3,brlatent_a1p0_rate_Q2,subject_z,0.16309035996295015,0.2,0.6303484889503163,0.6210678117310194,0.45,0.6214206960313666,-0.008927792918949629,-0.007152070538157976,-0.0075039354490401555,-0.011908272289245653,-0.003557682055232242,0.8884615384615384,0.39611538461538465,0.03076923076923077,True,True
Q3,qrlatent_a1p0_rate_Q2,subject_z,0.16309035996295015,0.2,0.6303484889503163,0.6210678117310194,0.45,0.6214206960313666,-0.008927792918949629,-0.007152070538157976,-0.0075039354490401555,-0.011908272289245653,-0.003557682055232242,0.8884615384615384,0.39611538461538465,0.03076923076923077,True,True
Q3,qrlatent_a1p0_count_Q2,subject_z,0.16309035996295015,0.2,0.6303484889503163,0.6210678117310194,0.45,0.6214206960313666,-0.008927792918949629,-0.007152070538157976,-0.0075039354490401555,-0.011908272289245653,-0.003557682055232242,0.8884615384615384,0.39611538461538465,0.03076923076923077,True,True
Q1,brlatent_a100p0_rate_Q3,subject_z,0.19097936516636466,0.2,0.5746308240745168,0.5702510917193115,0.45,0.5658601179789866,-0.008770706095530212,-0.006349481879763823,-0.007232756501677207,-0.009965481779330876,-0.00311561897001833,0.8461538461538461,0.38038461538461543,0.03076923076923077,True,True
Q1,qrlatent_a100p0_rate_Q3,subject_z,0.19097936516636466,0.2,0.5746308240745168,0.5702510917193115,0.45,0.5658601179789866,-0.008770706095530212,-0.006349481879763823,-0.007232756501677207,-0.009965481779330876,-0.00311561897001833,0.8461538461538461,0.38038461538461543,0.03076923076923077,True,True
Q1,qrlatent_a100p0_count_Q3,subject_z,0.19097936516636466,0.2,0.5746308240745168,0.5702510917193115,0.45,0.5658601179789866,-0.008770706095530212,-0.006349481879763823,-0.007232756501677207,-0.009965481779330876,-0.00311561897001833,0.8461538461538461,0.38038461538461543,0.03076923076923077,True,True
Q3,brlatent_a1p0_logit_delta_Q2,subject_z,0.14253135924406007,0.5,0.6303484889503163,0.6272998889999619,0.45,0.6218575210533835,-0.00849096789693271,-0.006747746009077365,-0.007174805686244734,-0.010503947317310913,-0.0029528534952254493,0.8923076923076924,0.3963846153846154,0.015384615384615385,True,True
Q3,qrlatent_a1p0_logit_delta_Q2,subject_z,0.14253135924406007,0.5,0.6303484889503163,0.6272998889999619,0.45,0.6218575210533835,-0.00849096789693271,-0.006747746009077365,-0.007174805686244734,-0.010503947317310913,-0.0029528534952254493,0.8923076923076924,0.3963846153846154,0.015384615384615385,True,True
Q2,brlatent_a100p0_logit_delta_Q3,subject_z,0.19948441046707363,0.5,0.6429986926145494,0.661506023529095,0.45,0.6346219971073856,-0.0083766955071638,-0.007116436631318169,-0.007843671913216277,-0.009985909154625161,-0.004862637942155357,0.9307692307692308,0.40615384615384614,0.0,True,True
Q2,qrlatent_a100p0_logit_delta_Q3,subject_z,0.19948441046707363,0.5,0.6429986926145494,0.661506023529095,0.45,0.6346219971073856,-0.0083766955071638,-0.007116436631318169,-0.007843671913216277,-0.009985909154625161,-0.004862637942155357,0.9307692307692308,0.40615384615384614,0.0,True,True
Q2,brlatent_a100p0_logit_delta_Q3,subject_z,0.19948441046707363,0.2,0.6429986926145494,0.6583426381489426,0.45,0.6346864437471463,-0.008312248867403116,-0.007241440876888219,-0.007949886536578965,-0.010179287727095948,-0.005069477673824929,0.9384615384615385,0.41134615384615386,0.0,True,True
Q2,qrlatent_a100p0_logit_delta_Q3,subject_z,0.19948441046707363,0.2,0.6429986926145494,0.6583426381489426,0.45,0.6346864437471463,-0.008312248867403116,-0.007241440876888219,-0.007949886536578965,-0.010179287727095948,-0.005069477673824929,0.9384615384615385,0.41134615384615386,0.0,True,True
Q3,brlatent_a1p0_logit_delta_Q2,subject_z,0.14253135924406007,0.2,0.6303484889503163,0.6260219894627532,0.45,0.622046524074343,-0.008301964875973233,-0.006639982483980297,-0.00719323279258044,-0.0106179295902461,-0.0027845413701376165,0.8807692307692307,0.398923076923077,0.026923076923076925,True,True
