target,feature,mode,corr,abs_corr
Q1,jepa_modality__ambience__resid_norm,subject_rank,-0.1780315295252265,0.1780315295252265
Q1,jepa_modality__prectx_other__cos,subject_center,0.15809890605078863,0.15809890605078863
Q1,jepa_sensor_time__prectx_mlight__other__target_norm,subject_rank,-0.15312338039075346,0.15312338039075346
Q1,jepa_modality__prectx_other__cos,global_z,0.15044282774535844,0.15044282774535844
Q1,jepa_grid__presleep_activity__pre3h__resid,subject_rank,-0.14623640305747476,0.14623640305747476
Q1,jepa_modality__prectx_other__cos,subject_z,0.1436454864281886,0.1436454864281886
Q1,jepa_modality__phone_charge__pred_pc0,subject_rank,0.143370103414301,0.143370103414301
Q1,jepa_grid__presleep_activity__pre3h__resid,subject_z,-0.1396487461569771,0.1396487461569771
Q1,jepa_sensor_time__prectx_wlight__other__resid_norm,global_z,0.13937221887554144,0.13937221887554144
Q1,jepa_sensor_time__prectx_wlight__other__resid_norm,subject_z,0.13821185879987893,0.13821185879987893
Q1,jepa_modality__presleep_mlight__target_pc1,subject_rank,-0.1365737984169793,0.1365737984169793
Q1,jepa_sensor_time__prectx_wlight__other__resid_norm,subject_center,0.13655770397075628,0.13655770397075628
Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_center,0.20177803288554272,0.20177803288554272
Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,global_z,0.19213380167701516,0.19213380167701516
Q2,jepa_sensor_time__prectx_usage__pre1h__target_pc2,global_z,0.18893513811922125,0.18893513811922125
Q2,jepa_temporal__target_pc5,subject_center,0.18270054007603895,0.18270054007603895
Q2,jepa_temporal__resid_pc5,subject_center,0.18270054007603892,0.18270054007603892
Q2,jepa_temporal__resid_pc5,global_z,0.18088165759498764,0.18088165759498764
Q2,jepa_temporal__target_pc5,subject_rank,0.17955337647720945,0.17955337647720945
Q2,jepa_temporal__resid_pc5,subject_rank,0.17955337647720945,0.17955337647720945
Q2,jepa_sensor_time__prectx_usage__pre1h__target_pc2,subject_center,0.17883670426748816,0.17883670426748816
Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_rank,0.1770224118244672,0.1770224118244672
Q2,jepa_temporal__target_pc5,subject_z,0.17645700333771314,0.17645700333771314
Q2,jepa_temporal__resid_pc5,subject_z,0.17645700333771314,0.17645700333771314
Q3,jepa_grid__prectx_other__pre3h__pred,subject_rank,-0.2006284858424461,0.2006284858424461
Q3,jepa_grid__prectx_hr__pre6h__pred,subject_rank,-0.19035600122721336,0.19035600122721336
Q3,jepa_prefix__prectx__resid_pc0,subject_rank,-0.18670824958134466,0.18670824958134466
Q3,jepa_prefix__prectx__resid_pc0,subject_z,-0.1858493584325919,0.1858493584325919
Q3,jepa_grid__prectx_hr__pre6h__pred,subject_z,-0.17249151376664482,0.17249151376664482
Q3,jepa_modality__prectx_wlight__pred_pc2,subject_rank,-0.16888700134904755,0.16888700134904755
Q3,jepa_grid__prectx_other__pre3h__pred,subject_z,-0.16686735989793514,0.16686735989793514
Q3,jepa_grid__prectx_hr__pre6h__pred,subject_center,-0.16628538090416758,0.16628538090416758
Q3,jepa_sensor_time__prectx_usage__pre6h__resid_pc2,global_z,0.16380457037377072,0.16380457037377072
Q3,jepa_grid__prectx_wlight__pre6h__pred,subject_rank,-0.16145870176103175,0.16145870176103175
Q3,jepa_grid__prectx_other__pre3h__value,subject_rank,-0.16057419131879708,0.16057419131879708
Q3,jepa_modality__phone_charge__resid_pc1,subject_center,0.15988433601732008,0.15988433601732008
S1,jepa_grid__presleep_ambience__pre6h__resid,subject_z,0.1551713054574319,0.1551713054574319
S1,jepa_time__other__resid_pc1,subject_rank,-0.14875503548518781,0.14875503548518781
S1,jepa_grid__presleep_ambience__pre1h__resid,subject_rank,0.14648392773753288,0.14648392773753288
S1,jepa_grid__presleep_activity__pre1h__value,global_z,-0.14579637237178927,0.14579637237178927
S1,jepa_modality__presleep_charge__cos,subject_center,0.1454404367595837,0.1454404367595837
S1,jepa_grid__presleep_activity__pre1h__resid,global_z,-0.14290223414622633,0.14290223414622633
S1,jepa_grid__presleep_activity__pre1h__value,subject_center,-0.1410364400677917,0.1410364400677917
S1,jepa_grid__presleep_ambience__pre1h__pred,subject_rank,-0.1407958526204051,0.1407958526204051
S1,jepa_grid__presleep_ambience__pre6h__resid,subject_rank,0.13904078831448524,0.13904078831448524
S1,jepa_grid__presleep_activity__pre1h__resid,subject_center,-0.13874745805849237,0.13874745805849237
S1,jepa_grid__presleep_activity__pre1h__resid,subject_z,-0.1383302507043055,0.1383302507043055
S1,jepa_grid__presleep_ambience__pre6h__resid,global_z,0.13714061660245985,0.13714061660245985
S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,-0.15768051821565032,0.15768051821565032
S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,-0.15234995313238567,0.15234995313238567
S2,jepa_grid__prectx_wlight__pre1h__value,subject_rank,0.14549684386727332,0.14549684386727332
S2,jepa_time__late__pred_pc2,subject_z,0.14521594938170168,0.14521594938170168
S2,jepa_modality__presleep_mlight__pred_pc1,subject_center,-0.14283590406617172,0.14283590406617172
S2,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.14124872536654126,0.14124872536654126
S2,jepa_time__late__pred_pc2,subject_rank,0.1405191315556937,0.1405191315556937
S2,jepa_modality__presleep_mlight__pred_pc1,global_z,-0.14035510361760767,0.14035510361760767
S2,jepa_time__afternoon__target_pc2,subject_rank,0.13713841422232173,0.13713841422232173
S2,jepa_modality__presleep_usage__target_pc2,subject_center,0.1370506997112406,0.1370506997112406
S2,jepa_modality__presleep_usage__target_pc2,global_z,0.13657243142807743,0.13657243142807743
S2,jepa_sensor_time__quiet__other__resid_pc0,subject_center,0.1364398090874982,0.1364398090874982
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,global_z,0.1669909949583695,0.1669909949583695
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,subject_center,0.16584485663237156,0.16584485663237156
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_rank,0.15207972168496428,0.15207972168496428
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_z,0.15167057058282093,0.15167057058282093
S3,jepa_sensor_time__prectx_screen__other__resid_pc1,subject_z,0.14898149325355686,0.14898149325355686
S3,jepa_grid__presleep_activity__pre1h__value,subject_rank,0.1455379324719238,0.1455379324719238
S3,jepa_sensor_time__prectx_usage__pre3h__resid_abs_mean,subject_center,0.14447288267935968,0.14447288267935968
