candidate,kind,raw,episode,raw_weight,episode_weight,oof_loss,oof_delta_vs_stage2,jepa_bad_ratio,jepa_bad_cos,raw_good_ratio,raw_good_cos,public_safety_rank
submission_jepa_episode_rawstack_raw075_er_strict10_rw1p0_ew1p25.csv,global,raw075,er_strict10,1.0,1.25,0.5607101019671558,-0.006820822722661379,0.02940396314670464,0.022060611646004848,1.3794621122105841,0.45306114706194706,-0.007229398943781152
submission_jepa_episode_rawstack_raw075_er_strict10_rw1p0_ew1p0.csv,global,raw075,er_strict10,1.0,1.0,0.5609012577636868,-0.006629666926130318,0.02485557603975327,0.022156138216381925,1.361908711546725,0.5314392111813473,-0.007065533469891798
submission_jepa_episode_rawstack_targetwise_raw075_er_strict10.csv,targetwise,raw075,er_strict10,,,0.5609012577636868,-0.006629666926130318,0.02485557603975327,0.022156138216381925,1.361908711546725,0.5314392111813473,-0.007065533469891798
submission_jepa_episode_rawstack_raw075_er_top10_rw1p0_ew1p25.csv,global,raw075,er_top10,1.0,1.25,0.5606373643325643,-0.006893560357252859,0.09063125215892882,0.06891861128589558,1.2921488929754983,0.4301366626487834,-0.0069347728442992855
submission_jepa_episode_rawstack_raw075_er_strict075_rw1p0_ew1p25.csv,global,raw075,er_strict075,1.0,1.25,0.5610314537140422,-0.006499470975774968,0.029309845666407236,0.0234667392410417,1.3716686216210894,0.48075497093711206,-0.006908611901776525
submission_jepa_episode_rawstack_raw075_er_strict10_rw0p75_ew1p25.csv,global,raw075,er_strict10,0.75,1.25,0.5610526246982505,-0.006478299991566683,0.027738456243717978,0.02174854133450091,1.056538334987763,0.36263395815245325,-0.006896869254104375
submission_jepa_episode_rawstack_raw075_er_top10_rw1p0_ew1p0.csv,global,raw075,er_top10,1.0,1.0,0.5608675825600633,-0.006663342129753835,0.07383740724953262,0.06681468225306195,1.292058136158656,0.5118148564571781,-0.00680531768625664
submission_jepa_episode_rawstack_targetwise_raw075_er_top10.csv,targetwise,raw075,er_top10,,,0.5608730882539111,-0.006657836435906006,0.07921965135320709,0.07195973875531568,1.292058136158656,0.5137763040118516,-0.006767518527786764
submission_jepa_episode_rawstack_raw05_er_strict10_rw1p0_ew1p25.csv,global,raw05,er_strict10,1.0,1.25,0.561203010352396,-0.006327914337421192,0.030108026294167218,0.023492085529091114,1.0877670033192988,0.3715442384713251,-0.006732266179656188
submission_jepa_episode_rawstack_raw075_er_strict10_rw0p75_ew1p0.csv,global,raw075,er_strict10,0.75,1.0,0.5612579979818222,-0.0062729267079949524,0.02319006913676656,0.022004986264991793,1.038984934323903,0.43158234690268393,-0.006718786293174354
submission_jepa_episode_rawstack_raw075_er_top10_rw0p75_ew1p25.csv,global,raw075,er_top10,0.75,1.25,0.5609837691052525,-0.006547155584564646,0.08896574525594224,0.07054318201146566,0.9692251157526769,0.3364280883301862,-0.006598361113028993
