fold,n_train,n_val,base_loss,candidate_loss,delta,train_feature_coverage,val_feature_coverage,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
geom_r00,319,131,0.5635154675086219,0.5650151662249817,0.0014996987163597986,0.8119122257053292,1.0,-0.005662216722021496,0.0014042483803556882,0.0008355689035054459,0.0032443076628365652,-0.0018363883708586437,0.005984820380718903,0.0065275507799817944
geom_r01,321,129,0.5813945850243911,0.5812521248448166,-0.00014246017957453283,0.7881619937694704,1.0,0.006156405783214192,-0.009755539452536377,0.0035641579670989687,-0.001765472568584503,0.004414931521828258,-0.002545416116981336,-0.001066288391060266
geom_r02,318,132,0.5495943892803502,0.5512450498602346,0.0016506605798843887,0.7955974842767296,1.0,-0.0047431682265859365,-0.0008881749106893766,0.0007010426005279458,0.0034143784812210587,0.004895021433929836,0.004613236515337293,0.0035622881654497895
geom_r03,314,136,0.5598482950672535,0.5579832384407183,-0.0018650566265352442,0.7802547770700637,1.0,0.0009684556339443207,-0.009993374737461425,0.007426589682598128,-0.0021890731878669856,-0.004276351976033599,-0.0051534214784019206,0.00016177967747543764
