fold,block_mode,family,k,context_variant,train_blocks,val_blocks,mean_val_len,proto_logloss,proto_acc,proto_predictability,balance_entropy_norm,oracle_rate_r2,oracle_rate_rmse,oracle_rate_cos,pred_rate_r2,pred_rate_rmse,pred_rate_cos
geom_r00,submission_like,time_meta,8,prior_label,322,22,6.045454545454546,0.6422431376400645,0.7272727272727273,0.6911463367605704,0.9690906861178499,-0.17139453838378427,0.3625541031360626,0.8581421375274658,-0.13876841563152387,0.35746943950653076,0.8615275025367737
geom_r00,submission_like,time_meta,8,bidir_all,322,22,6.045454545454546,0.6711643233510396,0.8181818181818182,0.6772381863599528,0.9690906861178499,-0.17139453838378427,0.3625541031360626,0.8581421375274658,-0.1524064519361923,0.359603613615036,0.8598091006278992
geom_r00,submission_like,time_meta,8,prior_all,322,22,6.045454545454546,0.2586967982774029,0.9090909090909091,0.8755931373437794,0.9690906861178499,-0.17139453838378427,0.3625541031360626,0.8581421375274658,-0.13263073638685308,0.3565048277378082,0.8630563616752625
geom_r00,submission_like,time_meta,8,full_strict,322,22,6.045454545454546,0.6394562017942362,0.8181818181818182,0.692486569601921,0.9690906861178499,-0.17139453838378427,0.3625541031360626,0.8581421375274658,-0.1525433157375049,0.359624981880188,0.8600720763206482
geom_r00,submission_like,time_meta,10,meta_only,322,22,6.045454545454546,0.7059461773020176,0.6818181818181818,0.6934114706770391,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.11737505824989602,0.3540957272052765,0.8630608916282654
geom_r00,submission_like,time_meta,10,past_raw,322,22,6.045454545454546,0.36269250745945675,0.8181818181818182,0.842484645382704,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.10363724381910933,0.351912260055542,0.8651027083396912
geom_r00,submission_like,time_meta,10,future_raw,322,22,6.045454545454546,1.200073081998992,0.6363636363636364,0.47881488260720917,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.12720033394767527,0.3556491434574127,0.861629843711853
geom_r00,submission_like,time_meta,10,bidir_raw,322,22,6.045454545454546,0.8379686878121017,0.6363636363636364,0.6360748228754955,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.09125393952518412,0.34993240237236023,0.8660730719566345
geom_r00,submission_like,time_meta,10,prior_raw,322,22,6.045454545454546,0.5004946286573496,0.7272727272727273,0.782637944551896,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.10726965325555948,0.3524909019470215,0.8666558861732483
geom_r00,submission_like,time_meta,10,past_label,322,22,6.045454545454546,0.6706199254104015,0.7727272727272727,0.7087534669398923,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.10381284890611608,0.3519402742385864,0.8650293946266174
geom_r00,submission_like,time_meta,10,future_label,322,22,6.045454545454546,0.8536130934545636,0.5909090909090909,0.6292805438323182,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.08624030943580996,0.3491275906562805,0.8683130145072937
geom_r00,submission_like,time_meta,10,bidir_label,322,22,6.045454545454546,0.8703156141433722,0.7272727272727273,0.6220267312632938,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.08786545670236379,0.34938865900039673,0.867774248123169
geom_r00,submission_like,time_meta,10,prior_label,322,22,6.045454545454546,0.7089224917458014,0.7272727272727273,0.6921188737376949,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.10337764409274852,0.3518708646297455,0.8657315969467163
geom_r00,submission_like,time_meta,10,bidir_all,322,22,6.045454545454546,0.8812031104454147,0.6818181818181818,0.6172983516975747,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.09242942298000623,0.35012081265449524,0.8662233948707581
geom_r00,submission_like,time_meta,10,prior_all,322,22,6.045454545454546,0.49798815472943364,0.7272727272727273,0.7837264923478242,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.10692815599647765,0.35243654251098633,0.8667163252830505
geom_r00,submission_like,time_meta,10,full_strict,322,22,6.045454545454546,0.907895496693157,0.6363636363636364,0.60570599564135,0.9687981336578896,-0.12002955375116087,0.3545161187648773,0.8627005219459534,-0.09525941319424436,0.3505740165710449,0.8664714694023132
geom_r00,submission_like,raw_mean,4,meta_only,322,22,6.045454545454546,1.6965855684169469,0.45454545454545453,-0.22382779299945632,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.1745070861233129,0.3630354702472687,0.8590356707572937
geom_r00,submission_like,raw_mean,4,past_raw,322,22,6.045454545454546,1.1770379871661385,0.7727272727272727,0.15094656648874227,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.06718511557596152,0.34605178236961365,0.8711784482002258
geom_r00,submission_like,raw_mean,4,future_raw,322,22,6.045454545454546,1.001069487311865,0.7727272727272727,0.2778810075349576,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.018820207542917355,0.3381193280220032,0.8755167126655579
geom_r00,submission_like,raw_mean,4,bidir_raw,322,22,6.045454545454546,0.9980485625796338,0.8181818181818182,0.280060144100002,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.07047415139476354,0.34658464789390564,0.8681041598320007
geom_r00,submission_like,raw_mean,4,prior_raw,322,22,6.045454545454546,1.3313651375639344,0.7272727272727273,0.03962305921202958,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.03270437794188186,0.34041541814804077,0.873887300491333
geom_r00,submission_like,raw_mean,4,past_label,322,22,6.045454545454546,0.8035077997805594,0.7272727272727273,0.4203916409704924,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.039378585362504825,0.3415136933326721,0.8723894357681274
geom_r00,submission_like,raw_mean,4,future_label,322,22,6.045454545454546,0.8643644878087829,0.7727272727272727,0.37649281995886996,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.03866601060341268,0.34139660000801086,0.8734259009361267
geom_r00,submission_like,raw_mean,4,bidir_label,322,22,6.045454545454546,0.7239628945947255,0.8181818181818182,0.47777116109028506,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.036117363800098445,0.3409774899482727,0.8732454180717468
geom_r00,submission_like,raw_mean,4,prior_label,322,22,6.045454545454546,0.7834238615683621,0.7272727272727273,0.4348791400006211,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.04239378320464815,0.34200868010520935,0.8733963370323181
geom_r00,submission_like,raw_mean,4,bidir_all,322,22,6.045454545454546,0.9844144630340022,0.8181818181818182,0.2898950680007366,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.06938244183122877,0.34640786051750183,0.8684037923812866
geom_r00,submission_like,raw_mean,4,prior_all,322,22,6.045454545454546,1.3310747194179235,0.7272727272727273,0.03983255162154664,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.032878879288555485,0.3404441773891449,0.8738502264022827
geom_r00,submission_like,raw_mean,4,full_strict,322,22,6.045454545454546,1.083191523646972,0.7727272727272727,0.21864248025077648,0.8319046185136051,-0.03930860822538196,0.34150218963623047,0.8676159381866455,-0.0728550296674364,0.346969872713089,0.8685054183006287
geom_r00,submission_like,raw_mean,8,meta_only,322,22,6.045454545454546,1.2331483604507658,0.5,0.4069809918991081,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,-0.2062478987543408,0.367908239364624,0.8547004461288452
geom_r00,submission_like,raw_mean,8,past_raw,322,22,6.045454545454546,1.124364743017715,0.8181818181818182,0.4592948536993162,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.008751998597808286,0.33351269364356995,0.8797087073326111
geom_r00,submission_like,raw_mean,8,future_raw,322,22,6.045454545454546,1.5526352913136663,0.6818181818181818,0.25334025497086077,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.04345315317642118,0.3276229798793793,0.8766691088676453
geom_r00,submission_like,raw_mean,8,bidir_raw,322,22,6.045454545454546,0.9989627700406359,0.8636363636363636,0.5196004552098908,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.04189202284919091,0.32789021730422974,0.8801726698875427
geom_r00,submission_like,raw_mean,8,prior_raw,322,22,6.045454545454546,0.7330758021203269,0.8181818181818182,0.6474650585617685,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.08380203666581232,0.32063865661621094,0.8862871527671814
geom_r00,submission_like,raw_mean,8,past_label,322,22,6.045454545454546,0.7647352840254086,0.8181818181818182,0.6322400660479099,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.0408328736254846,0.32807138562202454,0.8794280886650085
geom_r00,submission_like,raw_mean,8,future_label,322,22,6.045454545454546,0.9115418210611342,0.6818181818181818,0.5616410450640689,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.03558613357774554,0.32896745204925537,0.8787767291069031
geom_r00,submission_like,raw_mean,8,bidir_label,322,22,6.045454545454546,0.9079231174471432,0.8181818181818182,0.5633812736501862,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.042063654470998246,0.32786083221435547,0.8790073394775391
geom_r00,submission_like,raw_mean,8,prior_label,322,22,6.045454545454546,0.772391412007051,0.8636363636363636,0.6285582467574011,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.06173396281852017,0.3244772255420685,0.8816545605659485
geom_r00,submission_like,raw_mean,8,bidir_all,322,22,6.045454545454546,0.9736750682990896,0.8636363636363636,0.5317612691758935,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.04075274207729673,0.3280850946903229,0.8799667358398438
geom_r00,submission_like,raw_mean,8,prior_all,322,22,6.045454545454546,0.7395992502622516,0.8181818181818182,0.644327943133818,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.08334365330544846,0.3207188546657562,0.8862625360488892
geom_r00,submission_like,raw_mean,8,full_strict,322,22,6.045454545454546,0.990657534483904,0.8636363636363636,0.5235944292602615,0.9178258773401847,0.04271265378689992,0.32774975895881653,0.8822563290596008,0.03146046258640356,0.32967036962509155,0.8795204758644104
geom_r00,submission_like,raw_mean,10,meta_only,322,22,6.045454545454546,1.783581643007043,0.22727272727272727,0.2254003344181057,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.2084870567682351,0.3682495653629303,0.857039213180542
geom_r00,submission_like,raw_mean,10,past_raw,322,22,6.045454545454546,1.3303634924832382,0.8181818181818182,0.42223047628899146,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.027957080394900524,0.3396320939064026,0.8689393401145935
geom_r00,submission_like,raw_mean,10,future_raw,322,22,6.045454545454546,1.642200012924597,0.5454545454545454,0.2868015962053987,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.10666954963641695,0.3523953855037689,0.8655023574829102
geom_r00,submission_like,raw_mean,10,bidir_raw,322,22,6.045454545454546,0.9119904306127317,0.8181818181818182,0.6039275884363202,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.06963012116199141,0.34644797444343567,0.8654695153236389
geom_r00,submission_like,raw_mean,10,prior_raw,322,22,6.045454545454546,0.7887957767748127,0.8181818181818182,0.6574303467981097,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,0.027277617845803515,0.33038148283958435,0.8767025470733643
geom_r00,submission_like,raw_mean,10,past_label,322,22,6.045454545454546,1.1115863193925237,0.7727272727272727,0.5172441953286813,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.010721071352176814,0.33677271008491516,0.8717605471611023
geom_r00,submission_like,raw_mean,10,future_label,322,22,6.045454545454546,1.006414429131696,0.6818181818181818,0.5629197669202931,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.0012706258715409202,0.33519455790519714,0.8735421895980835
geom_r00,submission_like,raw_mean,10,bidir_label,322,22,6.045454545454546,1.1322402342130777,0.7272727272727273,0.508274314092415,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.0070546667134652186,0.3361613154411316,0.8708120584487915
geom_r00,submission_like,raw_mean,10,prior_label,322,22,6.045454545454546,1.0464100989328506,0.7272727272727273,0.5455498682256272,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,0.010624825195124754,0.3331975042819977,0.8755529522895813
geom_r00,submission_like,raw_mean,10,bidir_all,322,22,6.045454545454546,0.9181621069558105,0.8181818181818182,0.6012472634564283,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.06941577478929051,0.346413254737854,0.8654434084892273
geom_r00,submission_like,raw_mean,10,prior_all,322,22,6.045454545454546,0.7877349550156137,0.8181818181818182,0.6578910558344127,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,0.02589120961331337,0.33061683177948,0.8767440915107727
geom_r00,submission_like,raw_mean,10,full_strict,322,22,6.045454545454546,0.9396004479786477,0.7727272727272727,0.5919367102490499,0.940495251358879,-0.05564959423194127,0.34417641162872314,0.8640996813774109,-0.056226188181987435,0.34427040815353394,0.866365373134613
geom_r00,submission_like,raw_trend,4,meta_only,322,22,6.045454545454546,1.1427737371849862,0.4090909090909091,0.1756629982525364,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.09478171437805005,0.3504975438117981,0.8667511343955994
geom_r00,submission_like,raw_trend,4,past_raw,322,22,6.045454545454546,1.2229775248670012,0.6363636363636364,0.11780819487785921,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.0663109532320938,0.34591004252433777,0.8673248291015625
geom_r00,submission_like,raw_trend,4,future_raw,322,22,6.045454545454546,1.6277641895820232,0.5,-0.1741836620233137,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.10063043440349784,0.35143256187438965,0.86118483543396
geom_r00,submission_like,raw_trend,4,bidir_raw,322,22,6.045454545454546,1.5751554422654763,0.5909090909090909,-0.1362344725928324,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.10002503283075614,0.35133588314056396,0.8606210350990295
geom_r00,submission_like,raw_trend,4,prior_raw,322,22,6.045454545454546,1.883304434100856,0.6363636363636364,-0.35851698378075025,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.07178197331553227,0.34679630398750305,0.8652328848838806
geom_r00,submission_like,raw_trend,4,past_label,322,22,6.045454545454546,0.8572262177129574,0.6363636363636364,0.38164199339275673,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.04874669181428648,0.3430492877960205,0.8704946637153625
geom_r00,submission_like,raw_trend,4,future_label,322,22,6.045454545454546,1.1075181918066184,0.5909090909090909,0.20109449849313987,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.06072006694847354,0.3450019955635071,0.8697293996810913
geom_r00,submission_like,raw_trend,4,bidir_label,322,22,6.045454545454546,0.9671739131120318,0.5909090909090909,0.3023314959380492,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.06289575989321095,0.34535565972328186,0.8682375550270081
geom_r00,submission_like,raw_trend,4,prior_label,322,22,6.045454545454546,0.7804521579234304,0.6363636363636364,0.4370227710563884,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.060107932559699595,0.3449024260044098,0.867831826210022
geom_r00,submission_like,raw_trend,4,bidir_all,322,22,6.045454545454546,1.6689742514467654,0.5909090909090909,-0.20391043796680908,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.0991009814238295,0.3511883020401001,0.8609814047813416
geom_r00,submission_like,raw_trend,4,prior_all,322,22,6.045454545454546,1.8342391033812424,0.6363636363636364,-0.3231238291263685,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.07011753289311762,0.3465268909931183,0.8654863238334656
geom_r00,submission_like,raw_trend,4,full_strict,322,22,6.045454545454546,1.688631221498467,0.5454545454545454,-0.21808994457305553,0.9495517978933483,-0.031023933284636263,0.34013834595680237,0.8641927242279053,-0.08745994250395861,0.3493235409259796,0.862697422504425
geom_r00,submission_like,raw_trend,8,meta_only,322,22,6.045454545454546,1.758790242377544,0.3181818181818182,0.15420067978600627,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.1446482611343669,0.3583911061286926,0.8603724837303162
geom_r00,submission_like,raw_trend,8,past_raw,322,22,6.045454545454546,2.2397686257180967,0.5,-0.07710102968739574,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.020650319389340144,0.33842286467552185,0.874484658241272
geom_r00,submission_like,raw_trend,8,future_raw,322,22,6.045454545454546,2.0564944545012214,0.5,0.011035216291811256,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.11457155780365391,0.3536512553691864,0.853183925151825
geom_r00,submission_like,raw_trend,8,bidir_raw,322,22,6.045454545454546,2.136507962188679,0.45454545454545453,-0.027443147289797354,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.1062480312031806,0.35232827067375183,0.8570239543914795
geom_r00,submission_like,raw_trend,8,prior_raw,322,22,6.045454545454546,2.4413408574945614,0.5,-0.17403678274233791,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.037710833719090564,0.3412395715713501,0.8683712482452393
geom_r00,submission_like,raw_trend,8,past_label,322,22,6.045454545454546,1.5824783679293462,0.5,0.2389887687580906,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.015070470509051637,0.3374965190887451,0.8715111017227173
geom_r00,submission_like,raw_trend,8,future_label,322,22,6.045454545454546,1.8932427307296142,0.5454545454545454,0.08954270039243539,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.028376060225370425,0.3397012948989868,0.8684397339820862
geom_r00,submission_like,raw_trend,8,bidir_label,322,22,6.045454545454546,2.1229322369107178,0.5454545454545454,-0.020914603444802227,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.010299663292973937,0.33670249581336975,0.8707426190376282
geom_r00,submission_like,raw_trend,8,prior_label,322,22,6.045454545454546,1.4676670579817859,0.5,0.2942013379245275,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.02462886179427115,0.3390818238258362,0.8706605434417725
geom_r00,submission_like,raw_trend,8,bidir_all,322,22,6.045454545454546,2.1691000870854475,0.45454545454545453,-0.04311664627666478,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.10344717973373818,0.3518819510936737,0.8573755621910095
geom_r00,submission_like,raw_trend,8,prior_all,322,22,6.045454545454546,2.430434002650643,0.5,-0.1687916942773322,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.037027176956727414,0.3411271572113037,0.868457555770874
geom_r00,submission_like,raw_trend,8,full_strict,322,22,6.045454545454546,2.344112859761305,0.4090909090909091,-0.12727999935389356,0.9185388792929897,-0.05952714439638762,0.3448079526424408,0.8677049279212952,-0.09009236319855995,0.34974607825279236,0.8585272431373596
geom_r00,submission_like,raw_trend,10,meta_only,322,22,6.045454545454546,1.8407811448168052,0.5,0.2005589064145109,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.11264773840294517,0.3533459007740021,0.8656172156333923
geom_r00,submission_like,raw_trend,10,past_raw,322,22,6.045454545454546,2.8334923753977366,0.36363636363636365,-0.23057010315017412,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.10271297166411597,0.35176488757133484,0.8612021803855896
geom_r00,submission_like,raw_trend,10,future_raw,322,22,6.045454545454546,2.938059672749638,0.4090909090909091,-0.27598310337764165,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.10839370241085589,0.35266977548599243,0.859122097492218
geom_r00,submission_like,raw_trend,10,bidir_raw,322,22,6.045454545454546,2.8174814233504075,0.5,-0.2236166350260016,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.11197567091408023,0.35323917865753174,0.8589630722999573
geom_r00,submission_like,raw_trend,10,prior_raw,322,22,6.045454545454546,2.7593307117482913,0.5,-0.19836210185845515,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.026524866938584246,0.3393954038619995,0.8716163635253906
geom_r00,submission_like,raw_trend,10,past_label,322,22,6.045454545454546,1.6552848430941614,0.5454545454545454,0.2811189266661158,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.01969050679561879,0.33826372027397156,0.871330976486206
geom_r00,submission_like,raw_trend,10,future_label,322,22,6.045454545454546,1.7143021093274107,0.5,0.2554880536040005,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.020064895516628933,0.3383257985115051,0.873134434223175
geom_r00,submission_like,raw_trend,10,bidir_label,322,22,6.045454545454546,1.7102289832273023,0.5454545454545454,0.25725698979337364,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.021449427390552556,0.33855533599853516,0.8726661205291748
geom_r00,submission_like,raw_trend,10,prior_label,322,22,6.045454545454546,1.3556755872094053,0.6363636363636364,0.41123757322400467,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.015234155200460231,0.33752375841140747,0.871259331703186
geom_r00,submission_like,raw_trend,10,bidir_all,322,22,6.045454545454546,2.830481880940343,0.5,-0.22926266201952794,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.11337046757310243,0.3534606695175171,0.8590855002403259
geom_r00,submission_like,raw_trend,10,prior_all,322,22,6.045454545454546,2.719215163548642,0.5,-0.1809401406368234,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.026426634048932307,0.3393791615962982,0.8717023730278015
geom_r00,submission_like,raw_trend,10,full_strict,322,22,6.045454545454546,2.91005986573998,0.36363636363636365,-0.263822941698991,0.848741268266426,-0.009766998208188049,0.3366137146949768,0.8733822107315063,-0.10978298036821221,0.3528907299041748,0.8602785468101501
geom_r00,submission_like,window_state,4,meta_only,322,22,6.045454545454546,0.563920105650118,0.8181818181818182,0.5932176300604972,0.8448831177585636,-0.03211531172607107,0.34031832218170166,0.8720726370811462,-0.12925947191323006,0.35597386956214905,0.8628763556480408
