fold,target,feature,mode,c_value,weight,base_loss,best_loss,inner_delta,corr
geom_r02,S1,jepa_grid__presleep_ambience__pre6h__resid,global_z,0.2,0.45,0.4774230395458161,0.47538283689714744,-0.0020402026486686653,0.15605452933270797
geom_r02,S1,jepa_grid__ambience__afternoon__resid,global_z,0.2,0.3,0.4774230395458161,0.475983585179857,-0.001439454365959103,0.15983446932664566
geom_r02,S1,jepa_modality__presleep_activity__resid_pc0,global_z,0.05,0.3,0.4774230395458161,0.4761545137042458,-0.0012685258415703338,-0.1731548332378923
geom_r02,S1,jepa_modality__presleep_activity__resid_pc0,subject_center,0.05,0.2,0.4774230395458161,0.4766961192986827,-0.0007269202471333891,-0.15989885677742743
geom_r02,S1,jepa_modality__wifi__resid_pc0,subject_z,0.05,0.2,0.4774230395458161,0.47688356205423577,-0.0005394774915803424,-0.15370556045398553
geom_r02,S1,jepa_grid__presleep_ambience__pre6h__resid,global_z,0.05,0.2,0.4774230395458161,0.4769758337429102,-0.0004472058029059145,0.15605452933270797
geom_r02,S1,jepa_grid__ambience__afternoon__resid,global_z,0.05,0.15,0.4774230395458161,0.47715100459007265,-0.0002720349557434609,0.15983446932664566
geom_r02,S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,0.2,0.45,0.5606169462191608,0.5516402825030972,-0.008976663716063649,-0.1883967837776407
geom_r02,S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,0.2,0.45,0.5606169462191608,0.5520443002940691,-0.00857264592509166,-0.17727314223218957
geom_r02,S2,jepa_modality__usage__cos,global_z,0.2,0.45,0.5606169462191608,0.5532998421933714,-0.007317104025789445,0.17191685688353917
geom_r02,S2,jepa_time__late__pred_pc2,subject_z,0.2,0.45,0.5606169462191608,0.5538346934658104,-0.006782252753350426,0.16713936982482602
geom_r02,S2,jepa_grid__prectx_activity__pre6h__resid,subject_rank,0.2,0.45,0.5606169462191608,0.5539438210125914,-0.006673125206569375,0.168688601439392
geom_r02,S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,0.05,0.45,0.5606169462191608,0.5543514950756889,-0.0062654511434718785,-0.17727314223218957
geom_r02,S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,0.05,0.45,0.5606169462191608,0.5544431077404889,-0.0061738384786719225,-0.1883967837776407
geom_r02,S2,jepa_modality__usage__cos,global_z,0.05,0.45,0.5606169462191608,0.5561197668322775,-0.004497179386883321,0.17191685688353917
geom_r02,S2,jepa_time__late__pred_pc2,subject_z,0.05,0.45,0.5606169462191608,0.5561704261176288,-0.004446520101532014,0.16713936982482602
geom_r02,S2,jepa_grid__prectx_activity__pre6h__resid,subject_rank,0.05,0.45,0.5606169462191608,0.5565593189431038,-0.004057627276056963,0.168688601439392
geom_r02,S3,jepa_grid__presleep_mlight__other__resid,subject_z,0.2,0.45,0.5040542201571154,0.49479099359583883,-0.009263226561276594,-0.2040510895357045
geom_r02,S3,jepa_modality__prectx_hr__resid_abs_mean,subject_rank,0.2,0.45,0.5040542201571154,0.4972039414768728,-0.006850278680242627,0.17831983330439136
geom_r02,S3,jepa_grid__presleep_mlight__other__resid,subject_rank,0.2,0.45,0.5040542201571154,0.4974710920065772,-0.006583128150538242,-0.19380440993413778
geom_r02,S3,jepa_grid__watch_pedo__early__value,subject_z,0.2,0.45,0.5040542201571154,0.49781334537174726,-0.006240874785368167,0.17882057399942525
geom_r02,S3,jepa_grid__presleep_mlight__other__resid,subject_z,0.05,0.45,0.5040542201571154,0.497997403906515,-0.00605681625060045,-0.2040510895357045
geom_r02,S3,jepa_sensor_time__prectx_screen__other__resid_pc1,global_z,0.2,0.45,0.5040542201571154,0.4989386006333206,-0.0051156195237948565,0.17663901861744752
geom_r02,S3,jepa_grid__watch_pedo__early__value,subject_z,0.05,0.45,0.5040542201571154,0.5006159256439348,-0.003438294513180673,0.17882057399942525
geom_r02,S3,jepa_modality__prectx_hr__resid_abs_mean,subject_rank,0.05,0.45,0.5040542201571154,0.5006730333368196,-0.0033811868202958673,0.17831983330439136
geom_r02,S3,jepa_grid__presleep_mlight__other__resid,subject_rank,0.05,0.45,0.5040542201571154,0.5011486265140912,-0.002905593643024229,-0.19380440993413778
geom_r02,S3,jepa_sensor_time__prectx_screen__other__resid_pc1,global_z,0.05,0.3,0.5040542201571154,0.5018230230094373,-0.0022311971476781656,0.17663901861744752
geom_r02,S4,jepa_modality__gps__target_pc1,subject_rank,0.2,0.45,0.5970314196841471,0.5869914538117263,-0.01003996587242073,-0.211086986912219
geom_r02,S4,jepa_modality__gps__target_pc1,subject_z,0.2,0.45,0.5970314196841471,0.588015119471905,-0.00901630021224209,-0.199940852837978
geom_r02,S4,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.2,0.45,0.5970314196841471,0.5887359220287748,-0.008295497655372297,0.2192936328088318
geom_r02,S4,jepa_grid__prectx_wlight__pre3h__value,subject_rank,0.2,0.45,0.5970314196841471,0.5891548565027867,-0.00787656318136043,0.2040204020306225
geom_r02,S4,jepa_modality__gps__target_pc1,subject_center,0.2,0.45,0.5970314196841471,0.5896397147606901,-0.0073917049234569765,-0.19022142071083342
geom_r02,S4,jepa_modality__gps__target_pc1,subject_rank,0.05,0.45,0.5970314196841471,0.5903107071205164,-0.006720712563630715,-0.211086986912219
geom_r02,S4,jepa_modality__gps__target_pc1,subject_z,0.05,0.45,0.5970314196841471,0.5909372693472436,-0.0060941503369035255,-0.199940852837978
geom_r02,S4,jepa_grid__prectx_wlight__pre3h__value,subject_rank,0.05,0.45,0.5970314196841471,0.5919732778905131,-0.005058141793633952,0.2040204020306225
geom_r02,S4,jepa_grid__prectx_wlight__pre1h__pred,subject_rank,0.05,0.45,0.5970314196841471,0.5920910106848486,-0.0049404089992984845,0.2192936328088318
geom_r02,S4,jepa_modality__gps__target_pc1,subject_center,0.05,0.45,0.5970314196841471,0.5922953298874519,-0.004736089796695153,-0.19022142071083342
geom_r03,Q1,jepa_modality__ambience__resid_norm,subject_rank,0.2,0.45,0.5731651477722832,0.5603794719611221,-0.012785675811161079,-0.21777708362494622
geom_r03,Q1,jepa_modality__ambience__resid_norm,subject_rank,0.05,0.45,0.5731651477722832,0.5648124534883205,-0.00835269428396268,-0.21777708362494622
geom_r03,Q1,jepa_modality__ambience__resid_abs_mean,subject_rank,0.2,0.45,0.5731651477722832,0.5648251487107466,-0.008339999061536596,-0.18631658296741582
geom_r03,Q1,jepa_modality__ambience__resid_norm,subject_z,0.2,0.45,0.5731651477722832,0.5652899229075806,-0.007875224864702601,-0.18336501112241804
geom_r03,Q1,jepa_modality__ambience__resid_abs_mean,subject_z,0.2,0.45,0.5731651477722832,0.5673300303391344,-0.005835117433148795,-0.16834853812356132
geom_r03,Q1,jepa_modality__ambience__resid_abs_mean,subject_rank,0.05,0.45,0.5731651477722832,0.5685359308111081,-0.004629216961175131,-0.18631658296741582
geom_r03,Q1,jepa_modality__ambience__resid_norm,subject_z,0.05,0.45,0.5731651477722832,0.5688097343137918,-0.004355413458491442,-0.18336501112241804
geom_r03,Q1,jepa_time__afternoon__resid_pc1,subject_z,0.2,0.45,0.5731651477722832,0.5692087310873875,-0.003956416684895769,-0.16948336309277867
geom_r03,Q1,jepa_modality__ambience__resid_abs_mean,subject_z,0.05,0.45,0.5731651477722832,0.570467988230787,-0.0026971595414961858,-0.16834853812356132
geom_r03,Q1,jepa_time__afternoon__resid_pc1,subject_z,0.05,0.3,0.5731651477722832,0.571635904084923,-0.0015292436873601822,-0.16948336309277867
geom_r03,Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_center,0.2,0.45,0.6478830864900221,0.638384314150213,-0.009498772339809114,0.2023477634835063
geom_r03,Q2,jepa_grid__phone_screen__afternoon__pred,subject_rank,0.2,0.45,0.6478830864900221,0.6393206764599607,-0.008562410030061418,0.19591843811584056
geom_r03,Q2,jepa_modality__phone_screen__pred_pc0,subject_rank,0.2,0.45,0.6478830864900221,0.64007925967093,-0.007803826819092086,0.19411996373478432
geom_r03,Q2,jepa_sensor_time__prectx_usage__pre6h__target_pc2,subject_center,0.2,0.45,0.6478830864900221,0.6411241497486102,-0.006758936741411925,0.18590518977406828
geom_r03,Q2,jepa_grid__phone_light__early__resid,subject_rank,0.2,0.45,0.6478830864900221,0.6415576517572857,-0.00632543473273639,-0.19054934382444144
geom_r03,Q2,jepa_sensor_time__prectx_usage__pre3h__pred_pc2,subject_center,0.05,0.45,0.6478830864900221,0.6425015779576905,-0.005381508532331658,0.2023477634835063
geom_r03,Q2,jepa_grid__phone_screen__afternoon__pred,subject_rank,0.05,0.45,0.6478830864900221,0.6437565593176623,-0.00412652717235984,0.19591843811584056
geom_r03,Q2,jepa_modality__phone_screen__pred_pc0,subject_rank,0.05,0.45,0.6478830864900221,0.6442937623036846,-0.003589324186337506,0.19411996373478432
geom_r03,Q2,jepa_sensor_time__prectx_usage__pre6h__target_pc2,subject_center,0.05,0.45,0.6478830864900221,0.6448131504021279,-0.0030699360878941873,0.18590518977406828
geom_r03,Q2,jepa_grid__phone_light__early__resid,subject_rank,0.05,0.3,0.6478830864900221,0.6451772265759561,-0.0027058599140660222,-0.19054934382444144
geom_r03,Q3,jepa_grid__prectx_other__pre3h__pred,subject_rank,0.2,0.45,0.6327547828631431,0.62334824386594,-0.009406538997203118,-0.22005230945504775
geom_r03,Q3,jepa_prefix__prectx__resid_pc2,subject_rank,0.2,0.45,0.6327547828631431,0.6235067048355306,-0.009248078027612516,0.20051791501588775
geom_r03,Q3,jepa_grid__prectx_hr__pre6h__pred,subject_rank,0.2,0.45,0.6327547828631431,0.6238121954643329,-0.008942587398810264,-0.21190718060020164
geom_r03,Q3,jepa_modality__presleep_other__target_pc0,subject_rank,0.2,0.45,0.6327547828631431,0.625749203783134,-0.0070055790800090945,-0.19585226280787169
geom_r03,Q3,jepa_grid__prectx_other__pre3h__pred,subject_rank,0.05,0.45,0.6327547828631431,0.6259527216461107,-0.006802061217032418,-0.22005230945504775
geom_r03,Q3,jepa_grid__prectx_hr__pre6h__pred,subject_rank,0.05,0.45,0.6327547828631431,0.6262033319233401,-0.006551450939803027,-0.21190718060020164
geom_r03,Q3,jepa_prefix__prectx__resid_pc0,subject_z,0.2,0.45,0.6327547828631431,0.6262482394339456,-0.006506543429197542,-0.19442728669596376
geom_r03,Q3,jepa_prefix__prectx__resid_pc2,subject_rank,0.05,0.45,0.6327547828631431,0.626388433664219,-0.006366349198924093,0.20051791501588775
geom_r03,Q3,jepa_modality__presleep_other__target_pc0,subject_rank,0.05,0.45,0.6327547828631431,0.6276439063905329,-0.005110876472610215,-0.19585226280787169
geom_r03,Q3,jepa_prefix__prectx__resid_pc0,subject_z,0.05,0.45,0.6327547828631431,0.6285587168564089,-0.004196066006734278,-0.19442728669596376
geom_r03,S1,jepa_grid__prectx_other__pre1h__pred,subject_z,0.2,0.45,0.4777893646963304,0.4677217633140725,-0.010067601382257874,-0.1893217445462095
geom_r03,S1,jepa_grid__deep__early__pred,subject_rank,0.2,0.45,0.4777893646963304,0.46941151732066205,-0.008377847375668324,-0.17449955149051444
geom_r03,S1,jepa_grid__presleep_other__pre1h__pred,subject_z,0.2,0.45,0.4777893646963304,0.46954837807973415,-0.008240986616596224,-0.16964292032218817
geom_r03,S1,jepa_grid__watch_pedo__early__value,subject_rank,0.2,0.45,0.4777893646963304,0.4709040179345204,-0.006885346761809963,-0.17222893754316645
geom_r03,S1,jepa_time__other__resid_pc1,subject_rank,0.2,0.45,0.4777893646963304,0.4718165265900818,-0.005972838106248601,-0.18465666473994372
geom_r03,S1,jepa_grid__prectx_other__pre1h__pred,subject_z,0.05,0.45,0.4777893646963304,0.473283624084104,-0.004505740612226361,-0.1893217445462095
geom_r03,S1,jepa_grid__presleep_other__pre1h__pred,subject_z,0.05,0.45,0.4777893646963304,0.47447859417501437,-0.003310770521316009,-0.16964292032218817
geom_r03,S1,jepa_grid__deep__early__pred,subject_rank,0.05,0.45,0.4777893646963304,0.47523138523198094,-0.002557979464349436,-0.17449955149051444
geom_r03,S1,jepa_grid__watch_pedo__early__value,subject_rank,0.05,0.45,0.4777893646963304,0.4756655104394478,-0.0021238542568825514,-0.17222893754316645
geom_r03,S1,jepa_time__other__resid_pc1,subject_rank,0.05,0.45,0.4777893646963304,0.47593220905174516,-0.0018571556445852178,-0.18465666473994372
geom_r03,S2,jepa_grid__phone_activity__late__resid,subject_z,0.2,0.45,0.5659890893768216,0.5554320894470661,-0.01055699992975545,-0.19483262936772117
geom_r03,S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,0.2,0.45,0.5659890893768216,0.5556114676590888,-0.010377621717732821,-0.20091248917869314
geom_r03,S2,jepa_sensor_time__prectx_other__pre3h__pred_norm,subject_z,0.2,0.45,0.5659890893768216,0.5571674845593477,-0.00882160481747385,-0.1921940998123537
geom_r03,S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,0.2,0.45,0.5659890893768216,0.5573685286993029,-0.008620560677518707,-0.19100889388670517
geom_r03,S2,jepa_sensor_time__prectx_other__pre3h__pred_norm,subject_rank,0.2,0.45,0.5659890893768216,0.5579756397915046,-0.008013449585317023,-0.1988753061990373
geom_r03,S2,jepa_modality__presleep_mlight__pred_pc1,subject_z,0.05,0.45,0.5659890893768216,0.5580078009940068,-0.007981288382814755,-0.20091248917869314
geom_r03,S2,jepa_grid__phone_activity__late__resid,subject_z,0.05,0.45,0.5659890893768216,0.5583199252355167,-0.007669164141304918,-0.19483262936772117
geom_r03,S2,jepa_sensor_time__prectx_other__pre3h__pred_norm,subject_z,0.05,0.45,0.5659890893768216,0.5595547807863436,-0.0064343085904779995,-0.1921940998123537
geom_r03,S2,jepa_modality__presleep_mlight__pred_pc1,subject_rank,0.05,0.45,0.5659890893768216,0.5597953217709907,-0.006193767605830902,-0.19100889388670517
geom_r03,S2,jepa_sensor_time__prectx_other__pre3h__pred_norm,subject_rank,0.05,0.45,0.5659890893768216,0.5600180794231339,-0.0059710099536877115,-0.1988753061990373
geom_r03,S3,jepa_grid__presleep_mlight__other__resid,subject_z,0.2,0.45,0.5272669504928366,0.517747265363737,-0.009519685129099509,-0.20005525247427042
geom_r03,S3,jepa_modality__prectx_hr__resid_abs_mean,subject_z,0.2,0.45,0.5272669504928366,0.5197662683033291,-0.0075006821895075015,0.17036161121907845
geom_r03,S3,jepa_grid__presleep_mlight__other__resid,subject_z,0.05,0.45,0.5272669504928366,0.5198057491743416,-0.0074612013184949255,-0.20005525247427042
geom_r03,S3,jepa_grid__presleep_mlight__other__resid,subject_rank,0.2,0.45,0.5272669504928366,0.5200270944635206,-0.007239856029315983,-0.1917298835731398
geom_r03,S3,jepa_modality__prectx_hr__resid_abs_mean,subject_rank,0.2,0.45,0.5272669504928366,0.5200670785530567,-0.007199871939779889,0.17820779270740644
geom_r03,S3,jepa_sensor_time__prectx_wlight__other__resid_pc0,subject_z,0.2,0.45,0.5272669504928366,0.520628765064725,-0.006638185428111565,0.17885044284900334
geom_r03,S3,jepa_modality__prectx_hr__resid_abs_mean,subject_z,0.05,0.45,0.5272669504928366,0.5219015538892572,-0.005365396603579375,0.17036161121907845
geom_r03,S3,jepa_modality__prectx_hr__resid_abs_mean,subject_rank,0.05,0.45,0.5272669504928366,0.5224344830518572,-0.004832467440979316,0.17820779270740644
geom_r03,S3,jepa_grid__presleep_mlight__other__resid,subject_rank,0.05,0.45,0.5272669504928366,0.5227187477200987,-0.004548202772737819,-0.1917298835731398
geom_r03,S3,jepa_sensor_time__prectx_wlight__other__resid_pc0,subject_z,0.05,0.45,0.5272669504928366,0.5228841438222364,-0.004382806670600203,0.17885044284900334
geom_r03,S4,jepa_grid__phone_charge__afternoon__value,subject_z,0.2,0.45,0.6042589932037784,0.5952893443283384,-0.00896964887544005,-0.19767997355641573
geom_r03,S4,jepa_modality__gps__pred_pc1,subject_center,0.2,0.45,0.6042589932037784,0.5961124644592785,-0.008146528744499948,-0.19682727608575779
geom_r03,S4,jepa_grid__phone_charge__afternoon__value,subject_center,0.2,0.45,0.6042589932037784,0.5964546000136586,-0.007804393190119829,-0.19060620358505728
geom_r03,S4,jepa_grid__proxy__late__resid,subject_rank,0.2,0.45,0.6042589932037784,0.596829176307035,-0.00742981689674338,-0.20139438717159733
geom_r03,S4,jepa_grid__phone_charge__afternoon__value,subject_z,0.05,0.45,0.6042589932037784,0.5985904427485773,-0.0056685504552010935,-0.19767997355641573
geom_r03,S4,jepa_modality__gps__pred_pc1,subject_center,0.05,0.45,0.6042589932037784,0.598787902837597,-0.00547109036618143,-0.19682727608575779
geom_r03,S4,jepa_grid__phone_activity__evening__pred,subject_rank,0.2,0.45,0.6042589932037784,0.5989126051115966,-0.0053463880921817974,-0.1918064799712299
geom_r03,S4,jepa_grid__proxy__late__resid,subject_rank,0.05,0.45,0.6042589932037784,0.5989257049024305,-0.005333288301347938,-0.20139438717159733
geom_r03,S4,jepa_grid__phone_charge__afternoon__value,subject_center,0.05,0.45,0.6042589932037784,0.5994667653139445,-0.004792227889833911,-0.19060620358505728
geom_r03,S4,jepa_grid__phone_activity__evening__pred,subject_rank,0.05,0.45,0.6042589932037784,0.600984986939199,-0.00327400626457941,-0.1918064799712299
