fold,representation,context_variant,train_blocks,val_blocks,repr_r2,repr_cos,repr_rmse,rate_chain_r2,rate_chain_cos,rate_chain_rmse,label_chain_r2,label_chain_cos,repr_to_true_rate_r2,repr_to_true_rate_cos
geom_r00,mean_latent,current_visible_target,309,23,0.9371062130895131,0.9615594744682312,0.39248964190483093,0.08394760204182428,0.8848503828048706,0.3196435272693634,-0.012931886118951352,0.7050229907035828,0.026516566932753616,0.8771052956581116
geom_r00,mean_latent,strict_surround,309,23,-0.6047753013274402,0.3816421329975128,1.9825834035873413,-0.014366760640095677,0.8769789934158325,0.3363591730594635,-0.05562211500977088,0.6972792148590088,0.026516566932753616,0.8771052956581116
geom_r00,mean_latent,strict_rawonly,309,23,-0.6661733869760889,0.3722976744174957,2.020153760910034,-0.023176158861051288,0.8767425417900085,0.33781659603118896,-0.06032527206213856,0.6959949135780334,0.026516566932753616,0.8771052956581116
geom_r00,mean_latent,strict_labelonly,309,23,-0.007408946288762097,0.5071601271629333,1.570823073387146,0.1346566089393224,0.8955387473106384,0.31067049503326416,0.026583412465676304,0.7218384146690369,0.026516566932753616,0.8771052956581116
geom_r00,mean_latent,strict_prior,309,23,-0.10459091394790643,0.5340691804885864,1.6448453664779663,0.03470459763107081,0.8804561495780945,0.32812240719795227,-0.028287314786864082,0.7030600905418396,0.026516566932753616,0.8771052956581116
geom_r00,window_state,current_visible_target,309,23,0.2974935390534441,0.6936559081077576,1.4979791641235352,0.0985643967243629,0.8834306597709656,0.31708312034606934,0.01614619045608967,0.7146811485290527,-0.07120786836100668,0.865825891494751
geom_r00,window_state,strict_surround,309,23,-0.3006241098868734,0.46833619475364685,2.038245439529419,0.08418627090051978,0.8875882625579834,0.3196018934249878,-0.0007089099175379143,0.7099636793136597,-0.07120786836100668,0.865825891494751
geom_r00,window_state,strict_rawonly,309,23,-0.3227388971725531,0.4761914014816284,2.0555009841918945,0.0817573080786913,0.8872243762016296,0.3200254440307617,-0.0014488579225337972,0.7098183631896973,-0.07120786836100668,0.865825891494751
geom_r00,window_state,strict_labelonly,309,23,0.21569571252355024,0.6184676289558411,1.5827884674072266,0.1315187560583333,0.8924492597579956,0.311233252286911,0.0745199649393764,0.7352806329727173,-0.07120786836100668,0.865825891494751
geom_r00,window_state,strict_prior,309,23,0.1572041293564268,0.5907251238822937,1.6407476663589478,0.07482125327598765,0.8839715123176575,0.3212318420410156,0.025720198913347647,0.7198441624641418,-0.07120786836100668,0.865825891494751
geom_r00,modality_state,current_visible_target,309,23,0.899436078068572,0.944185197353363,0.3817179203033447,0.018682662614004975,0.8747374415397644,0.3308342695236206,-0.026953209107674514,0.7002951502799988,0.008914340291445777,0.8718357682228088
geom_r00,modality_state,strict_surround,309,23,-0.7601067587183596,0.3105478584766388,1.5969487428665161,-0.041594235748749986,0.8728054761886597,0.34084352850914,-0.0528033245870958,0.6977302432060242,0.008914340291445777,0.8718357682228088
geom_r00,modality_state,strict_rawonly,309,23,-0.827569285165078,0.30725613236427307,1.6272653341293335,-0.04359716350505671,0.8721862435340881,0.3411710858345032,-0.05893334686002749,0.6947057843208313,0.008914340291445777,0.8718357682228088
geom_r00,modality_state,strict_labelonly,309,23,-0.1147668813997682,0.43670862913131714,1.2709062099456787,0.12084583946115013,0.8948277235031128,0.31313979625701904,0.03714248113859764,0.7258672118186951,0.008914340291445777,0.8718357682228088
geom_r00,modality_state,strict_prior,309,23,-0.24023332979622958,0.4450012147426605,1.3405195474624634,0.025154869216475695,0.8785111904144287,0.3297414779663086,-0.027333115298159072,0.7027786374092102,0.008914340291445777,0.8718357682228088
geom_r00,proto_hist,current_visible_target,309,23,0.23921574928865352,0.5988433361053467,0.7806181311607361,0.0016676017274229737,0.8756251931190491,0.3336901068687439,-0.011386898805547885,0.7062498331069946,0.0019535370045071776,0.8728548884391785
geom_r00,proto_hist,strict_surround,309,23,-0.27719812534026733,0.3542875647544861,1.0114327669143677,-0.07379711213867468,0.8673239946365356,0.34607231616973877,-0.03680656035205354,0.700768768787384,0.0019535370045071776,0.8728548884391785
geom_r00,proto_hist,strict_rawonly,309,23,-0.3135882184313379,0.34023523330688477,1.0257405042648315,-0.08044340786415494,0.8664591312408447,0.34714168310165405,-0.04234198154954183,0.6990827322006226,0.0019535370045071776,0.8728548884391785
geom_r00,proto_hist,strict_labelonly,309,23,0.33435730667291963,0.5489339232444763,0.7301775217056274,-0.007824769685082389,0.8757716417312622,0.33527275919914246,-0.009736559355287389,0.7078984975814819,0.0019535370045071776,0.8728548884391785
geom_r00,proto_hist,strict_prior,309,23,0.31460861636789683,0.6500704884529114,0.7409300208091736,-0.02558802079892364,0.8742995262145996,0.3382145166397095,-0.013470973357969873,0.7079285979270935,0.0019535370045071776,0.8728548884391785
geom_r00,proto_trans,current_visible_target,309,23,-0.42594896183207154,0.3320816457271576,1.6652777194976807,-0.07118301366010105,0.8792300224304199,0.3456508219242096,-0.08509925270927021,0.6895201206207275,-0.07685466521673834,0.878143310546875
geom_r00,proto_trans,strict_surround,309,23,-0.4878239648169791,0.28627967834472656,1.701024055480957,-0.06650597500636768,0.8745310306549072,0.3448953926563263,-0.07093284883174422,0.6922646164894104,-0.07685466521673834,0.878143310546875
geom_r00,proto_trans,strict_rawonly,309,23,-0.5101769999051653,0.28892046213150024,1.7137545347213745,-0.06615630972696152,0.8745227456092834,0.34483885765075684,-0.06629957181628154,0.6937484741210938,-0.07685466521673834,0.878143310546875
geom_r00,proto_trans,strict_labelonly,309,23,-0.027721519375973447,0.3429238200187683,1.41374933719635,-0.017739458579640877,0.8790774941444397,0.3369178771972656,-0.02946463378426656,0.7027394771575928,-0.07685466521673834,0.878143310546875
geom_r00,proto_trans,strict_prior,309,23,-0.32359775862433615,0.4393109977245331,1.6044001579284668,-0.02963232674627103,0.8757394552230835,0.338880717754364,-0.056711640559792276,0.6945416331291199,-0.07685466521673834,0.878143310546875
geom_r00,label_state,current_visible_target,309,23,-0.4406977904090619,0.32692015171051025,1.7599141597747803,-0.42083830869920913,0.8020836114883423,0.3980870842933655,-0.4095846323511936,0.6180703639984131,0.8600913882922463,0.981580376625061
geom_r00,label_state,strict_surround,309,23,-0.4905846419423656,0.30197304487228394,1.7901250123977661,-0.48057881287575466,0.816792368888855,0.4063698947429657,-0.4305087373102996,0.6328539252281189,0.8600913882922463,0.981580376625061
geom_r00,label_state,strict_rawonly,309,23,-0.4655158513931268,0.30667349696159363,1.775007963180542,-0.4339084824420658,0.8208297491073608,0.39991387724876404,-0.4151644823538718,0.6347219347953796,0.8600913882922463,0.981580376625061
geom_r00,label_state,strict_labelonly,309,23,0.0152529209415736,0.36457738280296326,1.455014705657959,0.05097805372396713,0.8926646113395691,0.32534483075141907,0.006937367267836003,0.7202958464622498,0.8600913882922463,0.981580376625061
geom_r00,label_state,strict_prior,309,23,-0.05215306106468409,0.3225845396518707,1.50398850440979,0.008734090601545397,0.8781490325927734,0.33250704407691956,-0.0760333820838226,0.6924917101860046,0.8600913882922463,0.981580376625061
geom_r01,mean_latent,current_visible_target,335,20,0.9639049481460926,0.9802640080451965,0.3124159276485443,0.08901207908451636,0.9091857075691223,0.3032820522785187,-0.004756813890647971,0.7328835725784302,0.04694372249160661,0.9050931930541992
geom_r01,mean_latent,strict_surround,335,20,-0.28939409350462686,0.45736056566238403,1.8672486543655396,0.05869741379525539,0.9006168246269226,0.3082868754863739,-0.029319422870527356,0.7242809534072876,0.04694372249160661,0.9050931930541992
