target,feature,mode,corr,abs_corr
Q1,er_a80p0_actual_k5_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_actual_k15_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_actual_k40_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_pred_k5_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_pred_k15_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_pred_k40_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_mix_k5_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_mix_k15_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_mix_k40_actual_pred_gap,subject_center,-0.18319789594255423,0.18319789594255423
Q1,er_a80p0_actual_k5_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_actual_k15_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_actual_k40_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_pred_k5_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_pred_k15_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_pred_k40_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_mix_k5_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_mix_k15_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_mix_k40_actual_pred_gap,subject_rank,-0.182880862902217,0.182880862902217
Q1,er_a80p0_pred_k40_dmean,subject_center,-0.17810174761379172,0.17810174761379172
Q1,er_a80p0_actual_k15_first_S1,subject_center,0.17716099066186164,0.17716099066186164
Q1,er_a80p0_mix_k40_dmean,subject_center,-0.17557439957820375,0.17557439957820375
Q1,er_a80p0_actual_k15_rate_S1,subject_center,0.17207667793948322,0.17207667793948322
Q1,er_a80p0_actual_k5_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_actual_k15_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_actual_k40_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_pred_k5_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_pred_k15_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_pred_k40_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_mix_k5_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_mix_k15_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_mix_k40_actual_pred_gap,subject_z,-0.16292228385990526,0.16292228385990526
Q1,er_a80p0_mix_k15_dmean,subject_center,-0.16211883319353937,0.16211883319353937
Q1,er_a80p0_pred_k15_dmean,subject_center,-0.16194022791669607,0.16194022791669607
Q1,er_a80p0_pred_k40_change_Q3,subject_z,0.15998540097065667,0.15998540097065667
Q1,er_a80p0_mix_k40_dmean,subject_rank,-0.15683495479057336,0.15683495479057336
Q1,er_a80p0_mix_k15_same_frac,subject_center,-0.1557072770437282,0.1557072770437282
Q1,er_a80p0_actual_k40_dmean,subject_center,-0.15095620065397583,0.15095620065397583
Q1,er_a20p0_pred_k5_change_Q2,subject_rank,0.14901548960892727,0.14901548960892727
Q1,er_a80p0_actual_k15_same_frac,subject_center,-0.14748465557019128,0.14748465557019128
Q1,er_a80p0_mix_k15_first_S1,subject_center,0.14693209582809086,0.14693209582809086
Q1,er_a20p0_mix_k5_dmean,subject_z,-0.14684604852834346,0.14684604852834346
Q1,er_a80p0_pred_k5_entropy_S4,subject_z,-0.1466959906691132,0.1466959906691132
Q1,er_a80p0_actual_k15_change_Q1,subject_rank,-0.1465193328171444,0.1465193328171444
Q1,er_a80p0_mix_k40_dmean,subject_z,-0.14630882282296095,0.14630882282296095
Q1,er_a80p0_pred_k40_change_Q3,subject_center,0.14628950577638766,0.14628950577638766
Q1,er_a80p0_mix_k15_rate_S1,subject_center,0.14587019723299954,0.14587019723299954
Q1,er_a20p0_actual_k5_change_Q3,subject_rank,0.14582094153862193,0.14582094153862193
Q1,er_a80p0_pred_k40_same_frac,subject_center,-0.14547799939208242,0.14547799939208242
Q1,er_a80p0_actual_k15_dmean,subject_center,-0.14505319786043824,0.14505319786043824
Q1,er_a80p0_actual_k40_dmean,subject_rank,-0.14326133597632873,0.14326133597632873
Q1,er_a80p0_pred_k5_dmean,subject_center,-0.14258743940976815,0.14258743940976815
Q1,er_a80p0_actual_k40_dmean,subject_z,-0.1423861236657627,0.1423861236657627
Q1,er_a80p0_actual_k15_first_S1,subject_z,0.14224990893912778,0.14224990893912778
Q1,er_a20p0_mix_k15_same_frac,subject_center,-0.14086401940477036,0.14086401940477036
Q1,er_a20p0_actual_k15_rate_S1,subject_z,0.1404302624480409,0.1404302624480409
Q2,er_a20p0_mix_k5_rate_Q3,subject_z,0.17473811102871642,0.17473811102871642
Q2,er_a20p0_pred_k5_rate_Q3,subject_z,0.16482910999588213,0.16482910999588213
Q2,er_a20p0_pred_k5_rate_Q3,subject_center,0.15944343330151414,0.15944343330151414
Q2,er_a20p0_mix_k5_rate_Q3,subject_rank,0.15788464243892933,0.15788464243892933
Q2,er_a80p0_actual_k40_entropy_Q2,subject_z,-0.15530315364927244,0.15530315364927244
Q2,er_a80p0_pred_k15_wmax,global_z,0.15322972624387404,0.15322972624387404
Q2,er_a80p0_pred_k40_wmax,global_z,0.1528339007205081,0.1528339007205081
Q2,er_a80p0_pred_k5_wmax,global_z,0.1517442481704775,0.1517442481704775
Q2,er_a80p0_actual_k15_entropy_Q2,subject_z,-0.15144828081910408,0.15144828081910408
Q2,er_a20p0_actual_k5_rate_Q3,subject_center,0.15127562116208396,0.15127562116208396
Q2,er_a80p0_actual_k15_entropy_Q2,subject_rank,-0.14616355240741125,0.14616355240741125
Q2,er_a20p0_mix_k5_rate_Q3,subject_center,0.14569733896906986,0.14569733896906986
Q2,er_a80p0_actual_k15_entropy_Q1,subject_center,-0.14548707775672903,0.14548707775672903
Q2,er_a20p0_pred_k5_rate_Q3,subject_rank,0.14497513174267954,0.14497513174267954
Q2,er_a80p0_actual_k40_entropy_Q2,subject_rank,-0.1411311528180856,0.1411311528180856
Q2,er_a20p0_pred_k5_first_Q2,subject_z,-0.14046766705587257,0.14046766705587257
Q2,er_a20p0_actual_k15_rate_Q3,subject_center,0.13979742115302068,0.13979742115302068
Q2,er_a20p0_pred_k5_change_Q2,subject_z,0.13960608990674905,0.13960608990674905
